family	size	variant	queries	complete_timing_runs	resource_failures	raw_by_query	lifecycle_ns	lifecycle_ns_min	lifecycle_ns_max	prepare_ns	prepare_ns_min	prepare_ns_max	prepared_drop_ns	prepared_drop_ns_min	prepared_drop_ns_max	setup_ns	setup_ns_min	setup_ns_max	execution_ns	execution_ns_min	execution_ns_max	observe_ns	observe_ns_min	observe_ns_max	result_drop_ns	result_drop_ns_min	result_drop_ns_max	query_drop_ns	query_drop_ns_min	query_drop_ns_max	request_ns	request_ns_min	request_ns_max	answer_drop_ns	answer_drop_ns_min	answer_drop_ns_max	first_query_ns	first_query_ns_min	first_query_ns_max	first_answer_ns	first_answer_ns_min	first_answer_ns_max	memory_complete	max_rss_kib	before_rss_kib	prepared_rss_kib	final_rss_kib	post_answer_rss_kib
weak	6	generated-active-indexed	1	5	0	[729]	2868762	2809305	2954376	43733	39433	45408	267	166	363	517	450	542	1994624	1915994	2027718	269847	265128	297281	306741	299242	360783	23786	17143	28944	2636677	2564619	2732580	187024	182134	200645	2822991	2763762	2914714	828856	792724	870364	True	7552	4800	5120	7080	[7080]
weak	6	generated-active-indexed	4	5	0	[729, 243, 243, 729]	12768009	12554940	13199596	51919	47201	58683	4384	3863	4491	23563	22220	36289	9865226	9690460	10171042	1107460	1081356	1233016	975634	941306	1005484	138031	127487	156980	12247104	12018925	12677042	466724	459432	477907	2810104	2688419	2916604	828733	788362	912386	True	10480	4924	5244	8524	[7200, 9400, 10580, 8524]
weak	6	generated-global-scan	1	5	0	[729]	3411889	3063330	5742290	41914	26967	49638	251	223	448	456	339	604	2558468	2310499	4665531	275321	239746	396867	286603	257493	405493	32649	29530	44524	3194158	2874408	5539498	162332	158366	171801	3362000	3036110	5701830	1706298	1488779	3224060	True	8576	4812	5132	7472	[7472]
weak	6	generated-global-scan	4	5	0	[729, 243, 243, 729]	8548296	8147395	8760530	31510	26428	52276	3080	2629	3762	13520	12309	17022	6244586	5877887	6348878	738339	710813	809944	751064	728755	767590	210138	205588	219788	8032951	7651647	8269522	459309	456804	463321	3323321	2963835	3389822	1631138	1462952	1738521	True	9156	4924	5180	8716	[7520, 7520, 8048, 8716]
weak	6	generic-global-scan	1	5	0	[729]	3275497	3058607	3448594	28509	26524	45149	277	214	298	503	441	529	2461417	2289739	2574955	259150	243194	291092	269913	257085	283516	41219	31719	52753	3085702	2871755	3244512	162994	158045	172931	3248696	3029800	3403231	1618950	1494033	1677527	True	8448	4888	5080	7424	[7424]
weak	6	generic-global-scan	4	5	0	[729, 243, 243, 729]	8444078	8034216	8679369	39176	29649	45319	2654	2549	3029	26085	20323	26124	6142329	5811481	6289012	751301	729916	776910	738603	719820	789327	204284	193132	224937	7957091	7579248	8186855	443855	407048	467268	3245452	3071809	3317932	1633468	1536282	1701369	True	9152	4912	5232	8768	[7576, 7576, 8092, 8768]
weak	6	native	1	5	0	[729]	625327	574328	631701	1498	648	3300	310	158	348	508	310	553	34665	33544	36549	470416	437210	479111	17039	16271	19738	155	152	176	560197	526196	574460	54099	47326	61482	621679	573522	629893	5351	4980	10256	True	6016	4844	4844	5512	[5512]
weak	6	native	4	5	0	[729, 243, 243, 729]	1623087	1482917	1768794	1371	603	2336	339	199	385	900	671	1419	103871	92718	107531	1195811	1089653	1326870	52933	48486	63343	467	402	586	1462195	1328060	1601313	157590	149786	165911	655062	613587	752352	5985	4279	7865	True	6144	4832	4896	5712	[5684, 5684, 5684, 5712]
weak	6	support	1	5	0	[729]	68724003	67621756	69360564	7857310	7665683	8258894	1314958	1170217	1441254	273388	245922	279976	57991872	57133002	58939158	856430	826531	863108	27219	26283	28858	165511	153452	173784	59372696	58444728	60304580	70230	66355	74924	59444726	58514819	60374810	461163	425574	479313	True	34304	4820	30796	17752	[34140]
weak	6	support	4	5	0	[729, 243, 243, 729]	161085645	148810341	166283854	7500644	7357554	8464029	1362965	1333446	1604607	291030	245575	336581	148616098	136598329	152963126	2159769	1996217	2250547	71914	66394	74224	509836	494096	529721	151779419	139604691	156223711	191508	185730	196834	59422356	54821866	62614166	456781	392368	495641	True	34432	4920	30880	17936	[34252, 34252, 34252, 34328]
