mode,family,n,reuse,consumer,form,build,analysis_bytes,requested_bytes,peak_above_start,consumer_retained_bytes,wall_median_ns,wall_min_ns,wall_max_ns
demand,delayed,0,4,prepared,eliminated,conservative,4016,24990,8987,604,21558,13702,23185
demand,delayed,0,4,prepared,eliminated,precise,4016,24990,8987,604,20995,14278,24532
demand,delayed,3,1,query,original,conservative,0,696150,47680,0,371531,261253,409475
demand,delayed,3,1,query,original,precise,0,696150,47680,0,365451,226879,568960
demand,delayed,3,1,query,eliminated,conservative,4016,700166,47680,0,362350,261745,628990
demand,delayed,3,1,query,eliminated,precise,4016,700166,47680,0,363816,280044,376242
demand,delayed,3,1,prepared,original,conservative,0,696150,47680,22016,283226,231078,445444
demand,delayed,3,1,prepared,original,precise,0,696150,47680,22016,358562,224631,378539
demand,delayed,3,1,prepared,eliminated,conservative,4016,700166,47680,22016,361734,358671,493349
demand,delayed,3,1,prepared,eliminated,precise,4016,700166,47680,22016,358771,358494,516369
demand,delayed,3,4,query,original,conservative,0,2734527,47680,0,1013322,898361,1466761
demand,delayed,3,4,query,original,precise,0,2734527,47680,0,1141509,892197,1353568
demand,delayed,3,4,query,eliminated,conservative,4016,2738543,47680,0,1345743,854913,1626563
demand,delayed,3,4,query,eliminated,precise,4016,2738543,47680,0,1347924,919404,1368657
demand,delayed,3,4,prepared,original,conservative,0,2734527,113728,88064,890183,877526,1651323
demand,delayed,3,4,prepared,original,precise,0,2734527,113728,88064,1360376,1206581,1449439
demand,delayed,3,4,prepared,eliminated,conservative,4016,2738543,113728,88064,1353219,921492,1613170
demand,delayed,3,4,prepared,eliminated,precise,4016,2738543,113728,88064,1000868,901829,1470782
demand,independent,0,1,query,original,conservative,0,11147,6289,0,13040,9037,14033
demand,independent,0,1,query,original,precise,0,11147,6289,0,13187,8120,14649
demand,independent,0,1,query,eliminated,conservative,3816,14963,8587,0,18076,11861,23743
demand,independent,0,1,query,eliminated,precise,3816,14963,8587,0,18486,16835,20515
demand,independent,0,1,prepared,original,conservative,0,11147,6440,151,13860,12607,14175
demand,independent,0,1,prepared,original,precise,0,11147,6440,151,12863,9692,15182
demand,independent,0,1,prepared,eliminated,conservative,3816,14963,8587,151,16942,16708,41939
demand,independent,0,1,prepared,eliminated,precise,3816,14963,8587,151,17123,16496,18186
demand,independent,0,4,query,original,conservative,0,20774,6289,0,16848,10505,19440
demand,independent,0,4,query,original,precise,0,20774,6289,0,16341,16037,17354
demand,independent,0,4,query,eliminated,conservative,3816,24590,8587,0,23526,16419,29632
demand,independent,0,4,query,eliminated,precise,3816,24590,8587,0,27216,25676,34615
demand,independent,0,4,prepared,original,conservative,0,20774,6893,604,22132,17521,27857
demand,independent,0,4,prepared,original,precise,0,20774,6893,604,16937,10362,25796
demand,independent,0,4,prepared,eliminated,conservative,3816,24590,8587,604,24103,17116,31849
demand,independent,0,4,prepared,eliminated,precise,3816,24590,8587,604,25023,23831,27041
demand,independent,3,1,query,original,conservative,0,440266,47480,0,267434,163376,328330
demand,independent,3,1,query,original,precise,0,440266,47480,0,264572,217660,437518
demand,independent,3,1,query,eliminated,conservative,3816,444082,47480,0,264884,207862,266994
demand,independent,3,1,query,eliminated,precise,3816,444082,47480,0,287418,252100,298383
demand,independent,3,1,prepared,original,conservative,0,440266,47480,22016,257147,185975,447678
demand,independent,3,1,prepared,original,precise,0,440266,47480,22016,255426,162832,305116
demand,independent,3,1,prepared,eliminated,conservative,3816,444082,47480,22016,195864,177076,264870
demand,independent,3,1,prepared,eliminated,precise,3816,444082,47480,22016,266504,218778,491724
demand,independent,3,4,query,original,conservative,0,1711591,47480,0,969294,703129,1034810
demand,independent,3,4,query,original,precise,0,1711591,47480,0,728011,620219,735905
demand,independent,3,4,query,eliminated,conservative,3816,1715407,47480,0,882232,609185,1029020
demand,independent,3,4,query,eliminated,precise,3816,1715407,47480,0,973242,624784,1065800
demand,independent,3,4,prepared,original,conservative,0,1711591,113528,88064,928044,604846,1073998
demand,independent,3,4,prepared,original,precise,0,1711591,113528,88064,629797,607253,650603
demand,independent,3,4,prepared,eliminated,conservative,3816,1715407,113528,88064,651713,622371,1154138
demand,independent,3,4,prepared,eliminated,precise,3816,1715407,113528,88064,823089,641806,1074189
resumable,stable_history,0,1,query,original,conservative,0,4299,2503,0,6083,3088,6721
resumable,stable_history,0,1,query,original,precise,0,4299,2503,0,5888,4087,7232
resumable,stable_history,0,1,query,eliminated,conservative,349,4648,2503,0,6396,4623,6654
resumable,stable_history,0,1,query,eliminated,precise,349,4648,2503,0,6468,4133,7608
resumable,stable_history,0,1,prepared,original,conservative,0,4299,2654,151,5860,3254,6322
resumable,stable_history,0,1,prepared,original,precise,0,4299,2654,151,6155,3050,8084
resumable,stable_history,0,1,prepared,eliminated,conservative,349,4648,2654,151,6705,6096,7540
resumable,stable_history,0,1,prepared,eliminated,precise,349,4648,2654,151,6568,6068,7749
resumable,stable_history,0,4,query,original,conservative,0,9198,2503,0,10201,9164,11681
resumable,stable_history,0,4,query,original,precise,0,9198,2503,0,9850,6039,10911
resumable,stable_history,0,4,query,eliminated,conservative,349,9547,2503,0,11986,10307,12412
resumable,stable_history,0,4,query,eliminated,precise,349,9547,2503,0,10257,5285,11721
resumable,stable_history,0,4,prepared,original,conservative,0,9198,3107,604,10000,6356,10783
resumable,stable_history,0,4,prepared,original,precise,0,9198,3107,604,9512,6226,16328
resumable,stable_history,0,4,prepared,eliminated,conservative,349,9547,3107,604,10406,6296,15339
resumable,stable_history,0,4,prepared,eliminated,precise,349,9547,3107,604,11004,10536,12137
resumable,stable_history,3,1,query,original,conservative,0,120854,35723,0,86527,71988,111333
resumable,stable_history,3,1,query,original,precise,0,120854,35723,0,105206,104459,105821
resumable,stable_history,3,1,query,eliminated,conservative,349,121203,35723,0,109061,87654,125093
resumable,stable_history,3,1,query,eliminated,precise,349,121203,35723,0,106261,71709,113335
resumable,stable_history,3,1,prepared,original,conservative,0,120854,35723,10211,105143,81316,107332
resumable,stable_history,3,1,prepared,original,precise,0,120854,35723,10211,105646,68374,107510
resumable,stable_history,3,1,prepared,eliminated,conservative,349,121203,35723,10211,108355,68518,118051
resumable,stable_history,3,1,prepared,eliminated,precise,349,121203,35723,10211,112069,105035,262040
resumable,stable_history,3,4,query,original,conservative,0,408629,35723,0,364454,261163,407495
resumable,stable_history,3,4,query,original,precise,0,408629,35723,0,374478,238451,458605
resumable,stable_history,3,4,query,eliminated,conservative,349,408978,35723,0,381912,369521,394961
resumable,stable_history,3,4,query,eliminated,precise,349,408978,35723,0,283541,272414,448445
resumable,stable_history,3,4,prepared,original,conservative,0,408629,66356,40844,367944,257553,441732
resumable,stable_history,3,4,prepared,original,precise,0,408629,66356,40844,357114,226525,401068
resumable,stable_history,3,4,prepared,eliminated,conservative,349,408978,66356,40844,265044,231072,387981
resumable,stable_history,3,4,prepared,eliminated,precise,349,408978,66356,40844,358210,255122,396460
resumable,reset_history,0,1,query,original,conservative,0,4491,2695,0,6427,6015,7203
resumable,reset_history,0,1,query,original,precise,0,4491,2695,0,6762,6239,8148
resumable,reset_history,0,1,query,eliminated,conservative,541,5032,2695,0,6984,6739,7934
resumable,reset_history,0,1,query,eliminated,precise,541,5032,2695,0,7179,5220,7863
resumable,reset_history,0,1,prepared,original,conservative,0,4491,2846,151,5903,5613,6171
resumable,reset_history,0,1,prepared,original,precise,0,4491,2846,151,5679,3346,5984
resumable,reset_history,0,1,prepared,eliminated,conservative,541,5032,2846,151,7089,4684,9127
resumable,reset_history,0,1,prepared,eliminated,precise,541,5032,2846,151,7083,6637,7306
resumable,reset_history,0,4,query,original,conservative,0,9390,2695,0,9803,5956,9850
resumable,reset_history,0,4,query,original,precise,0,9390,2695,0,9762,9310,10888
resumable,reset_history,0,4,query,eliminated,conservative,541,9931,2695,0,11619,10301,13128
resumable,reset_history,0,4,query,eliminated,precise,541,9931,2695,0,10306,6465,12312
resumable,reset_history,0,4,prepared,original,conservative,0,9390,3299,604,13196,12580,13601
resumable,reset_history,0,4,prepared,original,precise,0,9390,3299,604,12557,7755,20870
resumable,reset_history,0,4,prepared,eliminated,conservative,541,9931,3299,604,13085,13004,16255
resumable,reset_history,0,4,prepared,eliminated,precise,541,9931,3299,604,13331,6505,25295
resumable,reset_history,3,1,query,original,conservative,0,1204086,35979,0,469974,437257,552522
resumable,reset_history,3,1,query,original,precise,0,125814,35979,0,85638,72793,123666
resumable,reset_history,3,1,query,eliminated,conservative,541,126291,35915,0,111038,72158,123516
resumable,reset_history,3,1,query,eliminated,precise,541,126291,35915,0,125190,69502,135740
resumable,reset_history,3,1,prepared,original,conservative,0,1204086,35979,10211,487763,467997,745694
resumable,reset_history,3,1,prepared,original,precise,0,125814,35979,10211,111012,84248,178344
resumable,reset_history,3,1,prepared,eliminated,conservative,541,126291,35915,10211,112025,110528,117702
resumable,reset_history,3,1,prepared,eliminated,precise,541,126291,35915,10211,118377,115010,121109
resumable,reset_history,3,4,query,original,conservative,0,4740693,35979,0,1373318,1163238,1894598
resumable,reset_history,3,4,query,original,precise,0,427605,35979,0,387286,291974,405425
resumable,reset_history,3,4,query,eliminated,conservative,541,427890,35915,0,302708,249560,412683
resumable,reset_history,3,4,query,eliminated,precise,541,427890,35915,0,391774,310909,418625
resumable,reset_history,3,4,prepared,original,conservative,0,4740693,66612,40844,1233678,1153469,1606310
resumable,reset_history,3,4,prepared,original,precise,0,427605,66612,40844,374489,360198,408017
resumable,reset_history,3,4,prepared,eliminated,conservative,541,427890,66548,40844,376745,256600,396989
resumable,reset_history,3,4,prepared,eliminated,precise,541,427890,66548,40844,373905,282744,385279
resumable,constructor,0,1,query,original,conservative,0,4593,2797,0,6183,4166,6526
resumable,constructor,0,1,query,original,precise,0,4593,2797,0,6399,6160,9367
resumable,constructor,0,1,query,eliminated,conservative,643,5134,2695,0,6930,4786,11526
resumable,constructor,0,1,query,eliminated,precise,643,5134,2695,0,6957,5102,14526
resumable,constructor,0,1,prepared,original,conservative,0,4593,2948,151,6235,6038,9715
resumable,constructor,0,1,prepared,original,precise,0,4593,2948,151,6054,5859,6929
resumable,constructor,0,1,prepared,eliminated,conservative,643,5134,2846,151,7332,6758,9199
resumable,constructor,0,1,prepared,eliminated,precise,643,5134,2846,151,7229,6913,9487
resumable,constructor,0,4,query,original,conservative,0,9492,2797,0,10088,5757,10971
resumable,constructor,0,4,query,original,precise,0,9492,2797,0,10051,6497,18456
resumable,constructor,0,4,query,eliminated,conservative,643,10033,2695,0,10541,7022,11866
resumable,constructor,0,4,query,eliminated,precise,643,10033,2695,0,10758,6924,11671
resumable,constructor,0,4,prepared,original,conservative,0,9492,3401,604,10180,6571,13074
resumable,constructor,0,4,prepared,original,precise,0,9492,3401,604,10694,5633,18245
resumable,constructor,0,4,prepared,eliminated,conservative,643,10033,3299,604,10990,7337,12133
resumable,constructor,0,4,prepared,eliminated,precise,643,10033,3299,604,11780,11315,29500
resumable,constructor,3,1,query,original,conservative,0,1309038,60769,0,578379,369745,605319
resumable,constructor,3,1,query,original,precise,0,1265518,60769,0,558525,364506,618082
resumable,constructor,3,1,query,eliminated,conservative,643,126393,35915,0,118992,90566,191927
resumable,constructor,3,1,query,eliminated,precise,643,126393,35915,0,111337,71357,135281
resumable,constructor,3,1,prepared,original,conservative,0,1309038,60769,10211,587200,366370,817184
resumable,constructor,3,1,prepared,original,precise,0,1265518,60769,10211,566998,509892,579317
resumable,constructor,3,1,prepared,eliminated,conservative,643,126393,35915,10211,106399,83537,112570
resumable,constructor,3,1,prepared,eliminated,precise,643,126393,35915,10211,110873,84868,211909
resumable,constructor,3,4,query,original,conservative,0,5160081,60769,0,1919774,1468904,2236620
resumable,constructor,3,4,query,original,precise,0,4986001,60769,0,2225033,1427107,2334709
resumable,constructor,3,4,query,eliminated,conservative,643,427992,35915,0,410380,334316,447835
resumable,constructor,3,4,query,eliminated,precise,643,427992,35915,0,390683,267831,455994
resumable,constructor,3,4,prepared,original,conservative,0,5160081,91402,40844,2005869,1523505,2226853
resumable,constructor,3,4,prepared,original,precise,0,4986001,91402,40844,1503245,1389156,2274681
resumable,constructor,3,4,prepared,eliminated,conservative,643,427992,66548,40844,325435,227017,445520
resumable,constructor,3,4,prepared,eliminated,precise,643,427992,66548,40844,355726,227729,385628
resumable,dynamic,0,1,query,original,conservative,0,5770,3270,0,6773,6555,7058
resumable,dynamic,0,1,query,original,precise,0,5770,3270,0,6852,6215,7632
resumable,dynamic,0,1,query,eliminated,conservative,935,6705,3270,0,7764,7316,8587
resumable,dynamic,0,1,query,eliminated,precise,935,6705,3270,0,7262,4028,7702
resumable,dynamic,0,1,prepared,original,conservative,0,5770,3421,151,6788,3831,7670
resumable,dynamic,0,1,prepared,original,precise,0,5770,3421,151,6664,6276,12819
resumable,dynamic,0,1,prepared,eliminated,conservative,935,6705,3421,151,7537,7351,9863
resumable,dynamic,0,1,prepared,eliminated,precise,935,6705,3421,151,9505,7323,10821
resumable,dynamic,0,4,query,original,conservative,0,11941,3270,0,11201,6306,12030
resumable,dynamic,0,4,query,original,precise,0,11941,3270,0,7078,5591,11139
resumable,dynamic,0,4,query,eliminated,conservative,935,12876,3270,0,13096,11677,19930
resumable,dynamic,0,4,query,eliminated,precise,935,12876,3270,0,12622,11461,14075
resumable,dynamic,0,4,prepared,original,conservative,0,11941,3874,604,11527,8258,11969
resumable,dynamic,0,4,prepared,original,precise,0,11941,3874,604,11565,7866,13381
resumable,dynamic,0,4,prepared,eliminated,conservative,935,12876,3874,604,12865,7885,16153
resumable,dynamic,0,4,prepared,eliminated,precise,935,12876,3874,604,12006,7263,12646
resumable,dynamic,3,1,query,original,conservative,0,2195817,75218,0,1052143,637099,1335436
resumable,dynamic,3,1,query,original,precise,0,2195817,75218,0,1034536,908259,1554209
resumable,dynamic,3,1,query,eliminated,conservative,935,2196752,75218,0,1010111,647554,1037764
resumable,dynamic,3,1,query,eliminated,precise,935,2196752,75218,0,1063184,679638,1101260
resumable,dynamic,3,1,prepared,original,conservative,0,2195817,75218,12745,1010084,663408,1072454
resumable,dynamic,3,1,prepared,original,precise,0,2195817,75218,12745,1001299,803240,1077535
resumable,dynamic,3,1,prepared,eliminated,conservative,935,2196752,75218,12745,1005607,728021,1104398
resumable,dynamic,3,1,prepared,eliminated,precise,935,2196752,75218,12745,1007756,716105,1097491
resumable,dynamic,3,4,query,original,conservative,0,8581620,75218,0,3464203,2844496,3843274
resumable,dynamic,3,4,query,original,precise,0,8581620,75218,0,2601629,2378094,3252241
resumable,dynamic,3,4,query,eliminated,conservative,935,8582555,75218,0,2709939,2382091,3040514
resumable,dynamic,3,4,query,eliminated,precise,935,8582555,75218,0,3005343,2846068,3760215
resumable,dynamic,3,4,prepared,original,conservative,0,8581620,113453,50980,3061252,2779733,4301068
resumable,dynamic,3,4,prepared,original,precise,0,8581620,113453,50980,2546566,2404316,3067384
resumable,dynamic,3,4,prepared,eliminated,conservative,935,8582555,113453,50980,2755201,2522591,2969281
resumable,dynamic,3,4,prepared,eliminated,precise,935,8582555,113453,50980,2962016,2799032,4092826
resumable,delayed,0,1,query,original,conservative,0,12435,7113,0,13877,11236,16581
resumable,delayed,0,1,query,original,precise,0,12435,7113,0,14189,13339,23679
resumable,delayed,0,1,query,eliminated,conservative,4016,16451,8987,0,17623,11750,19685
resumable,delayed,0,1,query,eliminated,precise,4016,16451,8987,0,17829,11598,21641
resumable,delayed,0,1,prepared,original,conservative,0,12435,7264,151,13853,10199,14367
resumable,delayed,0,1,prepared,original,precise,0,12435,7264,151,13654,13412,13828
resumable,delayed,0,1,prepared,eliminated,conservative,4016,16451,8987,151,19395,17864,20647
resumable,delayed,0,1,prepared,eliminated,precise,4016,16451,8987,151,18158,12920,26608
resumable,delayed,0,4,query,original,conservative,0,23694,7113,0,17493,16721,25338
resumable,delayed,0,4,query,original,precise,0,23694,7113,0,17519,13705,19981
resumable,delayed,0,4,query,eliminated,conservative,4016,27710,8987,0,21468,18771,32397
resumable,delayed,0,4,query,eliminated,precise,4016,27710,8987,0,22778,16490,23433
resumable,delayed,0,4,prepared,original,conservative,0,23694,7717,604,17991,12527,19622
resumable,delayed,0,4,prepared,original,precise,0,23694,7717,604,17846,12899,20252
resumable,delayed,0,4,prepared,eliminated,conservative,4016,27710,8987,604,22068,21229,24506
resumable,delayed,0,4,prepared,eliminated,precise,4016,27710,8987,604,22334,16078,28333
resumable,delayed,3,1,query,original,conservative,0,670086,62839,0,447474,316934,557077
resumable,delayed,3,1,query,original,precise,0,670086,62839,0,467085,353195,505319
resumable,delayed,3,1,query,eliminated,conservative,4016,674102,62839,0,443800,290854,461113
resumable,delayed,3,1,query,eliminated,precise,4016,674102,62839,0,443010,298778,467839
resumable,delayed,3,1,prepared,original,conservative,0,670086,62839,22016,452097,338223,715784
resumable,delayed,3,1,prepared,original,precise,0,670086,62839,22016,335432,291960,448944
resumable,delayed,3,1,prepared,eliminated,conservative,4016,674102,62839,22016,436989,372363,513293
resumable,delayed,3,1,prepared,eliminated,precise,4016,674102,62839,22016,440805,355027,452913
resumable,delayed,3,4,query,original,conservative,0,2628351,62839,0,1633521,1626383,1897482
resumable,delayed,3,4,query,original,precise,0,2628351,62839,0,1350239,1281299,1439800
resumable,delayed,3,4,query,eliminated,conservative,4016,2632367,62839,0,1635712,1056294,1642104
resumable,delayed,3,4,query,eliminated,precise,4016,2632367,62839,0,1303905,1089545,1902595
resumable,delayed,3,4,prepared,original,conservative,0,2628351,128887,88064,1179934,1041352,1661345
resumable,delayed,3,4,prepared,original,precise,0,2628351,128887,88064,1113665,1105218,1648914
resumable,delayed,3,4,prepared,eliminated,conservative,4016,2632367,128887,88064,1704899,1323460,1861899
resumable,delayed,3,4,prepared,eliminated,precise,4016,2632367,128887,88064,1535261,1104141,1697295
resumable,independent,0,1,query,original,conservative,0,12235,6913,0,13592,9862,23844
resumable,independent,0,1,query,original,precise,0,12235,6913,0,13470,10907,15682
resumable,independent,0,1,query,eliminated,conservative,3816,16051,8587,0,17335,11717,18654
resumable,independent,0,1,query,eliminated,precise,3816,16051,8587,0,19790,17238,34787
resumable,independent,0,1,prepared,original,conservative,0,12235,7064,151,14543,10210,35649
resumable,independent,0,1,prepared,original,precise,0,12235,7064,151,13964,13327,22968
resumable,independent,0,1,prepared,eliminated,conservative,3816,16051,8587,151,17369,11954,19860
resumable,independent,0,1,prepared,eliminated,precise,3816,16051,8587,151,18600,16889,21349
resumable,independent,0,4,query,original,conservative,0,23494,6913,0,17205,10751,19354
resumable,independent,0,4,query,original,precise,0,23494,6913,0,20904,17359,27278
resumable,independent,0,4,query,eliminated,conservative,3816,27310,8587,0,21818,20388,26357
resumable,independent,0,4,query,eliminated,precise,3816,27310,8587,0,22569,21318,23756
resumable,independent,0,4,prepared,original,conservative,0,23494,7517,604,17514,10824,19067
resumable,independent,0,4,prepared,original,precise,0,23494,7517,604,18290,13291,20587
resumable,independent,0,4,prepared,eliminated,conservative,3816,27310,8587,604,22890,14087,49323
resumable,independent,0,4,prepared,eliminated,precise,3816,27310,8587,604,21595,16286,22201
resumable,independent,3,1,query,original,conservative,0,454298,62639,0,341345,253422,555508
resumable,independent,3,1,query,original,precise,0,454298,62639,0,335339,321402,384404
resumable,independent,3,1,query,eliminated,conservative,3816,458114,62639,0,279512,219044,360916
resumable,independent,3,1,query,eliminated,precise,3816,458114,62639,0,339144,242713,361999
resumable,independent,3,1,prepared,original,conservative,0,454298,62639,22016,351862,230968,569165
resumable,independent,3,1,prepared,original,precise,0,454298,62639,22016,323486,223332,346722
resumable,independent,3,1,prepared,eliminated,conservative,3816,458114,62639,22016,341794,329650,519153
resumable,independent,3,1,prepared,eliminated,precise,3816,458114,62639,22016,336957,212004,347713
resumable,independent,3,4,query,original,conservative,0,1765799,62639,0,1201848,794604,1303369
resumable,independent,3,4,query,original,precise,0,1765799,62639,0,1193482,786799,1303682
resumable,independent,3,4,query,eliminated,conservative,3816,1769615,62639,0,899687,780913,1288502
resumable,independent,3,4,query,eliminated,precise,3816,1769615,62639,0,1206497,956942,1547441
resumable,independent,3,4,prepared,original,conservative,0,1765799,128687,88064,824577,781824,1317538
resumable,independent,3,4,prepared,original,precise,0,1765799,128687,88064,1245724,1224953,1353611
resumable,independent,3,4,prepared,eliminated,conservative,3816,1769615,128687,88064,1255028,795699,1279919
resumable,independent,3,4,prepared,eliminated,precise,3816,1769615,128687,88064,1308194,1183675,1387076
