mode,family,n,reuse,consumer,requested_bytes,peak_above_start,consumer_retained_bytes,wall_median_ns,wall_min_ns,wall_max_ns
shared,deep,0,1,prepared,8875,6977,151,12449,9846,17994
shared,deep,0,4,query,13870,6826,0,17588,10605,18647
shared,deep,0,4,prepared,13870,7430,604,17829,12291,19045
shared,deep,1,1,query,65917,18527,0,79717,71975,191146
shared,deep,1,1,prepared,65917,18527,3764,77296,75989,152266
shared,deep,1,4,query,228199,18527,0,209302,203204,250231
shared,deep,1,4,prepared,228199,29819,15056,235392,143690,261446
shared,deep,3,1,query,499721,108087,0,452608,397385,511491
shared,deep,3,1,prepared,499721,108087,41600,455073,360077,592334
shared,deep,3,4,query,1944699,108087,0,1271618,1092799,1557069
shared,deep,3,4,prepared,1944699,229463,166400,2102883,1285039,2642609
conditional,independent,0,1,query,21444,12690,0,21095,15724,21473
conditional,independent,0,1,prepared,21444,12690,439,21136,16280,22390
conditional,independent,0,4,query,43524,12690,0,33908,24998,36339
conditional,independent,0,4,prepared,43524,14007,1756,35816,26910,36736
conditional,independent,1,1,query,137217,22996,0,191323,138145,280446
conditional,independent,1,1,prepared,137217,22996,4340,189708,132951,268121
conditional,independent,1,4,query,492537,22996,0,589385,338976,685129
conditional,independent,1,4,prepared,492537,36016,17360,677832,402353,2493028
conditional,independent,3,1,query,899813,80220,0,1190776,734972,2247596
conditional,independent,3,1,prepared,899813,80220,41600,802642,651350,1486933
conditional,independent,3,4,query,3513563,80220,0,3192667,2658161,4660023
conditional,independent,3,4,prepared,3513563,205020,166400,2750955,2623570,5626241
conditional,shared,0,1,query,21444,12690,0,21864,14514,27122
conditional,shared,0,1,prepared,21444,12690,439,21573,20490,22697
conditional,shared,0,4,query,43524,12690,0,34030,24992,35925
conditional,shared,0,4,prepared,43524,14007,1756,33929,20088,38916
conditional,shared,1,1,query,137217,22996,0,178092,106299,206030
conditional,shared,1,1,prepared,137217,22996,4340,183388,177830,323168
conditional,shared,1,4,query,492537,22996,0,652791,604059,807441
conditional,shared,1,4,prepared,492537,36016,17360,669638,340255,816974
conditional,shared,3,1,query,816029,50924,0,800044,650883,1248475
conditional,shared,3,1,prepared,816029,50924,10496,1166669,726924,1188600
conditional,shared,3,4,query,3182075,50924,0,3089761,2585751,7810938
conditional,shared,3,4,prepared,3182075,82412,41984,3259375,2763576,4975155
conditional,delayed,0,1,query,21644,12890,0,21208,14132,21836
conditional,delayed,0,1,prepared,21644,12890,439,21434,17042,23611
conditional,delayed,0,4,query,43724,12890,0,33362,33004,36640
conditional,delayed,0,4,prepared,43724,14207,1756,37328,36546,41681
conditional,delayed,1,1,query,188457,23312,0,257527,252632,268579
conditional,delayed,1,1,prepared,188457,23312,4340,258531,143489,276887
conditional,delayed,1,4,query,696897,23312,0,918931,489665,1032765
conditional,delayed,1,4,prepared,696897,36332,17360,924754,901531,998032
conditional,delayed,3,1,query,1327893,83144,0,1779642,1299796,2007926
conditional,delayed,3,1,prepared,1327893,83144,41600,1440621,1003701,1920393
conditional,delayed,3,4,query,5225283,83144,0,5102664,3749999,10750777
conditional,delayed,3,4,prepared,5225283,207944,166400,3791764,3723385,7462435
conditional,early,0,1,query,21102,12348,0,23962,22097,27210
conditional,early,0,1,prepared,21102,12348,439,22514,14345,29195
conditional,early,0,4,query,43182,12348,0,34816,23447,42236
conditional,early,0,4,prepared,43182,13665,1756,34826,26100,56189
conditional,early,1,1,query,92165,19826,0,120920,71164,125279
conditional,early,1,1,prepared,92165,19826,2122,122014,118769,146746
conditional,early,1,4,query,336011,19850,0,419158,269160,445840
conditional,early,1,4,prepared,336011,26216,8488,260326,222593,418192
conditional,early,3,1,query,470491,36616,0,631902,603540,693714
conditional,early,3,1,prepared,470491,36616,5200,601692,401233,616054
conditional,early,3,4,query,1873461,36688,0,2539012,2345706,3102797
conditional,early,3,4,prepared,1873461,52288,20800,1458329,1268313,2550590
conditional,late,0,1,query,21545,12791,0,21638,20880,36283
conditional,late,0,1,prepared,21545,12791,439,22475,16163,23086
conditional,late,0,4,query,43625,12791,0,33588,21389,40009
conditional,late,0,4,prepared,43625,14108,1756,36990,27359,50008
conditional,late,1,1,query,138555,21025,0,179626,177791,305390
conditional,late,1,1,prepared,138555,21025,2122,180465,116536,196315
conditional,late,1,4,query,497586,21025,0,597210,350684,666020
conditional,late,1,4,prepared,497586,27391,8488,649721,602405,693606
conditional,late,3,1,query,838407,45397,0,1065193,598129,1958953
conditional,late,3,1,prepared,838407,45397,5200,954031,652374,1086173
conditional,late,3,4,query,3261492,45397,0,2528165,2369896,3562694
conditional,late,3,4,prepared,3261492,60997,20800,2396261,2244302,2692554
conditional,history,0,1,query,21444,12690,0,21488,17837,24732
conditional,history,0,1,prepared,21444,12690,439,21492,21159,22664
conditional,history,0,4,query,43524,12690,0,38719,34050,51021
conditional,history,0,4,prepared,43524,14007,1756,36392,33970,59030
conditional,history,1,1,query,649401,54206,0,709730,674022,794856
conditional,history,1,1,prepared,649401,54206,22540,694306,472932,848240
conditional,history,1,4,query,2485545,54206,0,1478515,1369751,2240833
conditional,history,1,4,prepared,2485545,121826,90160,2579412,1477609,2904711
conditional,history,3,1,query,4334013,309630,0,3642771,2375761,5917565
conditional,history,3,1,prepared,4334013,309630,238816,2597368,2303918,4818597
conditional,history,3,4,query,17126779,309630,0,9926248,9267610,12503009
conditional,history,3,4,prepared,17126779,1025710,955264,11555059,10020427,19689098
conditional,deep,0,1,query,22260,13506,0,20074,15060,25780
conditional,deep,0,1,prepared,22260,13506,439,25617,24950,26159
conditional,deep,0,4,query,44340,13506,0,38771,32254,39320
conditional,deep,0,4,prepared,44340,14823,1756,45915,38615,49083
conditional,deep,1,1,query,195233,38633,0,236899,233670,246787
conditional,deep,1,1,prepared,195233,38633,10580,240729,231482,247296
conditional,deep,1,4,query,722153,38633,0,823977,510820,902338
conditional,deep,1,4,prepared,722153,70373,42320,854964,811926,1029563
conditional,deep,3,1,query,1233013,172940,0,1544790,1159004,2041746
conditional,deep,3,1,prepared,1233013,172940,116480,1066937,870357,1500270
conditional,deep,3,4,query,4843915,172940,0,3627865,3484891,4141735
conditional,deep,3,4,prepared,4843915,522380,465920,3634777,3422365,5105069
