mode,family,n,reuse,consumer,requested_bytes,peak_above_start,consumer_retained_bytes,wall_median_ns,wall_min_ns,wall_max_ns
scan,independent,0,1,query,24615,9770,0,29118,18526,29398
scan,independent,0,1,prepared,24615,9770,151,29437,23128,68041
scan,independent,0,4,query,42150,9770,0,45497,29098,49078
scan,independent,0,4,prepared,42150,10223,604,47487,27148,54135
scan,independent,1,1,query,51972,19829,0,72842,44383,103762
scan,independent,1,1,prepared,51972,19829,2132,73600,44903,76165
scan,independent,1,4,query,140055,20043,0,181472,178156,189848
scan,independent,1,4,prepared,140055,26439,8528,179164,175895,194384
scan,independent,3,1,query,216084,81893,0,311570,295377,321743
scan,independent,3,1,prepared,216084,81893,22016,309260,305758,429249
scan,independent,3,4,query,776529,81893,0,768964,645610,889959
scan,independent,3,4,prepared,776529,147477,88064,837197,634547,1113184
scan,shared,0,1,query,24615,9770,0,29757,29126,31220
scan,shared,0,1,prepared,24615,9770,151,34076,29320,35694
scan,shared,0,4,query,42150,9770,0,50877,32462,66718
scan,shared,0,4,prepared,42150,10223,604,48389,47013,50510
scan,shared,1,1,query,51972,19829,0,54742,44763,88115
scan,shared,1,1,prepared,51972,19829,2132,76597,75274,114387
scan,shared,1,4,query,140055,20043,0,178946,177053,193288
scan,shared,1,4,prepared,140055,26439,8528,177661,105619,196879
scan,shared,3,1,query,129186,35213,0,173778,108540,178284
scan,shared,3,1,prepared,129186,35213,5600,174941,123672,187597
scan,shared,3,4,query,428937,40364,0,547344,327206,551058
scan,shared,3,4,prepared,428937,57164,22400,569551,400769,574466
scan,delayed,0,1,query,25015,9962,0,27876,27496,30786
scan,delayed,0,1,prepared,25015,9962,151,28563,27389,35473
scan,delayed,0,4,query,42550,9962,0,45349,44535,50098
scan,delayed,0,4,prepared,42550,10415,604,46339,45421,46962
scan,delayed,1,1,query,57252,20245,0,84703,82515,90341
scan,delayed,1,1,prepared,57252,20245,2132,91527,82615,98635
scan,delayed,1,4,query,159975,20459,0,233765,146741,246414
scan,delayed,1,4,prepared,159975,26855,8528,225890,211295,230948
scan,delayed,3,1,query,271188,89765,0,394174,273453,417299
scan,delayed,3,1,prepared,271188,89765,22016,398857,256617,404257
scan,delayed,3,4,query,995745,89765,0,1017197,959627,1446617
scan,delayed,3,4,prepared,995745,155349,88064,874379,838264,1546429
scan,early,0,1,query,23931,9433,0,29295,28032,37289
scan,early,0,1,prepared,23931,9433,151,34248,28832,48464
scan,early,0,4,query,41466,9433,0,43728,43176,46618
scan,early,0,4,prepared,41466,9886,604,45887,44332,53375
scan,early,1,1,query,45405,17236,0,66053,45882,69257
scan,early,1,1,prepared,45405,17236,1018,70943,63526,83342
scan,early,1,4,query,116431,17236,0,145423,138528,151312
scan,early,1,4,prepared,116431,20290,4072,146300,83067,149849
scan,early,3,1,query,89304,24608,0,131066,126637,189031
scan,early,3,1,prepared,89304,24608,2752,133883,128818,155392
scan,early,3,4,query,273237,24608,0,362246,345887,408644
scan,early,3,4,prepared,273237,32864,11008,212592,194329,368846
scan,late,0,1,query,24817,9866,0,28404,17361,33041
scan,late,0,1,prepared,24817,9866,151,29882,27835,37159
scan,late,0,4,query,42352,9866,0,45593,44623,46733
scan,late,0,4,prepared,42352,10319,604,50582,45309,53584
scan,late,1,1,query,51260,19917,0,74493,73068,79709
scan,late,1,1,prepared,51260,19917,1018,72719,43888,73113
scan,late,1,4,query,136601,20323,0,177744,134435,184037
scan,late,1,4,prepared,136601,23377,4072,181889,119675,188394
scan,late,3,1,query,114435,35459,0,163900,100674,190741
scan,late,3,1,prepared,114435,35459,2752,179608,105364,236479
scan,late,3,4,query,358319,35459,0,491903,314943,573939
scan,late,3,4,prepared,358319,40963,11008,516412,349366,563390
scan,history,0,1,query,24615,9770,0,21976,18055,30316
scan,history,0,1,prepared,24615,9770,151,29543,22212,40017
scan,history,0,4,query,42150,9770,0,48566,45577,53849
scan,history,0,4,prepared,42150,10223,604,49169,47751,86252
scan,history,1,1,query,123008,40487,0,214364,135868,220202
scan,history,1,1,prepared,123008,40487,8812,215842,212660,238347
scan,history,1,4,query,383567,40487,0,693732,466837,821178
scan,history,1,4,prepared,383567,66923,35248,476223,412851,710509
scan,history,3,1,query,745720,292871,0,1037641,884090,1698249
scan,history,3,1,prepared,745720,292871,102496,1227876,871924,1705201
scan,history,3,4,query,2804281,292871,0,3915891,3355361,4143476
scan,history,3,4,prepared,2804281,599335,409984,3994717,3659914,4212558
scan,deep,0,1,query,26247,10586,0,33132,32871,42898
scan,deep,0,1,prepared,26247,10586,151,33245,32820,34014
scan,deep,0,4,query,43782,10586,0,51264,50708,76151
scan,deep,0,4,prepared,43782,11039,604,52879,30849,68646
scan,deep,1,1,query,66620,26857,0,101886,79484,106459
scan,deep,1,1,prepared,66620,26857,3764,96575,66285,114233
scan,deep,1,4,query,193751,26857,0,260595,154374,264574
scan,deep,1,4,prepared,193751,38149,15056,266048,165806,328812
scan,deep,3,1,query,391948,176105,0,503292,327122,528039
scan,deep,3,1,prepared,391948,176105,41600,500209,489703,567397
scan,deep,3,4,query,1475089,176105,0,1401474,1089093,1975024
scan,deep,3,4,prepared,1475089,299881,166400,1273099,1134328,1901535
scan,stable_history,0,1,query,9009,4589,0,10473,6515,11496
scan,stable_history,0,1,prepared,9009,4628,151,10491,6551,10948
scan,stable_history,0,4,query,18792,4589,0,18177,16566,19070
scan,stable_history,0,4,prepared,18792,5081,604,19271,12670,20430
scan,stable_history,1,1,query,58717,19526,0,106595,69678,107419
scan,stable_history,1,1,prepared,58717,19526,3491,114333,108923,147454
scan,stable_history,1,4,query,174904,19526,0,349410,296618,389469
scan,stable_history,1,4,prepared,174904,29999,13964,356364,190869,377470
scan,stable_history,3,1,query,180685,43446,0,346235,321222,552907
scan,stable_history,3,1,prepared,180685,43446,10211,540883,310345,591473
scan,stable_history,3,4,query,605896,43446,0,1775629,1016380,2101810
scan,stable_history,3,4,prepared,605896,74079,40844,1127122,1027894,2416273
scan,reset_history,0,1,query,9393,4781,0,13519,12913,13984
scan,reset_history,0,1,prepared,9393,4820,151,13235,12857,14831
scan,reset_history,0,4,query,19176,4781,0,18535,18209,21529
scan,reset_history,0,4,prepared,19176,5273,604,19788,18918,20817
scan,reset_history,1,1,query,60893,19718,0,114281,111857,254625
scan,reset_history,1,1,prepared,60893,19718,3491,111771,67322,116615
scan,reset_history,1,4,query,182456,19718,0,362896,199516,401303
scan,reset_history,1,4,prepared,182456,30191,13964,375489,234795,449137
scan,reset_history,3,1,query,186445,43638,0,560279,359124,562039
scan,reset_history,3,1,prepared,186445,43638,10211,561346,311477,648151
scan,reset_history,3,4,query,627784,43638,0,1070887,1036197,2129237
scan,reset_history,3,4,prepared,627784,74271,40844,1841315,1049972,2273578
scan,dense,0,1,query,9398,4740,0,12834,6793,49157
scan,dense,0,1,prepared,9398,4747,151,12881,7412,14671
scan,dense,0,4,query,19418,4740,0,19709,10194,20599
scan,dense,0,4,prepared,19418,5200,604,20481,19629,22235
scan,dense,1,1,query,13638,6419,0,21896,20477,34363
scan,dense,1,1,prepared,13638,6419,653,21193,20604,22365
scan,dense,1,4,query,34647,6419,0,52232,49072,57793
scan,dense,1,4,prepared,34647,8378,2612,53958,31585,58251
scan,dense,3,1,query,84802,16931,0,266771,143747,309538
scan,dense,3,1,prepared,84802,16931,5305,270559,145586,272913
scan,dense,3,4,query,315307,16931,0,1003823,553148,1016894
scan,dense,3,4,prepared,315307,32846,21220,1014716,552040,1025931
contextual,independent,0,1,query,8107,6114,0,12623,8090,18011
contextual,independent,0,1,prepared,8107,6265,151,12432,12125,13034
contextual,independent,0,4,query,13174,6114,0,15294,9191,15810
contextual,independent,0,4,prepared,13174,6718,604,17505,11971,19845
contextual,independent,1,1,query,54321,14410,0,50481,37075,69957
contextual,independent,1,1,prepared,54321,14410,2132,43614,39578,56883
contextual,independent,1,4,query,184191,14410,0,138626,96584,140646
contextual,independent,1,4,prepared,184191,20806,8528,147282,84721,155883
contextual,independent,3,1,query,372351,48287,0,293370,169849,317156
contextual,independent,3,1,prepared,372351,48287,22016,288244,275186,295114
contextual,independent,3,4,query,1435659,48287,0,1012131,657655,1123453
contextual,independent,3,4,prepared,1435659,114119,88064,1029556,677196,1061847
contextual,shared,0,1,query,8107,6114,0,12253,12000,13200
contextual,shared,0,1,prepared,8107,6265,151,12068,10024,13254
contextual,shared,0,4,query,13174,6114,0,15408,10830,17954
contextual,shared,0,4,prepared,13174,6718,604,12331,10446,18228
contextual,shared,1,1,query,54321,14410,0,54923,50356,142065
contextual,shared,1,1,prepared,54321,14410,2132,56521,32552,79904
contextual,shared,1,4,query,184191,14410,0,140450,138647,151234
contextual,shared,1,4,prepared,184191,20806,8528,155364,145172,233616
contextual,shared,3,1,query,184483,24039,0,148849,91221,166035
contextual,shared,3,1,prepared,184483,24039,5600,149572,90154,159832
contextual,shared,3,4,query,684187,24039,0,505104,309576,512151
contextual,shared,3,4,prepared,684187,40839,22400,488981,294728,511549
contextual,delayed,0,1,query,8307,6314,0,12552,12265,13264
contextual,delayed,0,1,prepared,8307,6465,151,12804,12359,14193
contextual,delayed,0,4,query,13374,6314,0,16603,12295,17392
contextual,delayed,0,4,prepared,13374,6918,604,17132,9675,18031
contextual,delayed,1,1,query,72581,14610,0,60336,47302,69923
contextual,delayed,1,1,prepared,72581,14610,2132,65182,61178,69949
contextual,delayed,1,4,query,256631,14610,0,163164,96603,167956
contextual,delayed,1,4,prepared,256631,21006,8528,173060,101616,306247
contextual,delayed,3,1,query,529755,48487,0,361347,254028,383665
contextual,delayed,3,1,prepared,529755,48487,22016,345440,223855,372242
contextual,delayed,3,4,query,2064675,48487,0,1326287,852578,1622815
contextual,delayed,3,4,prepared,2064675,114319,88064,1007403,958396,1419431
contextual,early,0,1,query,7765,5772,0,14082,8371,15640
contextual,early,0,1,prepared,7765,5923,151,13475,9986,13701
