family	size	execution	policy	access	prepare_ns	prepare_ns_min	prepare_ns_max	prepared_drop_ns	prepared_drop_ns_min	prepared_drop_ns_max	harness_ns	harness_ns_min	harness_ns_max	first_query_ns	first_query_ns_min	first_query_ns_max	reused_query_ns	reused_query_ns_min	reused_query_ns_max	lifecycle_ns	lifecycle_ns_min	lifecycle_ns_max	setup_ns	setup_ns_min	setup_ns_max	execution_ns	execution_ns_min	execution_ns_max	observe_ns	observe_ns_min	observe_ns_max	engine_drop_ns	engine_drop_ns_min	engine_drop_ns_max	answer_drop_ns	answer_drop_ns_min	answer_drop_ns_max	work_applications	work_candidate_visits	work_generic_template_visits	work_structural_tests	work_binding_slot_copies	work_pool_entries	work_index_bucket_entries	work_index_lookups	work_index_repairs	work_index_inserts	work_index_removes	work_key_visits	work_key_template_visits	work_key_normalization_requests	work_key_normalization_allocations	work_dependency_visits	work_activation_pushes	work_history_checks	work_pairs	work_dereferences	work_map_visits	work_map_allocations	work_term_requests	execution_requested_bytes	execution_allocation_calls	query_peak_live_bytes	post_answer_live_bytes	prepared_released_bytes
Collision	64	Generated	Global	Scan	14483	11752	32648	894	646	1280	257007	222514	271735	286787	268774	342512	264640.6666666667	251602.33333333334	295138.6666666667	1093424	1082139	1248458	10964.0	9958.75	12225.5	242127.0	239926.75	277333.0	10051.75	9723.75	11109.25	2977.75	2622.0	3290.5	2828.0	2656.5	2952.75	66	2342	0	2341	2406	4358	0	0	0	0	0	0	0	0	0	0	0	2275	2274	0	0	0	66	264409	10083	46811	4307	1954
Collision	64	Generic	Active	Indexed	9552	8135	12480	746	651	975	269262	252980	269717	167408	162990	178401	155800.66666666666	151838.33333333334	163809.0	643270	638376	676697	10929.0	10410.0	11342.0	129861.5	128398.75	137155.25	9727.75	9411.75	10025.75	4869.25	4708.25	4980.75	2873.0	2861.0	2961.0	66	391	587	390	455	128	194	6	68	66	0	69	131	69	0	66	132	260	259	0	0	0	135	125427	3249	65852	4308	1954
Collision	64	Generic	Active	Scan	9676	8166	11158	729	601	1416	238921	233014	276294	152829	144039	170721	138173.66666666666	135724.66666666666	149835.66666666666	577208	559980	631487	10598.5	10244.5	11783.75	114542.0	111601.5	125709.75	10147.25	9472.5	11692.75	3358.75	3221.0	3825.75	2822.75	2688.75	3193.5	66	391	587	390	455	322	0	0	0	0	0	0	0	0	0	66	132	260	259	0	0	0	66	110225	2957	51713	4305	1954
Collision	64	Generic	Global	Indexed	9281	7903	10067	707	615	994	250941	237493	292914	312664	309176	359405	304023.0	293343.0	314412.3333333333	1238517	1202589	1313616	11234.25	10420.75	12459.0	278099.75	271454.5	295245.75	10257.5	9144.0	10673.75	4564.5	4424.5	5023.75	2766.75	2673.0	2979.75	66	2342	2538	2341	2406	68	4290	134	68	66	0	133	134	133	0	66	0	2275	2274	0	0	0	199	291435	10645	64724	4308	1954
Collision	64	Generic	Global	Scan	15524	8096	21501	672	635	1299	235989	230637	429145	281433	278465	592590	268357.6666666667	264481.3333333333	481683.6666666667	1092269	1091341	2059814	10289.5	9907.75	11955.25	245046.0	242569.0	456977.75	10256.75	10080.75	28108.75	2859.25	2648.5	6648.75	2803.25	2695.5	6624.5	66	2342	2538	2341	2406	4358	0	0	0	0	0	0	0	0	0	0	0	2275	2274	0	0	0	66	264409	10083	46809	4305	1954
Delayed	8	Generated	Active	Indexed	17481	15346	19348	1010	770	1634	156671	152835	186447	150809	140854	165903	133148.0	122668.33333333333	144334.0	556414	537591	614837	8942.0	8589.75	10535.25	116742.75	110696.25	128079.25	5560.25	4722.25	6159.75	3670.5	3312.75	4019.5	830.5	814.5	974.5	25	302	0	350	654	116	25	74	59	50	25	112	93	87	0	83	59	48	167	216	635	92	122	111138	2341	37409	5153	2800
Delayed	8	Generated	Active	Scan	21617	16466	27463	1058	825	1177	162432	148916	185399	129161	128110	155653	110209.33333333333	108816.0	131441.33333333334	495824	475160	557882	9318.25	8954.75	12567.25	99341.0	96201.0	111346.5	4989.75	4938.25	5424.75	2823.25	2764.5	3035.25	837.75	807.5	902.5	25	439	0	487	928	321	0	0	0	0	0	0	0	0	0	83	59	48	304	320	976	92	35	103868	2434	27904	5150	2800
Delayed	8	Generated	Global	Indexed	16182	14460	17004	816	806	1307	152149	144635	163566	148011	147311	169275	138583.0	135457.66666666666	161127.66666666666	580557	569429	668658	8790.25	8328.5	11866.5	123770.0	120305.0	140538.0	4878.25	4558.0	5535.0	3761.25	3225.5	4691.0	962.75	834.0	1873.75	25	341	0	466	732	252	117	432	59	50	25	291	395	266	0	83	0	125	143	192	608	102	301	110536	2568	36451	5153	2800
Delayed	8	Generated	Global	Scan	18903	14677	26384	1123	791	1262	152976	147786	175594	169199	159048	184549	166981.33333333334	165511.33333333334	182246.66666666666	691304	676721	758796	10210.75	8888.75	12084.25	150691.75	147104.75	161726.75	5029.75	4711.25	5573.5	2248.75	2121.0	2526.75	832.75	788.0	899.0	25	1453	0	1578	2956	1545	0	0	0	0	0	0	0	0	0	0	0	125	1255	1327	4730	102	35	181868	5125	24192	5150	2800
Delayed	8	Generic	Active	Indexed	12133	9465	14007	883	807	990	161729	151261	170103	160012	140076	181806	133125.33333333334	128444.0	141257.33333333334	593250	544533	598781	9642.75	8499.75	10161.0	125067.5	115006.25	126043.25	5363.75	4934.25	5614.75	3533.0	3416.25	3738.25	888.5	819.0	909.75	25	302	471	350	654	116	25	74	59	50	25	112	93	87	0	83	59	48	167	216	635	92	122	111138	2341	37407	5151	2800
Delayed	8	Generic	Active	Scan	11293	9297	18766	962	800	1174	155646	149710	193721	135506	124721	152624	118168.33333333333	112368.33333333333	135187.33333333334	502340	472765	578126	9480.75	8403.75	9916.75	104000.5	98432.0	117170.75	5322.0	5214.75	8008.0	2770.0	2570.0	3538.0	835.5	778.75	881.5	25	439	608	487	928	321	0	0	0	0	0	0	0	0	0	83	59	48	304	320	976	92	35	103868	2434	27902	5148	2800
Delayed	8	Generic	Global	Indexed	12431	11603	19446	1034	811	1082	159382	153596	169603	176722	157294	187311	151206.66666666666	137171.66666666666	156555.66666666666	642900	596332	677407	9563.75	8462.5	11056.0	137905.25	125197.5	142541.0	5403.25	5300.0	6046.25	3546.0	3340.0	3841.0	1573.0	823.75	1859.0	25	341	587	466	732	252	117	432	59	50	25	291	395	266	0	83	0	125	143	192	608	102	301	110536	2568	36449	5151	2800
Delayed	8	Generic	Global	Scan	9982	9733	17229	842	820	1207	151662	145016	192255	172765	166156	191007	174267.0	172147.66666666666	203165.0	712158	693483	800696	9279.25	8560.0	10058.25	158371.25	153833.25	174135.0	4827.5	4608.75	7630.75	2563.5	2066.5	2678.75	835.75	796.0	1092.25	25	1453	1699	1578	2956	1545	0	0	0	0	0	0	0	0	0	0	0	125	1255	1327	4730	102	35	181868	5125	24190	5148	2800
Delayed	64	Generated	Active	Indexed	20926	17685	24512	1583	1510	1628	1114600	1063626	1231284	1703804	1625831	1844849	1785232.6666666667	1779407.3333333333	1813651.0	7115165	7001583	7215970	58510.5	57375.5	61629.75	1647499.5	1619640.75	1671541.75	30247.5	27621.5	32541.75	19110.5	17827.25	19781.0	18436.0	18055.75	22121.75	193	13126	0	13510	26638	6304	193	522	451	386	193	840	709	647	0	643	451	384	6691	7076	56789	1095	906	1729834	50677	226204	5154	2800
Delayed	64	Generated	Active	Scan	18459	15288	20538	1524	950	1916	1117031	1083837	1168992	2093832	2004066	2109980	2240082.3333333335	2192396.6666666665	2289743.0	8783547	8666785	8982128	57027.75	54478.25	58878.5	2083275.75	2055531.75	2129827.25	29647.0	28748.0	33729.25	13348.25	13079.25	14680.25	5614.25	5167.5	12956.75	193	21383	0	21767	43152	16897	0	0	0	0	0	0	0	0	0	643	451	384	14948	15076	124500	1095	259	2440580	73028	162601	5151	2800
Delayed	64	Generated	Global	Indexed	17059	16402	25019	1713	1337	1910	1116530	1082446	1186174	3044385	2970661	3232326	3202805.6666666665	3150298.3333333335	3309797.3333333335	12740150	12498934	13188450	59368.25	56702.25	62689.0	3057564.25	2974026.0	3168082.75	33016.75	30823.0	57812.5	18367.0	17837.75	22367.0	6259.75	5454.75	12761.75	193	17029	0	23398	34444	12740	6305	21320	451	386	193	11239	17419	11046	0	643	0	6369	6499	6884	47890	1236	11305	2478144	83106	221948	5154	2800
Delayed	64	Generated	Global	Scan	17029	14616	29156	1837	1404	2518	1206117	1183375	1229963	35226532	34796490	35404983	36293803.0	35895010.666666664	39514761.666666664	143695200	142930567	153965769	61163.0	60230.25	62118.75	35805030.25	35613704.25	38370867.75	34086.0	31919.0	34980.25	14796.5	13809.25	15476.25	6008.0	5885.75	6175.75	193	507973	0	514342	1016332	514085	0	0	0	0	0	0	0	0	0	0	0	6369	497443	539235	4407343	1236	259	52784300	1535532	134761	5151	2800
Delayed	64	Generic	Active	Indexed	14782	10489	19060	1222	1064	1673	1104747	1102702	1155945	1758358	1722575	1923927	1905065.6666666667	1826513.3333333333	1929222.0	7449960	7306447	7651073	59926.75	57286.5	61521.5	1733712.5	1696167.25	1781450.0	29746.5	29300.0	31270.75	18678.0	18495.5	19348.75	18232.0	17287.0	23069.0	193	13126	14415	13510	26638	6304	193	522	451	386	193	840	709	647	0	643	451	384	6691	7076	56789	1095	906	1729834	50677	226202	5152	2800
Delayed	64	Generic	Active	Scan	14466	9453	17963	1486	1228	1642	1167813	1104471	1213947	2176257	2158163	3753645	2364960.6666666665	2285924.0	2425047.6666666665	9462339	9033065	10828282	58457.75	54224.75	60425.25	2245665.5	2147920.25	2583731.25	31535.75	28341.75	32464.75	13614.5	12509.25	14646.75	11644.0	10964.0	12633.25	193	21383	22672	21767	43152	16897	0	0	0	0	0	0	0	0	0	643	451	384	14948	15076	124500	1095	259	2440580	73028	162599	5149	2800
Delayed	64	Generic	Global	Indexed	12302	9518	15811	1546	1339	2110	1141581	1121228	1153500	3078129	3070450	3240937	3506007.0	3375994.3333333335	3554876.6666666665	13611813	13209290	13858080	59288.25	57621.0	63457.75	3279783.75	3184734.25	3339683.25	32194.5	29851.5	33815.5	18503.25	18253.0	18823.0	11327.0	5812.75	11630.5	193	17029	24303	23398	34444	12740	6305	21320	451	386	193	11239	17419	11046	0	643	0	6369	6499	6884	47890	1236	11305	2478144	83106	221946	5152	2800
Delayed	64	Generic	Global	Scan	13468	11196	16478	1809	1743	2224	1231625	1210322	1514975	37484086	36225261	46204406	39740661.333333336	38427222.0	40109235.666666664	156494708	152319834	166547390	63777.25	62186.5	65813.0	38995706.25	37947795.25	41486594.5	40074.75	34774.0	52084.25	15214.5	13941.5	16507.75	6226.5	5863.75	13985.5	193	507973	515247	514342	1016332	514085	0	0	0	0	0	0	0	0	0	0	0	6369	497443	539235	4407343	1236	259	52784300	1535532	134759	5149	2800
Repair	8	Generated	Active	Indexed	11714	10759	16123	676	616	956	63761	54935	67450	51673	44805	69818	36130.666666666664	33595.333333333336	40526.333333333336	185499	160178	192348	6189.0	5487.25	9585.75	30773.5	27349.5	32351.75	1806.25	1656.0	1954.25	2078.5	1906.75	2550.0	419.5	394.75	478.75	8	24	0	48	32	0	0	0	32	16	8	48	0	24	1	56	24	8	8	72	132	25	40	27529	546	20406	4130	1778
Repair	8	Generated	Active	Scan	12574	11756	13092	713	619	785	64794	57607	68078	43769	38524	45599	32499.0	27841.333333333332	32770.333333333336	155143	134423	156600	6654.0	5718.5	6759.0	24252.0	20914.5	24535.5	2146.25	1819.75	2192.0	1672.25	1579.0	1837.0	480.5	396.5	490.0	8	24	0	48	32	0	0	0	0	0	0	0	0	0	0	56	24	8	8	48	117	25	16	21408	402	16241	4127	1778
Repair	8	Generated	Global	Indexed	14295	13616	23410	668	598	1139	63320	62482	73347	46032	44116	55795	31305.333333333332	30322.333333333332	35390.333333333336	158213	152622	186515	5773.75	5571.75	6633.25	25668.5	24485.25	28519.75	1977.5	1859.0	2382.25	1921.75	1696.5	2394.75	425.25	408.25	495.5	8	8	0	16	32	36	0	18	32	16	8	48	36	42	3	56	0	8	8	56	110	25	58	25781	472	20170	4130	1778
Repair	8	Generated	Global	Scan	18359	13183	20905	844	750	1241	64538	58605	71653	33102	29945	39065	20913.666666666668	19919.666666666668	22716.333333333332	114427	105501	128280	6434.0	5553.25	6876.5	14078.0	13275.5	15814.25	1862.5	1844.75	2331.25	1573.0	1223.0	1746.75	423.75	398.25	460.5	8	80	0	160	32	108	0	0	0	0	0	0	0	0	0	0	0	8	8	104	213	25	16	12280	335	12583	4127	1778
Repair	8	Generic	Active	Indexed	11480	8956	17833	757	616	1157	68102	66001	71777	57684	52987	63631	37877.0	34442.666666666664	44369.666666666664	184685	179701	199443	6646.25	6250.0	8537.25	31383.5	29825.25	33285.75	2087.25	1755.0	2168.0	2221.5	1661.0	2265.25	444.75	396.25	481.0	8	24	72	48	32	0	0	0	32	16	8	48	0	24	1	56	24	8	8	72	132	25	40	27529	546	20404	4128	1778
Repair	8	Generic	Active	Scan	9735	8476	15266	932	622	1200	64022	60123	73688	46930	39704	51761	29845.0	27380.0	31877.666666666668	146531	134811	157304	6078.25	5738.25	7110.5	22849.75	21460.0	25122.75	2041.5	1891.0	2213.0	1662.75	1560.5	1902.5	428.5	400.0	450.5	8	24	72	48	32	0	0	0	0	0	0	0	0	0	0	56	24	8	8	48	117	25	16	21408	402	16239	4125	1778
Repair	8	Generic	Global	Indexed	7648	6682	13710	629	588	870	62646	57472	75379	46389	42699	54724	32313.333333333332	30420.0	33020.0	153089	142230	167850	5846.75	5482.25	6344.0	24803.75	23746.25	27304.75	1921.0	1843.0	2151.5	2027.5	1907.0	3249.5	433.75	409.0	490.75	8	8	40	16	32	36	0	18	32	16	8	48	36	42	3	56	0	8	8	56	110	25	58	25781	472	20168	4128	1778
Repair	8	Generic	Global	Scan	13924	7775	14360	1037	640	1042	69449	58272	73002	36573	29392	39914	20738.666666666668	20339.333333333332	25159.333333333332	114191	98883	130355	5725.0	5433.75	6903.25	14776.0	13691.0	17503.25	2073.25	1910.5	2362.75	1495.5	1116.0	1670.25	432.0	404.0	517.25	8	80	184	160	32	108	0	0	0	0	0	0	0	0	0	0	0	8	8	104	213	25	16	12280	335	12581	4125	1778
Repair	64	Generated	Active	Indexed	12097	10790	21006	894	656	1033	293336	289500	312271	330406	319143	343748	299703.6666666667	292420.0	308523.6666666667	1236223	1213284	1291358	41648.75	41295.25	43164.75	228761.0	221388.5	234937.5	15619.75	15299.75	16694.5	8545.5	8334.5	9174.0	12094.75	11380.75	13291.5	64	192	0	384	256	0	0	0	256	128	64	384	0	192	1	448	192	64	64	576	2944	442	320	227137	4570	114390	4131	1778
Repair	64	Generated	Active	Scan	15362	11099	21607	959	686	1294	324643	315882	348368	269682	252214	292221	239806.66666666666	238154.0	259470.0	1000465	980332	1091577	43443.75	43070.5	49281.5	174785.0	171337.0	187377.75	15250.25	14882.0	16485.5	7925.5	7160.75	8863.25	4545.25	2480.0	5646.5	64	192	0	384	256	0	0	0	0	0	0	0	0	0	0	448	192	64	64	384	2618	442	128	183072	3438	89134	4128	1778
Repair	64	Generated	Global	Indexed	14746	11075	23531	897	630	1099	324231	306707	381054	318362	289919	359622	276529.3333333333	269267.6666666667	335333.0	1190852	1118949	1390251	45208.75	42028.5	53020.0	216486.25	198482.5	245789.5	16547.0	15142.5	19295.0	9417.0	9015.5	12332.5	8434.0	7757.25	11273.0	64	64	0	128	256	2080	0	130	256	128	64	384	260	322	3	448	0	64	64	448	2500	442	450	225277	3909	110922	4131	1778
Repair	64	Generated	Global	Scan	14326	11311	17910	962	660	1334	304831	295762	332250	381899	373853	447599	375603.0	364081.6666666667	399647.3333333333	1512640	1487879	1648148	43463.0	41447.5	57787.0	306976.75	303813.75	336786.75	13895.25	13372.25	14247.0	6720.75	6467.75	6899.75	3745.0	3296.25	3970.5	64	4224	0	8448	256	6240	0	0	0	0	0	0	0	0	0	0	0	64	64	4416	22720	442	128	266536	10037	65910	4128	1778
Repair	64	Generic	Active	Indexed	9251	7008	15908	920	638	1373	305657	289925	321657	325056	324531	361696	296821.6666666667	295452.6666666667	324146.3333333333	1245921	1218535	1345027	42319.5	41430.75	45879.0	227801.0	225173.5	247414.5	15426.0	15059.5	16770.25	8371.25	8340.25	9970.5	12274.0	11471.75	13476.75	64	192	576	384	256	0	0	0	256	128	64	384	0	192	1	448	192	64	64	576	2944	442	320	227137	4570	114388	4129	1778
Repair	64	Generic	Active	Scan	13104	9240	17968	973	646	1142	329151	311210	452910	272319	266539	422673	250855.0	247329.0	331917.6666666667	1038165	1024192	1432310	46160.75	42526.75	60532.5	183263.75	180054.75	255372.5	15855.25	14845.0	21292.25	7964.0	7562.0	11683.75	4307.0	2459.25	5633.0	64	192	576	384	256	0	0	0	0	0	0	0	0	0	0	448	192	64	64	384	2618	442	128	183072	3438	89132	4126	1778
Repair	64	Generic	Global	Indexed	8920	8185	11365	925	677	977	327544	311300	378720	307664	283946	336933	275121.0	270027.6666666667	301906.3333333333	1161938	1103430	1254164	45864.5	43076.25	49848.75	206271.75	198240.0	224875.5	15721.5	15031.75	18617.5	9823.25	8657.75	11849.75	7392.5	6393.75	7738.25	64	64	320	128	256	2080	0	130	256	128	64	384	260	322	3	448	0	64	64	448	2500	442	450	225277	3909	110920	4129	1778
Repair	64	Generic	Global	Scan	7496	6372	11158	659	643	945	297441	291348	318559	403055	396865	424662	407565.3333333333	395184.3333333333	433680.6666666667	1633906	1591729	1704931	42099.0	41297.75	43770.75	339924.5	327883.5	358347.75	13726.25	13536.5	19625.5	8272.75	8259.0	8772.0	2820.75	2767.75	3030.75	64	4224	8640	8448	256	6240	0	0	0	0	0	0	0	0	0	0	0	64	64	4416	22720	442	128	266536	10037	65908	4126	1778
