kind,rep,family,n,rounds,mode,total_ns,preparation_ns,setup_ns,execution_ns,observation_ns,disposal_ns,first_cold_ns,cancellation_ns,requested_bytes,peak_increment_bytes
time,2,consuming,4,8,compiled,1039190,32388,86671,873057,29438,17636,529560,46447,,
time,2,inactive,2,2,indexed,208810,21262,110626,20868,33402,22652,110298,57206,,
time,2,dense,2,2,subscribed,82326,14195,16380,24180,17693,9878,41115,23823,,
time,2,binding,2,8,indexed,319559,38040,102319,76603,63370,39227,150410,90808,,
time,2,reopen,2,8,compiled,2189062,46840,122657,1941992,43299,34274,1105802,90168,,
time,2,binding,4,2,indexed,553732,55308,172975,126050,129774,69625,257559,145303,,
time,2,inactive,2,8,eager,337771,35781,147110,49718,63793,41369,155413,100367,,
time,2,selective,2,8,compiled,226893,24339,37215,141973,7643,15723,117839,26999,,
time,2,binding,2,2,eager,240432,23334,122070,40319,30479,24230,114675,90186,,
time,2,reopen,2,8,indexed,318422,37915,114808,62401,64082,39216,149288,89209,,
time,2,churn-broad,2,8,indexed,408912,39735,140333,106988,73632,48224,191060,109358,,
time,2,churn-sparse,2,8,indexed,352488,37797,123180,79967,66775,44769,165443,100358,,
time,2,reopen,4,8,indexed,1389460,171824,295232,314456,400347,207601,617623,231380,,
time,2,inactive,4,2,eager,869771,60408,517484,82192,124856,84831,405731,308278,,
time,2,churn-broad,2,2,subscribed,227954,24982,95382,49269,33312,25009,109024,84461,,
time,2,churn-sparse,2,8,compiled,2292094,46784,124977,2040221,45714,34398,1156038,102322,,
time,2,selective,2,8,eager,70507,13413,23259,13084,12229,8522,37125,19911,,
time,2,inactive,2,2,subscribed,178591,22310,79652,24440,31323,20866,85175,54422,,
time,2,dense,4,2,eager,369199,41927,85507,88274,100955,52536,163918,73768,,
time,2,consuming,2,8,eager,176587,22381,43620,80565,17258,12763,91411,39096,,
time,2,dense,4,8,compiled,17860328,104725,169214,17215396,237508,133485,8836131,153520,,
time,2,dense,2,8,indexed,192814,25487,36639,56400,48577,25711,86152,39662,,
time,2,reopen,2,8,eager,372609,37296,162187,57787,68310,47029,168183,128225,,
time,2,unique,2,2,indexed,182547,25319,83049,20062,31754,22363,89127,61314,,
time,2,dense,4,8,indexed,1094051,53643,139202,312451,377509,211246,411590,154131,,
time,2,churn-broad,4,2,eager,1064384,61259,550019,226128,130753,96225,498437,365261,,
time,2,binding,4,8,compiled,22973144,123215,257604,22193406,252040,146879,11412618,210624,,
time,2,inactive,2,2,compiled,573512,29852,72225,433625,18860,18950,289173,56863,,
time,2,selective,2,2,subscribed,43736,11245,13903,7484,5976,5128,24602,11372,,
time,2,binding,4,2,eager,914966,57810,489510,152616,127643,87387,424650,337508,,
time,2,binding,2,2,compiled,750466,32597,80261,596722,19510,21376,373443,61083,,
time,2,consuming,4,2,eager,218804,24982,64510,105678,14281,9353,122734,48998,,
time,2,selective,2,2,indexed,54794,11531,13689,4670,6392,18512,24198,11598,,
time,2,inactive,4,2,subscribed,579774,58236,177988,137673,132221,73656,265666,149502,,
time,2,consuming,4,8,subscribed,646649,31879,71988,473200,36197,33385,323107,77782,,
time,2,churn-sparse,2,2,indexed,176425,22220,80702,22157,30473,20873,84461,55770,,
time,2,reopen,2,2,compiled,719125,32045,81216,563249,21077,21538,361324,60340,,
time,2,unique,4,2,indexed,526237,61455,178798,88863,127919,69202,242304,125584,,
time,2,unique,4,2,eager,879717,59798,523651,82142,128270,85856,404909,314025,,
time,2,consuming,2,2,subscribed,76289,19569,15609,27783,7389,5939,45638,21852,,
time,2,inactive,4,8,eager,1667876,151810,609141,291991,393904,221030,728555,394359,,
time,2,reopen,4,8,eager,1766119,155490,640099,322373,429060,219097,789401,410057,,
time,2,selective,4,2,indexed,56331,13123,22469,5273,8661,6805,30501,15997,,
time,2,binding,4,2,compiled,6934389,58370,161838,6574360,80853,58968,3434037,127063,,
time,2,selective,4,2,compiled,151293,24881,32438,79620,5409,8945,83657,23384,,
time,2,dense,2,2,compiled,250193,25042,24077,175103,16694,9277,130853,19448,,
time,2,churn-broad,2,2,eager,319984,30335,167568,51540,38362,32179,157175,126539,,
time,2,churn-broad,2,8,compiled,2976548,43707,158505,2688899,48338,37099,1482583,112535,,
time,2,churn-sparse,2,2,eager,240220,24919,130120,26831,30601,27749,115230,107125,,
time,2,dense,4,2,subscribed,379635,42033,48862,137586,101602,49552,171527,72257,,
time,2,dense,2,2,eager,78045,14982,20370,17129,16130,9434,39824,23476,,
time,2,dense,4,8,subscribed,1186921,15153,32582,354802,375966,408418,402271,53178,,
time,2,reopen,2,2,indexed,176622,22545,82554,18563,31189,21771,84238,61070,,
time,2,churn-sparse,4,8,eager,2656631,161208,1065217,469643,604543,356020,876059,1070502,,
time,2,dense,4,2,indexed,325880,41144,46442,91749,98962,47583,146040,58645,,
time,2,reopen,4,2,subscribed,679620,84222,187375,201915,135911,70197,333826,153573,,
time,2,consuming,4,2,subscribed,215818,28481,28508,136105,14211,8513,119795,49877,,
time,2,reopen,4,2,compiled,6788660,53878,153659,6446114,80560,54449,3415117,113615,,
time,2,inactive,2,8,subscribed,308908,36159,103576,60835,66374,41964,142992,84657,,
time,2,reopen,4,8,subscribed,1747719,160768,286977,691852,407841,200281,795377,251745,,
time,2,selective,2,8,indexed,68649,12946,20987,14195,12288,8233,35609,19376,,
time,2,selective,2,2,compiled,108244,21724,20951,55597,3417,6555,62384,17006,,
time,2,unique,4,8,compiled,69070802,135584,278494,68233294,267167,156263,34546903,231360,,
time,2,binding,4,8,subscribed,1428369,154024,270566,389309,408385,206085,618926,258556,,
time,2,unique,2,2,eager,214988,22716,123463,16330,28770,23709,103842,78948,,
time,2,selective,4,8,compiled,253363,25676,38145,168539,9756,11247,135483,28809,,
time,2,consuming,2,2,eager,66565,17806,17289,19372,6647,5451,39693,18409,,
time,2,churn-sparse,2,2,compiled,789042,32322,85805,629855,20405,20655,397568,61632,,
time,2,reopen,4,2,eager,882864,58157,533217,80242,125456,85792,422207,311060,,
time,2,churn-broad,2,2,indexed,188993,22940,84860,28659,30081,22453,88491,68492,,
time,2,unique,2,8,indexed,354382,40046,122282,80500,67386,44168,166571,95374,,
time,2,reopen,4,8,compiled,25543992,119509,286242,24703502,287028,147711,12660505,215212,,
time,2,churn-broad,2,2,compiled,987424,32726,89120,821427,22408,21743,496708,64388,,
time,2,churn-sparse,2,8,subscribed,396233,40149,138833,107609,66768,42874,197695,101121,,
time,2,binding,4,8,eager,1665687,148053,564026,355205,380145,218258,734824,427898,,
time,2,dense,2,2,indexed,70515,13801,15359,17397,15025,8933,36000,20793,,
time,2,reopen,2,8,subscribed,377519,37546,119705,113872,66003,40393,179033,104059,,
time,2,inactive,2,8,indexed,295101,34052,100185,59196,64132,37536,133203,83687,,
time,2,churn-sparse,4,2,compiled,7195872,53739,162324,6843470,81589,54750,3595784,116913,,
time,2,churn-broad,2,8,subscribed,456943,40757,142309,156514,71850,45513,214959,117699,,
time,2,unique,2,8,eager,386586,41011,166561,64736,67093,47185,180616,119079,,
time,2,dense,2,8,compiled,743208,33589,46617,607491,34215,21296,373351,36027,,
time,2,binding,4,8,indexed,1366146,162246,271194,346023,388473,198210,597766,238943,,
time,2,churn-broad,4,8,eager,2298645,167695,703402,774166,416908,236474,1071280,507252,,
time,2,binding,2,2,indexed,193376,24957,82280,35577,29273,21289,91909,66491,,
time,2,consuming,4,8,indexed,314969,36450,72520,139231,33382,33386,153512,44474,,
time,2,unique,4,8,indexed,1415582,159181,280975,360780,416979,197667,634239,236167,,
time,2,churn-broad,2,8,eager,483885,41582,191847,135940,68603,45913,231495,145463,,
time,2,consuming,2,2,indexed,68978,20906,16851,16445,8292,6484,42681,16870,,
time,2,churn-broad,4,8,compiled,36860125,130687,389615,35921051,271706,147066,18428348,279646,,
time,2,unique,2,8,subscribed,412605,38484,121769,143334,67000,42018,196443,105252,,
time,2,inactive,4,8,subscribed,1425104,203938,276276,345945,402453,196492,663961,242064,,
time,2,consuming,2,8,indexed,139648,20686,37075,49200,16046,16641,70596,30902,,
time,2,dense,2,8,subscribed,185264,25573,32001,58162,46395,23133,86746,41531,,
time,2,churn-broad,4,2,indexed,559438,58213,192111,111187,126485,71442,255797,141528,,
time,2,churn-sparse,2,2,subscribed,208701,25364,90423,38984,31807,22123,100906,65343,,
time,2,churn-sparse,2,8,eager,411658,38749,170708,92239,65574,44388,196236,118984,,
time,2,unique,4,8,eager,1761295,161391,658543,320138,401800,219423,778144,412043,,
time,2,churn-broad,4,2,compiled,9806196,55140,174774,9437417,83742,55123,4864717,122469,,
time,2,inactive,2,2,eager,224283,23778,131774,14624,30120,23987,105317,78891,,
time,2,consuming,2,2,compiled,141728,21022,25767,84433,4203,6303,77857,15792,,
time,2,selective,2,8,subscribed,69922,13134,20484,15618,12461,8225,36582,20357,,
time,2,inactive,4,2,compiled,6500329,56482,165758,6143606,80917,53566,3200560,125803,,
time,2,churn-broad,4,8,indexed,1691769,164233,355039,444170,400549,327778,702481,166649,,
time,2,selective,4,8,subscribed,88409,13338,28059,15930,14030,17052,42377,26304,,
time,2,churn-sparse,4,8,indexed,1424627,154399,306498,350050,418968,194712,628846,239092,,
time,2,inactive,4,2,indexed,501926,55973,167034,83160,124691,71068,223116,140590,,
time,2,binding,4,2,subscribed,608688,55810,178194,177828,126767,70089,280907,169121,,
time,2,churn-sparse,4,2,indexed,517731,56060,174509,90922,126030,70210,234117,130377,,
time,2,consuming,4,2,indexed,99982,21248,25928,32007,12619,8180,56075,22050,,
time,2,unique,4,8,subscribed,1808518,158311,286217,737807,424321,201862,834323,268739,,
time,2,reopen,2,2,eager,218989,22461,126872,15840,29419,24397,104172,83185,,
time,2,consuming,4,2,compiled,270606,24332,32696,197444,7610,8524,145421,22690,,
time,2,binding,2,8,eager,351375,38303,143462,68202,61183,40225,169209,106686,,
time,2,dense,2,8,eager,196354,29560,38270,52823,48807,26894,94270,41012,,
time,2,unique,2,8,compiled,3257250,44135,127236,3001775,46919,37185,1624628,93533,,
time,2,binding,2,8,compiled,1689464,38793,101091,1472414,42754,34412,813187,86404,,
time,3,churn-broad,2,8,compiled,3012456,47414,156393,2720679,49705,38265,1504482,120636,,
time,3,binding,4,8,indexed,1384550,147708,277050,363260,381248,215284,611520,240882,,
time,3,reopen,4,2,compiled,6831494,54252,158780,6478181,85680,54601,3414712,117121,,
time,3,churn-sparse,4,2,indexed,519827,56383,172988,91001,127353,72102,235858,130598,,
time,3,binding,4,8,eager,1716408,176438,572258,352449,397010,218253,765618,417228,,
time,3,churn-sparse,2,2,indexed,187147,22316,85889,23913,32423,22606,86260,61317,,
time,3,binding,2,8,indexed,329161,38641,107256,76890,66399,39975,155578,89798,,
time,3,selective,2,8,eager,77457,14294,25446,14247,13130,10340,40786,20794,,
time,3,selective,4,8,subscribed,92078,14252,29135,16654,14577,17460,44207,26844,,
time,3,churn-sparse,4,8,indexed,1439200,165444,283338,369538,406247,214633,646826,247867,,
time,3,unique,4,8,indexed,1386131,155211,280797,350894,392869,206360,601426,245162,,
time,3,dense,4,2,compiled,4454484,43884,55042,4255010,64442,36106,2221380,48936,,
time,3,unique,2,2,eager,261806,24727,164444,17233,31032,24370,110292,84752,,
time,3,churn-broad,2,2,indexed,203251,24145,90750,31170,32774,24412,96983,71342,,
time,3,binding,2,8,compiled,1705240,41661,107559,1480360,42694,32966,846704,81816,,
time,3,unique,4,8,compiled,72594656,120242,324842,71744155,256794,148623,38398897,251022,,
time,3,dense,4,8,indexed,1054604,54145,141534,312294,371759,174872,408710,148836,,
time,3,selective,4,2,eager,73353,16287,33553,5134,9505,8874,41256,21607,,
time,3,unique,4,8,subscribed,1827486,154721,298509,765918,406521,201817,807964,246474,,
time,3,dense,2,2,indexed,73701,14972,16030,17920,15672,9107,38100,21665,,
time,3,churn-sparse,2,8,eager,418212,38414,174128,94804,66205,44661,195954,190157,,
time,3,inactive,2,2,compiled,594344,30639,75295,449502,19889,19019,298803,56288,,
time,3,consuming,2,8,compiled,436973,26579,51867,327506,16726,14295,239240,34806,,
time,3,consuming,2,2,eager,67815,18116,17336,19828,6938,5597,40338,18904,,
time,3,selective,4,2,subscribed,67379,13969,25991,9710,9802,7907,36120,20433,,
time,3,binding,4,2,eager,926391,58020,499860,159500,123162,85849,436898,329205,,
time,3,churn-broad,2,8,indexed,403459,45088,148324,102054,65424,42569,200766,103165,,
time,3,binding,2,8,eager,376320,37574,154502,73623,66441,44180,169480,117281,,
time,3,reopen,2,8,eager,364112,37793,162406,56208,65667,42038,170067,109846,,
time,3,consuming,4,2,compiled,255442,23179,30871,185945,7037,8410,137720,22062,,
time,3,selective,2,8,compiled,210135,23394,32713,136803,7266,9959,112623,33014,,
time,3,inactive,2,8,subscribed,302395,34415,102699,60048,66809,38424,138570,83971,,
time,3,churn-broad,2,8,eager,470479,39511,184665,132092,66872,47339,222082,139973,,
time,3,selective,2,2,indexed,43548,12478,14078,4900,6805,5287,25506,10813,,
time,3,reopen,2,2,subscribed,201248,22707,83644,41651,31401,21845,94112,69232,,
time,3,churn-broad,2,2,eager,255058,25759,136538,36873,31462,24426,125963,97512,,
time,3,dense,4,8,subscribed,1277424,17307,34962,411661,383579,429915,423081,55627,,
time,3,consuming,2,2,subscribed,75212,19934,15454,27054,7003,5767,45495,21054,,
time,3,dense,2,8,subscribed,184175,25122,31735,57762,46243,23313,85384,41668,,
time,3,unique,2,8,compiled,3326801,44665,127166,3075378,43382,36210,1772707,95569,,
time,3,binding,2,2,indexed,197721,22495,83307,38818,31582,21519,94820,75731,,
time,3,binding,2,8,subscribed,344536,40108,110100,87797,66938,39593,165367,95780,,
time,3,inactive,4,2,indexed,503845,57283,170074,82987,124999,68502,226055,123518,,
time,3,binding,2,2,eager,258154,24360,126226,40174,37051,30343,125759,103139,,
time,3,reopen,2,8,compiled,2210405,41489,122110,1967064,45402,34340,1104433,87015,,
time,3,reopen,2,8,indexed,330214,38849,119747,63850,66662,41106,154495,89137,,
time,3,dense,4,2,indexed,324381,41538,47124,93619,96272,45828,145105,58384,,
time,3,consuming,4,2,subscribed,224156,28022,28400,144280,14448,9006,121229,52968,,
time,3,churn-sparse,4,8,subscribed,1554995,157710,300460,491558,399429,205838,706414,263882,,
time,3,consuming,4,2,eager,205020,21870,61374,99449,13731,8596,111697,49448,,
time,3,inactive,4,2,compiled,6267064,55533,151686,5925556,79088,55201,3123148,111231,,
time,3,dense,2,8,indexed,216414,30171,37791,65936,54918,27598,100588,46789,,
time,3,unique,4,2,subscribed,636704,57330,179424,196233,137692,66025,292468,148418,,
time,3,selective,4,2,indexed,56749,12681,22942,5355,8841,6930,30311,15629,,
time,3,reopen,4,8,subscribed,1705579,156516,287159,662078,402090,197736,761498,251437,,
time,3,churn-broad,4,8,subscribed,1871626,21647,360225,834606,430308,224840,782397,350631,,
time,3,churn-broad,4,8,indexed,1663714,166879,350999,422206,401650,321980,689686,164889,,
time,3,inactive,2,8,indexed,299039,36347,100446,57672,66153,38421,139384,87711,,
time,3,consuming,4,8,eager,637630,30903,107066,431993,34422,33246,312555,69782,,
time,3,reopen,2,2,indexed,169428,21570,79936,17341,29785,20796,80930,57850,,
time,3,reopen,2,2,compiled,751798,34025,84953,589155,21929,21736,380177,65736,,
time,3,churn-sparse,2,8,indexed,352773,40879,122936,81074,66565,41319,167922,92561,,
time,3,selective,4,2,compiled,153568,24625,33623,80520,5416,9384,83859,25272,,
time,3,unique,2,2,indexed,172725,22427,79677,19654,30411,20556,83363,59133,,
time,3,selective,2,2,eager,49821,14006,17684,4971,7100,6060,28737,13025,,
time,3,inactive,2,2,subscribed,191095,23345,86286,26456,32486,22522,92445,53202,,
time,3,inactive,2,2,indexed,154557,20022,71521,16254,27863,18897,73923,54555,,
time,3,inactive,4,8,indexed,1345080,154889,266081,313755,410383,199972,578680,220807,,
time,3,churn-broad,4,8,compiled,36795927,127454,357667,35874792,274770,161244,18170917,276335,,
time,3,dense,4,8,eager,1037807,12639,171869,306125,370733,176441,393253,163421,,
time,3,reopen,4,8,indexed,1410450,159163,291690,324480,418412,216705,627028,251217,,
time,3,inactive,4,2,eager,913126,59351,540023,81872,135856,96024,422415,345988,,
time,3,unique,2,8,indexed,366353,38892,127171,83344,70353,46593,171434,92158,,
time,3,inactive,2,8,compiled,1540436,39190,99701,1327865,41152,32528,776200,77339,,
time,3,inactive,2,2,eager,244730,23878,152536,15079,30293,22944,133124,86685,,
time,3,consuming,2,8,indexed,166547,23508,46970,58704,17869,19496,85966,33265,,
time,3,churn-broad,4,8,eager,2319761,164397,714333,773780,431666,235585,1065124,492301,,
time,3,dense,4,2,subscribed,389778,42891,51325,140275,104371,50916,176354,74108,,
time,3,reopen,4,2,eager,877084,60098,518910,83043,127046,87987,406439,334320,,
time,3,consuming,2,2,indexed,85758,42759,15443,14332,7447,5777,61768,19606,,
time,3,unique,2,8,subscribed,406113,38930,125882,137345,65104,38852,197750,101538,,
time,3,dense,2,2,compiled,253072,26025,24626,180273,12339,9809,134086,19091,,
time,3,consuming,4,8,indexed,275674,28832,64642,119729,30434,32037,131115,41650,,
time,3,binding,4,2,compiled,7070737,53874,159152,6703229,80249,74233,3509914,114586,,
time,3,churn-broad,2,2,subscribed,212062,23113,88230,46320,31468,22931,101717,79117,,
time,3,churn-sparse,2,8,compiled,2293307,43555,127212,2040818,46979,34743,1134369,99107,,
time,3,dense,4,2,eager,364687,41577,84119,89060,98537,51394,162287,76147,,
time,3,reopen,4,8,eager,1744951,160310,628354,336569,394396,225322,770530,407490,,
time,3,unique,2,2,compiled,729267,30286,78477,580231,19867,20406,360037,59243,,
time,3,binding,4,8,compiled,24457391,126512,273012,23628793,263854,165220,12469447,225984,,
time,3,churn-sparse,2,2,eager,241125,23981,133734,28131,30848,24431,116146,99028,,
time,3,selective,2,2,subscribed,58099,13764,17405,9481,11166,6283,34757,14402,,
time,3,inactive,4,8,subscribed,1403289,154124,265413,343801,432086,207865,598082,268992,,
time,3,churn-broad,4,2,indexed,554623,58277,188743,111711,127201,68691,254334,138553,,
time,3,reopen,2,2,eager,223585,24128,129113,16158,30239,23947,107551,98298,,
time,3,consuming,2,8,subscribed,189729,23570,40662,93077,18453,13967,99037,45453,,
time,3,consuming,4,8,subscribed,640925,30357,70944,470095,35210,34319,303505,72977,,
time,3,unique,4,2,compiled,8503906,54919,155113,8157043,82684,54147,4211307,115313,,
time,3,unique,4,2,eager,909978,59620,536233,83060,125467,105598,407982,333086,,
time,3,unique,4,2,indexed,537567,61054,181305,93904,128791,72513,242952,133865,,
time,3,dense,2,8,compiled,729949,34160,44335,597719,33026,20709,366731,36188,,
time,3,inactive,2,8,eager,353546,36600,157066,51236,65789,42855,163310,112085,,
time,3,consuming,4,8,compiled,1015139,30836,81696,854726,29815,18066,502011,46655,,
time,3,selective,4,8,eager,83710,14369,32599,12479,13590,10673,43414,26368,,
time,3,reopen,2,8,subscribed,392593,39333,122209,119277,68792,42982,182437,104812,,
time,3,dense,2,2,eager,81393,15756,20560,17682,17256,10139,41279,24099,,
time,3,inactive,4,2,subscribed,569042,55987,173770,137946,129098,72241,258656,153607,,
time,3,churn-broad,2,8,subscribed,449422,38987,143421,151354,68382,47278,213167,123430,,
time,3,dense,2,2,subscribed,89771,15270,18285,27550,18588,10078,44731,25001,,
time,3,inactive,4,8,eager,1740726,159843,625672,313405,407551,234255,763500,426387,,
time,3,consuming,2,8,eager,193884,22152,46060,93220,17983,14469,94695,45888,,
time,3,churn-sparse,2,2,compiled,780603,31672,81960,625682,21034,20255,395728,62733,,
time,3,churn-broad,4,2,compiled,10462855,59773,191810,10053516,97267,60489,5134539,137402,,
time,3,unique,2,8,eager,412464,41978,179638,71304,70945,48599,194538,123360,,
time,3,selective,4,8,compiled,307416,26528,44205,210246,11953,14484,164836,31575,,
time,3,churn-sparse,4,2,compiled,7334626,54719,160146,6982121,83488,54152,3640245,119411,,
time,3,binding,2,2,compiled,751218,32561,81321,595349,20616,21371,382740,62994,,
time,3,inactive,4,8,compiled,22257037,119752,266054,21460744,266273,144214,11004173,209093,,
time,3,churn-broad,4,2,eager,1060670,60230,549856,228999,126152,95433,497881,367167,,
time,3,dense,2,8,eager,178790,25052,35209,47028,46096,25405,82322,39714,,
time,3,unique,4,8,eager,1791860,156585,677063,329647,397328,231237,807537,422154,,
time,3,binding,4,2,subscribed,605410,56402,176655,179401,125998,66954,276000,169628,,
time,3,churn-sparse,2,8,subscribed,389434,38615,128551,110154,65879,46235,190107,105663,,
time,3,binding,4,2,indexed,498575,50719,158852,110993,113568,64443,224913,136641,,
time,3,churn-sparse,4,2,subscribed,633787,57452,179678,186033,136768,73856,282472,158801,,
time,3,selective,2,8,subscribed,73176,13283,21835,16540,13144,8374,38450,21591,,
time,3,consuming,4,2,indexed,96310,20489,25804,30363,11716,7938,53450,20872,,
time,3,churn-broad,2,2,compiled,1004005,31292,86984,839829,22929,22971,491520,91945,,
time,3,reopen,4,2,indexed,520536,55798,170641,90310,131238,72549,230074,130684,,
time,3,unique,2,2,subscribed,205292,26738,88516,36422,31397,22219,103919,69491,,
time,3,consuming,2,2,compiled,150604,22882,26139,90301,4454,6828,85250,16148,,
time,3,binding,2,2,subscribed,192134,21777,78234,42736,29032,20355,93485,72720,,
time,3,churn-sparse,4,8,eager,1858077,158102,635156,448298,398338,218183,830793,447029,,
time,3,reopen,4,8,compiled,25455489,123128,271173,24664334,256487,140367,12664066,213441,,
time,3,churn-sparse,2,2,subscribed,197557,22964,85047,36490,31288,21768,93738,69438,,
time,3,selective,2,8,indexed,67936,12830,20770,13896,12413,8027,35564,19228,,
time,3,dense,4,8,compiled,17965965,124502,183221,17275364,239315,143563,8966443,165162,,
time,3,churn-broad,4,2,subscribed,768916,63029,206384,283895,138429,77179,359947,209512,,
time,3,selective,2,2,compiled,117726,23189,22395,61063,4016,7063,67563,17362,,
time,3,churn-sparse,4,2,eager,925260,59163,526452,124679,126222,88744,432764,327044,,
time,3,selective,4,8,indexed,79790,14573,28231,12989,14186,9811,42270,23432,,
time,3,binding,4,8,subscribed,1376194,149582,272431,378328,382777,193076,606806,260121,,
time,3,reopen,4,2,subscribed,622120,56947,173555,185426,131086,75106,282455,152477,,
time,3,churn-sparse,4,8,compiled,26132955,120203,285019,25328577,256509,142647,12987615,222822,,
time,4,selective,4,2,eager,64317,15076,27665,4750,8521,8305,34478,19582,,
time,4,churn-sparse,4,8,compiled,25999360,140308,287823,25161520,260142,149567,12926240,219769,,
time,4,consuming,2,2,indexed,68819,20525,17308,16181,8438,6367,42303,15604,,
time,4,churn-sparse,2,2,indexed,185945,24964,84472,24985,30465,21059,93577,57015,,
time,4,selective,4,8,eager,80931,13590,31449,12326,13253,10313,41476,25004,,
time,4,selective,2,2,eager,42932,12429,15088,4226,5945,5244,24957,11010,,
time,4,unique,2,2,eager,231707,24240,132579,18051,31436,25401,110498,87215,,
time,4,churn-broad,2,2,subscribed,245495,26876,100867,54200,36583,26969,116456,92218,,
time,4,dense,4,8,eager,1027679,12661,178509,290898,370333,175278,373743,165607,,
time,4,dense,4,2,compiled,4468131,43822,55971,4268839,63697,35802,2221765,49728,,
time,4,churn-sparse,4,2,indexed,532010,57382,179831,93480,130516,70801,245303,134518,,
time,4,inactive,2,2,eager,218724,23487,125544,14769,30337,24587,105468,80142,,
time,4,dense,2,8,compiled,760104,33501,45430,623095,35531,22547,367902,38686,,
time,4,consuming,4,2,eager,191651,20610,56209,93152,13181,8499,103985,46108,,
time,4,churn-sparse,4,8,indexed,1407236,147486,283542,354756,422739,198713,611812,222328,,
time,4,inactive,4,2,indexed,533322,57346,173720,91640,140264,70352,250251,133431,,
time,4,consuming,2,2,compiled,229474,46147,38525,129182,5770,9850,133936,25606,,
time,4,churn-sparse,4,8,subscribed,1624397,181163,298544,496124,416481,232085,716735,267865,,
time,4,churn-sparse,4,8,eager,1867406,159332,638236,439159,412445,218234,848372,427492,,
time,4,churn-broad,2,8,subscribed,447903,42933,140585,148778,67622,47985,212928,117752,,
time,4,inactive,4,8,compiled,22204387,116720,255316,21398491,292471,141389,11007705,206705,,
time,4,churn-broad,2,2,indexed,191859,23345,86933,28015,30957,22609,91466,69451,,
time,4,dense,2,8,indexed,198445,26790,33345,57364,53515,27431,88200,47534,,
time,4,consuming,4,2,compiled,289226,24453,35717,211763,8123,9170,149026,25023,,
time,4,reopen,2,2,subscribed,193447,22578,82665,32787,32899,22518,91066,77378,,
time,4,reopen,4,2,indexed,556474,77853,185798,91853,131510,69460,254955,134031,,
time,4,dense,4,2,subscribed,396209,42536,48869,145849,107246,51709,176416,76421,,
time,4,binding,2,2,subscribed,230068,25363,94450,52285,34294,23676,110430,83284,,
time,4,inactive,4,8,subscribed,1382134,158702,271144,351616,400601,200071,613028,254155,,
time,4,unique,2,2,indexed,193040,23008,87239,21136,38196,23461,89447,66413,,
time,4,dense,2,2,indexed,82540,16562,17505,19818,17718,10937,42347,32338,,
time,4,dense,2,2,compiled,237096,22809,22566,170528,12267,8926,124167,18646,,
time,4,consuming,2,2,subscribed,86912,27348,16322,29131,7756,6355,54716,22955,,
time,4,binding,2,8,indexed,307828,35097,98404,73978,62061,38288,142475,88082,,
time,4,inactive,4,2,eager,899564,57693,540843,85048,130408,85572,407087,318633,,
time,4,churn-broad,2,8,compiled,2947702,42324,154174,2669010,48332,33862,1462664,109119,,
time,4,binding,4,2,compiled,6952167,55769,153306,6608942,79793,54357,3488254,114264,,
time,4,churn-broad,4,2,indexed,572578,58052,205082,110848,127588,71008,255631,142355,,
time,4,selective,4,8,indexed,81505,14965,28537,13379,14473,10151,43255,24327,,
time,4,binding,2,2,indexed,217515,47674,81070,37251,30538,20982,118287,68716,,
time,4,reopen,4,8,compiled,26189908,130075,280529,25364671,263955,150678,13090631,225123,,
time,4,selective,4,2,indexed,58554,13701,23225,5556,8846,7226,31448,16222,,
time,4,dense,4,8,compiled,18535945,118265,183292,17848730,247183,138475,9261085,161057,,
time,4,selective,2,2,compiled,116365,23483,22190,60291,3735,6666,66972,18578,,
time,4,reopen,2,8,compiled,2161918,42060,131092,1909440,45176,34150,1076329,89753,,
time,4,unique,2,8,indexed,346206,37927,119510,80331,65882,42556,163883,91343,,
time,4,churn-sparse,2,8,indexed,343580,37943,118805,79397,65947,41488,160336,93719,,
time,4,reopen,4,8,indexed,1377152,171438,293138,319138,395034,198404,613136,229054,,
time,4,unique,4,8,compiled,69145016,139447,292502,68294610,263773,154684,34464987,216958,,
time,4,dense,2,2,subscribed,83762,14513,16690,24785,17843,9931,41988,28287,,
time,4,unique,4,8,subscribed,1821847,161616,296242,755326,413549,195114,834256,269265,,
time,4,churn-broad,2,8,indexed,757745,37674,292689,240460,74561,112361,173597,145313,,
time,4,unique,2,8,subscribed,407545,39720,120075,140918,66795,40037,196946,106760,,
time,4,unique,4,2,indexed,524320,56985,178983,92067,128329,67956,236919,131278,,
time,4,churn-broad,2,2,compiled,989116,33360,92636,818305,23003,21812,493453,66893,,
time,4,inactive,4,2,subscribed,612825,63344,188238,160043,132919,68281,287243,153192,,
time,4,inactive,4,2,compiled,6386655,55520,152979,6043564,79333,55259,3181100,111326,,
time,4,consuming,2,8,eager,175922,22408,42022,81390,16806,13296,91426,38610,,
time,4,inactive,2,2,indexed,168289,21669,77334,17599,30341,21346,79688,57957,,
time,4,unique,4,2,compiled,8330394,59708,158593,7978079,79630,54384,4140056,112072,,
time,4,reopen,4,2,subscribed,636742,57971,179576,193163,134056,71976,296435,156294,,
time,4,consuming,4,2,indexed,100372,21312,25730,32401,12551,8378,56176,21941,,
time,4,unique,2,8,eager,406120,41424,182726,68337,68994,44639,185925,121780,,
time,4,selective,4,2,subscribed,62042,12709,23949,8965,8831,7588,33188,18993,,
