family	size	execution	policy	access	before_median_ns	before_min_ns	before_max_ns	before_execution_ns	before_applications	before_candidate_visits	before_generic_template_visits	before_structural_tests	before_binding_slot_copies	before_pool_entries	before_index_bucket_entries	before_index_lookups	before_index_repairs	before_index_inserts	before_index_removes	before_key_visits	before_key_template_visits	before_key_normalization_requests	before_key_normalization_allocations	before_dependency_visits	before_activation_pushes	before_history_checks	before_pairs	before_dereferences	before_map_visits	before_map_allocations	before_term_requests	before_execution_allocations	before_execution_requested_bytes	after_median_ns	after_min_ns	after_max_ns	after_execution_ns	after_applications	after_candidate_visits	after_generic_template_visits	after_structural_tests	after_binding_slot_copies	after_pool_entries	after_index_bucket_entries	after_index_lookups	after_index_repairs	after_index_inserts	after_index_removes	after_key_visits	after_key_template_visits	after_key_normalization_requests	after_key_normalization_allocations	after_dependency_visits	after_activation_pushes	after_history_checks	after_pairs	after_dereferences	after_map_visits	after_map_allocations	after_term_requests	after_execution_allocations	after_execution_requested_bytes	lifecycle_ratio_after_before	ranges_overlap
Delayed	64	Generic	Global	Indexed	13934290	13627384	14167520	3354117.0	193	17029	24303	23398	34444	12740	6305	21320	451	386	193	11239	17419	11046	0	643	0	6369	6499	6884	47890	1236	11305	83106	2478144	13542740	13163048	13783493	3270052.5	193	17029	24303	23398	34444	12740	6305	21320	451	386	193	11239	17419	11046	0	643	0	6369	6499	6884	47890	1236	11305	83106	2478144	0.9719002546954312	True
Delayed	64	Generic	Global	Scan	157312043	152809894	160740922	39199175.5	193	507973	515247	514342	1016332	514085	0	0	0	0	0	0	0	0	0	0	0	6369	497443	539235	4407343	1236	259	1535532	52784300	159434574	158216295	162368650	39738329.75	193	507973	515247	514342	1016332	514085	0	0	0	0	0	0	0	0	0	0	0	6369	497443	539235	4407343	1236	259	1535532	52784300	1.013492488938053	True
Repair	8	Generated	Active	Indexed	174284	164882	205289	28644.0	8	24	0	48	32	0	0	0	32	16	8	48	0	24	1	56	24	8	8	72	132	25	40	546	27529	185963	171658	201259	29915.5	8	24	0	48	32	0	0	0	32	16	8	48	0	24	1	56	24	8	8	72	132	25	40	546	27529	1.0670113148653921	True
Repair	8	Generated	Active	Scan	137658	132730	156964	21433.5	8	24	0	48	32	0	0	0	0	0	0	0	0	0	0	56	24	8	8	48	117	25	16	402	21408	155954	137971	197394	22678.75	8	24	0	48	32	0	0	0	0	0	0	0	0	0	0	56	24	8	8	48	117	25	16	402	21408	1.1329090935506836	True
Repair	8	Generated	Global	Indexed	176879	151028	187260	27452.25	8	8	0	16	32	36	0	18	32	16	8	48	36	42	3	56	0	8	8	56	110	25	58	472	25781	187223	161835	404239	27663.75	8	8	0	16	32	36	0	18	32	16	8	48	36	42	3	56	0	8	8	56	110	25	58	472	25781	1.0584806562678442	True
Repair	8	Generated	Global	Scan	114661	104686	135637	14267.0	8	80	0	160	32	108	0	0	0	0	0	0	0	0	0	0	0	8	8	104	213	25	16	335	12280	127720	111832	133165	15976.5	8	80	0	160	32	108	0	0	0	0	0	0	0	0	0	0	0	8	8	104	213	25	16	335	12280	1.1138922563033637	True
Repair	8	Generic	Active	Indexed	168345	157133	210656	28691.25	8	24	72	48	32	0	0	0	32	16	8	48	0	24	1	56	24	8	8	72	132	25	40	546	27529	182880	155712	202438	30876.25	8	24	72	48	32	0	0	0	32	16	8	48	0	24	1	56	24	8	8	72	132	25	40	546	27529	1.086340550654905	True
Repair	8	Generic	Active	Scan	145130	131602	167885	22284.25	8	24	72	48	32	0	0	0	0	0	0	0	0	0	0	56	24	8	8	48	117	25	16	402	21408	158339	138176	180343	24904.5	8	24	72	48	32	0	0	0	0	0	0	0	0	0	0	56	24	8	8	48	117	25	16	402	21408	1.0910149521118997	True
Repair	8	Generic	Global	Indexed	163115	151052	176128	27001.5	8	8	40	16	32	36	0	18	32	16	8	48	36	42	3	56	0	8	8	56	110	25	58	472	25781	151745	142898	167958	25023.75	8	8	40	16	32	36	0	18	32	16	8	48	36	42	3	56	0	8	8	56	110	25	58	472	25781	0.9302945774453606	True
Repair	8	Generic	Global	Scan	107446	104464	115056	14394.25	8	80	184	160	32	108	0	0	0	0	0	0	0	0	0	0	0	8	8	104	213	25	16	335	12280	109738	99752	125165	14301.0	8	80	184	160	32	108	0	0	0	0	0	0	0	0	0	0	0	8	8	104	213	25	16	335	12280	1.0213316456638684	True
Repair	64	Generated	Active	Indexed	1300896	1256686	1372377	236024.25	64	192	0	384	256	0	0	0	256	128	64	384	0	192	1	448	192	64	64	576	2944	442	320	4570	227137	1287606	1210422	1448459	235973.0	64	192	0	384	256	0	0	0	256	128	64	384	0	192	1	448	192	64	64	576	2944	442	320	4570	227137	0.9897839642830787	True
Repair	64	Generated	Active	Scan	1077740	1000225	1112277	186624.5	64	192	0	384	256	0	0	0	0	0	0	0	0	0	0	448	192	64	64	384	2618	442	128	3438	183072	1078495	976689	1158202	194104.75	64	192	0	384	256	0	0	0	0	0	0	0	0	0	0	448	192	64	64	384	2618	442	128	3438	183072	1.0007005400189286	True
Repair	64	Generated	Global	Indexed	1138867	1104005	1203193	204585.5	64	64	0	128	256	2080	0	130	256	128	64	384	260	322	3	448	0	64	64	448	2500	442	450	3909	225277	1152998	1136111	1226500	205764.25	64	64	0	128	256	2080	0	130	256	128	64	384	260	322	3	448	0	64	64	448	2500	442	450	3909	225277	1.0124079457917385	True
Repair	64	Generated	Global	Scan	1632363	1556120	1658206	328218.5	64	4224	0	8448	256	6240	0	0	0	0	0	0	0	0	0	0	0	64	64	4416	22720	442	128	10037	266536	1634667	1583371	1686167	330531.0	64	4224	0	8448	256	6240	0	0	0	0	0	0	0	0	0	0	0	64	64	4416	22720	442	128	10037	266536	1.001411450761871	True
Repair	64	Generic	Active	Indexed	1278140	1243740	1369669	236517.75	64	192	576	384	256	0	0	0	256	128	64	384	0	192	1	448	192	64	64	576	2944	442	320	4570	227137	1290917	1222925	1417384	239819.0	64	192	576	384	256	0	0	0	256	128	64	384	0	192	1	448	192	64	64	576	2944	442	320	4570	227137	1.0099965574976137	True
Repair	64	Generic	Active	Scan	1050403	1004247	1081665	184882.5	64	192	576	384	256	0	0	0	0	0	0	0	0	0	0	448	192	64	64	384	2618	442	128	3438	183072	1059393	1034424	1134498	190233.25	64	192	576	384	256	0	0	0	0	0	0	0	0	0	0	448	192	64	64	384	2618	442	128	3438	183072	1.0085586198820833	True
Repair	64	Generic	Global	Indexed	1158146	1109363	1317694	209111.0	64	64	320	128	256	2080	0	130	256	128	64	384	260	322	3	448	0	64	64	448	2500	442	450	3909	225277	1131327	1103492	1185918	202075.25	64	64	320	128	256	2080	0	130	256	128	64	384	260	322	3	448	0	64	64	448	2500	442	450	3909	225277	0.9768431613976131	True
Repair	64	Generic	Global	Scan	1697466	1593829	2053790	346014.0	64	4224	8640	8448	256	6240	0	0	0	0	0	0	0	0	0	0	0	64	64	4416	22720	442	128	10037	266536	1748842	1642441	1789916	357078.75	64	4224	8640	8448	256	6240	0	0	0	0	0	0	0	0	0	0	0	64	64	4416	22720	442	128	10037	266536	1.0302662910479503	True
