equal-arms	unique=1	completed=2	duplicates=1	failed=0	exhausted=true
failure-before-choice	unique=0	completed=0	duplicates=0	failed=1	exhausted=true
failure-after-choice	unique=0	completed=0	duplicates=0	failed=2	exhausted=true
committed-a	unique=1	completed=1	duplicates=0	failed=0	exhausted=true
committed-b	unique=1	completed=1	duplicates=0	failed=0	exhausted=true
residual-multiplicity	unique=2	completed=2	duplicates=0	failed=0	exhausted=true
