kind,rep,family,mode,reuse,total_ns,execution_ns,setup_ns,preparation_ns,disposal_ns,first_prepared_owner_ns,cancel_ns,requested_bytes,peak_increment_bytes
time,3,compatible-alias,trail,1,106773,92724,5801,4513,3735,102943,113298,,
time,3,late,copy,8,7687930,7544574,118413,9291,15652,957443,960104,,
time,3,mutation,replay,1,2158375648,2158289694,23365,22604,39985,2149270241,2032426240,,
time,3,deep,checkpoint4,1,4635547,4602074,1955,5669,25849,4465288,4632365,,
time,3,compatible-large,checkpoint16,8,4964013,4186613,762368,363,14669,631529,643010,,
time,3,mutation,indexed,1,2619892,2494316,50252,45065,30259,2323497,2462922,,
time,3,mutation,copy,8,53013349,52300250,456167,23815,233117,6497152,6383914,,
time,3,spine,indexed-cow,8,1618772,1468242,108857,20930,20743,81363,57930,,
time,3,compatible-alias,indexed-cow,1,135255,104783,11452,17523,1497,133652,116980,,
time,3,retained,indexed,1,827616,705213,56044,32868,33491,584710,655825,,
time,3,small,indexed-cow,1,247643,190667,6701,24607,25668,205806,193115,,
time,3,early,replay,1,616844,593791,9915,9410,3728,612982,595612,,
time,3,retained,checkpoint1,8,6982633,6410595,354977,9453,207608,626043,708605,,
time,3,early,indexed,1,486383,430709,27698,23846,4130,482123,501996,,
time,3,work,trail,8,80551735,79864009,22922,628634,36170,9174193,9262875,,
time,3,compatible-small,checkpoint4,8,216284,181043,27400,357,7484,25904,24250,,
time,3,retained,indexed-cow,8,6383669,5338298,735985,28334,281052,523404,620278,,
time,3,compatible-small,indexed-cow,8,540525,450504,75980,1875,12166,72327,61790,,
time,3,linear,checkpoint4,1,90451,69022,9484,8766,3179,87153,94538,,
time,3,compatible-alias,replay,1,95801,85347,6108,2972,1374,94323,93576,,
time,3,linear,indexed,8,858224,581361,245656,17180,14027,120403,114590,,
time,3,compatible-large,checkpoint1,1,578711,487883,88454,357,2017,576568,608173,,
time,3,deep,indexed-cow,8,15586318,14451799,469801,25267,639451,1602992,1883485,,
time,3,small,indexed-cow,8,1693209,1510602,135132,25448,22027,205643,200833,,
time,3,work,replay,8,2586759249,2586685649,29497,14654,29449,313127877,324529195,,
time,3,mutation,checkpoint4,8,188286311,187397926,496518,24310,367557,22760388,23380198,,
time,3,compatible-alias,indexed-cow,8,930018,813306,91969,19318,5425,134915,105809,,
time,3,compatible-large,indexed,1,367100,66975,295079,2530,2516,364473,388717,,
time,3,retained,checkpoint16,1,2864871,2804362,21946,11500,27063,2710967,2680770,,
time,3,retained,trail,1,797315,686675,22973,17456,70211,552056,584420,,
time,3,small,indexed,1,243884,204490,6423,28546,4425,223264,218848,,
time,3,small,trail,1,393494,381190,2161,5408,4735,341579,351245,,
time,3,late,indexed,1,723651,666852,26561,25943,4295,719192,723189,,
time,3,spine,indexed,8,1620539,1476023,97813,20745,25958,71768,62779,,
time,3,mutation,trail,8,501074396,499615927,421375,22267,1014827,52939281,72028513,,
time,3,compatible-small,checkpoint16,8,212760,177017,28827,339,6577,27322,27713,,
time,3,mutation,checkpoint1,1,13756150,13653223,21323,22339,59265,13520977,13694359,,
time,3,compatible-large,checkpoint4,1,642882,539604,100585,433,2260,640503,659696,,
time,3,early,checkpoint4,1,668034,643402,11072,9931,3629,664258,606313,,
time,3,deep,replay,1,99012805,98887265,4743,78667,42130,93683276,81781237,,
time,3,linear,trail,8,691023,536769,112224,9459,32571,87983,86580,,
time,3,compatible-large,trail,8,5334376,4469650,830635,380,33711,641963,641879,,
time,3,work,checkpoint4,8,45523825,45469119,11963,18972,23771,5915844,5720143,,
time,3,small,checkpoint4,1,381186,364990,2186,9906,4104,362420,357030,,
time,3,deep,checkpoint4,8,39925341,39617715,19374,64435,223817,4798992,4770773,,
time,3,early,indexed-cow,8,3352222,3059270,241604,22648,28700,443323,414418,,
time,3,compatible-large,checkpoint4,8,5314736,4424478,873110,671,16477,699744,657845,,
time,3,deep,trail,1,5443082,5314658,5118,12620,110686,4480433,4306230,,
time,3,retained,checkpoint4,1,1174166,1114160,20502,12175,27329,1034981,1080587,,
time,3,compatible-small,checkpoint16,1,28248,22424,4388,339,1097,27054,26825,,
time,3,small,checkpoint16,8,9079742,9036751,9518,9787,23686,1121769,1154151,,
time,3,mutation,indexed-cow,1,2615303,2459541,51728,72889,31145,2334592,2381609,,
time,3,early,copy,1,618949,593648,10286,10232,4783,613974,599964,,
time,3,compatible-large,indexed-cow,8,2878367,489228,2371539,2246,15354,380336,374688,,
time,3,work,checkpoint1,1,2344199,2324048,1993,13407,4751,2329751,2437847,,
time,3,work,copy,1,2247893,2228609,1865,12472,4947,2233715,2204309,,
time,3,compatible-small,copy,1,26498,21070,4140,296,992,25412,23714,,
time,3,spine,replay,8,40922995,40870489,13743,10107,28656,180973,164402,,
time,3,early,copy,8,4781994,4637767,118059,10320,15848,603714,606665,,
time,3,early,checkpoint1,1,614005,590722,9799,9846,3638,610244,589753,,
time,3,compatible-small,trail,8,221067,189023,19158,314,12572,26868,28088,,
time,3,linear,checkpoint4,8,675286,529159,124720,8080,13327,82725,79385,,
time,3,spine,trail,1,298705,265947,2366,26164,4228,70524,41849,,
time,3,retained,checkpoint1,1,780256,721206,20333,11366,27351,634594,678474,,
time,3,spine,copy,8,1231659,1192595,10202,8501,20361,38366,25555,,
time,3,work,indexed,8,8591411,8264732,254431,47814,24434,1039481,1098121,,
time,3,compatible-large,replay,8,5170313,4306349,848279,334,15351,644187,622456,,
time,3,spine,checkpoint4,1,428187,412846,2118,9242,3981,82644,70709,,
time,3,early,checkpoint16,8,4804779,4664147,114242,8487,17903,588667,600841,,
time,4,retained,checkpoint1,8,6956557,6350704,378099,11748,216006,696884,674114,,
time,4,mutation,replay,1,2037433229,2037358924,20673,19772,33860,2028500460,2017504377,,
time,4,compatible-alias,copy,8,751981,691213,51979,3182,5607,95838,86645,,
time,4,deep,replay,8,674715154,674363137,36484,73205,242328,79095427,78021225,,
time,4,retained,copy,8,3927495,3323528,375942,9660,218365,334481,366515,,
time,4,compatible-large,indexed-cow,1,364474,67542,292000,2589,2343,361999,358933,,
time,4,work,trail,8,85556128,84874126,22564,619506,39932,8740678,9374448,,
time,4,small,indexed-cow,8,1630606,1449393,131747,27625,21841,224745,195769,,
time,4,mutation,checkpoint16,1,65247082,65107807,23538,24738,90999,64958253,59489820,,
time,4,early,checkpoint1,1,628033,605664,9498,9351,3520,624390,572121,,
time,4,deep,trail,8,37916996,37190846,30312,11614,684224,3796512,4300181,,
time,4,small,trail,1,372956,360294,2292,5795,4575,320840,347974,,
time,4,mutation,indexed,8,20673870,19656170,736651,42807,238242,2263775,2552490,,
time,4,compatible-large,checkpoint1,1,645687,546519,96431,407,2330,643256,682910,,
time,4,work,checkpoint4,1,5584575,5563279,1976,14609,4711,5560119,5565249,,
time,4,compatible-large,replay,1,617582,520897,94035,350,2300,615146,617896,,
time,4,compatible-alias,checkpoint4,8,1089476,999920,81918,2691,4947,90490,83588,,
time,4,linear,indexed-cow,8,1189242,641941,404913,129130,13258,413068,92476,,
time,4,compatible-alias,checkpoint16,1,142952,130020,5599,2784,4549,138315,127425,,
time,4,compatible-large,trail,1,577869,483554,89926,339,4050,573714,606170,,
time,4,early,replay,8,4827661,4684427,117894,8699,16641,597708,587313,,
time,4,late,trail,1,3624147,3588932,10545,16904,7766,3616135,3698837,,
time,4,late,indexed,8,5904424,5586547,269769,26748,21360,756791,735734,,
time,4,compatible-large,copy,8,5205963,4331375,857592,412,16584,637103,631141,,
time,4,compatible-alias,indexed,1,143803,110309,11463,20494,1537,142157,117473,,
time,4,compatible-large,trail,8,5415470,4439554,940629,617,34670,686955,659358,,
time,4,compatible-small,indexed,1,152206,122773,21738,4214,3481,148545,129938,,
time,4,early,indexed-cow,8,3280851,2999411,221960,22276,37204,450020,418800,,
time,4,late,trail,8,30341555,30080945,194208,18376,48026,3952894,3719555,,
time,4,deep,replay,1,83397102,83297843,3265,64631,31363,78520155,78492216,,
time,4,compatible-alias,replay,1,101690,91566,5721,2981,1422,100163,98341,,
time,4,linear,checkpoint4,1,92938,71024,9659,8986,3269,89558,96963,,
time,4,work,indexed,1,971651,914902,5925,45903,4921,939112,968565,,
time,4,linear,indexed,8,947893,644069,269064,19865,14895,136383,93352,,
time,4,small,replay,1,2931868,2914380,2357,10769,4362,2731831,2704405,,
time,4,compatible-large,checkpoint4,8,5267592,4386849,863670,339,16734,636069,653333,,
time,4,compatible-small,indexed-cow,8,544898,456339,74790,2328,11441,70344,63986,,
time,4,early,replay,1,569192,547943,9046,8746,3457,565583,547763,,
time,4,compatible-small,checkpoint16,1,28394,22495,4467,358,1074,27226,26645,,
time,4,early,copy,1,582196,558255,10586,9909,3446,578633,561245,,
time,4,small,copy,1,147990,133564,2103,8752,3571,134986,124988,,
time,4,compatible-alias,checkpoint1,8,783130,720751,53532,3129,5718,101014,93896,,
time,4,work,copy,1,2348381,2328541,2039,12960,4841,2334298,2186009,,
time,4,compatible-alias,indexed-cow,8,896934,783408,89926,18090,5510,144823,118232,,
time,4,spine,copy,8,1206069,1169229,9368,7716,19756,36324,24868,,
time,4,compatible-large,replay,8,5568609,4637555,913487,503,17064,691968,721753,,
time,4,late,indexed,1,782876,722405,28172,27939,4360,778366,760006,,
time,4,early,trail,1,604498,574797,10318,12360,7023,597337,605707,,
time,4,spine,replay,8,41034141,40981831,15143,9331,27836,177250,165369,,
time,4,small,indexed-cow,1,221926,186861,6022,24099,4944,201217,245663,,
time,4,compatible-large,indexed-cow,8,2888030,485991,2385500,2167,14372,350488,347077,,
time,4,compatible-alias,replay,8,738758,680955,49658,2794,5351,94939,81925,,
time,4,retained,checkpoint16,8,23109653,22485959,407205,9547,206942,2612890,2650735,,
time,4,linear,copy,1,93069,70675,9773,9340,3281,89685,84956,,
time,4,compatible-alias,copy,1,104407,93896,5944,3133,1434,102871,92157,,
time,4,compatible-small,replay,1,26701,21299,4033,361,1008,25597,25174,,
time,4,compatible-small,copy,8,221258,185203,28816,381,6858,27178,25048,,
time,4,linear,checkpoint4,8,708511,578878,105724,8960,14949,89620,111305,,
time,4,work,copy,8,17516578,17473064,9052,12829,21633,2204780,2208822,,
time,4,spine,checkpoint4,8,3260139,3217172,10260,7804,24903,81201,73460,,
time,4,small,checkpoint4,1,381856,367141,1956,9214,3545,365266,313877,,
time,4,early,checkpoint16,8,4763878,4618167,121387,8304,16020,598558,646130,,
time,4,compatible-small,checkpoint4,8,211758,169895,35483,297,6083,25436,26182,,
time,4,compatible-alias,indexed,8,879384,771989,84386,16743,6266,133217,101087,,
time,4,retained,replay,1,6744170,6670962,19835,10914,42459,6208260,8376975,,
time,4,deep,indexed,1,2065889,1942888,10586,23660,88755,1704211,1991475,,
time,4,small,copy,8,1175548,1129925,9275,8404,27944,164018,169068,,
time,4,linear,trail,8,697360,534567,110894,19967,31932,100580,87923,,
time,4,late,indexed-cow,1,722676,668503,25064,25179,3930,718582,667616,,
time,4,late,checkpoint1,1,1878749,1852000,10801,12128,3820,1874795,1817356,,
time,4,small,indexed,1,249002,206916,7235,30624,4227,227846,225752,,
time,4,linear,checkpoint16,1,98292,75416,9953,9465,3458,94705,90031,,
time,4,work,checkpoint16,1,18949353,18912105,3602,16904,16742,18888550,19048333,,
time,4,compatible-small,indexed,8,517250,426785,78901,1971,9593,68296,61596,,
time,4,compatible-alias,trail,8,856316,759767,67205,4662,24682,104621,101688,,
time,4,work,indexed-cow,1,1035789,979898,6543,44463,4885,1004082,974072,,
time,4,early,checkpoint4,1,805101,779198,10809,10951,4143,800457,663834,,
time,4,early,trail,8,5237861,5029876,144810,12566,50609,617169,689241,,
time,4,compatible-small,checkpoint1,1,28142,22446,4328,322,1046,27005,27001,,
time,4,deep,checkpoint16,8,125573930,125184511,34525,124323,230571,15708752,15129765,,
time,4,mutation,checkpoint4,8,192016753,191281338,439504,25077,270834,22173170,22830206,,
time,4,linear,replay,8,689097,560883,105214,9061,13939,94819,81045,,
time,4,compatible-alias,checkpoint16,8,742486,681481,52920,2673,5412,92784,87176,,
time,4,deep,trail,1,4965540,4829588,3815,8522,123615,3953629,4596776,,
time,4,compatible-large,copy,1,1110159,958311,146541,1151,4156,1105676,898456,,
time,4,compatible-alias,checkpoint1,1,128870,113151,9164,4621,1934,126809,119711,,
time,4,mutation,copy,8,52042378,51372700,437082,23005,209591,6370988,6370844,,
time,4,work,replay,1,317114573,317089133,3645,15112,6683,313886104,318095365,,
time,4,deep,checkpoint16,1,15658970,15564543,3028,66245,25154,15335847,15249902,,
time,4,linear,copy,8,813714,666293,121138,8828,17455,93759,107449,,
time,4,linear,indexed,1,118412,72468,26010,16823,3111,115201,102528,,
time,4,spine,indexed-cow,8,1514706,1392005,84851,18582,19268,63815,61099,,
time,4,deep,indexed-cow,8,15717358,14601983,433637,22022,659716,1592185,1948347,,
time,4,late,checkpoint16,1,8687366,8657943,11845,13311,4267,8682746,8693437,,
time,4,early,indexed,1,504942,449833,27431,23921,3757,501045,457310,,
time,4,compatible-small,checkpoint1,8,200601,166988,27220,271,6122,25651,26571,,
time,4,compatible-small,copy,1,24713,19537,3898,303,975,23653,23370,,
time,4,late,replay,8,331563765,331339144,183764,14846,26011,57259630,35984541,,
time,4,spine,trail,8,2615862,2534273,14400,35396,31793,101963,62934,,
time,4,compatible-small,indexed-cow,1,82964,66057,12522,2300,2085,80786,73072,,
time,4,linear,replay,1,99212,75308,10542,9887,3475,95628,91190,,
time,4,compatible-small,checkpoint4,1,28963,22615,4581,385,1382,27486,28347,,
time,4,compatible-large,indexed,1,378767,69622,304048,2576,2521,376146,384817,,
time,4,retained,trail,1,816883,697381,24332,18172,76998,562815,600280,,
time,4,spine,indexed-cow,1,243912,205597,8854,24764,4697,81392,67056,,
time,4,late,copy,1,1018703,990913,11182,12344,4264,1014311,1023982,,
time,4,late,checkpoint4,1,4201319,4167484,13498,15417,4920,4196212,3914420,,
time,4,small,replay,8,25172113,25113336,17861,14826,26090,3607908,2836504,,
time,4,deep,checkpoint1,1,3339266,3249151,4471,9812,75832,3088790,2211064,,
time,4,mutation,trail,1,61972413,61805338,23372,17849,125854,58925303,57841003,,
time,4,small,trail,8,3030263,2987208,10399,5479,27177,382050,343584,,
time,4,linear,checkpoint1,8,761238,623467,113331,8820,15620,102677,108883,,
time,4,mutation,copy,1,6867148,6786330,22862,21975,35981,6669545,7683063,,
time,4,linear,trail,1,98182,72351,9731,10205,5895,92167,91389,,
time,4,small,checkpoint16,8,9192014,9147123,10161,12047,22683,1172782,1144492,,
time,4,work,replay,8,2602160622,2602088180,29166,14939,28337,325264656,314164169,,
time,4,early,indexed,8,3567248,3286109,244084,21267,15788,449448,447578,,
time,4,retained,trail,8,6911641,6072386,445475,17255,376525,543833,639729,,
time,4,compatible-alias,indexed-cow,1,148736,115105,12013,19996,1622,146994,125157,,
time,4,work,checkpoint1,8,19923823,19883727,11228,5534,23334,2479658,2453944,,
time,4,linear,checkpoint1,1,93712,71760,9860,8689,3403,90207,84723,,
time,4,compatible-alias,trail,1,103786,89979,5738,4411,3658,100040,100732,,
time,4,deep,copy,8,18612761,17901869,33685,300327,376880,3241974,2014993,,
time,4,early,copy,8,4783052,4641048,116714,8617,16673,594897,588600,,
time,4,small,indexed,8,1852345,1645432,153803,30599,22511,223317,220357,,
time,4,mutation,checkpoint1,1,13781819,13662842,23204,23780,71993,13540390,13640202,,
time,4,compatible-small,replay,8,393230,329821,48565,594,14250,47457,46810,,
time,4,work,checkpoint4,8,49760993,49697975,15484,22614,24920,5899216,5693730,,
time,4,retained,indexed-cow,8,6081961,5111708,692640,28549,249064,525543,637006,,
time,4,late,replay,1,33615753,33583233,13395,13952,5173,33609936,33804091,,
time,4,work,indexed,8,8463787,8162306,227892,47110,26479,997310,1038460,,
time,4,compatible-small,checkpoint16,8,198956,165427,27013,306,6210,25363,26036,,
time,4,deep,indexed-cow,1,1815442,1703204,10678,27772,73788,1526400,1731143,,
time,4,linear,indexed-cow,1,139019,80552,37492,17753,3222,135682,105123,,
time,4,mutation,trail,8,461064279,459902746,396663,19912,744958,55910708,54550362,,
time,4,compatible-large,checkpoint1,8,5067409,4208756,843112,382,15159,603691,700387,,
time,4,mutation,replay,8,16148786989,16148056271,450761,36116,243841,2005678232,1945754685,,
time,4,linear,checkpoint16,8,634345,519398,94437,7732,12778,81723,77085,,
time,4,compatible-alias,checkpoint4,1,90703,81298,5231,2808,1366,89250,88998,,
time,4,retained,checkpoint4,8,9382953,8857564,319758,9807,195824,995009,1038736,,
time,4,retained,checkpoint1,1,771649,661655,76140,9998,23856,645019,619503,,
time,4,mutation,indexed,1,2433049,2319696,45154,38852,29347,2139397,2238008,,
time,4,compatible-small,trail,8,235301,202173,19611,286,13231,27109,29029,,
time,4,small,checkpoint1,1,187867,173377,1976,8530,3984,172149,166077,,
time,4,late,checkpoint1,8,13852383,13709866,117705,8966,15846,1728689,1668917,,
time,4,deep,checkpoint4,8,36971977,36703681,14739,63478,190079,4434789,4478215,,
time,4,retained,checkpoint16,1,2623914,2569612,18417,9678,26207,2476256,2719498,,
time,4,compatible-large,indexed,8,2925928,493849,2414701,2233,15145,349254,353108,,
time,4,spine,checkpoint1,8,1411294,1366595,10351,7918,26430,40775,40785,,
time,4,early,indexed-cow,1,426372,371850,26613,24268,3641,422613,376615,,
time,4,small,checkpoint16,1,1070359,1054854,2105,9602,3798,1048342,967831,,
time,4,retained,checkpoint4,1,1216447,1156871,20016,11573,27987,1077065,1052976,,
time,4,spine,checkpoint4,1,424927,409873,2254,8991,3809,80979,68527,,
time,4,spine,checkpoint1,1,212408,196539,2468,9305,4096,48258,34159,,
time,4,spine,checkpoint16,1,1138563,1123726,2281,8765,3791,157094,147007,,
time,4,retained,indexed,1,774688,667326,54733,23849,28780,549864,629557,,
time,4,spine,indexed,1,221091,187053,7857,21990,4191,75843,62921,,
time,4,work,trail,1,8689010,8523021,4353,154935,6701,8149078,9298474,,
time,4,spine,checkpoint16,8,9585544,9536220,10365,7652,31307,154825,157344,,
time,4,deep,checkpoint1,8,17911023,17623314,14420,60960,212329,2072937,2171967,,
time,4,spine,replay,1,4857322,4842367,2320,8914,3721,164367,150100,,
time,4,late,copy,8,7551278,7410456,116382,9050,15390,937539,936599,,
time,4,work,checkpoint1,1,2297447,2278753,1744,12447,4503,2283244,2295842,,
time,4,deep,checkpoint4,1,4668803,4638040,1749,5679,23335,4495715,4527960,,
time,4,deep,copy,1,1805101,1719739,1772,55870,27720,1683397,1774443,,
time,4,mutation,indexed-cow,8,19906852,18873192,751245,49700,232715,2302780,2276421,,
time,4,deep,indexed,8,15482048,14476738,392852,19925,592533,1515815,1872687,,
time,4,retained,replay,8,52285056,51754252,330505,9017,191282,6001763,6158603,,
time,4,late,checkpoint4,8,25171747,25031188,119576,5190,15793,3182354,3147589,,
time,4,retained,copy,1,441203,386486,18997,10597,25123,322841,359710,,
time,4,compatible-large,checkpoint16,8,5303161,4420147,866736,437,15841,643999,683253,,
time,4,early,checkpoint4,8,4755845,4616021,115175,9051,15598,618861,603373,,
time,4,early,checkpoint1,8,4731614,4595265,112677,8174,15498,574324,580240,,
time,4,work,indexed-cow,8,7616870,7341894,211456,41038,22482,926164,959288,,
time,4,mutation,checkpoint4,1,22355275,22234193,20723,23248,77111,22103382,22361161,,
time,4,spine,copy,1,167820,153599,2138,8494,3589,36309,26713,,
time,4,retained,indexed,8,6235442,5315472,665746,26569,227655,548159,624546,,
time,4,compatible-large,checkpoint16,1,650392,549261,98456,374,2301,647975,638064,,
time,4,late,checkpoint16,8,67756196,67602510,126615,9836,17235,8664401,8361575,,
time,4,early,checkpoint16,1,569359,547251,9323,9283,3502,565744,583533,,
time,4,spine,trail,1,298834,266292,2326,26189,4027,71687,42507,,
time,4,spine,indexed,8,1582156,1431400,88674,19733,42349,66896,51063,,
time,4,mutation,checkpoint1,8,108003487,107345763,388866,30764,238094,13754425,13229189,,
time,4,compatible-small,trail,1,28498,22740,3429,304,2025,26375,28806,,
time,4,late,indexed-cow,8,5579947,5281657,249723,24233,24334,693953,691080,,
time,4,retained,indexed-cow,1,685841,592700,48732,17383,27026,475011,581808,,
time,4,mutation,indexed-cow,1,2453063,2327229,46360,50237,29237,2180590,2279288,,
time,4,small,checkpoint1,8,1366892,1327413,8865,9166,21448,179313,159671,,
time,4,mutation,checkpoint16,8,473264275,472490919,480017,22870,270469,57726578,58483440,,
time,4,compatible-large,checkpoint4,1,623734,532838,88452,337,2107,621501,596161,,
time,4,work,checkpoint16,8,166838273,166762682,23503,24969,27119,26744823,18526199,,
time,4,small,checkpoint4,8,2754610,2717357,8367,8386,20500,346713,330379,,
meter,0,late,trail,1,4218594,4173594,13476,19330,12194,4206179,4045058,1852884,176859
meter,0,compatible-large,checkpoint4,8,8642397,7421336,1196135,394,24532,1118289,1007297,4634567,121144
meter,0,early,indexed,8,4713672,4367362,302828,16990,26492,577108,581219,5033696,162042
meter,0,deep,trail,8,49741936,48922360,42981,4162,772433,5074407,5695708,28510883,1639223
meter,0,compatible-large,indexed,8,4331544,588275,3716214,2453,24602,572545,532800,1888749,126763
meter,0,retained,checkpoint4,1,1551494,1467859,26261,10982,46392,1344940,1375752,1109069,191544
meter,0,compatible-large,checkpoint4,1,1103119,929070,170111,500,3438,1099562,1067826,579789,121144
meter,0,mutation,checkpoint1,1,18751321,18623054,25354,23764,79149,18448933,18429011,20799435,213289
meter,0,mutation,checkpoint4,8,275896340,275030369,415588,13845,436538,35388638,33758783,251169687,213772
meter,0,deep,checkpoint1,1,3950292,3892229,2363,6008,49692,3733334,3748104,3331898,140562
meter,0,deep,checkpoint16,8,238867193,238428972,33475,5341,399405,28772823,29301824,189197123,141533
meter,0,small,indexed,8,2346335,2145090,152258,14274,34713,284224,264014,2184134,127455
meter,0,small,checkpoint4,8,5486032,5431313,14358,3417,36944,723457,646817,4602907,21894
meter,0,compatible-large,trail,1,1131242,952452,170380,474,7936,1123159,1146925,583493,121208
meter,0,retained,checkpoint1,1,1035238,930954,28678,12531,63075,803285,886199,814879,191061
meter,0,work,indexed-cow,8,11139804,10851545,227814,20833,39612,1353372,1374616,8325818,192825
meter,0,linear,trail,1,124673,94346,12418,9490,8419,116134,117195,84063,27983
meter,0,linear,checkpoint16,8,1006905,849894,128870,5262,22879,132744,113090,616377,27727
meter,0,mutation,replay,1,3415603791,3415470294,28492,48000,57005,3400933540,3414099337,2507906997,221775
meter,0,mutation,trail,8,491073962,489585988,514927,13977,959070,58120981,58987630,241495463,4224347
meter,0,late,trail,8,33236298,32954757,198364,6628,76549,4109111,4072284,14773974,176859
meter,0,late,copy,1,1406252,1376670,12331,11683,5568,1400574,1485800,999388,33749
meter,0,work,indexed,8,11262369,10969873,237274,18271,36951,1370603,1372908,8743970,243997
meter,0,linear,copy,8,1076685,901418,145124,5230,24913,129780,122907,617273,27839
meter,0,compatible-small,indexed-cow,1,95882,73806,16847,2684,2545,93221,84218,69046,27081
meter,0,spine,checkpoint4,8,6203733,6147422,16659,3978,35674,140156,110834,4884900,21579
meter,0,deep,indexed-cow,1,2630672,2499032,12554,23930,95156,2195797,2441818,2325412,1001585
meter,0,work,replay,8,4740677830,4740584108,40051,6155,47516,582670988,580870767,3087349833,28913
meter,0,compatible-alias,checkpoint16,1,101793,91243,5946,2853,1751,99934,100226,112104,32243
meter,0,work,copy,1,3919258,3897253,2268,12622,7115,3896935,3914769,2744787,32302
meter,0,compatible-small,checkpoint4,8,303291,256048,38163,335,8745,37743,37064,520135,9159
meter,0,linear,checkpoint4,8,934839,785746,122949,4410,21734,110194,112921,616377,27727
meter,0,work,replay,1,584251812,584224580,3484,15200,8548,578331535,575548040,385924295,28913
meter,0,retained,checkpoint4,8,13106226,12378840,372572,6217,348597,1537988,1330312,8838315,191544
meter,0,deep,checkpoint1,8,32351031,31947432,19824,3118,380657,3669876,3980624,26620947,140562
meter,0,compatible-large,indexed,1,562001,84267,467703,2363,7668,554189,601301,238814,126763
meter,0,retained,indexed,1,972854,845804,59032,21992,46026,666599,841194,1468540,1096385
meter,0,late,replay,8,432836258,432645338,155734,6430,28756,53474542,53959327,320421590,34611
meter,0,compatible-alias,copy,8,758623,692967,55816,1338,8502,96813,103712,827378,32355
meter,0,late,checkpoint16,8,107260994,107078782,147557,5975,28680,13286310,13892651,80009110,37409
meter,0,mutation,trail,1,64453503,64275742,28203,18794,130764,60927471,56200092,30196963,4224347
meter,0,spine,indexed,1,318173,274878,9523,26032,7740,97885,78480,256895,73039
meter,0,early,copy,1,843312,813874,11908,9555,7975,835234,844902,630178,32775
meter,0,compatible-small,copy,1,36797,30440,4728,312,1317,35399,36226,65597,9271
meter,0,mutation,indexed-cow,1,3074004,2908332,59564,48610,57498,2707785,2778794,3256416,1123318
meter,0,spine,checkpoint16,8,18127726,18067265,15867,3889,40705,316154,291627,14949220,21865
meter,0,late,copy,8,11886068,11710250,143657,5287,26874,1449352,1474940,7946006,33749
meter,0,small,checkpoint4,1,710831,691084,2299,10959,6489,679497,712695,579643,21894
meter,0,spine,copy,8,2258380,2208524,14817,2978,32061,43349,41985,1824580,20465
meter,0,spine,checkpoint16,1,2259060,2242115,2488,9259,5198,271390,273461,1872933,21865
meter,0,early,checkpoint1,8,7582012,7415917,134011,4986,27098,991110,966029,5186184,32487
meter,0,mutation,checkpoint1,8,151689950,150754817,460366,13674,461093,19203981,18494182,166315239,213289
meter,0,early,checkpoint16,8,7573020,7412475,130766,4348,25431,946900,934430,5277640,32655
meter,0,small,indexed-cow,1,270395,233390,7161,24037,5807,242714,240929,265394,107799
meter,0,early,checkpoint1,1,898522,872006,12155,9610,4751,893657,939470,653558,32487
meter,0,small,checkpoint16,8,16691515,16640425,13214,2867,35009,2061995,2049168,14221307,21915
meter,0,small,replay,8,44060266,44007205,14931,3287,34843,5274580,5140541,36976763,23285
meter,0,linear,indexed,1,146757,90544,33105,18578,4530,142110,127350,169399,93177
meter,0,compatible-large,copy,1,997259,854717,138797,449,3296,993810,1008606,579901,121256
meter,0,small,checkpoint1,1,299646,283346,2142,8949,5209,279447,300959,285453,21411
meter,0,retained,checkpoint16,8,30868349,30129487,376192,3645,359025,3511128,3435493,18456715,191565
meter,0,small,indexed,1,310162,268516,7070,28288,6288,276549,287133,285986,127455
meter,0,compatible-small,indexed-cow,8,594440,473804,91226,12197,17213,96273,69618,529317,27081
meter,0,deep,checkpoint4,8,71024062,70641941,23777,3443,354901,8333634,8534476,57646211,141348
meter,0,linear,replay,8,1598731,1400836,150099,8544,39252,260698,319627,616377,27727
meter,0,retained,indexed,8,8129544,7016525,724986,19663,368370,691439,848672,11644566,1096385
meter,0,compatible-alias,indexed,1,150024,118252,11458,18428,1886,148022,127706,198744,57287
meter,0,linear,checkpoint1,8,1018455,869910,121592,4602,22351,112253,112246,616377,27727
meter,0,compatible-alias,indexed-cow,8,1073711,954547,97021,13755,8388,135408,119190,1408391,57311
meter,0,compatible-small,indexed,8,562910,450324,91317,5517,15752,76919,67321,528941,27057
meter,0,work,checkpoint16,8,285503673,285427492,27312,7236,41633,35451731,35042633,190254313,31197
meter,0,compatible-alias,indexed-cow,1,148533,117963,11687,16967,1916,146518,133276,198952,57311
meter,0,compatible-small,copy,8,294005,246772,38150,328,8755,35763,38096,521031,9271
meter,0,late,checkpoint4,8,37847046,37672431,142505,5203,26907,4775634,4813484,31561302,37307
meter,0,late,checkpoint1,1,3474968,3424459,22332,19085,9092,3465010,3448414,2495432,35946
meter,0,compatible-large,copy,8,8695837,7338314,1331790,480,25253,1104256,1062960,4635463,121256
meter,0,compatible-alias,trail,8,882310,779457,65048,1340,36465,103353,121762,885682,32307
meter,0,linear,copy,1,121647,96063,12429,8817,4338,117207,121798,82039,27839
meter,0,early,checkpoint4,1,895906,869575,11914,9770,4647,891145,926551,664990,32655
