kind,rep,family,mode,reuse,total_ns,execution_ns,setup_ns,preparation_ns,disposal_ns,first_prepared_owner_ns,cancel_ns,requested_bytes,peak_increment_bytes
time,1,deep,checkpoint4,1,4694870,4657173,1975,5953,29769,4519052,4753856,,
time,1,small,replay,1,2945761,2929170,2237,10074,4280,2720675,2739095,,
time,1,late,copy,1,957565,932065,10134,11577,3789,953633,960804,,
time,1,late,indexed-cow,8,5899527,5588473,261941,29036,20077,759835,732814,,
time,1,spine,indexed-cow,8,1665872,1515412,102408,22035,26017,76646,61586,,
time,1,compatible-small,copy,8,221692,186264,28164,344,6920,26827,24305,,
time,1,work,replay,1,338492725,338466628,3569,16142,6386,335060971,327235741,,
time,1,early,copy,1,585339,562974,9576,9323,3466,581731,544623,,
time,1,small,copy,8,1157224,1113544,8835,8038,26807,150249,129901,,
time,1,linear,trail,1,89965,66289,9003,9305,5368,84485,81965,,
time,1,late,trail,8,29472991,29229113,179869,18026,45983,3864421,3568107,,
time,1,mutation,replay,1,2094275856,2094201495,21886,20227,32248,2085046406,2083163183,,
time,1,compatible-large,copy,1,672072,569293,100095,373,2311,669654,662659,,
time,1,retained,checkpoint4,1,1156521,1096524,19935,11100,28962,1016683,1084640,,
time,1,spine,checkpoint16,1,1273134,1255669,2707,10360,4398,175288,179342,,
time,1,compatible-large,indexed-cow,8,2901512,497142,2386477,2316,15577,386562,345196,,
time,1,mutation,copy,1,6831795,6748249,23233,23229,37084,6638717,6756399,,
time,1,linear,checkpoint1,1,100967,78495,9951,9232,3289,97568,88192,,
time,1,mutation,indexed-cow,8,20773937,19715886,773061,47068,237922,2233335,2418551,,
time,1,mutation,replay,8,16141355021,16140608518,464120,23179,259204,2084880550,1949730583,,
time,1,work,copy,8,16997354,16955558,9323,11954,20519,2224228,2155326,,
time,1,compatible-alias,indexed,1,142512,110375,11025,19623,1489,140927,109241,,
time,1,early,indexed,8,3472399,3202283,235249,19481,15386,460955,420709,,
time,1,compatible-large,checkpoint4,8,4959005,4120830,822356,380,15439,631663,661960,,
time,1,compatible-alias,checkpoint4,8,676768,622486,46612,2498,5172,86573,95569,,
time,1,compatible-large,checkpoint16,1,596483,488592,105715,283,1893,594487,564803,,
time,1,small,checkpoint1,8,1227720,1192992,7820,7599,19309,155461,154042,,
time,1,linear,copy,1,81506,62381,8397,7943,2785,78639,73998,,
time,1,compatible-alias,indexed-cow,8,2236117,2073467,139364,17802,5484,241959,109637,,
time,1,compatible-small,checkpoint4,1,26887,21268,4307,309,1003,25794,25589,,
time,1,work,trail,1,8821990,8665984,2540,147145,6321,8308118,9177523,,
time,1,compatible-alias,indexed,8,800722,700613,78821,16328,4960,118726,104430,,
time,1,deep,replay,1,80070830,79974462,2571,61798,31999,75324405,75343846,,
time,1,early,indexed-cow,1,392675,342910,24966,21350,3449,389111,382507,,
time,1,spine,copy,1,158151,143811,2163,8679,3498,35431,25620,,
time,1,linear,trail,8,641954,501636,102280,8550,29488,78630,78163,,
time,1,small,copy,1,143120,129668,1810,8227,3415,130680,114852,,
time,1,early,checkpoint4,1,617153,596607,8801,8396,3349,613691,572131,,
time,2,linear,indexed-cow,1,113725,70391,23744,16721,2869,110753,95486,,
time,2,small,trail,8,2586390,2547573,9392,5628,23797,332303,326686,,
time,2,early,checkpoint4,8,4989111,4850077,115125,8218,15691,654088,587601,,
time,2,compatible-large,indexed,1,358966,73465,280373,2578,2550,356306,357240,,
time,2,work,indexed-cow,8,7703774,7427054,213450,40432,22838,952159,969099,,
time,2,early,trail,8,4619445,4438675,129134,10766,40870,573668,578175,,
time,2,early,indexed-cow,1,423431,374665,24069,21191,3506,419780,376327,,
time,2,linear,copy,1,105737,84453,9406,8827,3051,102595,84398,,
time,2,linear,checkpoint4,8,673166,559257,93026,7804,13079,80838,73535,,
time,2,linear,checkpoint1,8,617805,503910,93584,7728,12583,87741,73728,,
time,2,compatible-small,checkpoint16,8,189210,156761,25938,303,6208,23581,26091,,
time,2,mutation,copy,1,5997166,5930726,18531,19510,28399,5829561,6036486,,
time,2,spine,checkpoint16,8,9211239,9162695,10661,8355,29528,167429,148590,,
time,2,deep,indexed-cow,1,1742145,1640715,7851,18491,75088,1449701,1749175,,
time,2,retained,replay,1,6533250,6480378,18589,10840,23443,6026154,6129070,,
time,2,compatible-alias,indexed,8,858810,750929,85445,17219,5217,129377,103812,,
time,2,work,checkpoint16,8,146175326,146125195,14100,13177,22854,18413631,18226507,,
time,2,compatible-large,replay,8,4900496,4130023,755488,370,14615,585122,619941,,
time,2,compatible-large,trail,8,4933760,4070211,831170,462,31917,591676,647720,,
time,2,compatible-small,checkpoint1,1,23869,18998,3730,285,856,22940,23953,,
time,2,work,checkpoint4,8,43605163,43555820,9166,19092,21085,5569875,5314358,,
time,2,late,copy,1,1524839,1496080,12489,12675,3595,1521084,1847449,,
time,2,small,indexed,1,563008,527097,5452,26748,3711,544362,207295,,
time,2,linear,checkpoint16,8,1052444,926242,103823,9307,13072,164056,70233,,
time,2,deep,checkpoint16,8,121816256,121455730,24764,66806,268956,15633521,14594586,,
time,2,compatible-large,replay,1,641500,542121,96858,328,2193,639173,636348,,
time,2,late,trail,1,3695657,3658826,11268,17688,7875,3687564,3762432,,
time,2,small,replay,8,22928879,22884665,11004,9759,23451,2658971,2690869,,
time,2,linear,replay,8,648099,528206,97905,8213,13775,85447,77580,,
time,2,work,indexed,1,958060,901891,5676,45753,4740,925401,941822,,
time,2,compatible-large,trail,1,635944,535893,95421,383,4247,631546,598925,,
time,2,late,checkpoint4,1,3158249,3125156,12341,16494,4258,3153857,3254865,,
time,2,small,indexed-cow,8,1583104,1408846,130747,22988,20523,190124,185216,,
time,2,early,checkpoint1,8,4643629,4510011,110414,8280,14924,598905,603460,,
time,2,compatible-alias,checkpoint4,8,881198,812274,59460,2883,6581,98633,92772,,
time,2,compatible-small,checkpoint4,1,29016,23365,4372,274,1005,27919,25446,,
time,2,retained,replay,8,55070954,54453706,381179,10429,225640,6331758,6059294,,
time,2,early,replay,8,4836225,4699974,112000,8495,15756,576096,580724,,
time,2,work,checkpoint1,1,2487679,2456962,3469,22744,4504,2472853,2282962,,
time,2,mutation,indexed-cow,1,2588229,2452177,50495,52359,33198,2290558,2350495,,
time,2,small,indexed-cow,1,217092,182273,6111,24802,3906,198831,193936,,
time,2,compatible-small,trail,1,28938,23008,3602,298,2030,26818,28720,,
time,2,mutation,checkpoint16,1,56792175,56685752,22261,22337,61825,56544847,56087490,,
time,2,compatible-large,indexed-cow,1,342022,61055,276500,2229,2238,339699,346241,,
time,2,mutation,trail,8,429566842,428512758,363931,15836,674317,50064478,65485216,,
time,2,compatible-small,indexed-cow,8,575377,477736,82850,2427,12364,79264,64019,,
time,2,early,copy,8,5031311,4881097,123334,8954,17926,611319,619171,,
time,2,retained,checkpoint1,8,7539464,6879476,396122,13588,250278,777077,678187,,
time,2,compatible-alias,copy,1,101883,91423,5721,3008,1731,100029,96961,,
time,2,late,trail,8,31905884,31616358,215904,23793,49829,5851261,3593908,,
time,2,late,replay,1,33291590,33260029,12944,13994,4623,33286593,33083819,,
time,2,compatible-large,checkpoint1,8,5185001,4362740,806176,349,15736,649561,618395,,
time,2,small,copy,1,147799,133580,1965,8788,3466,134727,124417,,
time,2,compatible-small,replay,1,23544,18717,3667,261,899,22565,21882,,
time,2,late,checkpoint1,1,1755704,1724786,11477,15901,3540,1752014,1632945,,
time,2,compatible-large,copy,1,642198,544799,94999,410,1990,640099,576235,,
time,2,early,checkpoint1,1,554652,532929,9513,9243,2967,551565,614904,,
time,2,deep,indexed,1,2009286,1909364,8200,17628,74094,1649505,1927439,,
time,2,deep,trail,1,4517604,4404393,1981,6880,104350,3662466,4100884,,
time,2,linear,copy,8,694540,566121,106357,7702,14360,80612,82112,,
time,2,compatible-alias,indexed-cow,1,126252,97931,10248,16796,1277,124869,104826,,
time,2,compatible-small,checkpoint4,8,182451,151380,24928,333,5810,23070,23920,,
time,2,retained,trail,1,764649,659804,20868,16474,67503,526562,597917,,
time,2,small,indexed,8,1758255,1562250,147117,27774,21114,206988,209726,,
time,2,deep,trail,8,36737849,36016600,26194,9070,685985,3785343,4356323,,
time,2,small,trail,1,376616,363957,2359,5587,4713,323671,365584,,
time,2,linear,checkpoint1,1,96978,74572,9878,9258,3270,93587,89225,,
time,2,compatible-alias,indexed-cow,8,934519,815320,93968,19452,5779,134404,103874,,
time,2,spine,indexed-cow,8,1651756,1502981,93850,21700,33225,73359,66764,,
time,2,mutation,indexed,1,2472657,2351965,46782,44907,29003,2181933,2368737,,
time,2,retained,indexed,8,6046790,5204219,621649,21286,199636,582501,613793,,
time,2,retained,checkpoint4,1,1102059,1047913,18797,10051,25298,969605,1222353,,
time,2,spine,checkpoint4,1,418740,403499,2345,9066,3830,80937,74858,,
time,2,work,indexed,8,8103287,7810053,224721,44859,23654,952849,1009853,,
time,2,early,checkpoint16,8,4630882,4496528,111038,8321,14995,580854,563912,,
time,2,retained,trail,8,6235774,5503470,406642,17234,308428,533694,582579,,
time,2,early,copy,1,554549,532916,9492,8920,3221,551214,525925,,
time,2,compatible-alias,copy,8,701738,642480,50940,2856,5462,91996,82707,,
time,2,work,trail,1,8897299,8751498,2467,137482,5852,8342506,9353071,,
time,2,small,checkpoint16,8,8439486,8400007,8774,10121,20584,999022,1032504,,
time,2,mutation,indexed,8,20756719,19756352,745514,37789,217064,2340044,2438104,,
time,2,small,copy,8,1179392,1135099,8852,9268,26173,156972,128299,,
time,2,late,indexed-cow,8,5605337,5304282,254969,24568,21518,712672,710003,,
time,2,work,indexed-cow,1,985982,934185,6499,40429,4869,930993,950552,,
time,2,mutation,checkpoint4,8,179144303,178420035,410014,27427,286827,21620864,22937684,,
time,2,spine,checkpoint4,8,3238925,3195437,9933,7626,25929,78091,75574,,
time,2,spine,indexed,8,1706375,1539919,101024,22739,42693,79201,57824,,
time,2,retained,checkpoint1,1,738341,678665,18671,14640,26365,605573,637940,,
time,2,compatible-large,checkpoint4,1,605269,506902,95912,363,2092,603071,613239,,
time,2,mutation,copy,8,51359856,50659433,444116,30901,225406,6197847,6162022,,
time,2,deep,checkpoint4,1,4775628,4732747,2997,7130,32754,4597380,4646784,,
time,2,compatible-alias,checkpoint4,1,101809,91059,6083,3205,1462,100244,100152,,
time,2,compatible-alias,checkpoint16,1,96205,86012,5812,3016,1365,94758,91478,,
time,2,spine,copy,8,1257033,1217204,11508,8428,19893,38499,26961,,
time,2,linear,trail,1,82216,60588,8195,8536,4897,77229,94590,,
time,2,retained,indexed-cow,1,699723,596958,50841,21361,30563,491268,606362,,
time,2,compatible-alias,checkpoint1,1,103318,92131,6355,3355,1477,101726,103488,,
time,2,linear,indexed-cow,8,848749,574897,242466,17485,13901,121576,104546,,
time,2,retained,indexed,1,773873,657304,54351,28534,33684,542344,686606,,
time,2,late,indexed,8,6166090,5842537,278923,26120,18510,778710,720905,,
time,2,spine,replay,8,45660749,45610400,13357,9732,27260,173913,152748,,
time,2,early,trail,1,556601,527364,10269,12450,6518,549954,572564,,
time,2,late,replay,8,261939086,261763819,141504,10221,23542,32315101,32463020,,
time,2,retained,copy,8,4070558,3501280,357311,11152,200815,339486,356650,,
time,2,work,checkpoint4,1,5557506,5537917,2015,12954,4620,5533352,5351020,,
time,2,compatible-alias,checkpoint16,8,676327,618836,49513,2656,5322,86174,100016,,
time,2,deep,checkpoint1,8,18058931,17761907,16478,62573,217973,2073137,2160728,,
time,2,spine,replay,1,4927310,4910475,2686,10068,4081,165282,157350,,
time,2,compatible-small,indexed-cow,1,66014,53358,9939,1677,1040,64873,61416,,
time,2,mutation,checkpoint1,1,13191274,13087794,19985,20715,62780,12944932,13162737,,
time,2,early,indexed-cow,8,3189086,2907786,239818,20930,20552,405446,390908,,
time,2,compatible-small,copy,8,209738,174486,28413,316,6523,26080,24168,,
time,2,linear,checkpoint16,1,85828,65740,8895,8107,3086,82634,79791,,
time,2,mutation,checkpoint16,8,464169505,463415419,482469,23520,248097,57425044,56529171,,
time,2,work,replay,1,309413694,309387810,4450,15100,6334,306246775,317812289,,
time,2,small,replay,1,2775613,2760057,2159,9255,4142,2587951,2652555,,
time,2,early,checkpoint16,1,686807,663399,10016,9588,3804,682868,591817,,
time,2,compatible-alias,trail,1,128671,108834,9582,6127,4128,124386,110184,,
time,2,work,replay,8,2525462543,2525381025,35483,16218,29817,314012662,301542693,,
time,2,mutation,indexed-cow,8,22519914,21563239,700980,41385,214310,2101204,2299715,,
time,2,compatible-small,indexed,8,559461,462846,84811,2041,9763,66501,58963,,
time,2,compatible-alias,replay,1,93436,82823,6202,3193,1218,92120,83899,,
time,2,compatible-small,trail,8,187318,158916,16967,272,11163,22707,23568,,
time,2,late,indexed,1,702001,652389,22865,22307,4440,697434,705874,,
time,2,linear,trail,8,677198,524394,112604,9509,30691,89266,74122,,
time,2,retained,checkpoint4,8,10041386,9262619,557471,11628,209668,1019759,1043569,,
time,2,late,checkpoint1,8,13544087,13401982,117869,8621,15615,1758297,1700285,,
time,2,compatible-large,copy,8,4921581,4112451,794542,333,14255,645999,623559,,
time,2,deep,checkpoint4,8,36850066,36585840,15726,61448,187052,4467876,4437340,,
time,2,late,copy,8,7365003,7224801,115663,9023,15516,934852,920769,,
time,2,deep,copy,8,14987541,14713078,13340,60774,200349,1733498,1744531,,
time,2,mutation,replay,1,2057868429,2057766334,34325,30000,37770,2049058359,2024022494,,
time,2,deep,copy,1,1934578,1839378,1781,58030,35389,1796362,1869410,,
time,2,compatible-small,checkpoint16,1,26617,21261,4078,297,981,25542,25480,,
time,2,linear,indexed,8,905386,610690,260919,18264,15513,127787,105341,,
time,2,spine,checkpoint16,1,1166671,1150308,2226,10360,3777,162595,156942,,
time,2,compatible-alias,replay,8,746659,684506,53626,2973,5554,96864,133514,,
time,2,late,checkpoint4,8,25909432,25760870,125947,5708,16907,3353374,3190303,,
time,2,retained,checkpoint16,1,2745057,2688131,20501,10901,25524,2597635,2703281,,
time,2,compatible-small,replay,8,198464,164705,27230,332,6197,25177,26723,,
time,2,mutation,checkpoint1,8,115468951,114442788,545957,134859,345347,16141777,13566789,,
time,2,spine,trail,1,297964,265061,2381,26318,4204,71605,42485,,
time,2,early,replay,1,614769,589377,10841,10358,4193,610457,557716,,
time,2,compatible-large,checkpoint16,8,5422557,4545111,860738,324,16384,592015,652910,,
time,2,deep,replay,8,689956323,689525792,36665,68700,325166,82131887,81178494,,
time,2,work,checkpoint1,8,20522990,20481398,12085,6338,23169,2565787,2487053,,
time,2,early,checkpoint4,1,602749,579269,9835,9691,3954,598655,643977,,
time,2,small,checkpoint1,1,192405,176900,2163,9255,4087,176386,198404,,
time,2,work,copy,8,17781607,17737389,9500,12762,21956,2210799,2192860,,
time,2,deep,indexed-cow,8,15013688,13892742,464442,26841,629663,1530000,1778099,,
time,2,retained,checkpoint16,8,22850114,22267598,366820,9874,205822,2613126,2665886,,
time,2,spine,checkpoint1,8,1681865,1633606,11373,8264,28622,43912,38807,,
time,2,work,checkpoint16,1,19101438,19077804,2607,15425,5602,19052552,18910267,,
time,2,spine,indexed,1,208555,176435,7141,20920,4059,71516,73363,,
time,2,compatible-alias,trail,8,764490,682511,56388,3988,21603,91004,107081,,
time,2,mutation,checkpoint4,1,22072657,21967321,20713,22681,61942,21841933,21914858,,
time,2,spine,trail,8,2343261,2262917,26160,28667,25517,74999,47963,,
time,2,compatible-large,indexed,8,3022217,510444,2494294,2470,15009,388136,364694,,
time,2,retained,indexed-cow,8,5900740,5000375,658623,23327,218415,483502,618931,,
time,2,spine,copy,1,197559,181237,2478,9824,4020,41126,30157,,
time,2,compatible-small,indexed,1,80772,64072,12397,2090,2213,78443,71475,,
time,2,deep,replay,1,88995571,88898487,3507,64356,29221,84041732,79178752,,
time,2,work,copy,1,2281151,2260286,2032,14267,4566,2266978,2216035,,
time,2,compatible-alias,indexed,1,140313,107203,11389,20153,1568,138642,118587,,
time,2,deep,checkpoint16,1,15396469,15304619,3708,61947,26195,15085009,15111324,,
time,2,mutation,replay,8,16140333442,16139577868,473273,23276,259025,2089556302,1998195832,,
time,2,small,checkpoint1,8,1418611,1374114,15135,8724,20638,168731,159154,,
time,2,compatible-alias,checkpoint1,8,788360,723071,56303,3294,5692,105361,134201,,
time,2,retained,copy,1,470725,406718,22046,11571,30390,333977,769126,,
time,2,compatible-large,checkpoint1,1,650027,546401,100659,662,2305,647555,691911,,
time,2,linear,indexed,1,133991,79789,31318,19489,3395,130505,111905,,
time,2,early,indexed,1,464464,414866,24807,20831,3960,460342,502314,,
time,2,compatible-large,checkpoint4,8,5463036,4493002,949747,676,19611,693128,590939,,
time,2,late,checkpoint16,8,68839684,68680195,131051,10776,17662,8714275,8573551,,
time,2,linear,checkpoint4,1,92998,71192,9540,8878,3388,89505,89781,,
time,2,spine,indexed-cow,1,208508,184480,7721,12566,3741,65400,58617,,
time,2,deep,indexed,8,16198925,15138800,436372,28824,594929,1631154,1971475,,
time,2,compatible-large,checkpoint16,1,625522,527918,94981,390,2233,623170,631520,,
time,2,small,checkpoint16,1,1041489,1026103,2039,9538,3809,1017047,1037849,,
time,2,late,indexed-cow,1,738916,686335,23970,24805,3806,734962,645807,,
time,2,compatible-small,copy,1,24536,19415,3866,289,966,23491,22995,,
time,2,small,checkpoint4,8,2615308,2579756,7841,8066,19645,354118,335456,,
time,2,small,checkpoint4,1,360363,345156,2031,9566,3610,343424,339466,,
time,2,work,trail,8,77004403,76281969,23013,662027,37394,9193032,9308812,,
time,2,compatible-large,indexed-cow,8,2848022,489003,2342627,2025,14367,347802,343379,,
time,2,mutation,trail,1,54299249,54126841,24228,15988,132192,51405353,52275382,,
time,2,early,indexed,8,3495010,3221018,238227,19783,15982,445153,417661,,
time,2,compatible-small,checkpoint1,8,193764,160362,26801,290,6311,24891,25130,,
time,2,deep,checkpoint1,1,2189044,2137349,1745,6413,43537,2038113,2105219,,
time,2,late,checkpoint16,1,8412950,8385890,10947,12229,3884,8408731,8397954,,
time,2,spine,checkpoint1,1,194231,179110,2487,8802,3832,43351,31867,,
time,2,linear,replay,1,84229,64718,8808,7762,2941,81186,77275,,
time,3,compatible-large,indexed,8,2867826,488473,2362117,2406,14830,369215,336510,,
time,3,compatible-small,replay,1,26371,20993,4102,289,987,25295,25437,,
time,3,early,checkpoint1,8,4699956,4566197,110074,8219,15466,583368,575016,,
time,3,work,checkpoint1,8,19530711,19486750,12801,5492,25668,2467162,2412331,,
time,3,early,checkpoint4,8,4743731,4603493,115641,8545,16052,590110,604872,,
time,3,spine,checkpoint16,1,1181661,1165982,2535,9067,4077,165685,152096,,
time,3,small,trail,8,2827891,2787755,9637,5343,25156,366157,322403,,
time,3,early,indexed,8,3585999,3304068,243734,21642,16555,484139,460318,,
time,3,compatible-small,checkpoint4,1,26881,21565,4098,240,978,25811,26420,,
time,3,compatible-large,copy,1,599330,508464,88480,339,2047,597175,616617,,
time,3,linear,replay,8,611034,497494,92985,7752,12803,81349,73854,,
time,3,work,checkpoint4,1,5480435,5461016,1945,12745,4729,5455654,5469779,,
time,3,compatible-large,checkpoint16,1,599811,499791,97588,332,2100,597613,597844,,
time,3,small,checkpoint16,1,1088730,1073672,2159,9148,3751,1065441,1018944,,
time,3,deep,checkpoint1,8,19075540,18646037,24545,65330,339628,2166638,2239890,,
time,3,deep,indexed,1,2080528,1963448,9856,27135,80089,1681282,2055029,,
time,3,retained,checkpoint16,8,22694037,22068225,369997,9609,246206,2583834,3735805,,
time,3,small,checkpoint1,8,1459175,1415276,9773,9425,24701,185378,319195,,
time,3,compatible-alias,checkpoint1,8,776221,711930,56111,2818,5362,96407,89167,,
time,3,late,checkpoint4,8,27225067,27061904,137573,6349,19241,3311214,3461673,,
time,3,late,trail,1,3685952,3650311,10508,17135,7998,3677642,3549881,,
time,3,deep,checkpoint16,8,128081339,127773785,30076,69930,207548,14721293,14360165,,
time,3,compatible-alias,replay,8,731991,670748,52883,2931,5429,97991,89733,,
time,3,small,replay,1,2773419,2757622,2119,9796,3882,2583912,2595727,,
time,3,work,trail,1,8876063,8724941,2738,141833,6551,8335050,9369032,,
time,3,mutation,replay,8,16264523182,16263769789,459280,21873,272240,2000960781,2033495887,,
time,3,compatible-small,indexed-cow,1,70697,56058,10823,1807,2009,68567,67975,,
time,3,deep,trail,8,37631324,36896374,28966,10128,695856,3759375,4541657,,
time,3,mutation,trail,1,57923000,57754644,24154,17811,126391,54532768,56319429,,
time,3,compatible-alias,checkpoint16,8,765622,701757,55123,3060,5682,103264,96966,,
time,3,compatible-small,copy,8,212401,176568,28684,348,6801,27052,25751,,
time,3,deep,copy,1,1842875,1755005,1781,57824,28265,1718001,1801680,,
time,3,retained,checkpoint4,8,9564965,9017738,335377,10095,201755,1017164,1066783,,
time,3,late,checkpoint1,8,14249485,14100478,123363,9259,16385,1812226,1768588,,
time,3,linear,copy,1,86296,65875,9106,8335,2980,83221,82668,,
time,3,early,indexed-cow,1,382694,334577,23330,21251,3536,379011,376847,,
time,3,small,copy,1,144108,130226,1906,8436,3540,131408,126607,,
time,3,linear,indexed,1,116151,70914,25433,16815,2989,113050,98165,,
time,3,linear,copy,8,658156,538152,99327,7216,13461,77098,71561,,
time,3,late,replay,1,34089936,34058686,12613,13597,5040,34084624,34156333,,
time,3,retained,copy,1,478551,414162,22075,12775,29539,344837,363809,,
time,3,linear,indexed-cow,8,923618,626909,262658,19631,14420,132861,102304,,
time,3,late,replay,8,269350115,269170513,146365,11858,21379,33386466,33324638,,
time,3,small,checkpoint1,1,312008,288142,2911,14246,6709,286636,275574,,
time,3,spine,checkpoint16,8,9980466,9903656,35692,8456,32662,165463,165872,,
time,3,spine,copy,1,186009,170127,2794,9259,3829,39369,30366,,
time,3,retained,indexed-cow,1,717743,621876,49311,20054,26502,483657,597848,,
time,3,linear,checkpoint1,8,680939,553727,103979,8576,14657,88429,83439,,
time,3,compatible-alias,checkpoint16,1,98520,87500,6205,3432,1383,97032,93541,,
time,3,compatible-large,copy,8,5044956,4207078,822165,424,15289,629845,753932,,
time,3,mutation,copy,1,6293521,6222862,19683,20188,30788,6116325,6355569,,
time,3,compatible-large,trail,1,630457,525204,100208,477,4568,625790,639682,,
time,3,small,indexed,8,1809056,1598265,160788,26298,23705,199559,214876,,
time,3,late,indexed-cow,8,5725388,5410969,266003,25946,22470,715049,703263,,
time,3,late,checkpoint16,8,73037546,72864320,143136,10317,19773,14296776,8415760,,
time,3,compatible-large,indexed-cow,1,409433,64507,340312,1986,2628,406684,356887,,
time,3,work,replay,1,320615992,320590307,3956,15715,6014,317512431,312787786,,
time,3,linear,trail,1,88973,64873,9665,9247,5188,83682,80685,,
time,3,late,copy,1,919813,895799,9368,10807,3839,915837,1043347,,
time,3,deep,replay,8,670618946,670289758,32891,59850,236447,78452398,77764283,,
time,3,compatible-small,indexed,8,530775,428951,90663,1948,9213,68148,89634,,
time,3,late,indexed,8,5644942,5349557,253848,24811,16726,724161,699510,,
time,3,mutation,checkpoint1,8,118449677,117548520,470974,29689,400494,14693825,14044372,,
time,3,compatible-alias,checkpoint1,1,101692,91172,6013,3039,1468,100117,100997,,
time,3,late,indexed-cow,1,740486,682376,25540,28133,4437,735862,783519,,
time,3,mutation,checkpoint4,1,23623203,23503382,24517,27032,68272,23375558,22827483,,
time,3,spine,trail,8,2393263,2325952,12180,27847,27284,77176,49684,,
time,3,compatible-small,replay,8,204085,169842,27837,272,6134,26389,26357,,
time,3,compatible-alias,trail,8,982967,880260,71569,6499,24639,135689,108115,,
time,3,linear,checkpoint1,1,97810,74934,9806,9673,3397,94291,88880,,
time,3,compatible-alias,indexed,8,980558,859707,96383,18424,6044,141281,117334,,
time,3,small,replay,8,25002129,24950693,12960,13607,24869,2913896,2922742,,
time,3,compatible-large,replay,1,691675,582113,106555,625,2382,689159,688499,,
time,3,small,copy,8,1177299,1130785,9455,8780,28279,154203,134695,,
time,3,deep,indexed-cow,1,1917141,1792936,10909,27160,86136,1584290,1902220,,
time,3,work,indexed-cow,1,1084856,1024476,7278,47692,5410,1049110,1027476,,
time,3,mutation,indexed,8,23061448,21787729,847148,51870,374701,2515836,2773339,,
time,3,mutation,checkpoint16,1,64711732,64578660,23357,23943,85772,64417793,62564844,,
time,3,early,trail,8,5246641,5036699,147802,12507,49633,630569,650302,,
time,3,deep,copy,8,17256037,16833175,28665,74220,319977,1971688,2025694,,
time,3,compatible-alias,checkpoint4,1,111116,99955,6235,3328,1598,109391,109621,,
time,3,mutation,checkpoint16,8,509042312,508150374,521508,30443,339987,63952434,63154497,,
time,3,compatible-alias,copy,8,866907,797855,59504,3328,6220,102893,95981,,
time,3,compatible-small,checkpoint1,1,27890,22279,4283,310,1018,26781,26446,,
time,3,spine,checkpoint1,1,207687,191710,2393,9574,4010,46606,34197,,
time,3,compatible-small,checkpoint1,8,197464,163641,27488,275,6060,25275,25323,,
time,3,compatible-alias,checkpoint4,8,787934,723048,56080,3089,5717,105709,89531,,
time,3,linear,indexed-cow,1,149282,89241,33170,22655,4216,144937,156406,,
time,3,retained,indexed,8,7073382,5981752,762834,31814,296982,599180,655664,,
time,3,early,trail,1,601922,566830,10289,17856,6947,594804,602075,,
time,3,spine,indexed-cow,1,217938,185407,7882,20684,3965,71480,59472,,
time,3,retained,copy,8,4827786,4136867,407470,19438,264011,374674,402491,,
time,3,spine,checkpoint1,8,1606441,1552768,12792,9267,31614,47494,41503,,
time,3,compatible-small,trail,1,30219,24090,3699,276,2154,27956,30291,,
time,3,work,indexed-cow,8,8367604,8067052,227889,47219,25444,1038860,988034,,
time,3,spine,indexed,1,237813,201107,8231,24211,4264,81847,109321,,
time,3,late,checkpoint4,1,3438060,3406596,13182,13514,4768,3430420,3386198,,
time,3,late,trail,8,32575543,32255424,241425,18524,60170,4179117,3543661,,
time,3,early,checkpoint16,1,613346,587898,10595,10051,4802,608412,638109,,
time,3,retained,replay,8,56776196,56092136,417073,12220,254767,6483731,6867619,,
time,3,deep,checkpoint16,1,16450679,16344264,4705,66034,35676,16099421,20939504,,
time,3,retained,trail,8,7320932,6120411,505040,19586,675895,588362,674398,,
time,3,late,checkpoint16,1,9364190,9331602,13083,14134,5371,9358439,9305354,,
time,3,early,replay,8,5161439,5013361,121805,9009,17264,638313,619045,,
time,3,compatible-alias,indexed,1,152806,117404,11704,21763,1935,150739,167522,,
time,3,mutation,indexed-cow,8,22432748,21203040,859673,69902,300133,2402387,2584490,,
time,3,compatible-large,checkpoint1,8,5434471,4491716,926263,359,16133,686251,661979,,
time,3,work,checkpoint16,8,166028655,165961272,21569,18296,27518,20660069,19994285,,
time,3,compatible-alias,copy,1,100496,90543,5503,3009,1441,98947,97811,,
time,3,work,checkpoint16,1,20789559,20763584,3252,15871,6852,20734372,20875305,,
time,3,work,copy,8,19319036,19268068,12338,14038,24592,2322917,2384541,,
time,3,linear,checkpoint16,8,727876,594142,109219,9547,14968,99819,96429,,
time,3,small,checkpoint4,8,3031989,2988108,9825,9775,24281,401236,346136,,
time,3,spine,checkpoint4,8,3655292,3605068,11892,10733,27599,109975,77997,,
time,3,late,checkpoint1,1,1926999,1898957,11130,12014,4898,1921918,1828027,,
time,3,linear,checkpoint16,1,94920,72874,9891,8907,3248,91558,87891,,
time,3,retained,replay,1,7511865,7443699,23257,12320,32589,6623332,6978640,,
time,3,deep,checkpoint1,1,2412379,2349294,2880,9051,51154,2242979,2302009,,
time,3,linear,replay,1,100850,76983,10316,9767,3784,96939,93861,,
time,3,work,indexed,1,1035528,975246,6280,48611,5391,999901,1015923,,
time,3,spine,replay,1,5056360,5039405,2731,9940,4284,175897,160164,,
time,3,compatible-small,indexed,1,71744,57375,10591,1795,1983,69659,66184,,
time,3,deep,indexed,8,16800224,15695829,443224,21038,640133,1648540,1976836,,
