kind,rep,family,mode,reuse,total_ns,execution_ns,setup_ns,preparation_ns,disposal_ns,first_cold_ns,cancel_ns,requested_bytes,peak_increment_bytes
time,0,mutation,checkpoint16,1,470644806,470534084,21834,21957,66931,470386172,469704672,,
time,0,early,replay,1,192530653,192501273,13164,10984,5232,192524655,195170614,,
time,0,retained,checkpoint4,1,1218623,1164231,19019,10432,24941,1068758,1133488,,
time,0,mutation,checkpoint16,8,3891028132,3890253693,391862,25933,356644,477597567,482361639,,
time,0,linear,replay,1,1322234,1300506,9922,8810,2996,1319136,1293205,,
time,0,retained,checkpoint1,1,858033,800773,19661,11460,26139,623588,713423,,
time,0,early,checkpoint4,1,3720872,3693779,12371,11254,3468,3717251,3694187,,
time,0,early,indexed-cow,1,390633,342373,24085,20494,3681,386818,373304,,
time,0,small,replay,1,2985292,2970431,2231,9011,3619,2786223,2763610,,
time,0,small,checkpoint4,8,2989781,2953025,8622,8592,19542,364112,363456,,
time,0,linear,indexed-cow,1,118907,72167,26145,17577,3018,115777,101329,,
time,0,linear,trail,1,84835,62696,8564,8785,4790,79955,109979,,
time,0,retained,indexed,1,777665,671882,52595,24293,28895,549469,622624,,
time,0,deep,indexed,1,1882515,1783028,7667,21235,70585,1546157,2025335,,
time,0,retained,checkpoint16,8,23092414,22523458,360019,10399,198538,2788895,2683231,,
time,0,work,trail,8,77399684,76700643,21966,642621,34454,8985762,9304136,,
time,0,retained,indexed,8,6207324,5282098,669997,25957,229272,526244,1061911,,
time,0,linear,checkpoint16,8,4349603,4229114,99095,7782,13612,542277,529196,,
time,0,small,indexed-cow,1,199567,168204,5726,21976,3661,181929,193055,,
time,0,spine,replay,1,5374359,5356413,2904,11132,3910,215625,205063,,
time,0,spine,copy,8,1260488,1221527,10828,8427,19706,38671,25971,,
time,0,retained,replay,1,7250481,7179972,24463,18280,27766,6699625,6715467,,
time,0,retained,indexed-cow,1,666986,566798,49205,20580,30403,462421,608613,,
time,0,small,checkpoint4,1,399605,384173,2196,9417,3819,374739,425208,,
time,0,linear,indexed-cow,8,851029,576590,243821,17306,13312,118237,100354,,
time,0,early,checkpoint1,1,1657121,1634408,10052,9197,3464,1653553,1695023,,
time,0,linear,checkpoint1,1,117526,97315,9039,8334,2838,114594,108616,,
time,0,retained,copy,8,3799481,3239006,360165,10347,189963,325885,373216,,
time,0,late,checkpoint4,1,6363079,6335539,10946,12560,4034,6358899,6427282,,
time,0,spine,indexed,1,213037,179241,7472,22381,3943,73782,58919,,
time,0,early,copy,1,1356122,1333995,9206,9202,3719,1352278,1386379,,
time,0,small,checkpoint1,1,186538,171700,2024,9148,3666,171441,156547,,
time,0,mutation,indexed-cow,8,19586994,18609445,733694,42603,201252,2194508,2297374,,
time,0,retained,trail,8,6467895,5681909,415166,15808,355012,513401,655268,,
time,0,spine,checkpoint16,1,1227827,1211870,2367,9570,4020,204758,198636,,
time,0,linear,checkpoint4,8,1745839,1623596,100466,8174,13603,226927,246603,,
time,0,deep,indexed-cow,1,1774600,1675162,7575,17439,74424,1478369,1703212,,
time,0,early,checkpoint4,8,30416306,30271757,119884,8720,15945,3785567,3769270,,
time,0,deep,indexed,8,18287106,17113610,430106,21306,722084,1534254,1914123,,
time,0,linear,replay,8,10600444,10473549,104916,8516,13463,1290735,1327296,,
time,0,linear,checkpoint16,1,652646,628078,11937,9385,3246,649268,552979,,
time,0,early,indexed-cow,8,3148178,2871310,229684,21117,26067,413801,383780,,
time,0,retained,trail,1,838085,734939,21800,17020,64326,538905,554366,,
time,0,mutation,replay,8,112947982396,112947181169,488499,24732,287996,13483797949,14198662319,,
time,0,late,indexed,8,5723485,5421395,259168,26399,16523,756114,702253,,
time,0,mutation,replay,1,14510066706,14509984785,23471,21590,36860,14438720603,14200510537,,
time,0,spine,copy,1,188640,172238,2512,9932,3958,42059,29594,,
time,0,late,replay,8,3080134909,3079925269,173661,11732,24247,391535600,393899472,,
time,0,late,replay,1,383242169,383203598,16628,16683,5260,383234862,371298844,,
time,0,mutation,trail,1,107334636,107256297,21276,16262,40801,104564828,105797161,,
time,0,spine,indexed-cow,8,1564448,1416238,103262,20387,24561,69997,58182,,
time,0,spine,checkpoint4,8,3232639,3194328,10397,7847,20067,68930,64375,,
time,0,mutation,checkpoint1,1,67009112,66898421,21889,23101,65701,66754317,68487932,,
time,0,late,copy,8,19002616,18844828,130975,9980,16833,2349915,2384074,,
time,0,small,indexed,1,253044,211669,6567,30464,4344,231109,221086,,
time,0,early,checkpoint16,8,101480687,101314707,136424,9801,19755,12612963,12657513,,
time,0,retained,indexed-cow,8,6224012,5246523,710082,26411,240996,526830,627304,,
time,0,linear,trail,8,744051,579838,119938,9910,34365,92754,90805,,
time,0,work,copy,1,2337593,2317229,2083,13625,4656,2323549,2222896,,
time,0,deep,checkpoint4,8,43666169,43364013,20074,69201,212881,5220234,5140427,,
time,0,early,checkpoint1,8,15007265,14864690,117409,8804,16362,1863017,1859339,,
time,0,late,indexed-cow,1,760512,701869,26859,27671,4113,756252,708588,,
time,0,retained,copy,1,497407,437068,21035,12758,26546,366039,379447,,
time,0,deep,checkpoint16,1,15036167,14942095,2541,66033,25498,14585313,14647366,,
time,0,mutation,copy,1,59924749,59813008,22969,23357,65415,59698889,59198149,,
time,0,mutation,indexed-cow,1,2602791,2465861,52370,50129,34431,2314579,2565310,,
time,1,late,trail,1,5195684,5156893,11637,18871,8283,5186699,5113069,,
time,1,spine,indexed,1,235111,199581,7932,23352,4246,80847,72418,,
time,1,deep,checkpoint1,8,19243741,18934391,18159,72838,218353,2280246,2253565,,
time,1,early,indexed-cow,8,3303673,3007561,238736,29766,27610,438078,409119,,
time,1,late,checkpoint4,1,6612856,6585344,11269,12226,4017,6608675,6688974,,
time,1,deep,replay,8,718004806,717664807,33989,62851,243159,84272818,83183746,,
time,1,late,checkpoint1,8,25447535,25292705,127971,9792,17067,3186934,3147838,,
time,1,linear,checkpoint16,8,4734832,4606318,105381,8741,14392,590259,603516,,
time,1,deep,indexed-cow,1,1822390,1715514,8196,20045,78635,1528207,1839336,,
time,1,linear,copy,8,700700,563836,110429,8878,17557,91129,83761,,
time,1,small,checkpoint4,1,406662,391324,2016,9653,3669,382060,363191,,
time,1,deep,indexed-cow,8,15636888,14517817,480385,23291,615395,1616944,1861579,,
time,1,linear,indexed,8,906369,613658,258355,18836,15520,130657,105199,,
time,1,work,trail,8,79394957,78696597,17364,647661,33335,9327606,9660550,,
time,1,deep,checkpoint16,8,120139473,119836580,24662,66096,212135,14664830,14415723,,
time,1,mutation,checkpoint4,1,193321469,193203500,24047,19187,74735,193029661,160621498,,
time,1,small,indexed,1,252827,212235,6565,29782,4245,224157,217502,,
time,1,deep,indexed,8,16786841,15681497,460825,22221,622298,1647608,2057915,,
time,1,mutation,checkpoint16,8,4106021869,4105229124,411479,25456,355810,502821961,510766627,,
time,1,work,copy,1,2271066,2250979,1899,13524,4664,2256652,2269265,,
time,1,early,replay,1,203829508,203794048,16574,14119,4767,203823749,204747956,,
time,1,early,indexed,8,3721731,3432157,250680,21998,16896,479349,459788,,
time,1,work,checkpoint4,8,51424181,51383511,12001,6191,22478,6512004,6405978,,
time,1,early,checkpoint4,1,3982227,3957709,10606,10201,3711,3978394,3952750,,
time,1,small,checkpoint4,8,3278252,3237379,10034,9534,21305,388138,400322,,
time,1,linear,copy,1,101161,78917,9972,8951,3321,97712,88947,,
time,1,late,checkpoint16,8,164571567,164386592,151201,12204,21570,20594705,20246139,,
time,1,spine,trail,1,325854,289003,2731,29724,4396,79189,44935,,
time,1,spine,trail,8,2336690,2273590,11131,28038,23931,74915,49170,,
time,1,mutation,checkpoint4,8,1251738292,1250933680,461064,24997,318551,157190039,157039628,,
time,1,mutation,copy,8,478534350,477754095,481865,23930,274460,59244262,63200141,,
time,1,retained,checkpoint4,1,1728594,1655720,25307,13347,34220,1556363,1329400,,
time,1,spine,copy,1,308577,280876,4000,16028,7673,66397,49427,,
time,1,linear,checkpoint16,1,1074511,1034666,17757,15007,7081,1067089,987922,,
time,1,spine,indexed-cow,1,423179,358962,14978,41257,7982,137435,116442,,
time,1,spine,checkpoint1,1,381893,354686,4426,15525,7256,81861,64624,,
time,1,early,trail,8,15597003,15269359,218302,23111,86231,2636451,2344520,,
time,1,retained,checkpoint1,1,816220,754980,22087,12169,26984,666607,689758,,
time,1,late,indexed,1,750026,692011,27032,26890,4093,745799,733006,,
time,1,retained,replay,8,57917632,57303709,391577,10347,211999,6658926,6662988,,
time,1,late,trail,8,38965114,38727244,177857,16492,43521,4997830,4828346,,
time,1,work,checkpoint1,8,19060509,19025498,9454,5221,20336,2385744,2374288,,
time,1,deep,copy,8,16026662,15713670,18204,63872,230916,1829174,1914208,,
time,1,mutation,indexed,1,2693806,2553047,58393,52160,30206,2366510,2478681,,
time,1,spine,replay,1,5206871,5190893,2672,9553,3753,206221,196558,,
time,1,deep,copy,1,1913670,1826195,1632,56864,28979,1779591,1845016,,
time,1,early,checkpoint16,1,12188110,12162410,11490,10663,3547,12184420,12169004,,
time,1,spine,checkpoint4,8,3278019,3238578,10787,8509,20145,73380,62086,,
time,1,small,replay,1,2996417,2980721,2237,9470,3989,2792215,2943440,,
time,1,linear,checkpoint1,8,952058,824550,105348,8344,13816,120528,118641,,
time,1,work,checkpoint16,1,19171916,19148487,4323,14312,4794,19123681,19299606,,
time,1,work,indexed-cow,8,7812889,7532142,217668,39897,23182,945018,983450,,
time,1,early,checkpoint16,8,97382837,97225325,130835,9491,17186,12219159,12025153,,
time,1,retained,checkpoint16,8,24033776,23452672,367599,10188,203317,2813410,3023777,,
time,1,spine,checkpoint1,8,1494250,1454448,10841,8320,20641,45875,32834,,
time,1,retained,trail,1,1097361,987910,20183,16792,72476,847440,575329,,
time,1,small,indexed-cow,8,1732273,1548021,137251,24276,22725,206366,207832,,
time,1,mutation,checkpoint1,8,538842993,538089094,446122,24561,283216,71587103,65170870,,
time,1,small,indexed-cow,1,227227,192232,6545,24490,3960,207658,200501,,
time,1,work,copy,8,18086979,18041592,10157,12951,22279,2212643,2236894,,
time,1,mutation,checkpoint1,1,66405758,66291465,24084,25105,65104,66159351,66386444,,
time,1,mutation,indexed-cow,1,2551796,2427049,50102,45663,28982,2270493,2399172,,
time,1,retained,indexed-cow,1,768614,657265,60220,22465,28664,539786,619325,,
time,1,spine,checkpoint4,1,443464,426444,2607,10347,4066,75930,65793,,
time,1,mutation,indexed-cow,8,20608801,19543617,788571,45289,231324,2264854,2491609,,
time,1,late,indexed,8,6047781,5724630,279548,26567,17036,771338,743109,,
time,1,deep,checkpoint1,1,2242604,2209314,1915,6391,24984,2100096,2231261,,
time,1,linear,trail,8,724002,565232,116113,9919,32738,91091,88647,,
time,1,late,checkpoint4,8,53997954,53830644,139708,9430,18172,6811044,6746512,,
time,1,deep,checkpoint4,1,5297189,5262579,2073,6969,25568,5010602,5195787,,
time,1,mutation,copy,1,64802457,64688752,23509,23444,66752,64581125,59743176,,
time,1,late,copy,8,18949564,18790028,132631,9573,17332,2331989,2325470,,
time,1,retained,indexed,8,6319294,5413429,648269,19769,237827,527732,645120,,
time,1,early,indexed,1,471064,417908,26360,22972,3824,467113,475347,,
time,1,linear,indexed-cow,8,887376,600611,253897,18648,14220,125821,103711,,
time,1,late,copy,1,2276861,2249873,11202,11847,3939,2272800,2319823,,
time,1,linear,checkpoint4,8,1840406,1712550,104758,8701,14397,228856,227033,,
time,1,spine,replay,8,43596707,43552656,12983,8908,22160,220820,206830,,
time,1,deep,checkpoint4,8,43911902,43605510,19361,65909,221122,5161211,5187210,,
time,1,work,checkpoint4,1,6317247,6295546,2454,14028,5219,6291913,6330468,,
time,1,small,trail,8,2997315,2954090,10676,5703,26846,343628,329679,,
time,1,late,replay,8,3262052812,3261818054,199453,11291,24014,373608600,381257606,,
time,1,small,checkpoint1,1,198304,182076,2321,9800,4107,182238,166915,,
time,1,spine,checkpoint16,8,10037933,9989149,18339,8656,21789,205407,200673,,
time,1,mutation,checkpoint16,1,523221897,523089301,25450,24928,82218,522922277,520984124,,
time,1,early,indexed-cow,1,425677,372353,26722,22858,3744,421789,400844,,
time,1,early,trail,1,1340006,1312431,9448,11737,6390,1333492,1354839,,
time,1,early,copy,8,11478213,11335546,118385,8165,16117,1445102,1462799,,
time,1,retained,copy,1,679755,620508,20839,11713,26695,348362,349169,,
time,1,small,replay,8,25738253,25696074,10726,9482,21971,2901525,2955258,,
time,1,late,checkpoint16,1,20370071,20340769,12310,12687,4305,20365471,20125931,,
time,1,work,trail,1,9083457,8925788,3390,147696,6583,8525651,9575465,,
time,1,deep,trail,1,4850312,4728407,2545,8709,110651,3959257,4342590,,
time,1,deep,checkpoint16,1,14611913,14514634,2837,69898,24544,14182558,13955921,,
time,1,work,indexed-cow,1,994433,940350,6178,43288,4617,962169,945405,,
time,1,linear,checkpoint4,1,227535,206217,9503,8642,3173,224258,224889,,
time,1,work,replay,8,2682798480,2682717194,35560,15845,29881,335696670,348631492,,
time,1,spine,copy,8,1292488,1252624,10583,8766,20515,40143,26566,,
time,1,small,trail,1,387604,374688,2747,5647,4522,334422,353768,,
time,1,mutation,replay,8,113115996645,113115243591,467142,23976,261936,13868516569,14029044948,,
time,1,linear,indexed,1,126465,77410,27799,17984,3272,123087,106573,,
time,1,early,checkpoint1,8,14448147,14309983,115236,8271,14657,1779182,1808844,,
time,1,retained,checkpoint16,1,2929653,2875990,19065,9684,24914,2771681,2773449,,
time,1,retained,replay,1,6836340,6779117,20356,10690,26177,6307491,6332051,,
time,1,spine,indexed,8,1700086,1526507,98109,23122,52348,77351,61850,,
time,1,spine,indexed-cow,8,1606720,1462225,94404,20257,29834,72395,62876,,
time,1,early,checkpoint1,1,1719030,1696151,9866,9378,3635,1715275,1719036,,
time,1,mutation,trail,1,105716802,105633408,21366,15515,46513,103030405,104653094,,
time,1,deep,trail,8,37668282,36952793,26579,9630,679280,3829880,4287923,,
time,1,linear,trail,1,91649,67509,9377,9547,5216,86329,83906,,
time,1,late,replay,1,366550112,366517093,14344,13210,5465,366543726,372245848,,
time,1,late,checkpoint1,1,2987483,2961952,10527,11166,3838,2983517,2981370,,
time,1,linear,replay,1,1339593,1307678,19624,9206,3085,1336377,1313230,,
time,1,linear,checkpoint1,1,117201,96869,8858,8487,2987,114101,110480,,
time,1,work,indexed,1,928205,871948,5837,45781,4639,894075,981982,,
time,1,late,indexed-cow,1,692659,638175,25436,24871,4177,688333,691236,,
time,1,work,checkpoint16,8,156819121,156767785,14047,14075,23214,19955686,19356191,,
time,1,retained,trail,8,6254287,5510541,418732,17283,307731,548282,641034,,
time,1,retained,checkpoint4,8,10687326,9914189,554438,10537,208162,1129704,1208477,,
time,1,linear,replay,8,11080875,10945618,109373,8801,17083,1643386,1368535,,
time,1,retained,checkpoint1,8,6879977,6276268,385285,11757,206667,647407,689098,,
time,1,mutation,trail,8,859074065,858010664,275678,17005,770718,102499343,104580768,,
time,1,small,checkpoint16,1,1053541,1038360,2211,9493,3477,1028295,1019870,,
time,1,linear,indexed-cow,1,122284,74325,26841,18051,3067,119110,101529,,
time,1,early,copy,1,1315379,1293376,9412,9287,3304,1311957,1355236,,
time,1,small,copy,1,154130,139556,2190,8901,3483,140588,131035,,
time,1,work,replay,1,317113378,317082243,6398,18131,6606,313785325,315768998,,
time,1,retained,indexed,1,759697,658015,50575,22254,28853,533941,605934,,
time,1,retained,copy,8,3880038,3319009,358645,10473,191911,349047,409140,,
time,1,small,checkpoint16,8,9649415,9609758,10218,9263,20176,1145299,1141466,,
time,1,early,checkpoint4,8,31560992,31411871,123807,9000,16314,3922668,3944403,,
time,1,small,copy,8,1145583,1102995,8625,9014,24949,149815,149231,,
time,1,work,indexed,8,7931860,7608265,256252,45480,21863,953786,1016786,,
time,1,small,indexed,8,1778517,1576562,147113,34000,20842,219322,211228,,
time,1,spine,checkpoint16,1,1170891,1155740,2288,9000,3863,193712,188107,,
time,1,mutation,indexed,8,20774816,19781146,738505,44552,210613,2299235,2419081,,
time,1,early,replay,8,1604131628,1603950986,149025,10123,21494,204232272,200498894,,
time,1,small,checkpoint1,8,1407413,1369084,8977,8907,20445,182071,172734,,
time,1,retained,indexed-cow,8,5857264,4943897,678532,22375,212460,508337,580384,,
time,1,work,checkpoint1,1,2411375,2392238,2046,12611,4480,2396394,2548927,,
time,1,mutation,replay,1,13862781256,13862702366,22256,21770,34864,13794361264,13657500795,,
time,1,deep,indexed,1,1893793,1787619,8013,19371,78790,1547254,1912850,,
time,1,deep,replay,1,84879624,84788773,2725,62477,25649,80027258,80069681,,
time,1,late,indexed-cow,8,5671847,5364563,263445,26466,17373,709676,707407,,
time,2,deep,checkpoint16,8,115887858,115609686,21445,65207,191520,14362222,13901130,,
time,2,deep,checkpoint4,8,42751217,42421514,23273,72659,233771,4929664,5251823,,
time,2,spine,trail,8,2416792,2346082,15154,29756,25800,87212,52117,,
time,2,linear,indexed-cow,8,874233,590732,251028,18946,13527,127186,104517,,
time,2,retained,checkpoint16,8,24085734,23491148,375622,10262,208702,2679503,3031474,,
time,2,mutation,checkpoint16,8,3913990383,3913210596,392720,27791,359276,489026004,487563097,,
time,2,linear,checkpoint1,8,959530,831056,105361,8811,14302,123406,116970,,
time,2,work,checkpoint16,8,152567878,152516025,13463,16430,21960,18850610,18913107,,
time,2,spine,checkpoint1,8,1433128,1397324,10200,7878,17726,44698,30335,,
time,2,early,checkpoint16,8,97723264,97564844,131856,10130,16434,12650035,12073362,,
time,2,spine,replay,1,5244333,5227149,2813,10369,4002,212282,198555,,
time,2,mutation,replay,1,13658682178,13658599498,21295,21057,40328,13588209241,14531909291,,
time,2,early,checkpoint4,1,3963867,3939351,10565,10208,3743,3959974,3944323,,
time,2,linear,replay,1,1349330,1326977,10190,9045,3118,1346083,1348378,,
time,2,work,checkpoint1,8,19235002,19197683,9508,5534,22277,2373630,2379636,,
time,2,work,copy,1,2229582,2208914,1976,13802,4890,2214961,2216534,,
time,2,work,indexed-cow,1,970189,916225,6283,42705,4976,940362,960152,,
time,2,retained,indexed,1,778711,672728,53254,25853,26876,547960,643072,,
time,2,linear,indexed-cow,1,518024,467144,28497,19014,3369,514440,285343,,
time,2,early,indexed-cow,8,3252769,2955550,248365,21439,27415,414003,384498,,
time,2,spine,checkpoint4,8,3367959,3328997,10776,8772,19414,73659,61974,,
time,2,late,checkpoint4,8,52250098,52091475,132299,9634,16690,6541369,6545734,,
time,2,mutation,indexed-cow,1,2471901,2350295,47863,43848,29895,2186883,2305889,,
time,2,retained,trail,8,6698610,5912132,427732,15942,342804,524876,618411,,
time,2,late,indexed,1,729149,672866,26640,25476,4167,724840,1072442,,
time,2,spine,indexed,1,217153,183941,7322,21766,4124,75206,70122,,
time,2,small,replay,1,3186607,3169704,2355,10361,4187,2972802,3031905,,
time,2,work,replay,1,354206438,354174282,5694,20582,5880,350753540,323049396,,
time,2,work,indexed-cow,8,7938234,7654233,219065,41496,23440,961993,975013,,
time,2,deep,checkpoint1,8,18609581,18290965,19792,66017,232807,2124044,2191229,,
time,2,retained,checkpoint1,8,6763668,6053681,398112,11959,299916,715398,716925,,
time,2,early,trail,8,13134488,12907168,162066,16551,48703,2192499,1477105,,
time,2,early,replay,1,212407797,212377663,13649,11269,5216,212401583,208213925,,
time,2,small,checkpoint1,1,202988,186709,2311,9790,4178,186552,165741,,
time,2,linear,indexed,1,135451,83034,29979,18813,3625,131686,124507,,
time,2,retained,copy,8,4256529,3606368,410732,11941,227488,352899,395866,,
time,2,late,trail,8,45341808,45022843,231478,29260,58227,7249038,5572142,,
time,2,late,copy,8,20379848,20199301,148341,10337,21869,2495171,2529403,,
time,2,late,checkpoint4,1,6549722,6520011,12467,13011,4233,6545228,6594187,,
time,2,work,copy,8,17997167,17952372,10005,12328,22462,2154895,2257074,,
time,2,early,indexed,8,3770910,3480959,251460,21900,16591,502933,469396,,
time,2,mutation,checkpoint1,8,575035832,574153175,474340,25726,382591,67765033,67102750,,
time,2,small,trail,8,2917768,2876748,10008,5489,25523,340814,331612,,
time,2,deep,replay,8,732928009,732561508,34168,69026,263307,87046529,84338430,,
time,2,small,checkpoint16,8,9287546,9246719,9984,8877,21966,1142925,1264586,,
time,2,linear,trail,1,88780,65038,8807,9527,5408,83271,81399,,
time,2,spine,replay,8,43049779,43002959,14484,9190,23146,212720,199429,,
time,2,mutation,indexed-cow,8,20560148,19501476,789343,48520,220809,2249098,2412020,,
time,2,late,checkpoint1,1,3914854,3869837,20964,18788,5265,3909132,3260859,,
time,2,deep,indexed,1,1968837,1858374,9457,23953,77053,1621270,1928240,,
time,2,spine,checkpoint1,1,214088,198108,2576,9720,3684,48583,35153,,
time,2,deep,indexed-cow,8,16368725,15235889,470724,25776,636336,1596855,1905546,,
time,2,late,replay,1,381533879,381500578,14254,14064,4983,381528320,374790770,,
time,2,retained,checkpoint4,8,10493448,9923625,357688,11397,200738,1144967,1179897,,
time,2,mutation,indexed,8,21495804,20434104,771752,45417,244531,2297583,2463992,,
time,2,deep,indexed,8,16585096,15472623,460276,28824,623373,1691671,2015751,,
time,2,late,copy,1,2339746,2312703,10640,12518,3885,2335718,2282850,,
time,2,deep,copy,8,16516206,16194111,17858,70609,233628,1856173,2479125,,
time,2,mutation,copy,1,61239027,61128695,22464,22942,64926,61017049,61373366,,
time,2,early,indexed,1,481503,427643,26730,23192,3938,477409,444951,,
time,2,spine,indexed,8,1651766,1503378,105683,22214,20491,74343,62875,,
