family,choices,depth,history,reverse,consumer,mode,counted,median_ns,min_ns,max_ns,requested_bytes,peak_excess,signal_limited
common,3,0,False,False,window,active-indexed,True,583619,525853,643214,602636,91303,False
common,3,0,False,False,window,active-native-indexed,False,532313,470723,545538,576375,89680,False
common,3,0,False,False,window,active-native-indexed,True,546916,541284,592058,583692,90207,False
common,3,0,False,False,window,active-native-scan,False,490018,440104,520872,516727,80594,False
common,3,0,False,False,window,active-native-scan,True,528351,486181,554299,524044,81121,False
common,3,0,False,False,window,active-scan,False,540505,488267,736626,520279,79768,False
common,3,0,False,False,window,active-scan,True,538102,522402,615948,527596,80295,False
common,3,0,False,False,window,birth,False,432655,399442,464220,456529,65179,False
common,3,0,False,False,window,birth,True,468045,412814,494222,463846,65706,False
common,3,0,False,False,window,birth-miss,False,416165,388454,467080,462705,65187,False
common,3,0,False,False,window,birth-miss,True,481565,462143,513377,470022,65714,False
common,3,0,False,False,window,birth-miss-template,False,454019,447687,519185,495565,69261,False
common,3,0,False,False,window,birth-miss-template,True,466750,439472,515294,502882,69788,False
common,3,0,False,False,window,conditional,False,603526,585093,702557,529050,41888,False
common,3,0,False,False,window,conditional,True,659442,568577,695694,536367,42415,False
common,3,0,False,False,window,indexed,False,606595,588754,615437,653431,91160,False
common,3,0,False,False,window,indexed,True,635559,574652,671938,660748,91687,False
common,3,0,False,False,window,native-indexed,False,508411,502547,541724,620759,89040,False
common,3,0,False,False,window,native-indexed,True,558805,478114,607491,628076,89567,False
common,3,0,False,False,window,native-scan,False,447862,410451,464140,497559,73650,False
common,3,0,False,False,window,native-scan,True,446478,440102,485511,504876,74177,False
common,3,0,False,False,window,scan,False,517473,475133,603880,494679,73802,False
common,3,0,False,False,window,scan,True,517810,477064,721773,501996,74329,False
common,3,0,False,False,window,sealed-indexed,False,576625,518597,664843,633477,91712,False
common,3,0,False,False,window,sealed-indexed,True,628641,597015,2840169,640794,92239,False
common,3,0,False,False,window,sealed-scan,False,465892,462783,889847,474725,74354,False
common,3,0,False,False,window,sealed-scan,True,458124,429230,514558,482042,74881,False
common,3,0,False,True,all,active-indexed,False,509647,484111,880410,580151,96688,False
common,3,0,False,True,all,active-indexed,True,547048,509470,820442,587468,97215,False
common,3,0,False,True,all,active-native-indexed,False,489076,454819,727554,565271,95592,False
common,3,0,False,True,all,active-native-indexed,True,482742,459052,547007,572588,96119,False
common,3,0,False,True,all,active-native-scan,False,457716,429855,488913,505623,86506,False
common,3,0,False,True,all,active-native-scan,True,477444,442235,797182,512940,87033,False
common,3,0,False,True,all,active-scan,False,475634,448734,538417,505559,85680,False
common,3,0,False,True,all,active-scan,True,490689,476053,738974,512876,86207,False
common,3,0,False,True,all,birth,False,418404,381390,657069,456529,75123,False
common,3,0,False,True,all,birth,True,434651,418393,796343,463846,75650,False
common,3,0,False,True,all,birth-miss,False,414463,396646,796072,462705,75131,False
common,3,0,False,True,all,birth-miss,True,437965,434379,734811,470022,75658,False
common,3,0,False,True,all,birth-miss-template,False,464995,435684,698149,495565,79205,False
common,3,0,False,True,all,birth-miss-template,True,468834,456283,864241,502882,79732,False
common,3,0,False,True,all,conditional,False,586002,560410,645684,529050,48096,False
common,3,0,False,True,all,conditional,True,607446,549412,708046,536367,48623,False
common,3,0,False,True,all,indexed,False,604072,577805,657771,653431,97072,False
common,3,0,False,True,all,indexed,True,604890,569380,941896,660748,97599,False
common,3,0,False,True,all,native-indexed,False,573357,485536,615668,620759,94952,False
common,3,0,False,True,all,native-indexed,True,528981,512688,765569,628076,95479,False
common,3,0,False,True,all,native-scan,False,426239,407100,480500,497559,79562,False
common,3,0,False,True,all,native-scan,True,423410,398672,692859,504876,80089,False
common,3,0,False,True,all,scan,False,531988,442851,742412,494679,79714,False
common,3,0,False,True,all,scan,True,457852,440503,525712,501996,80241,False
common,3,0,False,True,all,sealed-indexed,False,603121,519939,939954,633477,97624,False
common,3,0,False,True,all,sealed-indexed,True,599107,549117,635224,640794,98151,False
common,3,0,False,True,all,sealed-scan,False,457438,396726,521994,474725,80266,False
common,3,0,False,True,all,sealed-scan,True,447740,424813,903283,482042,80793,False
common,3,0,False,True,immediate,active-indexed,False,539848,517650,563745,580151,78952,False
common,3,0,False,True,immediate,active-indexed,True,537435,497889,690898,587468,79479,False
common,3,0,False,True,immediate,active-native-indexed,False,507341,468492,550273,565271,77856,False
common,3,0,False,True,immediate,active-native-indexed,True,593743,522458,615306,572588,78383,False
common,3,0,False,True,immediate,active-native-scan,False,445557,416824,518043,505623,68770,False
common,3,0,False,True,immediate,active-native-scan,True,483073,454141,552503,512940,69297,False
common,3,0,False,True,immediate,active-scan,False,492468,444570,588490,505559,67944,False
common,3,0,False,True,immediate,active-scan,True,526741,464665,575135,512876,68471,False
common,3,0,False,True,immediate,birth,False,376050,360920,446604,456529,45291,False
common,3,0,False,True,immediate,birth,True,428872,393057,505320,463846,45818,False
common,3,0,False,True,immediate,birth-miss,False,401919,371938,420646,462705,45299,False
common,3,0,False,True,immediate,birth-miss,True,453791,397490,605126,470022,45826,False
common,3,0,False,True,immediate,birth-miss-template,False,445817,404192,473091,495565,49373,False
common,3,0,False,True,immediate,birth-miss-template,True,462934,420621,495765,502882,49900,False
common,3,0,False,True,immediate,conditional,False,571226,546373,664634,529050,29208,False
common,3,0,False,True,immediate,conditional,True,605401,580634,1038131,536367,29735,False
common,3,0,False,True,immediate,indexed,False,569663,552357,656061,653431,79336,False
common,3,0,False,True,immediate,indexed,True,613143,561678,978508,660748,79863,False
common,3,0,False,True,immediate,native-indexed,False,565938,468923,603125,620759,77216,False
common,3,0,False,True,immediate,native-indexed,True,537988,487093,1111487,628076,77743,False
common,3,0,False,True,immediate,native-scan,False,452909,412173,484824,497559,61826,False
common,3,0,False,True,immediate,native-scan,True,429049,391432,501273,504876,62353,False
common,3,0,False,True,immediate,scan,False,439731,407169,527983,494679,61978,False
common,3,0,False,True,immediate,scan,True,469259,452173,497178,501996,62505,False
common,3,0,False,True,immediate,sealed-indexed,False,597996,529660,652887,633477,79888,False
common,3,0,False,True,immediate,sealed-indexed,True,602438,545428,679665,640794,80415,False
common,3,0,False,True,immediate,sealed-scan,False,494088,416578,568449,474725,62530,False
common,3,0,False,True,immediate,sealed-scan,True,441203,404761,496402,482042,63057,False
common,3,0,False,True,window,active-indexed,False,591421,499174,1023352,580151,90776,False
common,3,0,False,True,window,active-indexed,True,550382,501795,896621,587468,91303,False
common,3,0,False,True,window,active-native-indexed,False,461228,422805,770851,565271,89680,False
common,3,0,False,True,window,active-native-indexed,True,475957,438636,879867,572588,90207,False
common,3,0,False,True,window,active-native-scan,False,455801,448137,754485,505623,80594,False
common,3,0,False,True,window,active-native-scan,True,473732,436529,870453,512940,81121,False
common,3,0,False,True,window,active-scan,False,491487,457730,774789,505559,79768,False
common,3,0,False,True,window,active-scan,True,796277,462036,865582,512876,80295,False
common,3,0,False,True,window,birth,False,423239,388837,661404,456529,65179,False
common,3,0,False,True,window,birth,True,549841,405201,730016,463846,65706,False
common,3,0,False,True,window,birth-miss,False,388527,371802,794308,462705,65187,False
common,3,0,False,True,window,birth-miss,True,447264,407353,772348,470022,65714,False
common,3,0,False,True,window,birth-miss-template,False,482355,414113,776330,495565,69261,False
common,3,0,False,True,window,birth-miss-template,True,518976,440054,812789,502882,69788,False
common,3,0,False,True,window,conditional,False,575809,556348,1021911,529050,41800,False
common,3,0,False,True,window,conditional,True,587301,523775,864890,536367,42327,False
common,3,0,False,True,window,indexed,False,540996,500820,958575,653431,91160,False
common,3,0,False,True,window,indexed,True,631788,497878,1201500,660748,91687,False
common,3,0,False,True,window,native-indexed,False,591548,432338,867925,620759,89040,False
common,3,0,False,True,window,native-indexed,True,501585,446963,920656,628076,89567,False
common,3,0,False,True,window,native-scan,False,506660,388279,675598,497559,73650,False
common,3,0,False,True,window,native-scan,True,470757,437703,715008,504876,74177,False
common,3,0,False,True,window,scan,False,554992,449335,876294,494679,73802,False
common,3,0,False,True,window,scan,True,541401,454939,778148,501996,74329,False
common,3,0,False,True,window,sealed-indexed,False,553792,530074,1133961,633477,91712,False
common,3,0,False,True,window,sealed-indexed,True,578787,535491,1106820,640794,92239,False
common,3,0,False,True,window,sealed-scan,False,438078,402528,736462,474725,74354,False
common,3,0,False,True,window,sealed-scan,True,462761,411307,855025,482042,74881,False
common,3,0,True,False,all,active-indexed,False,758745,597894,976155,633147,98356,False
common,3,0,True,False,all,active-indexed,True,721777,630216,1151612,640608,98883,False
common,3,0,True,False,all,active-native-indexed,False,575749,521146,674639,605243,97260,False
common,3,0,True,False,all,active-native-indexed,True,599337,512715,669855,612704,97787,False
common,3,0,True,False,all,active-native-scan,False,534831,489481,785876,545595,88174,False
common,3,0,True,False,all,active-native-scan,True,573117,485427,647336,553056,88701,False
common,3,0,True,False,all,active-scan,False,596076,549933,685667,557595,87348,False
common,3,0,True,False,all,active-scan,True,604380,543243,649689,565056,87875,False
common,3,0,True,False,all,birth,False,428213,422713,503088,460647,75649,False
common,3,0,True,False,all,birth,True,444524,434321,533333,468108,76176,False
common,3,0,True,False,all,birth-miss,False,453700,421161,486742,466823,75657,False
common,3,0,True,False,all,birth-miss,True,441589,414949,531671,474284,76184,False
common,3,0,True,False,all,birth-miss-template,False,480733,409575,489903,499683,79731,False
common,3,0,True,False,all,birth-miss-template,True,520196,446167,872187,507144,80258,False
common,3,0,True,False,all,conditional,False,651051,592924,698301,608282,49564,False
common,3,0,True,False,all,conditional,True,725821,645923,971003,615743,50091,False
common,3,0,True,False,all,indexed,False,733095,632257,1051506,720347,98932,False
common,3,0,True,False,all,indexed,True,697753,652287,753411,727808,99459,False
common,3,0,True,False,all,native-indexed,False,569626,544523,798402,689211,96812,False
common,3,0,True,False,all,native-indexed,True,624991,568721,687188,696672,97339,False
common,3,0,True,False,all,native-scan,False,501398,465809,831398,565979,81486,False
common,3,0,True,False,all,native-scan,True,493425,479528,595453,573440,82013,False
common,3,0,True,False,all,scan,False,583033,540538,897364,561051,81638,False
common,3,0,True,False,all,scan,True,555723,445128,871818,568512,82165,False
common,3,0,True,False,all,sealed-indexed,False,669287,635785,790089,696531,99516,False
common,3,0,True,False,all,sealed-indexed,True,662518,601973,727404,703992,100043,False
common,3,0,True,False,all,sealed-scan,False,509223,493122,633371,537235,82222,False
common,3,0,True,False,all,sealed-scan,True,636975,532035,815647,544696,82749,False
common,3,0,True,False,immediate,active-indexed,False,641890,588359,1225590,633147,79372,False
common,3,0,True,False,immediate,active-indexed,True,647625,585195,758925,640608,79899,False
common,3,0,True,False,immediate,active-native-indexed,False,557207,490781,651956,605243,78276,False
common,3,0,True,False,immediate,active-native-indexed,True,593336,539663,629822,612704,78803,False
common,3,0,True,False,immediate,active-native-scan,False,568718,497560,608040,545595,69190,False
common,3,0,True,False,immediate,active-native-scan,True,553570,478430,622751,553056,69717,False
common,3,0,True,False,immediate,active-scan,False,599335,509605,643924,557595,68364,False
common,3,0,True,False,immediate,active-scan,True,590457,538480,641246,565056,68891,False
common,3,0,True,False,immediate,birth,False,398113,369929,429844,460647,45721,False
common,3,0,True,False,immediate,birth,True,447307,386409,885926,468108,46248,False
common,3,0,True,False,immediate,birth-miss,False,404434,397091,439155,466823,45729,False
common,3,0,True,False,immediate,birth-miss,True,442098,402892,539094,474284,46256,False
common,3,0,True,False,immediate,birth-miss-template,False,442991,411432,504569,499683,49803,False
common,3,0,True,False,immediate,birth-miss-template,True,482872,441840,1148793,507144,50330,False
common,3,0,True,False,immediate,conditional,False,687139,616482,753176,608282,30580,False
common,3,0,True,False,immediate,conditional,True,712654,611404,776614,615743,31107,False
common,3,0,True,False,immediate,indexed,False,714782,632726,758700,720347,79948,False
common,3,0,True,False,immediate,indexed,True,711820,644506,771776,727808,80475,False
common,3,0,True,False,immediate,native-indexed,False,616612,535821,642408,689211,77828,False
common,3,0,True,False,immediate,native-indexed,True,569943,556758,731060,696672,78355,False
common,3,0,True,False,immediate,native-scan,False,519414,485155,551226,565979,62502,False
common,3,0,True,False,immediate,native-scan,True,514300,461694,533651,573440,63029,False
common,3,0,True,False,immediate,scan,False,553496,533911,611183,561051,62654,False
common,3,0,True,False,immediate,scan,True,593398,517068,625400,568512,63181,False
common,3,0,True,False,immediate,sealed-indexed,False,727931,671496,830853,696531,80532,False
common,3,0,True,False,immediate,sealed-indexed,True,671196,615875,743244,703992,81059,False
common,3,0,True,False,immediate,sealed-scan,False,546057,464900,593627,537235,63238,False
common,3,0,True,False,immediate,sealed-scan,True,555175,504018,586299,544696,63765,False
common,3,0,True,False,window,active-indexed,False,634881,585182,1019089,633147,92028,False
common,3,0,True,False,window,active-indexed,True,720714,626186,1232959,640608,92555,False
common,3,0,True,False,window,active-native-indexed,False,591957,533448,857696,605243,90932,False
common,3,0,True,False,window,active-native-indexed,True,614316,552888,936327,612704,91459,False
common,3,0,True,False,window,active-native-scan,False,597244,496322,795025,545595,81846,False
common,3,0,True,False,window,active-native-scan,True,585429,536914,880357,553056,82373,False
common,3,0,True,False,window,active-scan,False,711421,587843,923243,557595,81020,False
common,3,0,True,False,window,active-scan,True,663649,568465,871153,565056,81547,False
common,3,0,True,False,window,birth,False,434982,388036,643594,460647,65673,False
common,3,0,True,False,window,birth,True,471021,420644,626904,468108,66200,False
common,3,0,True,False,window,birth-miss,False,451960,390999,675745,466823,65681,False
common,3,0,True,False,window,birth-miss,True,471280,426336,685651,474284,66208,False
common,3,0,True,False,window,birth-miss-template,False,455756,439703,708292,499683,69755,False
common,3,0,True,False,window,birth-miss-template,True,552907,456984,816321,507144,70282,False
common,3,0,True,False,window,conditional,False,644547,617201,911001,608282,43236,False
common,3,0,True,False,window,conditional,True,687758,640332,916078,615743,43763,False
common,3,0,True,False,window,indexed,False,763232,655413,1101064,720347,92604,False
common,3,0,True,False,window,indexed,True,778410,656529,1153869,727808,93131,False
common,3,0,True,False,window,native-indexed,False,620331,540271,935636,689211,90484,False
common,3,0,True,False,window,native-indexed,True,632521,583004,1026128,696672,91011,False
common,3,0,True,False,window,native-scan,False,574409,485773,799360,565979,75158,False
common,3,0,True,False,window,native-scan,True,526676,478144,805792,573440,75685,False
common,3,0,True,False,window,scan,False,552708,522725,897575,561051,75310,False
common,3,0,True,False,window,scan,True,602775,557774,914301,568512,75837,False
common,3,0,True,False,window,sealed-indexed,False,667887,634898,1030587,696531,93188,False
common,3,0,True,False,window,sealed-indexed,True,667450,629278,1067254,703992,93715,False
common,3,0,True,False,window,sealed-scan,False,522911,487508,947768,537235,75894,False
common,3,0,True,False,window,sealed-scan,True,647220,527800,871664,544696,76421,False
common,3,0,True,True,all,active-indexed,False,606953,542931,754381,612987,98356,False
common,3,0,True,True,all,active-indexed,True,592819,570039,676175,620448,98883,False
common,3,0,True,True,all,active-native-indexed,False,556935,498423,822466,590011,97260,False
common,3,0,True,True,all,active-native-indexed,True,582168,497380,1007359,597472,97787,False
common,3,0,True,True,all,active-native-scan,False,506458,447691,672661,530363,88174,False
common,3,0,True,True,all,active-native-scan,True,543317,515837,656560,537824,88701,False
common,3,0,True,True,all,active-scan,False,548757,508619,619534,537883,87348,False
common,3,0,True,True,all,active-scan,True,568662,543482,620831,545344,87875,False
common,3,0,True,True,all,birth,False,415912,398816,424451,460647,75649,False
common,3,0,True,True,all,birth,True,457756,416921,502544,468108,76176,False
common,3,0,True,True,all,birth-miss,False,417052,398459,962414,466823,75657,False
common,3,0,True,True,all,birth-miss,True,457218,422424,633355,474284,76184,False
common,3,0,True,True,all,birth-miss-template,False,451519,437024,468000,499683,79731,False
common,3,0,True,True,all,birth-miss-template,True,480681,391458,560581,507144,80258,False
common,3,0,True,True,all,conditional,False,618912,582380,748947,608282,49476,False
common,3,0,True,True,all,conditional,True,690686,536885,749677,615743,50003,False
common,3,0,True,True,all,indexed,False,681695,654320,702511,720347,98932,False
common,3,0,True,True,all,indexed,True,714089,641423,833053,727808,99459,False
common,3,0,True,True,all,native-indexed,False,584151,553751,660284,689211,96812,False
common,3,0,True,True,all,native-indexed,True,586249,560029,771934,696672,97339,False
common,3,0,True,True,all,native-scan,False,492216,452191,503260,565979,81486,False
common,3,0,True,True,all,native-scan,True,530942,455034,1262558,573440,82013,False
common,3,0,True,True,all,scan,False,532658,442827,551839,561051,81638,False
common,3,0,True,True,all,scan,True,590236,500935,618177,568512,82165,False
common,3,0,True,True,all,sealed-indexed,False,644422,563700,707457,696531,99516,False
common,3,0,True,True,all,sealed-indexed,True,686970,640575,1079554,703992,100043,False
common,3,0,True,True,all,sealed-scan,False,515268,469945,586633,537235,82222,False
common,3,0,True,True,all,sealed-scan,True,554918,487609,674308,544696,82749,False
common,3,0,True,True,immediate,active-indexed,False,633315,550303,864347,612987,79372,False
common,3,0,True,True,immediate,active-indexed,True,624154,545274,692133,620448,79899,False
common,3,0,True,True,immediate,active-native-indexed,False,586891,488600,867446,590011,78276,False
common,3,0,True,True,immediate,active-native-indexed,True,557216,540730,587305,597472,78803,False
common,3,0,True,True,immediate,active-native-scan,False,521950,446610,549167,530363,69190,False
common,3,0,True,True,immediate,active-native-scan,True,552547,499126,749389,537824,69717,False
common,3,0,True,True,immediate,active-scan,False,531463,510742,669523,537883,68364,False
common,3,0,True,True,immediate,active-scan,True,571587,532896,829049,545344,68891,False
common,3,0,True,True,immediate,birth,False,394477,371243,431167,460647,45721,False
common,3,0,True,True,immediate,birth,True,436048,402038,476680,468108,46248,False
common,3,0,True,True,immediate,birth-miss,False,449095,370488,624329,466823,45729,False
common,3,0,True,True,immediate,birth-miss,True,430688,396676,593586,474284,46256,False
common,3,0,True,True,immediate,birth-miss-template,False,456248,406783,467346,499683,49803,False
common,3,0,True,True,immediate,birth-miss-template,True,463217,452201,517800,507144,50330,False
common,3,0,True,True,immediate,conditional,False,692933,583416,755284,608282,30492,False
common,3,0,True,True,immediate,conditional,True,679358,629206,698502,615743,31019,False
common,3,0,True,True,immediate,indexed,False,718155,666297,1042124,720347,79948,False
common,3,0,True,True,immediate,indexed,True,743003,645486,1045982,727808,80475,False
common,3,0,True,True,immediate,native-indexed,False,620886,547340,899936,689211,77828,False
common,3,0,True,True,immediate,native-indexed,True,591178,550332,632193,696672,78355,False
common,3,0,True,True,immediate,native-scan,False,507889,451242,728590,565979,62502,False
common,3,0,True,True,immediate,native-scan,True,562050,451136,713920,573440,63029,False
common,3,0,True,True,immediate,scan,False,543372,510836,780363,561051,62654,False
common,3,0,True,True,immediate,scan,True,592582,502203,858009,568512,63181,False
common,3,0,True,True,immediate,sealed-indexed,False,712392,594281,972226,696531,80532,False
common,3,0,True,True,immediate,sealed-indexed,True,717455,657939,1021703,703992,81059,False
common,3,0,True,True,immediate,sealed-scan,False,519069,502189,821742,537235,63238,False
common,3,0,True,True,immediate,sealed-scan,True,567305,505820,775282,544696,63765,False
common,3,0,True,True,window,active-indexed,False,699107,552034,891838,612987,92028,False
common,3,0,True,True,window,active-indexed,True,592301,566167,634987,620448,92555,False
common,3,0,True,True,window,active-native-indexed,False,559198,526291,626815,590011,90932,False
common,3,0,True,True,window,active-native-indexed,True,558302,536715,589142,597472,91459,False
common,3,0,True,True,window,active-native-scan,False,510378,470032,704524,530363,81846,False
common,3,0,True,True,window,active-native-scan,True,535370,443394,911722,537824,82373,False
common,3,0,True,True,window,active-scan,False,555858,482788,785967,537883,81020,False
common,3,0,True,True,window,active-scan,True,570422,471361,650593,545344,81547,False
common,3,0,True,True,window,birth,False,397051,377155,470156,460647,65673,False
common,3,0,True,True,window,birth,True,427818,422377,690766,468108,66200,False
common,3,0,True,True,window,birth-miss,False,457599,413853,646577,466823,65681,False
common,3,0,True,True,window,birth-miss,True,408493,397386,630815,474284,66208,False
common,3,0,True,True,window,birth-miss-template,False,453101,437493,477768,499683,69755,False
common,3,0,True,True,window,birth-miss-template,True,470888,449370,523294,507144,70282,False
common,3,0,True,True,window,conditional,False,631835,610462,650059,608282,43148,False
common,3,0,True,True,window,conditional,True,690433,598163,753549,615743,43675,False
common,3,0,True,True,window,indexed,False,664009,638821,728793,720347,92604,False
common,3,0,True,True,window,indexed,True,714170,595795,747971,727808,93131,False
common,3,0,True,True,window,native-indexed,False,607663,518370,840050,689211,90484,False
common,3,0,True,True,window,native-indexed,True,574156,535910,657893,696672,91011,False
common,3,0,True,True,window,native-scan,False,470730,443807,519621,565979,75158,False
common,3,0,True,True,window,native-scan,True,504737,475774,675471,573440,75685,False
common,3,0,True,True,window,scan,False,519690,495633,648607,561051,75310,False
common,3,0,True,True,window,scan,True,587888,533367,3927108,568512,75837,False
common,3,0,True,True,window,sealed-indexed,False,638723,599227,1025703,696531,93188,False
common,3,0,True,True,window,sealed-indexed,True,664928,598562,739985,703992,93715,False
common,3,0,True,True,window,sealed-scan,False,485394,420576,4080547,537235,75894,False
common,3,0,True,True,window,sealed-scan,True,503407,477208,565431,544696,76421,False
common,3,16,False,False,all,active-indexed,False,1792767,1645045,2798294,1657367,152360,False
common,3,16,False,False,all,active-indexed,True,575658,539265,896821,619788,97215,False
common,3,16,False,False,all,active-native-indexed,False,1605508,1348243,2345772,1371159,134674,False
common,3,16,False,False,all,active-native-indexed,True,572224,524422,835720,600844,96119,False
common,3,16,False,False,all,active-native-scan,False,1239364,1190393,1926167,1192727,127378,False
common,3,16,False,False,all,active-native-scan,True,524491,460059,969988,541196,87033,False
common,3,16,False,False,all,active-scan,False,1508984,1434453,2233705,1373943,133608,False
common,3,16,False,False,all,active-scan,True,553453,463219,830742,544748,86207,False
common,3,16,False,False,all,birth,False,3503679,3012894,5194917,2790097,165237,False
common,3,16,False,False,all,birth,True,486269,452834,734280,480998,75650,False
common,3,16,False,False,all,birth-miss,False,2910446,2725447,5510633,2690481,165269,False
common,3,16,False,False,all,birth-miss,True,459570,392946,668621,487174,75658,False
common,3,16,False,False,all,birth-miss-template,False,2977622,2872782,5551653,2929837,196783,False
common,3,16,False,False,all,birth-miss-template,True,489315,468208,709726,520034,79732,False
common,3,16,False,False,all,conditional,False,2262329,2228124,4333976,2633222,81508,False
common,3,16,False,False,all,conditional,True,629391,615941,3949926,553519,48711,False
common,3,16,False,False,all,indexed,False,1880684,1756375,3053758,1964503,148408,False
common,3,16,False,False,all,indexed,True,685410,588362,1037448,677900,97599,False
common,3,16,False,False,all,native-indexed,False,1244410,1189234,1996748,1663031,131714,False
common,3,16,False,False,all,native-indexed,True,628721,525244,980661,645228,95479,False
common,3,16,False,False,all,native-scan,False,1141835,1016007,1672665,1388279,118530,False
common,3,16,False,False,all,native-scan,True,482710,430460,662471,522028,80089,False
common,3,16,False,False,all,scan,False,2341683,1379168,5980343,1409463,118682,False
common,3,16,False,False,all,scan,True,484137,464473,746777,519148,80241,False
common,3,16,False,False,all,sealed-indexed,False,2245079,1751101,2953951,1879013,146080,False
common,3,16,False,False,all,sealed-indexed,True,622001,563278,938117,657946,98151,False
common,3,16,False,False,all,sealed-scan,False,1368237,1120286,2185871,1323973,119234,False
common,3,16,False,False,all,sealed-scan,True,548266,502280,925411,499194,80793,False
common,3,16,False,False,immediate,active-indexed,False,1790874,1628246,1984801,1657367,134624,False
common,3,16,False,False,immediate,active-indexed,True,628757,560091,750673,619788,79479,False
common,3,16,False,False,immediate,active-native-indexed,False,1395206,1366225,1553988,1371159,116938,False
common,3,16,False,False,immediate,active-native-indexed,True,576845,537106,848048,600844,78383,False
common,3,16,False,False,immediate,active-native-scan,False,1343762,1175137,1486684,1192727,109642,False
common,3,16,False,False,immediate,active-native-scan,True,554184,499333,612556,541196,69297,False
common,3,16,False,False,immediate,active-scan,False,1628838,1446406,2267546,1373943,115872,False
common,3,16,False,False,immediate,active-scan,True,629023,537122,785228,544748,68471,False
common,3,16,False,False,immediate,birth,False,3678962,3041767,4188462,2790097,135405,False
common,3,16,False,False,immediate,birth,True,478486,449969,492440,480998,45818,False
common,3,16,False,False,immediate,birth-miss,False,3233127,2982708,3492550,2690481,135437,False
common,3,16,False,False,immediate,birth-miss,True,485989,442309,532445,487174,45826,False
common,3,16,False,False,immediate,birth-miss-template,False,3194311,3147336,4973971,2929837,166951,False
common,3,16,False,False,immediate,birth-miss-template,True,500271,478289,666485,520034,49900,False
common,3,16,False,False,immediate,conditional,False,2280670,2207202,2469502,2633222,62620,False
common,3,16,False,False,immediate,conditional,True,729193,696211,806708,553519,29823,False
common,3,16,False,False,immediate,indexed,False,1926677,1862448,2104270,1964503,130672,False
common,3,16,False,False,immediate,indexed,True,710340,647176,785188,677900,79863,False
common,3,16,False,False,immediate,native-indexed,False,1434787,1332699,1460704,1663031,113978,False
common,3,16,False,False,immediate,native-indexed,True,582989,549806,642784,645228,77743,False
common,3,16,False,False,immediate,native-scan,False,1180194,1091279,1258801,1388279,100794,False
common,3,16,False,False,immediate,native-scan,True,500695,449884,565334,522028,62353,False
common,3,16,False,False,immediate,scan,False,1536816,1489296,1636333,1409463,100946,False
common,3,16,False,False,immediate,scan,True,539850,481582,571394,519148,62505,False
common,3,16,False,False,immediate,sealed-indexed,False,1884192,1786296,2007149,1879013,128344,False
common,3,16,False,False,immediate,sealed-indexed,True,651145,627407,692717,657946,80415,False
common,3,16,False,False,immediate,sealed-scan,False,1428609,1309431,1599428,1323973,101498,False
common,3,16,False,False,immediate,sealed-scan,True,519759,508480,627897,499194,63057,False
common,3,16,False,False,window,active-indexed,False,1625510,1543952,1834663,1657367,146448,False
common,3,16,False,False,window,active-indexed,True,586354,522533,894874,619788,91303,False
common,3,16,False,False,window,active-native-indexed,False,1483284,1289016,1716506,1371159,128762,False
common,3,16,False,False,window,active-native-indexed,True,658004,561995,1045481,600844,90207,False
common,3,16,False,False,window,active-native-scan,False,1233926,1097697,1713566,1192727,121466,False
common,3,16,False,False,window,active-native-scan,True,607895,452502,698598,541196,81121,False
common,3,16,False,False,window,active-scan,False,1449997,1316943,3153547,1373943,127696,False
common,3,16,False,False,window,active-scan,True,543065,457990,4062769,544748,80295,False
common,3,16,False,False,window,birth,False,3343504,3189777,3758242,2790097,155293,False
common,3,16,False,False,window,birth,True,488961,453204,668492,480998,65706,False
common,3,16,False,False,window,birth-miss,False,3123997,2898658,3685132,2690481,155325,False
common,3,16,False,False,window,birth-miss,True,429506,406704,488149,487174,65714,False
common,3,16,False,False,window,birth-miss-template,False,3392029,2808013,4294059,2929837,186839,False
common,3,16,False,False,window,birth-miss-template,True,483594,479228,758759,520034,69788,False
common,3,16,False,False,window,conditional,False,2376472,2136465,2574094,2633222,75212,False
common,3,16,False,False,window,conditional,True,636721,598982,715104,553519,42415,False
common,3,16,False,False,window,indexed,False,1777160,1724255,2211346,1964503,142496,False
common,3,16,False,False,window,indexed,True,815638,551885,1647173,677900,91687,False
common,3,16,False,False,window,native-indexed,False,2326253,1076107,3361567,1663031,125802,False
common,3,16,False,False,window,native-indexed,True,552167,529286,628211,645228,89567,False
common,3,16,False,False,window,native-scan,False,1057628,1046535,1304601,1388279,112618,False
common,3,16,False,False,window,native-scan,True,562506,435163,1068665,522028,74177,False
common,3,16,False,False,window,scan,False,1381924,1250595,2014091,1409463,112770,False
common,3,16,False,False,window,scan,True,505698,456780,535216,519148,74329,False
common,3,16,False,False,window,sealed-indexed,False,1943331,1636915,3400152,1879013,140168,False
common,3,16,False,False,window,sealed-indexed,True,614819,584910,1359115,657946,92239,False
common,3,16,False,False,window,sealed-scan,False,1362012,1340662,1602214,1323973,113322,False
common,3,16,False,False,window,sealed-scan,True,508402,479775,912530,499194,74881,False
common,3,16,False,True,all,active-indexed,False,1719576,1639884,2055270,1757559,142744,False
common,3,16,False,True,all,active-indexed,True,550606,532632,619575,604620,97215,False
common,3,16,False,True,all,active-native-indexed,False,1503621,1393954,2071174,1481047,132994,False
common,3,16,False,True,all,active-native-indexed,True,547663,453263,599552,589740,96119,False
