family	size	depth	variant	lifecycle_ns	lifecycle_ns_min	lifecycle_ns_max	prepare_ns	prepare_ns_min	prepare_ns_max	prepared_drop_ns	prepared_drop_ns_min	prepared_drop_ns_max	harness_ns	harness_ns_min	harness_ns_max	first_query_ns	first_query_ns_min	first_query_ns_max	reused_query_ns	reused_query_ns_min	reused_query_ns_max	setup_ns	setup_ns_min	setup_ns_max	execution_ns	execution_ns_min	execution_ns_max	observe_ns	observe_ns_min	observe_ns_max	engine_drop_ns	engine_drop_ns_min	engine_drop_ns_max	answer_drop_ns	answer_drop_ns_min	answer_drop_ns_max	work	setup_allocation_calls	setup_requested_bytes	execution_allocation_calls	execution_requested_bytes	observe_allocation_calls	observe_requested_bytes	engine_drop_allocation_calls	engine_drop_requested_bytes	answer_drop_allocation_calls	answer_drop_requested_bytes	query_peak_live_bytes	post_answer_live_bytes	prepared_released_bytes
fanout	8	1	generated-global-scan	175452	136423	181165	26589	15689	27191	978	716	1081	92639	76127	112419	45858	36552	52946	32836.333333333336	27822.0	35913.333333333336	7459.75	6309.25	7658.0	22902.5	18340.0	23929.25	3441.75	2813.5	3879.5	2133.0	1686.5	2253.25	814.5	707.75	844.0	"{""activation_pushes"": 0, ""applications"": 17, ""binding_slot_copies"": 156, ""candidate_visits"": 61, ""dependency_visits"": 0, ""dereferences"": 18, ""generic_template_visits"": 0, ""history_checks"": 53, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 16, ""pairs"": 9, ""pool_entries"": 145, ""structural_tests"": 122, ""term_requests"": 18}"	100	8344	489	22388	98	3664	0	0	0	0	18295	4869	2529
fanout	8	1	generated-indexed	276761	262350	336762	18048	14233	21428	707	673	808	79190	76939	98712	80656	73484	90320	57956.333333333336	57359.333333333336	74983.0	6568.0	6403.25	8083.75	51456.75	49593.0	63610.75	2792.75	2627.5	3637.75	2090.5	2021.75	2631.75	676.75	666.25	788.5	"{""activation_pushes"": 41, ""applications"": 17, ""binding_slot_copies"": 148, ""candidate_visits"": 57, ""dependency_visits"": 75, ""dereferences"": 51, ""generic_template_visits"": 0, ""history_checks"": 25, ""index_bucket_entries"": 16, ""index_inserts"": 49, ""index_lookups"": 32, ""index_removes"": 33, ""index_repairs"": 50, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 74, ""key_template_visits"": 32, ""key_visits"": 83, ""map_allocations"": 1, ""map_visits"": 32, ""pairs"": 17, ""pool_entries"": 0, ""structural_tests"": 106, ""term_requests"": 92}"	100	8344	938	48352	98	3664	0	0	0	0	24337	4865	2529
fanout	8	1	generated-scan	218423	210516	333466	21171	15772	29034	765	692	51687	80566	77343	95221	60812	57883	94552	45389.666666666664	44680.0	52731.0	6293.75	6235.25	7785.5	36796.5	36410.5	48101.25	3442.75	3170.5	3829.75	1986.25	1899.25	2610.25	685.25	679.5	797.75	"{""activation_pushes"": 41, ""applications"": 17, ""binding_slot_copies"": 260, ""candidate_visits"": 113, ""dependency_visits"": 75, ""dereferences"": 34, ""generic_template_visits"": 0, ""history_checks"": 25, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 24, ""pairs"": 73, ""pool_entries"": 100, ""structural_tests"": 162, ""term_requests"": 18}"	100	8344	821	38228	98	3664	0	0	0	0	19384	4862	2529
fanout	8	1	generic-indexed	279148	262652	326915	11747	10926	16723	685	666	834	85043	76182	95173	76883	75183	90615	59654.0	57714.333333333336	74573.0	6462.25	6126.0	7618.25	52831.5	50652.0	63832.5	3194.25	2931.25	3693.5	2198.25	1995.75	2528.0	707.75	669.25	838.25	"{""activation_pushes"": 41, ""applications"": 17, ""binding_slot_copies"": 148, ""candidate_visits"": 57, ""dependency_visits"": 75, ""dereferences"": 51, ""generic_template_visits"": 157, ""history_checks"": 25, ""index_bucket_entries"": 16, ""index_inserts"": 49, ""index_lookups"": 32, ""index_removes"": 33, ""index_repairs"": 50, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 74, ""key_template_visits"": 32, ""key_visits"": 83, ""map_allocations"": 1, ""map_visits"": 32, ""pairs"": 17, ""pool_entries"": 0, ""structural_tests"": 106, ""term_requests"": 92}"	100	8344	938	48352	98	3664	0	0	0	0	24335	4863	2529
fanout	8	1	integrated	217743	206724	239414	9967	8303	11656	1393	721	2255	76951	69415	82583	63761	56559	74954	47047.0	44250.666666666664	50516.666666666664	14852.0	14471.75	17397.0	27925.5	26207.25	29863.25	4166.25	4094.5	4860.25	2928.5	2717.5	3086.0	1458.25	1273.0	1694.75	"{""activations"": 33, ""applications"": 17, ""candidate_visits"": 25, ""descriptor_repairs"": 0, ""equality_steps"": 1, ""index_migrations"": 0, ""indexed_lookups"": 16, ""speculative_applications"": 0, ""steps"": 35}"	246	22434	588	30432	100	4240	0	0	0	0	34727	4704	2375
fanout	8	8	generated-global-scan	206933	202045	229162	21442	17089	23219	829	689	1110	147389	145366	158169	52540	51271	67423	44153.666666666664	43999.333333333336	45943.666666666664	11446.5	10983.5	12188.75	19953.25	19498.75	21803.0	11092.0	10801.25	11319.25	1783.5	1635.0	3732.0	2513.5	2451.5	2614.0	"{""activation_pushes"": 0, ""applications"": 17, ""binding_slot_copies"": 156, ""candidate_visits"": 61, ""dependency_visits"": 0, ""dereferences"": 18, ""generic_template_visits"": 0, ""history_checks"": 53, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 16, ""pairs"": 9, ""pool_entries"": 145, ""structural_tests"": 122, ""term_requests"": 25}"	130	11958	491	22636	434	11896	0	0	0	0	29474	4869	2529
fanout	8	8	generated-indexed	395610	375649	410675	18936	14610	21973	754	670	941	150698	147919	155532	105151	98504	108862	88812.66666666667	86669.0	97588.0	11707.0	11451.25	16270.0	65495.0	62856.25	69209.5	11020.25	10671.0	11155.5	2236.25	2171.0	2412.75	2459.75	2382.25	2678.5	"{""activation_pushes"": 41, ""applications"": 17, ""binding_slot_copies"": 148, ""candidate_visits"": 57, ""dependency_visits"": 194, ""dereferences"": 51, ""generic_template_visits"": 0, ""history_checks"": 25, ""index_bucket_entries"": 16, ""index_inserts"": 49, ""index_lookups"": 32, ""index_removes"": 33, ""index_repairs"": 50, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 193, ""key_template_visits"": 32, ""key_visits"": 202, ""map_allocations"": 1, ""map_visits"": 32, ""pairs"": 17, ""pool_entries"": 0, ""structural_tests"": 106, ""term_requests"": 218}"	130	11958	1416	52646	434	11896	0	0	0	0	33670	4865	2529
fanout	8	8	generated-scan	318019	276100	338319	18269	15529	31038	786	630	864	167583	146979	175693	86689	71606	94993	68659.0	62778.333333333336	75269.66666666667	12480.5	11335.75	13786.75	43617.25	38943.25	46542.0	11580.0	10434.5	14573.75	2058.25	1752.5	2264.0	2715.25	2463.0	3100.25	"{""activation_pushes"": 41, ""applications"": 17, ""binding_slot_copies"": 260, ""candidate_visits"": 113, ""dependency_visits"": 194, ""dereferences"": 34, ""generic_template_visits"": 0, ""history_checks"": 25, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 24, ""pairs"": 73, ""pool_entries"": 100, ""structural_tests"": 162, ""term_requests"": 25}"	130	11958	823	38476	434	11896	0	0	0	0	30563	4862	2529
fanout	8	8	generic-indexed	425384	367228	454197	14179	9456	21752	857	652	905	167716	147884	183262	107916	99254	128836	94127.33333333333	85887.0	102684.66666666667	12531.25	11195.75	13399.75	69843.5	62369.75	77257.0	11812.5	10678.5	15013.0	2590.0	2228.0	2662.75	2759.5	2395.75	2859.0	"{""activation_pushes"": 41, ""applications"": 17, ""binding_slot_copies"": 148, ""candidate_visits"": 57, ""dependency_visits"": 194, ""dereferences"": 51, ""generic_template_visits"": 157, ""history_checks"": 25, ""index_bucket_entries"": 16, ""index_inserts"": 49, ""index_lookups"": 32, ""index_removes"": 33, ""index_repairs"": 50, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 193, ""key_template_visits"": 32, ""key_visits"": 202, ""map_allocations"": 1, ""map_visits"": 32, ""pairs"": 17, ""pool_entries"": 0, ""structural_tests"": 106, ""term_requests"": 218}"	130	11958	1416	52646	434	11896	0	0	0	0	33668	4863	2529
fanout	8	8	integrated	280913	270591	318831	8175	7262	9356	1216	804	1358	142799	141572	177497	86040	77129	90471	61477.0	59502.333333333336	75228.66666666667	21619.75	20278.25	22833.75	28421.75	26554.5	34225.25	11959.75	11336.5	13248.5	3447.0	3191.0	3767.5	2575.25	2430.25	3114.0	"{""activations"": 33, ""applications"": 17, ""candidate_visits"": 25, ""descriptor_repairs"": 0, ""equality_steps"": 1, ""index_migrations"": 0, ""indexed_lookups"": 16, ""speculative_applications"": 0, ""steps"": 35}"	313	31735	588	30432	436	12472	0	0	0	0	50289	4704	2375
fanout	64	1	generated-global-scan	1475570	1452606	1505733	27641	26975	31207	1124	1024	1264	512264	500824	551708	403930	355101	426302	350367.0	337891.3333333333	362858.0	35548.75	34936.75	36239.75	295999.0	290146.75	300672.25	17559.25	16829.75	20019.0	7215.75	6973.0	7615.5	4686.75	4577.0	6864.25	"{""activation_pushes"": 0, ""applications"": 129, ""binding_slot_copies"": 4804, ""candidate_visits"": 2273, ""dependency_visits"": 0, ""dereferences"": 130, ""generic_template_visits"": 0, ""history_checks"": 2209, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 128, ""pairs"": 65, ""pool_entries"": 8321, ""structural_tests"": 4546, ""term_requests"": 130}"	568	62918	9054	344556	770	29366	0	0	0	0	92721	4870	2529
fanout	64	1	generated-indexed	2101029	1850729	2124768	18925	15058	31481	935	905	1211	586637	531841	686334	478344	460664	550468	513348.0	452649.3333333333	539212.3333333334	39068.5	34699.25	41844.5	438762.25	384915.25	445106.5	24697.0	22110.25	26001.25	8484.5	8314.25	10158.0	5270.25	5037.75	8121.5	"{""activation_pushes"": 321, ""applications"": 129, ""binding_slot_copies"": 1156, ""candidate_visits"": 449, ""dependency_visits"": 579, ""dereferences"": 387, ""generic_template_visits"": 0, ""history_checks"": 193, ""index_bucket_entries"": 128, ""index_inserts"": 385, ""index_lookups"": 256, ""index_removes"": 257, ""index_repairs"": 386, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 578, ""key_template_visits"": 256, ""key_visits"": 643, ""map_allocations"": 1, ""map_visits"": 256, ""pairs"": 129, ""pool_entries"": 0, ""structural_tests"": 834, ""term_requests"": 708}"	568	62918	7229	354136	770	29366	0	0	0	0	125348	4866	2529
fanout	64	1	generated-scan	2260703	2223790	2437725	17642	13840	24846	786	742	1318	512803	489785	599920	560980	558022	627588	561196.6666666666	549128.0	594657.6666666666	36214.25	33535.25	40745.75	492055.0	485995.0	533649.0	18756.0	18020.25	24163.0	7067.25	6092.75	7620.5	4590.0	4284.25	4595.75	"{""activation_pushes"": 321, ""applications"": 129, ""binding_slot_copies"": 9220, ""candidate_visits"": 4481, ""dependency_visits"": 579, ""dereferences"": 258, ""generic_template_visits"": 0, ""history_checks"": 193, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 192, ""pairs"": 4161, ""pool_entries"": 6176, ""structural_tests"": 4866, ""term_requests"": 130}"	568	62918	17120	670780	770	29366	0	0	0	0	99010	4863	2529
fanout	64	1	generic-indexed	1855823	1803385	3978924	12500	10745	14539	699	682	1010	542843	523219	1184327	520278	469063	1201188	441679.3333333333	440374.3333333333	920826.0	37050.0	35708.75	65151.25	391235.25	377453.5	893304.0	20711.0	20283.25	21575.0	7408.75	7323.75	7853.75	4523.75	4276.5	4717.0	"{""activation_pushes"": 321, ""applications"": 129, ""binding_slot_copies"": 1156, ""candidate_visits"": 449, ""dependency_visits"": 579, ""dereferences"": 387, ""generic_template_visits"": 1221, ""history_checks"": 193, ""index_bucket_entries"": 128, ""index_inserts"": 385, ""index_lookups"": 256, ""index_removes"": 257, ""index_repairs"": 386, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 578, ""key_template_visits"": 256, ""key_visits"": 643, ""map_allocations"": 1, ""map_visits"": 256, ""pairs"": 129, ""pool_entries"": 0, ""structural_tests"": 834, ""term_requests"": 708}"	568	62918	7229	354136	770	29366	0	0	0	0	125346	4864	2529
fanout	64	1	integrated	1286788	1265493	1331926	8538	6012	9787	1136	818	1369	512540	508867	580899	363776	341493	420702	304067.3333333333	296484.6666666667	323866.6666666667	99732.5	95899.25	104403.25	176527.75	176404.75	186084.0	20606.0	19887.25	21892.25	12710.0	12518.0	13917.5	8164.0	8068.75	8626.75	"{""activations"": 257, ""applications"": 129, ""candidate_visits"": 193, ""descriptor_repairs"": 0, ""equality_steps"": 1, ""index_migrations"": 0, ""indexed_lookups"": 128, ""speculative_applications"": 0, ""steps"": 259}"	1686	174472	4560	238960	775	35318	0	0	0	0	217302	4705	2375
fanout	64	8	generated-global-scan	1791825	1764015	1947529	16863	15098	26928	765	733	950	1165459	1146948	1240848	499036	426638	511020	449197.0	413591.3333333333	477081.3333333333	47518.0	46587.0	53188.5	298198.0	293750.25	328565.25	71351.0	69923.5	71765.75	7960.75	6342.25	10327.25	19114.75	18658.75	21402.5	"{""activation_pushes"": 0, ""applications"": 129, ""binding_slot_copies"": 4804, ""candidate_visits"": 2273, ""dependency_visits"": 0, ""dereferences"": 130, ""generic_template_visits"": 0, ""history_checks"": 2209, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 128, ""pairs"": 65, ""pool_entries"": 8321, ""structural_tests"": 4546, ""term_requests"": 137}"	596	63156	9056	344804	3458	95222	0	0	0	0	159844	4870	2529
fanout	64	8	generated-indexed	2560187	2511306	5638451	20145	17020	29587	752	729	1303	1071068	1034327	2477104	650369	626382	1987703	630658.6666666666	622384.0	1206619.3333333333	57983.25	53284.0	156976.75	479869.5	468267.25	1048815.0	74916.5	71110.5	117512.0	8493.75	7822.75	9483.5	19031.75	18375.0	69031.0	"{""activation_pushes"": 321, ""applications"": 129, ""binding_slot_copies"": 1156, ""candidate_visits"": 449, ""dependency_visits"": 1482, ""dereferences"": 387, ""generic_template_visits"": 0, ""history_checks"": 193, ""index_bucket_entries"": 128, ""index_inserts"": 385, ""index_lookups"": 256, ""index_removes"": 257, ""index_repairs"": 386, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 1481, ""key_template_visits"": 256, ""key_visits"": 1546, ""map_allocations"": 1, ""map_visits"": 256, ""pairs"": 129, ""pool_entries"": 0, ""structural_tests"": 834, ""term_requests"": 1618}"	596	63156	10843	385086	3458	95222	0	0	0	0	191664	4866	2529
fanout	64	8	generated-scan	2691120	2575324	2715499	17098	15291	18754	977	730	1247	1163651	1113697	1234665	669153	640510	682594	663360.0	626558.6666666666	676094.3333333334	45385.5	43935.0	46927.0	516507.0	492328.75	528873.75	69182.75	65287.5	82534.0	6635.75	6337.5	7415.5	19529.0	18693.0	29122.25	"{""activation_pushes"": 321, ""applications"": 129, ""binding_slot_copies"": 9220, ""candidate_visits"": 4481, ""dependency_visits"": 1482, ""dereferences"": 258, ""generic_template_visits"": 0, ""history_checks"": 193, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 192, ""pairs"": 4161, ""pool_entries"": 6176, ""structural_tests"": 4866, ""term_requests"": 137}"	596	63156	17122	671028	3458	95222	0	0	0	0	166133	4863	2529
fanout	64	8	generic-indexed	2504215	2443822	2736861	13776	10855	20504	986	704	1104	1157516	1065061	1259851	632173	621423	647446	619093.3333333334	603384.6666666666	691699.6666666666	53747.25	48570.25	60201.0	466499.75	463199.75	508416.25	74905.25	67978.25	84296.75	8378.5	7735.25	10763.5	19696.0	18750.5	20791.75	"{""activation_pushes"": 321, ""applications"": 129, ""binding_slot_copies"": 1156, ""candidate_visits"": 449, ""dependency_visits"": 1482, ""dereferences"": 387, ""generic_template_visits"": 1221, ""history_checks"": 193, ""index_bucket_entries"": 128, ""index_inserts"": 385, ""index_lookups"": 256, ""index_removes"": 257, ""index_repairs"": 386, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 1481, ""key_template_visits"": 256, ""key_visits"": 1546, ""map_allocations"": 1, ""map_visits"": 256, ""pairs"": 129, ""pool_entries"": 0, ""structural_tests"": 834, ""term_requests"": 1618}"	596	63156	10843	385086	3458	95222	0	0	0	0	191662	4864	2529
fanout	64	8	integrated	1566225	1518880	1619948	8688	7686	12478	1377	1150	1570	1221679	1191007	1283082	405246	401213	428468	381838.3333333333	362114.0	401507.0	102425.5	100962.0	111475.0	175140.0	169773.5	180287.5	69712.5	66138.0	71316.75	13305.5	13105.25	14219.25	24596.5	23365.5	27488.25	"{""activations"": 257, ""applications"": 129, ""candidate_visits"": 193, ""descriptor_repairs"": 0, ""equality_steps"": 1, ""index_migrations"": 0, ""indexed_lookups"": 128, ""speculative_applications"": 0, ""steps"": 259}"	1750	176981	4560	238960	3463	101174	0	0	0	0	286640	4705	2375
independent	8	1	generated-global-scan	191707	168801	215548	23229	15657	33603	822	764	1202	92546	86185	118059	53774	45164	72505	36522.333333333336	35540.333333333336	40365.0	8603.25	7877.0	9545.75	27568.75	24055.75	29771.0	3925.5	3610.0	4181.5	1809.25	1664.25	2109.25	712.25	671.75	754.5	"{""activation_pushes"": 0, ""applications"": 24, ""binding_slot_copies"": 184, ""candidate_visits"": 68, ""dependency_visits"": 0, ""dereferences"": 32, ""generic_template_visits"": 0, ""history_checks"": 60, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 25, ""map_visits"": 80, ""pairs"": 16, ""pool_entries"": 180, ""structural_tests"": 136, ""term_requests"": 32}"	135	8722	627	29056	98	3664	0	0	0	0	19249	4879	2529
independent	8	1	generated-indexed	360499	354322	407711	23863	18775	46948	1156	729	1285	92624	87293	107110	99875	99032	115726	78117.66666666667	76180.0	90258.0	8594.25	8229.75	9376.5	68920.5	68141.0	80029.25	3315.0	3240.0	3497.0	2444.25	2358.0	2863.0	684.25	668.75	795.5	"{""activation_pushes"": 48, ""applications"": 24, ""binding_slot_copies"": 176, ""candidate_visits"": 64, ""dependency_visits"": 96, ""dereferences"": 72, ""generic_template_visits"": 0, ""history_checks"": 32, ""index_bucket_entries"": 16, ""index_inserts"": 56, ""index_lookups"": 32, ""index_removes"": 40, ""index_repairs"": 64, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 88, ""key_template_visits"": 32, ""key_visits"": 104, ""map_allocations"": 25, ""map_visits"": 110, ""pairs"": 24, ""pool_entries"": 0, ""structural_tests"": 120, ""term_requests"": 120}"	135	8722	1199	61064	98	3664	0	0	0	0	28587	4875	2529
independent	8	1	generated-scan	285992	267105	313455	19108	14977	21335	787	642	852	87547	83025	89902	78439	72802	88497	60634.0	58917.0	68987.0	8512.5	8002.75	9138.5	51724.0	48870.0	58519.75	3106.75	2858.5	3341.75	2028.5	1888.5	2169.75	661.75	630.75	702.0	"{""activation_pushes"": 48, ""applications"": 24, ""binding_slot_copies"": 288, ""candidate_visits"": 120, ""dependency_visits"": 96, ""dereferences"": 48, ""generic_template_visits"": 0, ""history_checks"": 32, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 25, ""map_visits"": 95, ""pairs"": 80, ""pool_entries"": 100, ""structural_tests"": 176, ""term_requests"": 32}"	135	8722	1025	49200	98	3664	0	0	0	0	20338	4872	2529
independent	8	1	generic-indexed	346872	336289	354493	12417	9268	16813	673	626	792	88054	84916	92309	92378	91041	97368	79097.0	77681.0	81879.66666666667	8320.25	7807.75	8726.75	68593.25	67233.0	70817.5	2921.75	2883.25	3233.75	2320.0	2101.75	2377.75	687.25	670.75	707.0	"{""activation_pushes"": 48, ""applications"": 24, ""binding_slot_copies"": 176, ""candidate_visits"": 64, ""dependency_visits"": 96, ""dereferences"": 72, ""generic_template_visits"": 192, ""history_checks"": 32, ""index_bucket_entries"": 16, ""index_inserts"": 56, ""index_lookups"": 32, ""index_removes"": 40, ""index_repairs"": 64, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 88, ""key_template_visits"": 32, ""key_visits"": 104, ""map_allocations"": 25, ""map_visits"": 110, ""pairs"": 24, ""pool_entries"": 0, ""structural_tests"": 120, ""term_requests"": 120}"	135	8722	1199	61064	98	3664	0	0	0	0	28585	4873	2529
independent	8	1	integrated	322958	280444	331265	8895	7633	11358	1249	1023	1327	84102	74331	86972	91602	82562	96237	72470.0	62571.0	74816.33333333333	24557.0	21828.0	25025.75	44513.25	38140.0	46253.5	4250.0	3762.5	4545.5	3638.75	3218.25	3960.5	706.5	671.25	776.75	"{""activations"": 40, ""applications"": 24, ""candidate_visits"": 32, ""descriptor_repairs"": 0, ""equality_steps"": 8, ""index_migrations"": 14, ""indexed_lookups"": 16, ""speculative_applications"": 0, ""steps"": 49}"	356	31100	882	38688	100	4240	0	0	0	0	40437	4714	2375
independent	8	8	generated-global-scan	257966	247757	294845	22339	18405	22918	862	654	1272	181075	177488	206094	65282	63171	75458	55536.0	54804.0	65065.666666666664	16039.5	15748.5	18791.75	27949.25	26731.5	31585.5	10423.5	10052.75	12095.75	1919.5	1733.25	2184.5	2546.75	2423.25	2987.25	"{""activation_pushes"": 0, ""applications"": 24, ""binding_slot_copies"": 184, ""candidate_visits"": 68, ""dependency_visits"": 0, ""dereferences"": 32, ""generic_template_visits"": 0, ""history_checks"": 60, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 25, ""map_visits"": 80, ""pairs"": 16, ""pool_entries"": 180, ""structural_tests"": 136, ""term_requests"": 88}"	263	13169	643	31040	434	11896	0	0	0	0	30428	4879	2529
independent	8	8	generated-indexed	494798	475726	548599	18617	16350	21416	705	649	1173	179133	176127	200625	133267	122450	143958	113219.0	111850.0	129195.33333333333	16185.25	15868.5	18712.25	87351.0	83517.5	97298.5	10387.0	10255.75	11834.25	2494.0	2328.5	2634.0	2454.0	2331.25	2953.0	"{""activation_pushes"": 48, ""applications"": 24, ""binding_slot_copies"": 176, ""candidate_visits"": 64, ""dependency_visits"": 264, ""dereferences"": 72, ""generic_template_visits"": 0, ""history_checks"": 32, ""index_bucket_entries"": 16, ""index_inserts"": 56, ""index_lookups"": 32, ""index_removes"": 40, ""index_repairs"": 64, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 256, ""key_template_visits"": 32, ""key_visits"": 272, ""map_allocations"": 25, ""map_visits"": 110, ""pairs"": 24, ""pool_entries"": 0, ""structural_tests"": 120, ""term_requests"": 344}"	263	13169	1887	68760	434	11896	0	0	0	0	34624	4875	2529
independent	8	8	generated-scan	369801	348481	373866	25299	15447	29634	977	692	1328	182501	174257	186878	97632	90299	103661	80929.0	80402.33333333333	83275.0	15967.0	15941.5	16569.25	54352.0	52782.5	55913.75	10059.5	9958.75	10461.25	2200.0	1891.25	2499.75	2452.0	2382.75	2565.5	"{""activation_pushes"": 48, ""applications"": 24, ""binding_slot_copies"": 288, ""candidate_visits"": 120, ""dependency_visits"": 264, ""dereferences"": 48, ""generic_template_visits"": 0, ""history_checks"": 32, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 25, ""map_visits"": 95, ""pairs"": 80, ""pool_entries"": 100, ""structural_tests"": 176, ""term_requests"": 88}"	263	13169	1041	51184	434	11896	0	0	0	0	31517	4872	2529
independent	8	8	generic-indexed	553589	474582	583343	13435	9282	19244	978	677	1137	202756	179253	218780	146643	125414	156960	130922.66666666667	113069.66666666667	135358.0	18081.75	16226.5	19092.0	99352.5	84923.5	102737.25	11879.75	10103.5	12654.5	2661.0	2412.25	3304.5	2649.75	2433.25	2899.5	"{""activation_pushes"": 48, ""applications"": 24, ""binding_slot_copies"": 176, ""candidate_visits"": 64, ""dependency_visits"": 264, ""dereferences"": 72, ""generic_template_visits"": 192, ""history_checks"": 32, ""index_bucket_entries"": 16, ""index_inserts"": 56, ""index_lookups"": 32, ""index_removes"": 40, ""index_repairs"": 64, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 256, ""key_template_visits"": 32, ""key_visits"": 272, ""map_allocations"": 25, ""map_visits"": 110, ""pairs"": 24, ""pool_entries"": 0, ""structural_tests"": 120, ""term_requests"": 344}"	263	13169	1887	68760	434	11896	0	0	0	0	34622	4873	2529
independent	8	8	integrated	379765	363945	445008	9326	7900	12243	1216	1004	1713	190859	177160	219302	106277	103187	129375	89196.66666666667	83406.33333333333	100559.0	30346.0	29589.75	36302.0	42575.25	41302.0	50532.75	13500.0	11362.75	13888.75	3733.5	3686.0	4982.75	2644.0	2404.5	3195.5	"{""activations"": 40, ""applications"": 24, ""candidate_visits"": 32, ""descriptor_repairs"": 0, ""equality_steps"": 8, ""index_migrations"": 14, ""indexed_lookups"": 16, ""speculative_applications"": 0, ""steps"": 49}"	569	38674	882	38688	436	12472	0	0	0	0	54719	4714	2375
