kind,rep,family,n,rounds,mode,total_ns,preparation_ns,setup_ns,execution_ns,observation_ns,disposal_ns,first_cold_ns,cancellation_ns,requested_bytes,peak_increment_bytes
time,4,low-stable,16,2,eager,1558553,56558,1011205,7219,195227,288344,666628,585120,,
time,4,low-stable,16,64,compiled,14855636,30523,673484,13837995,154740,158894,7362412,416891,,
time,4,low-reopen,4,64,subscribed,979102,52314,290814,502282,68568,65124,475235,207291,,
time,4,low-churn,16,16,compiled,8336359,89762,641843,7336386,135861,132507,4147399,365842,,
time,4,low-reopen,4,16,subscribed,354360,26850,122133,136042,30374,38961,166228,93180,,
time,4,consuming,4,8,old-indexed,288359,29901,72252,122255,30817,33134,135155,42006,,
time,4,low-reopen,16,16,compiled,8305200,92124,593724,7361622,137381,120349,4188349,358463,,
time,4,low-reopen,4,64,eager,612386,48023,301160,128701,66249,68253,271631,184838,,
time,4,consuming,4,8,subscribed,661037,33367,75174,482552,35268,34676,325755,76474,,
time,4,low-churn,4,16,indexed,371252,28421,126909,157319,30172,28431,181190,108986,,
time,4,low-reopen,16,16,subscribed,2743017,14159,989662,1211509,211161,316526,1215614,833746,,
time,4,low-stable,4,2,eager,149553,22092,84395,6067,19205,17794,74438,57158,,
time,4,low-churn,4,2,eager,151184,18557,80413,18456,17227,16531,75087,55695,,
time,4,low-stable,4,16,indexed,224099,23562,84212,64793,29395,22137,108938,77094,,
time,4,low-reopen,4,2,subscribed,143476,20269,70391,19519,17755,15542,73567,51473,,
time,4,low-stable,4,2,compiled,229338,26052,59404,118546,11675,13661,120111,44557,,
time,4,low-stable,16,16,indexed,2634662,22304,957681,1123001,217999,313677,1190164,914232,,
time,4,low-churn,8,2,subscribed,435047,37065,232332,48771,53434,63445,206190,177488,,
time,4,low-stable,16,16,subscribed,1579198,16101,945635,104344,212328,300790,645412,573474,,
time,4,low-stable,16,2,compiled,2282382,77804,552049,1406102,128085,118342,1089684,333041,,
time,4,low-churn,4,2,indexed,151674,19477,75382,22521,17838,16456,76641,54829,,
time,4,low-churn,8,2,indexed,479910,35362,219639,56183,52137,116589,200638,151497,,
time,4,dense,4,8,subscribed,1256091,14569,34323,369658,386723,450818,415508,64382,,
time,4,low-reopen,4,2,eager,136336,18533,79274,5498,17383,15648,66543,47281,,
time,4,low-churn,8,16,indexed,900553,45270,273767,405622,69465,106429,415058,233778,,
time,4,low-stable,8,64,eager,704352,60207,308779,74156,108072,153138,307237,205543,,
time,4,low-reopen,4,64,compiled,3738935,54357,321862,3227904,70611,64201,1848052,214131,,
time,4,low-stable,8,2,eager,424644,33971,247616,5525,53051,84481,184576,136802,,
time,4,low-reopen,8,2,indexed,430897,37667,229570,42420,54147,67093,202520,170510,,
time,4,low-churn,16,64,eager,3637651,35707,1216265,1705424,254090,426165,1593871,804463,,
time,4,dense,4,8,eager,1101830,16202,182737,313949,402020,186922,413303,172212,,
time,4,selective,4,8,subscribed,96901,14868,30261,17694,15298,18780,46153,28723,,
time,4,low-reopen,4,64,indexed,783539,48745,289068,311237,67265,67224,356600,190455,,
time,4,low-stable,16,64,eager,1766676,22318,1062286,79360,246891,355821,717044,626146,,
time,4,low-stable,8,64,subscribed,786707,81761,317306,116617,113337,157686,366158,197332,,
time,4,low-reopen,16,64,compiled,34231026,37404,882477,32932199,191347,187599,14471425,495320,,
time,4,low-churn,8,64,indexed,2386120,75706,452061,1572101,108623,177629,1142220,332011,,
time,4,low-stable,4,64,subscribed,397770,41344,152094,82800,72885,48647,185540,121522,,
time,4,low-stable,8,16,eager,508087,42991,271842,21566,68745,102943,223798,162626,,
time,4,low-stable,8,2,compiled,650886,39112,163878,376142,36829,34925,325796,108324,,
time,4,low-churn,16,2,compiled,2695305,81360,545926,1811514,129909,126596,1290632,324809,,
time,4,low-reopen,8,2,eager,413012,35657,252278,6075,53360,65642,188336,171906,,
time,4,low-churn,16,16,eager,2122607,20279,1121285,438249,218271,324523,901709,715281,,
time,4,low-stable,4,64,compiled,2093676,46607,195466,1754407,50633,46563,1048466,131973,,
time,4,low-reopen,16,2,eager,1568043,57633,1012674,8201,194446,295089,664507,560964,,
time,4,low-stable,16,16,eager,1594758,19773,1026107,22898,218357,307623,648114,605725,,
time,4,low-stable,16,64,indexed,5982226,28630,1012306,4387652,253356,300282,2905416,936801,,
time,4,low-churn,16,64,compiled,28013772,39266,874639,26707476,196939,195452,13758534,565469,,
time,4,low-stable,16,64,subscribed,1803291,22097,1023873,158644,247560,351117,732430,603479,,
time,4,low-stable,8,16,indexed,742978,43272,250693,269837,68371,110805,337515,233623,,
time,4,low-reopen,4,16,compiled,1105686,42478,150286,857937,30513,24472,559069,94680,,
time,4,low-stable,16,2,indexed,1660788,58049,927720,157340,217687,299992,721093,581290,,
time,4,low-stable,16,2,subscribed,1618053,60804,964934,89166,199056,304093,705523,549342,,
time,4,low-churn,16,64,indexed,7598439,36226,1087623,5814492,260093,400005,3622741,974896,,
time,4,low-churn,8,16,compiled,2643386,48584,249484,2247591,50481,47246,1297639,158292,,
time,4,low-reopen,16,2,compiled,2514835,76654,547745,1638759,125201,126476,1216963,339465,,
time,4,low-reopen,8,2,compiled,703090,39593,167235,425247,35738,35277,340331,113212,,
time,4,low-reopen,4,16,indexed,298599,26069,124215,89140,30773,28402,144302,90511,,
time,4,consuming,4,8,indexed,318412,29583,74560,145678,34727,33864,147563,42282,,
time,4,low-churn,16,64,subscribed,3604870,35414,1095649,1822173,256304,395330,1612537,781765,,
time,4,dense,4,8,indexed,1114246,60930,147065,333633,379281,193337,429946,158604,,
time,4,low-stable,4,16,subscribed,226526,27652,110980,32390,32186,23318,122027,66262,,
time,4,low-churn,8,16,eager,710897,47077,302201,185171,70206,106242,334446,211891,,
time,4,low-reopen,16,64,indexed,6104306,22784,1071924,4345654,265045,398899,2829951,905382,,
time,4,low-churn,16,16,subscribed,2094042,18492,1008458,525451,219909,321732,883870,684156,,
time,4,low-churn,4,64,compiled,4143187,59850,343022,3544471,75700,120144,2055580,213115,,
time,4,low-reopen,8,64,eager,986130,78233,464017,147741,112671,183468,449115,275932,,
time,4,low-stable,4,2,indexed,142693,19836,75614,12601,18019,16623,70838,52995,,
time,4,low-reopen,8,16,eager,571607,45476,289608,38828,67879,129816,249207,169398,,
time,4,low-stable,8,64,indexed,1631886,60464,297410,1009223,111994,152795,768488,258974,,
time,4,low-churn,8,16,subscribed,727129,46431,282186,214311,72457,111744,336362,220729,,
time,4,selective,4,8,compiled,283283,27748,41564,190086,11278,12607,150924,30044,,
meter,0,low-stable,8,64,compiled,6403837,59696,378126,5745465,121306,99244,3172169,265324,5702656,240974
meter,0,low-stable,16,16,eager,2123512,17083,1238909,35211,417661,414648,869940,744350,1572766,637527
meter,0,low-stable,4,64,indexed,821124,39696,195575,363543,139065,83245,378239,157085,451206,142917
meter,0,low-churn,8,16,subscribed,1031834,43925,361148,350383,131220,145158,466542,293785,664406,209253
meter,0,low-churn,4,64,subscribed,1531607,51789,447827,763492,137497,131002,718501,321299,1219390,208725
meter,0,low-stable,8,64,indexed,2166963,56695,394700,1289383,223973,202212,979030,344237,758942,256341
meter,0,low-stable,16,2,indexed,2145428,57263,1132027,170662,391348,394128,899183,737904,1502338,614281
meter,0,low-reopen,16,2,indexed,2080109,54364,1094133,167984,383696,379932,878343,736538,1505930,615091
meter,0,low-reopen,8,2,indexed,585996,34879,282450,51141,115767,101759,262620,217638,429350,169887
meter,0,low-stable,16,64,eager,2402533,24461,1292925,125557,484134,475456,979781,757862,1806238,705111
meter,0,low-stable,4,2,compiled,313289,31315,76259,166756,19335,19624,161399,55990,296040,56456
meter,0,low-reopen,4,16,indexed,392317,26107,152752,114788,54963,43707,181437,119567,276222,89307
meter,0,selective,4,8,indexed,115574,16312,39209,21637,23084,15332,57803,35396,110938,36403
meter,0,low-stable,16,64,indexed,7664411,31366,1307743,5222131,551893,551278,3545199,1222434,1954562,701545
meter,0,low-churn,4,2,indexed,218660,21556,105467,32030,33885,25722,102288,78385,175910,60709
meter,0,low-stable,16,2,eager,2182336,63683,1268065,8226,415803,426559,918957,722889,1504798,617847
meter,0,low-stable,16,16,compiled,7136856,81521,766909,5707873,243679,336874,3378790,424746,5409384,462354
meter,0,low-churn,8,64,eager,2537077,70400,695867,1296961,221653,252196,1136657,459786,1332026,320323
meter,0,low-stable,4,64,eager,590138,39610,201245,125428,138251,85604,262330,138943,450338,146483
meter,0,low-churn,4,2,eager,232078,25501,115215,29181,34915,27266,111550,85030,188274,64275
meter,0,low-stable,16,2,subscribed,2158943,56742,1167084,97392,407384,430341,884318,719734,1517882,619673
meter,0,low-stable,4,64,subscribed,589876,38234,197640,134756,136077,83169,264801,146551,461118,148309
meter,0,low-stable,4,16,eager,269099,24274,116508,34396,56813,37108,124595,84735,232994,82067
meter,0,low-churn,4,16,compiled,1656724,39879,185117,1356176,40197,35355,811492,117937,1445524,88526
meter,0,low-churn,4,16,subscribed,504659,28537,171907,198928,56796,48491,238918,149731,433342,98997
meter,0,low-reopen,8,16,eager,749603,44047,371260,60453,133318,140525,323975,226559,548530,203129
meter,0,low-stable,4,16,indexed,322208,23845,110111,91285,60849,36118,148201,103223,227718,78501
meter,0,low-churn,16,2,indexed,2296941,57278,1170418,272290,391397,405558,958424,799716,1525242,616169
meter,0,low-reopen,16,16,indexed,3431869,18638,1216315,1308569,453450,434897,1510321,1004180,1652858,644767
meter,0,low-stable,16,16,subscribed,2164225,20192,1163095,128068,434171,418699,879595,743141,1585850,639353
meter,0,low-churn,16,64,eager,5958692,37938,1553751,3317911,500430,548662,2704571,1074437,2708638,765527
meter,0,low-churn,16,64,subscribed,6005641,38348,1441577,3459250,507630,558836,2740016,1085237,2736058,767353
meter,0,low-reopen,4,16,subscribed,461179,28461,158813,172140,56526,45239,218161,146813,402078,94699
meter,0,low-churn,4,2,subscribed,208847,20439,97082,34718,32032,24576,100771,83612,199502,66101
meter,0,low-reopen,8,16,indexed,1041422,46409,358990,353665,134198,148160,462088,287242,549398,199563
meter,0,low-reopen,8,2,compiled,929914,42905,229941,543706,62423,50939,452480,141703,777820,138068
meter,0,low-reopen,16,2,compiled,3254161,76872,787396,1977797,233898,178198,1505464,466740,2470724,448872
meter,0,consuming,4,8,old-indexed,390110,32518,91836,169288,58576,37892,187555,77586,376642,71077
meter,0,low-stable,4,2,subscribed,174089,18145,87438,14392,31356,22758,82606,60642,175806,64213
meter,0,low-reopen,16,64,indexed,7986943,42036,1496622,5346660,535763,565862,3708409,1204011,2157050,746623
meter,0,low-stable,4,16,subscribed,306044,45198,116465,45520,60303,38558,156468,89881,243774,83893
meter,0,low-reopen,8,2,subscribed,634542,42367,338693,55801,105028,92653,321664,209810,454518,175279
meter,0,low-churn,16,2,compiled,3450776,78927,790399,2182432,225990,173028,1647220,449833,2704676,450052
meter,0,low-stable,4,2,indexed,180230,19614,89765,14992,32324,23535,86314,62933,157958,58821
meter,0,consuming,4,8,subscribed,948674,34965,194735,604818,63370,50786,405763,108017,696402,76469
meter,0,low-reopen,4,2,indexed,219986,22371,112532,19393,37899,27791,99911,72876,161550,59631
meter,0,low-stable,16,64,subscribed,2562461,23794,1323890,225249,497302,492226,1092408,780198,1819322,706937
meter,0,low-reopen,4,16,eager,402936,30402,188237,64692,62299,57306,188981,122429,281498,92873
meter,0,dense,4,8,indexed,2047711,62834,156410,526377,907599,394491,795479,163547,1554042,546829
meter,0,low-stable,8,2,indexed,648495,38076,322416,47916,118535,121552,304107,202979,425758,169077
meter,0,low-reopen,4,2,compiled,394175,32790,93128,224642,21627,21988,207596,60111,326876,56624
meter,0,low-reopen,16,64,subscribed,8344964,22886,1464455,5727797,535576,594250,3882550,1203698,2628122,752015
meter,0,selective,4,8,eager,126028,17365,47033,18970,25502,17158,61770,38024,125530,43363
meter,0,low-stable,16,64,compiled,22479553,123047,1072948,20685093,343975,254490,11118483,607127,16342776,538210
meter,0,selective,4,8,subscribed,140141,18970,47917,26866,27669,18719,70064,43907,128878,41795
meter,0,low-reopen,8,16,subscribed,1242694,48487,414442,444981,146284,188500,545651,348772,675254,204955
meter,0,low-stable,8,2,compiled,896981,44054,237502,501335,63162,50928,453590,145522,708968,137900
meter,0,low-stable,8,16,subscribed,699145,41307,309382,68168,147014,133274,315693,208628,511190,194149
meter,0,low-churn,4,64,eager,1482735,52878,449150,707543,137933,135231,681683,330874,1194274,206899
meter,0,low-churn,16,2,subscribed,2312927,60571,1224011,210099,421282,396964,967024,798070,1546530,621561
meter,0,consuming,4,8,eager,850884,34726,143515,560462,68832,43349,412245,111035,662658,73517
meter,0,low-churn,4,2,compiled,455641,40108,100356,264027,22275,28875,236912,64738,370332,57804
meter,0,consuming,4,8,compiled,1657223,36908,127639,1421011,42472,29193,829737,63507,1495762,64437
meter,0,low-churn,16,64,compiled,38404118,48851,1275028,36500114,331498,248627,19148594,670870,30745548,556694
meter,0,low-churn,16,16,subscribed,3051159,18679,1232604,946409,424524,428943,1302692,952913,1815034,654457
meter,0,consuming,4,8,indexed,401548,33578,92746,177628,59701,37895,195085,76697,375618,71077
meter,0,low-reopen,4,16,compiled,1505876,39628,177747,1167788,37671,83042,733642,108711,1328300,88178
meter,0,low-reopen,16,16,compiled,11029057,91179,887244,9613332,248955,188347,5457007,523507,8667220,466346
meter,0,low-reopen,8,64,subscribed,2789221,67374,605515,1649953,221969,244410,1264490,445023,1432502,306811
meter,0,low-stable,4,64,compiled,2815454,48765,231276,2389364,80184,65865,1391511,158137,2683088,154322
meter,0,low-churn,8,64,indexed,3550878,71745,671977,2339917,215709,251530,1679550,508007,1187998,316757
meter,0,low-stable,4,2,eager,176272,18952,94123,6320,32868,24009,83123,60443,165026,62387
meter,0,low-reopen,16,64,eager,2803486,35771,1501175,237889,502152,526499,1157458,867747,2008726,750189
meter,0,low-reopen,4,64,indexed,1192247,49254,384752,472860,166530,118851,539142,269011,653694,187995
meter,0,low-churn,16,2,eager,2212297,54890,1258599,111465,395795,391548,937047,766078,1532998,619735
meter,0,low-churn,8,16,compiled,3637972,49312,330642,3112961,79416,65641,1833439,198533,3099764,169458
meter,0,low-stable,8,64,eager,1685581,61686,403385,252516,396500,571494,739461,272369,733498,259907
meter,0,low-stable,8,16,compiled,2142809,70278,269128,1666827,75369,61207,1076747,169069,1827296,158846
meter,0,low-churn,4,16,indexed,566566,31654,179718,242958,61952,50284,285960,150608,371334,93605
meter,0,dense,4,8,compiled,29918261,116558,176331,28875974,499122,250276,14870953,206115,27801834,395749
meter,0,low-churn,8,64,compiled,12876874,73132,630284,11902073,151694,119691,6479215,411393,10701012,259458
meter,0,low-reopen,8,64,compiled,12031294,66450,606148,11098074,138877,121745,6076259,342702,10083372,259110
meter,0,low-reopen,4,64,eager,934794,49115,396989,233024,137511,118155,418709,253294,652826,191561
meter,0,low-reopen,16,16,subscribed,3594981,28916,1265518,1423346,438804,438397,1627979,1069107,1778714,650159
meter,0,low-reopen,8,2,eager,579847,37898,314773,7745,111447,107984,265615,253974,435650,173453
meter,0,low-reopen,16,16,eager,2220939,13353,1270971,61248,431601,443766,893579,779618,1621270,648333
meter,0,low-reopen,8,64,eager,1534768,87814,670320,267219,235364,274051,675711,415013,935986,304985
meter,0,low-churn,8,2,indexed,605017,39423,287712,73804,100116,103962,279564,213916,439166,170965
meter,0,low-churn,8,64,subscribed,2595559,81370,636281,1404165,215509,258234,1213821,491046,1357526,322149
meter,0,low-reopen,16,64,compiled,37751112,40875,1166471,35966563,323730,253473,18791981,675908,30033380,556346
meter,0,low-stable,4,16,compiled,873342,34844,111430,660916,33240,32912,437943,85307,828128,76890
meter,0,low-reopen,4,64,compiled,5242158,58407,442144,4528980,117512,95115,2619981,277322,4722284,185002
meter,0,low-reopen,4,2,subscribed,218982,22785,105193,26332,37442,27230,104714,76547,186718,65023
meter,0,low-churn,8,2,subscribed,603035,35471,293860,69306,107765,96633,270474,234437,462374,176357
meter,0,dense,4,8,subscribed,2078499,15771,154419,592881,910903,404525,792621,183855,1584410,552221
meter,0,low-stable,16,16,indexed,3433656,21285,1224613,1313768,432151,441839,1536170,1156766,1604354,633961
meter,0,low-reopen,8,16,compiled,3463489,52705,361208,2895478,79066,75032,1728395,193221,2893580,169110
meter,0,low-churn,8,2,eager,596995,37283,310207,42771,106857,99877,267731,241354,450762,174531
meter,0,low-churn,16,16,indexed,4301911,24271,1255805,2152779,433412,435644,1963011,1139730,1787586,649065
meter,0,low-stable,8,64,subscribed,1039743,72341,381831,159949,217142,208480,444813,257696,744662,261733
meter,0,low-reopen,4,2,eager,182117,20541,96113,7731,33036,24696,87132,72592,168618,63197
meter,0,low-churn,8,16,indexed,2582471,52222,1023431,997299,136548,372971,1026114,798304,608158,203861
meter,0,low-stable,8,2,subscribed,540102,34097,281131,30487,106160,88227,248092,188427,443222,174469
meter,0,dense,4,8,old-indexed,1948017,60783,150231,515985,863308,357710,769011,163316,1555066,546829
meter,0,low-churn,8,2,compiled,1028789,43751,233252,637472,61566,52748,504013,143270,865660,139248
meter,0,low-churn,8,16,eager,1034792,44896,381963,323207,135848,148878,470100,308581,649658,207427
meter,0,low-churn,16,16,eager,3069490,22939,1329093,864562,421492,431404,1346827,965789,1798366,652631
meter,0,selective,4,8,compiled,376449,30747,48603,266076,14293,16730,192794,37508,385516,44111
meter,0,low-stable,8,16,indexed,943178,41918,315897,318942,133903,132518,427409,314927,500894,188757
meter,0,low-stable,8,16,eager,670468,47240,325232,33624,135242,129130,302545,200133,500026,192323
meter,0,low-churn,16,64,indexed,11287350,41476,1532057,8568959,548620,596238,5268615,1327565,2687490,761961
meter,0,low-churn,4,64,indexed,1676600,53779,444799,911889,136964,129169,778860,320280,1025670,203333
meter,0,low-reopen,16,2,subscribed,2228606,56607,1179040,193428,395061,404470,966065,778625,1531098,620483
meter,0,low-churn,16,16,compiled,11421450,90440,900316,10001519,242691,186484,5605937,504689,9007868,466694
meter,0,low-stable,8,2,eager,565503,36893,303399,6385,106962,111864,245656,185275,432058,172643
meter,0,selective,4,8,old-indexed,117613,18343,39900,20070,23731,15569,59640,36143,110938,36403
meter,0,low-stable,16,2,compiled,3012824,76682,830079,1699083,227387,179593,1387793,442722,2229008,442432
meter,0,dense,4,8,eager,2001663,18194,192534,510502,901083,379350,777168,182552,1569722,563127
meter,0,low-churn,4,16,eager,503651,28502,182564,177029,56102,59454,228455,136548,418978,97171
meter,0,low-reopen,8,64,indexed,2470577,71426,562952,1379017,217892,239290,1131214,445030,961430,301419
meter,0,low-reopen,4,64,subscribed,1450629,49618,391221,751320,139188,119282,644235,280377,1124766,193387
meter,0,low-churn,4,64,compiled,5831462,54853,471605,5097343,101519,106142,2887077,315519,5098132,185350
meter,0,low-reopen,16,2,eager,2098408,55324,1205845,9159,429572,398508,892804,709636,1508390,618657
meter,1,low-stable,8,2,compiled,858917,41941,234031,470506,62420,50019,405137,143764,708968,137900
meter,1,low-stable,8,16,compiled,2144339,47008,263764,1696804,75651,61112,1052806,164679,1827296,158846
meter,1,low-churn,8,16,indexed,1280306,45601,358506,598117,134876,143206,589494,333247,608158,203861
meter,1,dense,4,8,old-indexed,2004471,55842,148472,538511,901925,359721,787856,157699,1555066,546829
meter,1,low-stable,4,16,indexed,327561,26909,115813,92632,55993,36214,157677,103489,227718,78501
meter,1,low-stable,4,16,compiled,855510,35811,107899,649419,32612,29769,423977,84804,828128,76890
meter,1,low-reopen,8,2,compiled,950816,42220,228168,566808,63034,50586,468784,144731,777820,138068
meter,1,dense,4,8,compiled,30478248,123335,183900,29379567,482417,309029,15158099,160772,27801834,395749
meter,1,low-stable,16,16,subscribed,2138954,15109,1157075,125746,421241,419783,872561,735417,1585850,639353
meter,1,low-reopen,8,16,indexed,1042126,44224,367916,352513,132837,144636,483790,342160,549398,199563
meter,1,low-reopen,8,16,eager,726288,43084,352814,59424,130062,140904,314950,220399,548530,203129
meter,1,low-churn,4,16,compiled,1738904,38693,183904,1437110,41471,37726,883937,125139,1445524,88526
meter,1,low-reopen,4,64,indexed,1266004,52407,414626,524539,148051,126381,592039,296656,653694,187995
meter,1,low-churn,8,64,indexed,3668814,75563,654309,2461851,223830,253261,1767438,525208,1187998,316757
meter,1,consuming,4,8,indexed,422160,34640,95253,187851,63406,41010,202110,72933,375618,71077
meter,1,low-stable,4,2,eager,176157,19889,93697,6232,32319,24020,83830,62651,165026,62387
meter,1,low-stable,8,64,eager,1020911,58261,396410,153872,211539,200829,452714,245066,733498,259907
meter,1,low-reopen,4,2,compiled,351196,31895,81150,198687,19474,19990,176996,59237,326876,56624
meter,1,selective,4,8,subscribed,113801,15327,38861,22054,22325,15234,56230,35569,128878,41795
meter,1,consuming,4,8,subscribed,873601,34963,99087,621620,66714,51217,432051,102000,696402,76469
meter,1,low-churn,16,16,compiled,11502178,112796,889126,10027347,269821,203088,5608273,535375,9007868,466694
meter,1,low-churn,4,2,eager,203317,20617,99825,25256,32551,25068,98398,75527,188274,64275
meter,1,low-stable,8,16,indexed,934875,41388,307948,318736,132715,134088,422125,298764,500894,188757
meter,1,low-churn,4,2,compiled,437887,32243,91438,267913,22776,23517,212345,74745,370332,57804
meter,1,selective,4,8,old-indexed,110320,15373,37823,19541,22504,15079,54739,34112,110938,36403
meter,1,low-stable,16,64,compiled,20473639,100852,978485,18841640,324005,228657,10117539,551423,16342776,538210
meter,1,low-churn,8,16,subscribed,1089743,44774,384123,376892,134581,149373,511537,302906,664406,209253
meter,1,low-churn,8,2,eager,599966,37435,307617,43867,114326,96721,267779,235570,450762,174531
meter,1,low-reopen,4,16,subscribed,498324,29132,165745,191939,59543,51965,242435,140157,402078,94699
meter,1,low-reopen,4,64,subscribed,1428376,54445,401944,704911,142944,124132,679908,287757,1124766,193387
meter,1,low-churn,8,2,indexed,639977,39465,309362,79306,111803,100041,290171,251868,439166,170965
meter,1,low-churn,16,64,indexed,18627094,39285,2998529,13847237,918316,823727,9856626,1332745,2687490,761961
meter,1,low-reopen,8,2,subscribed,598473,40336,307417,58112,103167,89441,292975,204187,454518,175279
meter,1,low-stable,16,64,indexed,7699420,27143,1308552,5289418,532605,541702,3511626,1247259,1954562,701545
meter,1,low-stable,16,2,eager,2059145,58466,1200093,7506,398065,395015,865066,699399,1504798,617847
meter,1,low-stable,4,16,subscribed,287572,24711,119466,46029,60597,36769,139730,88498,243774,83893
meter,1,low-stable,16,64,subscribed,2600981,26415,1333044,234029,514892,492601,1092123,808350,1819322,706937
meter,1,low-stable,16,2,compiled,3093972,80857,786639,1818649,229477,178350,1467745,465860,2229008,442432
meter,1,low-reopen,16,64,subscribed,8413651,26932,1492841,5759880,527856,606142,3813328,1225963,2628122,752015
meter,1,low-stable,4,2,indexed,188775,20766,93482,15627,34199,24701,90119,65058,157958,58821
meter,1,low-reopen,16,64,indexed,7805442,43501,1474166,5199766,547698,540311,3654337,1147193,2157050,746623
meter,1,low-churn,8,64,subscribed,2495432,71380,626813,1335737,213491,248011,1161166,486675,1357526,322149
meter,1,low-churn,8,16,compiled,3640120,50322,330769,3111952,80864,66213,1795217,208058,3099764,169458
meter,1,low-stable,8,16,subscribed,677988,40678,316184,58762,131225,131139,295619,211457,511190,194149
meter,1,low-reopen,8,2,eager,558991,36498,305547,7994,108507,100445,249339,211368,435650,173453
meter,1,low-reopen,16,64,compiled,37810287,40925,1212308,35981541,300642,274871,18579559,650138,30033380,556346
meter,1,low-reopen,8,64,eager,1364874,66749,601489,238704,221364,236568,586447,398692,935986,304985
meter,1,low-reopen,16,16,subscribed,3518210,14350,1213184,1406633,443068,440975,1546484,1067435,1778714,650159
meter,1,low-stable,4,64,eager,599590,39456,201646,125989,146966,85533,262480,143640,450338,146483
meter,1,low-stable,8,64,indexed,2090838,56937,376407,1242973,215027,199494,971556,355667,758942,256341
meter,1,low-stable,8,2,subscribed,603293,58617,310693,32193,105532,96258,284804,206449,443222,174469
meter,1,consuming,4,8,old-indexed,419580,32863,98885,181955,63220,42657,192384,77966,376642,71077
meter,1,low-reopen,8,2,indexed,606915,35933,310659,47369,110593,102361,262140,215029,429350,169887
meter,1,low-reopen,8,64,subscribed,2797288,72167,583069,1683102,219864,239086,1278969,437494,1432502,306811
meter,1,low-stable,4,64,indexed,828116,40108,199949,362416,140008,85635,378654,157993,451206,142917
meter,1,low-stable,8,2,indexed,586613,36176,281443,43553,108997,116444,254639,194496,425758,169077
meter,1,low-stable,4,64,compiled,2851344,48315,241499,2397210,81210,83110,1396071,150527,2683088,154322
meter,1,low-stable,16,2,indexed,2249768,71482,1197188,168445,406393,406260,987049,751201,1502338,614281
meter,1,low-reopen,4,64,compiled,5201535,57420,420128,4529292,100159,94536,2585511,283377,4722284,185002
meter,1,low-stable,16,16,indexed,3460582,19818,1269580,1304478,437317,429389,1533489,1129917,1604354,633961
meter,1,low-churn,8,2,compiled,1089515,47576,242677,669329,63975,65958,532426,151309,865660,139248
meter,1,low-reopen,8,16,subscribed,1124121,44047,358859,432584,143759,144872,510895,300707,675254,204955
meter,1,low-churn,4,64,subscribed,1560709,54827,449617,773518,142252,140495,736976,320370,1219390,208725
meter,1,low-churn,16,64,eager,6000390,35782,1524191,3387265,508385,544767,2717645,1145722,2708638,765527
meter,1,low-reopen,8,64,compiled,12130826,73305,612031,11184394,140296,120800,6045514,340866,10083372,259110
meter,1,low-reopen,16,16,indexed,4490696,116430,1690510,1816619,453551,413586,2676778,1027275,1652858,644767
meter,1,low-stable,4,64,subscribed,590156,39027,195188,133087,139544,83310,265342,140382,461118,148309
meter,1,low-churn,4,64,indexed,1622676,53617,437497,863811,136744,131007,762374,350218,1025670,203333
meter,1,low-stable,8,64,compiled,6719031,60914,393371,6029135,130615,104996,3358896,242229,5702656,240974
meter,1,low-churn,16,16,indexed,4423102,19038,1222498,2280410,450935,450221,2060710,1144416,1787586,649065
meter,1,low-stable,8,64,subscribed,1029792,71768,377933,155801,217380,206910,443762,248772,744662,261733
meter,1,low-reopen,4,2,eager,181561,20066,96284,7866,33030,24315,86585,67843,168618,63197
meter,1,low-reopen,4,2,indexed,204386,19314,100992,17918,35053,31109,86336,68668,161550,59631
meter,1,low-stable,4,16,eager,258864,23241,111902,33283,54362,36076,119682,82107,232994,82067
meter,1,low-churn,16,2,eager,2167490,55681,1206892,109943,399155,395819,908833,763571,1532998,619735
meter,1,dense,4,8,indexed,2133726,65800,163710,575200,940442,388574,848534,168747,1554042,546829
meter,1,low-churn,8,16,eager,1069483,44638,402901,324331,145126,152487,487697,295205,649658,207427
meter,1,low-churn,4,2,subscribed,215387,23615,97251,36259,32837,25425,105404,76853,199502,66101
meter,1,selective,4,8,indexed,130944,16340,42968,23593,25097,22946,57007,42155,110938,36403
meter,1,low-stable,8,2,eager,559788,37769,295003,6138,108536,112342,246818,176219,432058,172643
meter,1,low-stable,4,2,compiled,327959,36021,81889,170068,19660,20321,174533,64730,296040,56456
meter,1,low-churn,8,2,subscribed,596684,36102,286036,66443,104081,104022,265444,250710,462374,176357
meter,1,low-reopen,8,16,compiled,4045677,53528,354676,3453453,88037,95983,1837318,211253,2893580,169110
meter,1,low-reopen,16,2,subscribed,2244019,63415,1170878,199057,408379,402290,931768,766523,1531098,620483
meter,1,low-churn,4,64,eager,1471585,53114,449803,699745,136458,132465,688464,315131,1194274,206899
meter,1,low-reopen,4,16,eager,368188,28662,166355,60273,58703,54195,168040,122217,281498,92873
meter,1,low-stable,8,16,eager,682715,41995,336683,34047,134513,135477,297534,209797,500026,192323
meter,1,low-reopen,4,16,compiled,1438958,38466,165417,1162553,37021,35501,694380,112351,1328300,88178
meter,1,consuming,4,8,compiled,1568061,36203,111740,1351165,40813,28140,784621,62127,1495762,64437
meter,1,low-churn,16,2,compiled,3507487,80738,782307,2245834,225017,173591,1686484,442520,2704676,450052
