kind,rep,family,n,rounds,mode,total_ns,preparation_ns,setup_ns,execution_ns,observation_ns,disposal_ns,first_cold_ns,cancellation_ns,requested_bytes,peak_increment_bytes
meter,1,low-churn,4,2,indexed,204630,20394,95574,30908,33074,24680,98687,73627,175910,60709
meter,1,low-reopen,16,2,compiled,3251069,77830,793700,1967471,230851,181217,1526708,474941,2470724,448872
meter,1,low-reopen,8,64,indexed,2515661,67134,582451,1383931,236833,245312,1191956,439104,961430,301419
meter,1,selective,4,8,compiled,398158,35695,52903,276722,14003,18835,213265,38017,385516,44111
meter,1,low-reopen,4,2,subscribed,219167,20667,106019,27932,36956,27593,109126,68053,186718,65023
meter,1,low-reopen,16,16,compiled,11415233,93015,880277,9930660,291170,220111,5473052,503550,8667220,466346
meter,1,low-churn,16,16,eager,3027592,21208,1313507,840799,418450,433628,1286820,960916,1798366,652631
meter,1,low-stable,4,2,subscribed,192707,19163,96696,16443,34972,25433,86077,63285,175806,64213
meter,1,selective,4,8,eager,115244,15696,43406,17521,22562,16059,57093,36155,125530,43363
meter,1,low-churn,8,64,eager,2458431,72338,633398,1276542,211063,265090,1124850,442123,1332026,320323
meter,1,dense,4,8,subscribed,1950881,17528,154695,553290,862145,363223,747018,189643,1584410,552221
meter,1,low-reopen,16,16,eager,2294824,16388,1326767,64576,443349,443744,934456,768886,1621270,648333
meter,1,low-churn,16,64,compiled,38533287,40842,1213910,36709451,314555,254529,19171515,683332,30745548,556694
meter,1,low-reopen,16,64,eager,2856262,35295,1523842,247218,515857,534050,1144843,971664,2008726,750189
meter,1,low-churn,16,2,indexed,2259943,55623,1142908,274823,395286,391303,958876,791044,1525242,616169
meter,1,low-stable,16,2,subscribed,2260618,53701,1240304,107846,428097,430670,924881,738354,1517882,619673
meter,1,low-churn,8,64,compiled,12977105,98619,653210,11947634,153966,123676,6331666,392380,10701012,259458
meter,1,low-churn,16,64,subscribed,6019832,39279,1471532,3467741,499686,541594,2771613,1084355,2736058,767353
meter,1,consuming,4,8,eager,873065,39001,150734,574323,66559,42448,438642,108411,662658,73517
meter,1,low-reopen,4,64,eager,927783,49489,387915,230145,137463,122771,417002,254256,652826,191561
meter,1,low-reopen,4,16,indexed,408218,27389,159448,119208,57020,45153,191258,124184,276222,89307
meter,1,low-reopen,16,2,eager,2106270,60866,1246806,9283,396499,392816,878066,740653,1508390,618657
meter,1,low-reopen,16,2,indexed,2236843,59115,1196602,180247,402081,398798,955660,782454,1505930,615091
meter,1,low-churn,16,16,subscribed,3072705,21518,1247083,939588,419582,444934,1333885,923998,1815034,654457
meter,1,low-stable,16,16,eager,2200005,20796,1274171,37302,425853,441883,876663,731200,1572766,637527
meter,1,low-churn,16,2,subscribed,2249867,60312,1175452,215513,394824,403766,934473,808578,1546530,621561
meter,1,low-stable,16,64,eager,2447196,29047,1295626,133498,503245,485780,999159,775033,1806238,705111
meter,1,low-churn,4,16,subscribed,544900,30148,186898,206057,60417,61380,249173,155963,433342,98997
meter,1,low-churn,4,64,compiled,5811819,57989,473442,5066523,106709,107156,2873302,334891,5098132,185350
meter,1,dense,4,8,eager,1967733,16584,190372,488800,892825,379152,735911,179619,1569722,563127
meter,1,low-churn,4,16,indexed,529149,28337,170400,225294,56431,48687,250438,150942,371334,93605
meter,1,low-churn,4,16,eager,517513,28875,188807,182789,57222,59820,241890,139147,418978,97171
meter,1,low-stable,16,16,compiled,7155577,82264,844325,5695859,245809,287320,3501071,501693,5409384,462354
