kind,rep,family,mode,reuse,total_ns,execution_ns,setup_ns,preparation_ns,disposal_ns,first_cold_ns,cancel_ns,requested_bytes,peak_increment_bytes
time,2,cross-after-clash-1024-6,ordinary,1,1585897,881941,504232,79387,120337,,1474259,,
time,2,cross-before-clash-256-2,ordinary,1,168000,14728,123480,16126,13666,,154522,,
time,2,cross-before-success-1024-6,ordinary,1,5206913,3550983,1091959,110635,453336,4023428,3251237,,
time,2,cross-after-success-1024-6,specialized,1,26408939,25536348,577411,177582,117598,18146958,24431021,,
time,2,cross-before-clash-1024-2,specialized,1,1676006,1130682,522955,19093,3276,,1682062,,
time,2,cross-before-success-1024-4,graph,1,2215408,1903610,226124,17639,68035,926973,930973,,
time,2,cross-after-clash-1024-6,dependencies,1,1253945,498525,541038,77756,136626,,1112238,,
time,2,cross-before-success-256-2,ordinary,1,223595,49201,144040,6040,24314,195100,217929,,
time,2,cross-before-clash-256-4,dependencies,1,231195,49921,124445,14697,42132,,217485,,
time,2,cross-before-success-256-6,dependencies,1,1094934,784177,146251,68248,96258,705408,716294,,
time,2,cross-before-clash-256-6,dependencies,1,340744,101999,151249,51670,35826,,264240,,
time,2,cross-before-clash-1024-2,ordinary,1,699222,65960,500182,5973,127107,,686679,,
time,2,cross-before-clash-256-4,ordinary,1,241861,62962,127691,17016,34192,,232458,,
time,2,cross-unique-success-1024-6,dependencies,1,7518388,6690939,527675,110140,189634,7052928,7066727,,
time,2,cross-before-success-256-2,specialized,1,565073,402161,140179,19108,3625,458904,550575,,
time,2,cross-after-success-1024-6,graph,1,634120138,633651265,248786,78085,142002,4665177,4917908,,
time,2,cross-before-success-1024-6,dependencies,1,1717275,917614,565820,73748,160093,1258238,1310414,,
time,2,cross-before-clash-64-6,dependencies,1,208186,84001,37095,56449,30641,,145133,,
time,2,cross-before-success-256-2,dependencies,1,212520,52850,132481,5644,21545,187076,210918,,
time,2,cross-unique-success-1024-6,specialized,1,26467348,25526390,561796,238109,141053,18268955,24819892,,
time,2,cross-before-success-256-4,specialized,1,2042244,1817563,154153,59778,10750,1542066,2015176,,
time,2,cross-after-success-1024-6,ordinary,1,2822563,2033672,548227,77448,163216,2376919,2466643,,
time,2,cross-before-clash-1024-4,specialized,1,5651945,4989657,562926,83824,15538,,5540572,,
time,2,cross-unique-success-1024-6,ordinary,1,2724523,1912332,538436,91432,182323,2284376,2350085,,
time,2,cross-before-clash-256-4,graph,1,190132,96121,55259,12319,26433,,167844,,
time,2,cross-before-clash-256-2,graph,1,182716,71031,53889,24236,33560,,133822,,
time,2,cross-before-clash-64-4,graph,1,85885,48421,15445,10231,11788,,66890,,
time,2,cross-before-success-1024-6,graph,1,91383769,90936353,244650,90467,112299,4286330,4471618,,
time,2,cross-after-clash-1024-6,graph,1,567971996,567520340,236320,59722,155614,,566683281,,
time,2,cross-before-success-1024-2,dependencies,1,731099,129123,490312,5179,106485,620871,731724,,
time,2,cross-before-success-64-6,graph,1,97314796,97144691,19256,78648,72201,3647348,3672461,,
time,2,cross-before-success-1024-2,ordinary,1,708841,104068,491224,5338,108211,597243,683270,,
time,2,cross-before-clash-64-6,ordinary,1,228809,126552,34941,51323,15993,,140884,,
time,2,cross-before-clash-1024-2,dependencies,1,737943,109223,518724,6561,103435,,725803,,
time,2,cross-after-clash-1024-6,specialized,1,22939061,22141325,549536,199693,48507,,22356909,,
time,2,cross-before-success-256-4,graph,1,1660105,1569046,59172,16016,15871,449411,500799,,
time,2,cross-before-clash-1024-6,dependencies,1,860421,180864,477289,73578,128690,,808497,,
time,2,cross-before-clash-1024-4,dependencies,1,743479,120247,497936,19061,106235,,719308,,
time,2,cross-before-success-64-2,dependencies,1,90688,29902,43775,11403,5608,81405,70045,,
time,2,cross-before-success-256-6,ordinary,1,1278416,1007565,134095,63390,73366,941639,1027991,,
time,2,cross-before-clash-1024-2,graph,1,602391,271717,231040,5898,93736,,627109,,
time,2,cross-before-success-64-4,dependencies,1,174633,97308,37099,30228,9998,141614,127345,,
time,2,cross-before-success-1024-2,specialized,1,1970595,1426250,520243,18554,5548,1684227,1990630,,
time,2,cross-before-clash-1024-6,graph,1,799180,431540,209796,66247,91597,,730355,,
time,2,cross-unique-success-64-6,ordinary,1,987498,792837,37705,94353,62603,667802,639534,,
time,2,cross-before-clash-1024-6,specialized,1,20436123,19667876,557881,161048,49318,,20476720,,
time,2,cross-before-success-256-4,ordinary,1,357802,169876,130008,29216,28702,303820,330098,,
time,2,cross-before-clash-256-2,dependencies,1,188712,36133,122740,16372,13467,,187951,,
time,2,cross-before-success-64-6,ordinary,1,984844,825195,38242,89793,31614,658004,655057,,
time,2,cross-before-success-256-4,dependencies,1,323333,128092,131909,29750,33582,263793,264958,,
time,2,cross-before-clash-64-2,specialized,1,143273,85979,38871,16248,2175,,122562,,
time,2,cross-after-success-1024-6,dependencies,1,1555892,804299,526145,70193,155255,1131589,1233206,,
time,2,cross-before-clash-64-2,ordinary,1,60092,11070,35325,9423,4274,,51406,,
time,2,cross-before-clash-64-6,specialized,1,1814373,1580043,42181,158529,33620,,1650150,,
time,2,cross-before-success-256-6,graph,1,90546957,90330589,70198,99913,46257,3816725,3751834,,
time,2,cross-before-clash-64-4,dependencies,1,93724,37089,35783,13997,6855,,76152,,
time,2,cross-before-success-1024-6,specialized,1,29524108,28636886,563788,206265,117169,21365092,27998391,,
time,2,cross-before-clash-256-6,ordinary,1,481906,218781,158785,65246,39094,,351383,,
time,2,cross-before-success-64-2,specialized,1,175283,118143,38474,15677,2989,146685,156305,,
time,2,cross-before-clash-256-4,specialized,1,1393368,1197272,141649,46476,7971,,1363705,,
time,2,cross-before-success-1024-4,specialized,1,6986258,6344236,558937,55215,27870,5385056,6761154,,
time,2,cross-before-clash-1024-4,graph,1,664115,316730,254095,14937,78353,,608665,,
time,2,cross-before-clash-64-6,graph,1,239028,161825,14978,42560,19665,,184847,,
time,2,cross-before-clash-64-2,graph,1,54755,25715,16370,9656,3014,,42895,,
time,2,cross-unique-success-64-6,graph,1,156197599,155933812,20845,143894,99048,3837256,3770683,,
time,3,cross-before-success-256-6,specialized,1,10707694,10275649,156367,189154,86524,7229402,9031718,,
time,3,cross-before-success-256-6,graph,1,91000897,90785500,67254,91001,57142,3813905,3918480,,
time,3,cross-after-success-1024-6,specialized,1,26160464,25273579,605494,173323,108068,17851268,24367974,,
time,3,cross-before-clash-1024-4,graph,1,589407,292776,202038,15228,79365,,572968,,
time,3,cross-before-clash-64-6,ordinary,1,243981,130274,38247,56960,18500,,150047,,
time,3,cross-before-success-64-2,dependencies,1,96250,33763,43176,12734,6577,85605,78362,,
time,3,cross-before-clash-256-2,graph,1,185519,75922,54022,23330,32245,,126151,,
time,3,cross-before-success-256-4,ordinary,1,352656,175236,129323,17965,30132,298026,329298,,
time,3,cross-before-success-64-4,specialized,1,768852,662449,43248,45898,17257,561889,681018,,
time,3,cross-unique-success-64-6,specialized,1,5588595,5183446,45108,243723,116318,3552502,4028989,,
time,3,cross-unique-success-1024-6,specialized,1,25972135,25029473,534335,241194,167133,17868096,24111003,,
time,3,cross-before-success-1024-4,specialized,1,7000008,6348339,567208,55611,28850,5440214,6855811,,
time,3,cross-before-success-64-6,dependencies,1,971330,794932,43544,102787,30067,638819,569168,,
time,3,cross-before-success-1024-6,specialized,1,29954792,29056204,596392,186188,116008,21615432,28063067,,
