case	mode	limit	status	steps	raw	failed	answers	exhausted	issued	committed_equations	lookahead_visits	projection_dereferences	max_outstanding	owner_buffered_peak	uncommitted_at_shutdown	calls	pairs	resolve_nodes	occurs_nodes	worker_completion
app-lambda-identity	Threads(1)	1	pass	112	1	28	1	true	37	37	146	109	1	1	0	37	60	389	31	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36)]
app-lambda-identity	Threads(1)	4	pass	112	1	28	1	true	37	37	384	109	4	1	0	37	60	389	31	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36)]
app-lambda-identity	Threads(2)	1	pass	112	1	28	1	true	37	37	146	109	1	1	0	37	60	389	31	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13), (0, 14), (1, 15), (0, 16), (1, 17), (0, 18), (1, 19), (0, 20), (1, 21), (0, 22), (1, 23), (0, 24), (1, 25), (0, 26), (1, 27), (0, 28), (1, 29), (0, 30), (1, 31), (0, 32), (1, 33), (0, 34), (1, 35), (0, 36)]
app-lambda-identity	Threads(2)	4	pass	112	1	28	1	true	37	37	384	109	4	2	0	37	60	389	31	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13), (0, 14), (1, 15), (0, 16), (1, 17), (0, 18), (0, 20), (1, 19), (0, 21), (1, 22), (0, 23), (1, 24), (0, 25), (1, 26), (0, 27), (1, 28), (0, 29), (1, 30), (0, 31), (1, 32), (0, 33), (1, 34), (0, 35), (1, 36)]
app-lambda-norm-residual	Owned	0	pass	2	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
app-lambda-norm-residual	Shared	0	pass	2	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
app-lambda-norm-residual	Inline	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
app-lambda-norm-residual	Inline	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
app-lambda-norm-residual	Threads(1)	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
app-lambda-norm-residual	Threads(1)	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
app-lambda-norm-residual	Threads(2)	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
app-lambda-norm-residual	Threads(2)	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
app-sk-duplication	Owned	0	pass	431	1	117	1	true	139	139	0	0	0	0	0	139	373	4090	222	[]
app-sk-duplication	Shared	0	pass	431	1	117	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
app-sk-duplication	Inline	1	pass	431	1	117	1	true	139	139	568	637	1	1	0	139	373	4090	222	[]
app-sk-duplication	Inline	4	pass	431	1	117	1	true	139	139	1088	637	3	3	0	139	373	4090	222	[]
app-sk-duplication	Threads(1)	1	pass	431	1	117	1	true	139	139	568	637	1	1	0	139	373	4090	222	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36), (0, 37), (0, 38), (0, 39), (0, 40), (0, 41), (0, 42), (0, 43), (0, 44), (0, 45), (0, 46), (0, 47), (0, 48), (0, 49), (0, 50), (0, 51), (0, 52), (0, 53), (0, 54), (0, 55), (0, 56), (0, 57), (0, 58), (0, 59), (0, 60), (0, 61), (0, 62), (0, 63), (0, 64), (0, 65), (0, 66), (0, 67), (0, 68), (0, 69), (0, 70), (0, 71), (0, 72), (0, 73), (0, 74), (0, 75), (0, 76), (0, 77), (0, 78), (0, 79), (0, 80), (0, 81), (0, 82), (0, 83), (0, 84), (0, 85), (0, 86), (0, 87), (0, 88), (0, 89), (0, 90), (0, 91), (0, 92), (0, 93), (0, 94), (0, 95), (0, 96), (0, 97), (0, 98), (0, 99), (0, 100), (0, 101), (0, 102), (0, 103), (0, 104), (0, 105), (0, 106), (0, 107), (0, 108), (0, 109), (0, 110), (0, 111), (0, 112), (0, 113), (0, 114), (0, 115), (0, 116), (0, 117), (0, 118), (0, 119), (0, 120), (0, 121), (0, 122), (0, 123), (0, 124), (0, 125), (0, 126), (0, 127), (0, 128), (0, 129), (0, 130), (0, 131), (0, 132), (0, 133), (0, 134), (0, 135), (0, 136), (0, 137), (0, 138)]
app-sk-duplication	Threads(1)	4	pass	431	1	117	1	true	139	139	1088	637	3	1	0	139	373	4090	222	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36), (0, 37), (0, 38), (0, 39), (0, 40), (0, 41), (0, 42), (0, 43), (0, 44), (0, 45), (0, 46), (0, 47), (0, 48), (0, 49), (0, 50), (0, 51), (0, 52), (0, 53), (0, 54), (0, 55), (0, 56), (0, 57), (0, 58), (0, 59), (0, 60), (0, 61), (0, 62), (0, 63), (0, 64), (0, 65), (0, 66), (0, 67), (0, 68), (0, 69), (0, 70), (0, 71), (0, 72), (0, 73), (0, 74), (0, 75), (0, 76), (0, 77), (0, 78), (0, 79), (0, 80), (0, 81), (0, 82), (0, 83), (0, 84), (0, 85), (0, 86), (0, 87), (0, 88), (0, 89), (0, 90), (0, 91), (0, 92), (0, 93), (0, 94), (0, 95), (0, 96), (0, 97), (0, 98), (0, 99), (0, 100), (0, 101), (0, 102), (0, 103), (0, 104), (0, 105), (0, 106), (0, 107), (0, 108), (0, 109), (0, 110), (0, 111), (0, 112), (0, 113), (0, 114), (0, 115), (0, 116), (0, 117), (0, 118), (0, 119), (0, 120), (0, 121), (0, 122), (0, 123), (0, 124), (0, 125), (0, 126), (0, 127), (0, 128), (0, 129), (0, 130), (0, 131), (0, 132), (0, 133), (0, 134), (0, 135), (0, 136), (0, 137), (0, 138)]
app-sk-duplication	Threads(2)	1	pass	431	1	117	1	true	139	139	568	637	1	1	0	139	373	4090	222	[(1, 0), (0, 1), (1, 2), (0, 3), (1, 4), (0, 5), (1, 6), (0, 7), (1, 8), (0, 9), (1, 10), (0, 11), (1, 12), (0, 13), (1, 14), (0, 15), (1, 16), (0, 17), (1, 18), (0, 19), (1, 20), (0, 21), (1, 22), (0, 23), (1, 24), (0, 25), (1, 26), (0, 27), (1, 28), (0, 29), (1, 30), (0, 31), (1, 32), (0, 33), (1, 34), (0, 35), (1, 36), (0, 37), (0, 38), (1, 39), (0, 40), (1, 41), (0, 42), (1, 43), (0, 44), (1, 45), (0, 46), (1, 47), (0, 48), (1, 49), (0, 50), (1, 51), (0, 52), (1, 53), (0, 54), (1, 55), (0, 56), (1, 57), (0, 58), (1, 59), (0, 60), (1, 61), (0, 62), (0, 63), (0, 64), (0, 65), (0, 66), (0, 67), (0, 68), (1, 69), (0, 70), (1, 71), (0, 72), (0, 73), (0, 74), (0, 75), (0, 76), (1, 77), (0, 78), (1, 79), (0, 80), (1, 81), (0, 82), (1, 83), (0, 84), (1, 85), (1, 86), (0, 87), (1, 88), (1, 89), (1, 90), (1, 91), (0, 92), (1, 93), (1, 94), (1, 95), (0, 96), (1, 97), (0, 98), (1, 99), (0, 100), (1, 101), (0, 102), (1, 103), (0, 104), (1, 105), (0, 106), (1, 107), (0, 108), (1, 109), (0, 110), (1, 111), (0, 112), (1, 113), (0, 114), (1, 115), (0, 116), (0, 117), (0, 118), (0, 119), (0, 120), (0, 121), (0, 122), (1, 123), (0, 124), (0, 125), (0, 126), (1, 127), (0, 128), (1, 129), (0, 130), (1, 131), (0, 132), (1, 133), (0, 134), (1, 135), (0, 136), (1, 137), (0, 138)]
app-sk-duplication	Threads(2)	4	pass	431	1	117	1	true	139	139	1088	637	3	2	0	139	373	4090	222	[(1, 0), (0, 1), (1, 2), (0, 3), (1, 4), (0, 5), (1, 6), (0, 7), (1, 8), (0, 9), (1, 10), (0, 11), (1, 12), (0, 13), (1, 14), (0, 15), (1, 16), (0, 17), (1, 18), (0, 19), (1, 20), (0, 21), (1, 22), (0, 23), (1, 24), (0, 25), (1, 26), (0, 27), (1, 28), (0, 29), (1, 30), (0, 31), (1, 32), (0, 33), (1, 34), (0, 35), (1, 36), (0, 37), (1, 38), (0, 39), (1, 40), (1, 41), (1, 42), (0, 43), (1, 44), (0, 45), (1, 46), (0, 47), (1, 48), (0, 49), (1, 50), (0, 51), (1, 52), (0, 53), (1, 54), (0, 55), (1, 56), (0, 57), (1, 58), (0, 59), (0, 61), (1, 60), (0, 62), (1, 63), (0, 64), (1, 65), (0, 66), (1, 67), (0, 68), (1, 69), (0, 70), (0, 72), (1, 71), (0, 73), (0, 75), (1, 74), (0, 76), (1, 77), (0, 78), (1, 79), (0, 80), (1, 81), (0, 82), (1, 83), (0, 84), (1, 85), (0, 86), (1, 87), (0, 88), (1, 89), (0, 90), (1, 91), (0, 92), (1, 93), (0, 94), (1, 95), (0, 96), (1, 97), (0, 98), (1, 99), (0, 100), (1, 101), (0, 102), (1, 103), (0, 104), (1, 105), (0, 106), (1, 107), (0, 108), (1, 109), (0, 110), (1, 111), (0, 112), (1, 113), (0, 114), (1, 115), (0, 116), (1, 117), (0, 118), (0, 120), (1, 119), (0, 121), (1, 122), (0, 123), (1, 124), (0, 125), (0, 127), (1, 126), (0, 128), (1, 129), (0, 130), (0, 132), (1, 131), (0, 133), (1, 134), (0, 135), (0, 137), (1, 136), (0, 138)]
app-sk-identity	Owned	0	pass	177	1	49	1	true	57	57	0	0	0	0	0	57	151	1332	49	[]
app-sk-identity	Shared	0	pass	177	1	49	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
app-sk-identity	Inline	1	pass	177	1	49	1	true	57	57	232	250	1	1	0	57	151	1332	49	[]
app-sk-identity	Inline	4	pass	177	1	49	1	true	57	57	438	250	3	3	0	57	151	1332	49	[]
app-sk-identity	Threads(1)	1	pass	177	1	49	1	true	57	57	232	250	1	1	0	57	151	1332	49	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36), (0, 37), (0, 38), (0, 39), (0, 40), (0, 41), (0, 42), (0, 43), (0, 44), (0, 45), (0, 46), (0, 47), (0, 48), (0, 49), (0, 50), (0, 51), (0, 52), (0, 53), (0, 54), (0, 55), (0, 56)]
app-sk-identity	Threads(1)	4	pass	177	1	49	1	true	57	57	438	250	3	1	0	57	151	1332	49	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36), (0, 37), (0, 38), (0, 39), (0, 40), (0, 41), (0, 42), (0, 43), (0, 44), (0, 45), (0, 46), (0, 47), (0, 48), (0, 49), (0, 50), (0, 51), (0, 52), (0, 53), (0, 54), (0, 55), (0, 56)]
app-sk-identity	Threads(2)	1	pass	177	1	49	1	true	57	57	232	250	1	1	0	57	151	1332	49	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (0, 5), (0, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (0, 14), (0, 15), (0, 16), (1, 17), (0, 18), (0, 19), (0, 20), (1, 21), (0, 22), (1, 23), (0, 24), (1, 25), (0, 26), (1, 27), (0, 28), (1, 29), (0, 30), (1, 31), (0, 32), (1, 33), (0, 34), (1, 35), (0, 36), (1, 37), (0, 38), (1, 39), (0, 40), (1, 41), (0, 42), (1, 43), (0, 44), (1, 45), (0, 46), (1, 47), (0, 48), (1, 49), (0, 50), (1, 51), (0, 52), (1, 53), (0, 54), (1, 55), (0, 56)]
app-sk-identity	Threads(2)	4	pass	177	1	49	1	true	57	57	438	250	3	2	0	57	151	1332	49	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13), (0, 14), (1, 15), (0, 16), (1, 17), (0, 18), (1, 19), (0, 20), (1, 21), (0, 22), (1, 23), (0, 24), (1, 25), (0, 26), (1, 27), (0, 28), (1, 29), (0, 30), (1, 31), (0, 32), (1, 33), (0, 34), (1, 35), (0, 36), (1, 37), (0, 38), (1, 39), (0, 40), (1, 41), (0, 42), (0, 44), (1, 43), (0, 45), (1, 46), (0, 47), (1, 48), (0, 49), (1, 50), (0, 51), (1, 52), (0, 53), (1, 54), (0, 55), (1, 56)]
app-sk-ignored-hole	Owned	0	pass	546	1	141	1	true	166	166	0	0	0	0	0	166	442	5343	286	[]
app-sk-ignored-hole	Shared	0	pass	546	1	141	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
app-sk-ignored-hole	Inline	1	pass	546	1	141	1	true	166	166	709	793	1	1	0	166	442	5343	286	[]
app-sk-ignored-hole	Inline	4	pass	546	1	141	1	true	166	166	1309	793	3	3	0	166	442	5343	286	[]
app-sk-ignored-hole	Threads(1)	1	pass	546	1	141	1	true	166	166	709	793	1	1	0	166	442	5343	286	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36), (0, 37), (0, 38), (0, 39), (0, 40), (0, 41), (0, 42), (0, 43), (0, 44), (0, 45), (0, 46), (0, 47), (0, 48), (0, 49), (0, 50), (0, 51), (0, 52), (0, 53), (0, 54), (0, 55), (0, 56), (0, 57), (0, 58), (0, 59), (0, 60), (0, 61), (0, 62), (0, 63), (0, 64), (0, 65), (0, 66), (0, 67), (0, 68), (0, 69), (0, 70), (0, 71), (0, 72), (0, 73), (0, 74), (0, 75), (0, 76), (0, 77), (0, 78), (0, 79), (0, 80), (0, 81), (0, 82), (0, 83), (0, 84), (0, 85), (0, 86), (0, 87), (0, 88), (0, 89), (0, 90), (0, 91), (0, 92), (0, 93), (0, 94), (0, 95), (0, 96), (0, 97), (0, 98), (0, 99), (0, 100), (0, 101), (0, 102), (0, 103), (0, 104), (0, 105), (0, 106), (0, 107), (0, 108), (0, 109), (0, 110), (0, 111), (0, 112), (0, 113), (0, 114), (0, 115), (0, 116), (0, 117), (0, 118), (0, 119), (0, 120), (0, 121), (0, 122), (0, 123), (0, 124), (0, 125), (0, 126), (0, 127), (0, 128), (0, 129), (0, 130), (0, 131), (0, 132), (0, 133), (0, 134), (0, 135), (0, 136), (0, 137), (0, 138), (0, 139), (0, 140), (0, 141), (0, 142), (0, 143), (0, 144), (0, 145), (0, 146), (0, 147), (0, 148), (0, 149), (0, 150), (0, 151), (0, 152), (0, 153), (0, 154), (0, 155), (0, 156), (0, 157), (0, 158), (0, 159), (0, 160), (0, 161), (0, 162), (0, 163), (0, 164), (0, 165)]
app-sk-ignored-hole	Threads(1)	4	pass	546	1	141	1	true	166	166	1309	793	3	1	0	166	442	5343	286	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36), (0, 37), (0, 38), (0, 39), (0, 40), (0, 41), (0, 42), (0, 43), (0, 44), (0, 45), (0, 46), (0, 47), (0, 48), (0, 49), (0, 50), (0, 51), (0, 52), (0, 53), (0, 54), (0, 55), (0, 56), (0, 57), (0, 58), (0, 59), (0, 60), (0, 61), (0, 62), (0, 63), (0, 64), (0, 65), (0, 66), (0, 67), (0, 68), (0, 69), (0, 70), (0, 71), (0, 72), (0, 73), (0, 74), (0, 75), (0, 76), (0, 77), (0, 78), (0, 79), (0, 80), (0, 81), (0, 82), (0, 83), (0, 84), (0, 85), (0, 86), (0, 87), (0, 88), (0, 89), (0, 90), (0, 91), (0, 92), (0, 93), (0, 94), (0, 95), (0, 96), (0, 97), (0, 98), (0, 99), (0, 100), (0, 101), (0, 102), (0, 103), (0, 104), (0, 105), (0, 106), (0, 107), (0, 108), (0, 109), (0, 110), (0, 111), (0, 112), (0, 113), (0, 114), (0, 115), (0, 116), (0, 117), (0, 118), (0, 119), (0, 120), (0, 121), (0, 122), (0, 123), (0, 124), (0, 125), (0, 126), (0, 127), (0, 128), (0, 129), (0, 130), (0, 131), (0, 132), (0, 133), (0, 134), (0, 135), (0, 136), (0, 137), (0, 138), (0, 139), (0, 140), (0, 141), (0, 142), (0, 143), (0, 144), (0, 145), (0, 146), (0, 147), (0, 148), (0, 149), (0, 150), (0, 151), (0, 152), (0, 153), (0, 154), (0, 155), (0, 156), (0, 157), (0, 158), (0, 159), (0, 160), (0, 161), (0, 162), (0, 163), (0, 164), (0, 165)]
app-sk-ignored-hole	Threads(2)	1	pass	546	1	141	1	true	166	166	709	793	1	1	0	166	442	5343	286	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13), (0, 14), (1, 15), (0, 16), (1, 17), (0, 18), (1, 19), (0, 20), (1, 21), (0, 22), (1, 23), (0, 24), (1, 25), (0, 26), (1, 27), (0, 28), (1, 29), (0, 30), (1, 31), (0, 32), (1, 33), (0, 34), (1, 35), (0, 36), (1, 37), (0, 38), (1, 39), (0, 40), (1, 41), (0, 42), (1, 43), (0, 44), (1, 45), (0, 46), (1, 47), (0, 48), (1, 49), (0, 50), (1, 51), (0, 52), (1, 53), (0, 54), (1, 55), (0, 56), (1, 57), (0, 58), (1, 59), (0, 60), (1, 61), (0, 62), (1, 63), (0, 64), (1, 65), (0, 66), (1, 67), (0, 68), (1, 69), (0, 70), (1, 71), (0, 72), (1, 73), (0, 74), (1, 75), (0, 76), (1, 77), (0, 78), (1, 79), (0, 80), (1, 81), (0, 82), (1, 83), (0, 84), (1, 85), (0, 86), (1, 87), (0, 88), (1, 89), (0, 90), (1, 91), (0, 92), (1, 93), (0, 94), (1, 95), (0, 96), (1, 97), (0, 98), (1, 99), (0, 100), (1, 101), (0, 102), (1, 103), (0, 104), (1, 105), (0, 106), (1, 107), (0, 108), (1, 109), (0, 110), (1, 111), (0, 112), (1, 113), (0, 114), (1, 115), (0, 116), (1, 117), (0, 118), (1, 119), (0, 120), (1, 121), (0, 122), (1, 123), (0, 124), (1, 125), (0, 126), (1, 127), (0, 128), (1, 129), (0, 130), (1, 131), (0, 132), (1, 133), (0, 134), (1, 135), (0, 136), (1, 137), (0, 138), (1, 139), (0, 140), (1, 141), (0, 142), (1, 143), (0, 144), (1, 145), (0, 146), (1, 147), (0, 148), (1, 149), (0, 150), (1, 151), (0, 152), (1, 153), (0, 154), (1, 155), (0, 156), (1, 157), (0, 158), (1, 159), (0, 160), (1, 161), (0, 162), (1, 163), (0, 164), (1, 165)]
app-sk-ignored-hole	Threads(2)	4	pass	546	1	141	1	true	166	166	1309	793	3	2	0	166	442	5343	286	[(1, 0), (0, 1), (1, 2), (0, 3), (1, 4), (0, 5), (1, 6), (0, 7), (1, 8), (0, 9), (1, 10), (0, 11), (1, 12), (0, 13), (1, 14), (0, 15), (1, 16), (0, 17), (1, 18), (0, 19), (1, 20), (0, 21), (1, 22), (0, 23), (1, 24), (0, 25), (1, 26), (0, 27), (1, 28), (0, 29), (1, 30), (0, 31), (1, 32), (0, 33), (1, 34), (0, 35), (1, 36), (0, 37), (1, 38), (0, 39), (1, 40), (0, 41), (1, 42), (1, 44), (0, 43), (1, 45), (0, 46), (1, 47), (0, 48), (1, 49), (0, 50), (1, 51), (0, 52), (1, 53), (0, 54), (1, 55), (0, 56), (1, 57), (0, 58), (1, 59), (0, 60), (1, 61), (0, 62), (1, 63), (0, 64), (1, 65), (0, 66), (0, 67), (0, 68), (1, 69), (0, 70), (0, 71), (0, 72), (0, 73), (1, 74), (0, 75), (1, 76), (0, 77), (1, 78), (0, 79), (1, 80), (0, 81), (1, 82), (0, 83), (1, 84), (0, 85), (1, 86), (1, 88), (0, 87), (1, 89), (1, 90), (1, 91), (1, 92), (1, 93), (0, 94), (1, 95), (0, 96), (1, 97), (1, 99), (0, 98), (1, 100), (0, 101), (1, 102), (0, 103), (1, 104), (0, 105), (1, 106), (0, 107), (1, 108), (0, 109), (1, 110), (0, 111), (1, 112), (1, 113), (1, 114), (0, 115), (0, 116), (1, 117), (0, 118), (1, 119), (0, 120), (1, 121), (1, 122), (1, 123), (0, 124), (1, 125), (1, 126), (1, 127), (1, 128), (0, 129), (1, 130), (0, 131), (1, 132), (0, 133), (1, 134), (0, 135), (1, 136), (0, 137), (1, 138), (0, 139), (1, 140), (0, 141), (1, 142), (0, 143), (1, 144), (0, 145), (0, 147), (1, 146), (0, 148), (1, 149), (0, 150), (1, 151), (0, 152), (1, 153), (0, 154), (1, 155), (0, 156), (1, 157), (0, 158), (1, 159), (0, 160), (1, 161), (0, 162), (1, 163), (0, 164), (1, 165)]
app-sub	Owned	0	pass	27	1	3	1	true	9	9	0	0	0	0	0	9	13	78	16	[]
app-sub	Shared	0	pass	27	1	3	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
app-sub	Inline	1	pass	27	1	3	1	true	9	9	30	6	1	1	0	9	13	78	16	[]
app-sub	Inline	4	pass	27	1	3	1	true	9	9	37	6	2	2	0	9	13	78	16	[]
app-sub	Threads(1)	1	pass	27	1	3	1	true	9	9	30	6	1	1	0	9	13	78	16	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8)]
app-sub	Threads(1)	4	pass	27	1	3	1	true	9	9	37	6	2	1	0	9	13	78	16	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8)]
app-sub	Threads(2)	1	pass	27	1	3	1	true	9	9	30	6	1	1	0	9	13	78	16	[(1, 0), (1, 1), (1, 2), (0, 3), (1, 4), (0, 5), (1, 6), (0, 7), (1, 8)]
app-sub	Threads(2)	4	pass	27	1	3	1	true	9	9	37	6	2	1	0	9	13	78	16	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8)]
app-type-synthesis-prefix	Owned	0	pass	12	1	0	1	false	4	4	0	0	0	0	0	4	8	45	7	[]
app-type-synthesis-prefix	Shared	0	pass	12	1	0	1	false	0	0	0	0	0	0	0	0	0	0	0	[]
app-type-synthesis-prefix	Inline	1	pass	12	1	0	1	false	5	4	14	15	1	1	1	5	10	69	7	[]
app-type-synthesis-prefix	Inline	4	pass	12	1	0	1	false	5	4	28	15	3	3	1	5	10	69	7	[]
app-type-synthesis-prefix	Threads(1)	1	pass	12	1	0	1	false	5	4	14	15	1	1	1	5	10	69	7	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4)]
app-type-synthesis-prefix	Threads(1)	4	pass	12	1	0	1	false	5	4	28	15	3	1	1	5	10	69	7	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4)]
app-type-synthesis-prefix	Threads(2)	1	pass	12	1	0	1	false	5	4	14	15	1	1	1	5	10	69	7	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4)]
app-type-synthesis-prefix	Threads(2)	4	pass	12	1	0	1	false	5	4	28	15	3	3	1	5	10	69	7	[(1, 0), (1, 2), (1, 3), (0, 1), (1, 4)]
carry-k0-w0-n0	Owned	0	pass	2	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n0	Shared	0	pass	2	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n0	Inline	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n0	Inline	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n0	Threads(1)	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n0	Threads(1)	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n0	Threads(2)	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n0	Threads(2)	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n3	Owned	0	pass	5	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n3	Shared	0	pass	5	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n3	Inline	1	pass	5	1	0	1	true	0	0	5	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n3	Inline	4	pass	5	1	0	1	true	0	0	5	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n3	Threads(1)	1	pass	5	1	0	1	true	0	0	5	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n3	Threads(1)	4	pass	5	1	0	1	true	0	0	5	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n3	Threads(2)	1	pass	5	1	0	1	true	0	0	5	0	0	0	0	0	0	0	0	[]
carry-k0-w0-n3	Threads(2)	4	pass	5	1	0	1	true	0	0	5	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n0	Owned	0	pass	4	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n0	Shared	0	pass	4	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
