case	mode	pass	solutions	exhausted	classes	retained_candidates	pattern_nodes	unions	domain_compares	enumeration_cache_hits	domain_cache_hits	filter_candidates	output_nodes	emitted	intersection_pairs	transition_pairs	productivity_checks	witness_nodes	ground_checks	membership_steps	membership_hits	enumeration_checks	size_partitions	enumeration_candidates	allocation_calls	build_requested	compile_requested	output_requested	requested_bytes	baseline_live	peak_live	final_live	build_us	compile_us	output_us
overlap-h4-n3	Intersect	true	16	true	4	2	7	0	7	0	3	0	240	16	4	36	15	4	0	0	0	39	13	18	710	3795	16076	12336	32207	730	13307	13307	12	58	30
overlap-h4-n5	FilterFirst	true	38416	false	4	14	7	0	7	0	3	18	20088	1024	0	0	0	0	80	98	2	30	21	47	30465	3795	34567	1033272	1071634	732	988801	988801	9	105	2076
overlap-h4-n5	FilterSmallest	true	38416	false	4	14	7	0	8	0	3	18	20088	1024	0	0	0	0	80	98	2	60	42	94	31010	3795	57236	1033272	1094303	735	988804	988804	7	122	1482
overlap-h4-n5	Intersect	true	38416	false	4	14	7	0	7	0	3	0	20088	1024	4	36	15	4	0	0	0	65	58	94	31016	3795	54210	1033272	1091277	730	988703	988703	7	123	1861
overlap-h4-n7	FilterFirst	true	49787136	false	4	84	7	0	7	0	3	93	20752	1024	0	0	0	0	605	725	18	42	48	239	35689	3795	202507	1065808	1272110	732	1047363	1047363	8	516	2177
overlap-h4-n7	FilterSmallest	true	49787136	false	4	84	7	0	8	0	3	93	20752	1024	0	0	0	0	605	725	18	84	96	478	39451	3795	333930	1065808	1403533	735	1047366	1047366	13	742	2186
overlap-h4-n7	Intersect	true	49787136	false	4	84	7	0	7	0	3	0	20752	1024	4	36	15	4	0	0	0	91	139	536	39683	3795	302710	1065808	1372313	730	1045249	1045249	10	841	2086
overlap-h4-n9	FilterFirst	true	64524128256	false	4	504	7	0	7	0	3	527	21072	1024	0	0	0	0	4511	5259	122	54	87	1355	67547	3795	1396688	1081488	2481971	732	1246535	1246535	8	3204	1880
overlap-h4-n9	FilterSmallest	true	64524128256	false	4	504	7	0	8	0	3	527	21072	1024	0	0	0	0	4511	5259	122	108	174	2710	95306	3795	2331488	1081488	3416771	735	1246538	1246538	7	5391	1290
overlap-h4-n9	Intersect	true	64524128256	false	4	504	7	0	7	0	3	0	21072	1024	4	36	15	4	0	0	0	117	256	3228	99593	3795	2213228	1081488	3298511	730	1246149	1246149	7	3926	1440
