case	mode	pass	solutions	exhausted	classes	retained_candidates	pattern_nodes	unions	domain_compares	enumeration_cache_hits	domain_cache_hits	filter_candidates	output_nodes	emitted	intersection_pairs	transition_pairs	productivity_checks	witness_nodes	ground_checks	membership_steps	membership_hits	enumeration_checks	size_partitions	enumeration_candidates	allocation_calls	build_requested	compile_requested	output_requested	requested_bytes	baseline_live	peak_live	final_live	build_us	compile_us	output_us
intersect_k-h4-n5	FilterFirst	true	256	true	4	4	7	0	15	0	3	22	4352	256	0	0	0	0	174	172	2	15	8	22	6967	4331	27437	225344	257112	736	215097	215097	8	52	423
intersect_k-h4-n5	FilterSmallest	true	256	true	4	4	7	0	18	0	3	4	4352	256	0	0	0	0	28	28	0	55	36	73	7457	4331	43557	225344	273232	739	215100	215100	7	84	400
intersect_k-h4-n5	Intersect	true	256	true	4	4	7	0	15	0	3	0	4352	256	4	30	5	2	0	0	0	25	20	11	6780	4331	16431	225344	246106	734	215095	215095	10	31	464
intersect_k-h4-n7	FilterFirst	true	6561	false	4	9	7	0	15	0	3	102	20746	1024	0	0	0	0	1259	1154	18	21	17	102	33166	4331	133604	1065514	1203449	736	1020454	1020454	9	277	2073
intersect_k-h4-n7	FilterSmallest	true	6561	false	4	9	7	0	18	0	3	9	20746	1024	0	0	0	0	98	98	0	77	81	350	36411	4331	211946	1065514	1281791	739	1020457	1020457	7	325	1360
intersect_k-h4-n7	Intersect	true	6561	false	4	9	7	0	15	0	3	0	20746	1024	4	30	5	2	0	0	0	35	47	26	31360	4331	30875	1065514	1100720	734	1020116	1020116	7	40	1560
intersect_k-h4-n9	FilterFirst	true	279841	false	4	23	7	0	15	0	3	550	21630	1024	0	0	0	0	9197	7852	122	27	30	550	47879	4331	827230	1108830	1940391	736	1070040	1070040	8	1680	1936
intersect_k-h4-n9	FilterSmallest	true	279841	false	4	23	7	0	18	0	3	23	21630	1024	0	0	0	0	350	350	0	99	146	1928	71884	4331	1388842	1108830	2502003	739	1070043	1070043	10	3247	1259
intersect_k-h4-n9	Intersect	true	279841	false	4	23	7	0	15	0	3	0	21630	1024	4	30	5	2	0	0	0	45	86	68	33853	4331	72890	1108830	1186051	734	1069606	1069606	8	140	2161
disjoint-h1-n1	FilterFirst	true	0	true	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	6	3	3	67	811	3761	0	4572	733	3400	821	7	12	0
disjoint-h1-n1	FilterSmallest	true	0	true	1	0	1	0	2	0	0	1	0	0	0	0	0	0	1	1	0	8	4	4	80	811	4868	0	5679	736	3640	824	5	14	0
disjoint-h1-n1	Intersect	true	0	true	1	0	1	0	1	0	0	0	0	0	2	12	6	1	0	0	0	0	0	0	68	811	3403	0	4214	731	3685	819	5	12	0
disjoint-h1-n3	FilterFirst	true	0	true	1	0	1	0	1	0	0	4	0	0	0	0	0	0	10	8	0	18	6	11	143	811	7886	0	8697	733	5551	821	3	17	0
disjoint-h1-n3	FilterSmallest	true	0	true	1	0	1	0	2	0	0	2	0	0	0	0	0	0	4	5	0	24	8	13	162	811	9398	0	10209	736	5554	824	7	18	0
disjoint-h1-n3	Intersect	true	0	true	1	0	1	0	1	0	0	0	0	0	2	12	6	1	0	0	0	0	0	0	68	811	3403	0	4214	731	3685	819	4	8	0
disjoint-h1-n5	FilterFirst	true	0	true	1	0	1	0	1	0	0	18	0	0	0	0	0	0	80	54	0	30	21	47	655	811	30133	0	30944	733	15159	821	7	58	0
disjoint-h1-n5	FilterSmallest	true	0	true	1	0	1	0	2	0	0	4	0	0	0	0	0	0	14	21	1	40	28	51	671	811	29744	0	30555	736	15162	824	4	69	0
disjoint-h1-n5	Intersect	true	0	true	1	0	1	0	1	0	0	0	0	0	2	12	6	1	0	0	0	0	0	0	68	811	3403	0	4214	731	3685	819	4	11	0
disjoint-h1-n7	FilterFirst	true	0	true	1	0	1	0	1	0	0	93	0	0	0	0	0	0	605	353	0	42	48	239	4172	811	164687	0	165498	733	73382	821	5	382	0
disjoint-h1-n7	FilterSmallest	true	0	true	1	0	1	0	2	0	0	9	0	0	0	0	0	0	49	83	7	56	64	248	4038	811	146542	0	147353	736	73385	824	4	339	0
disjoint-h1-n7	Intersect	true	0	true	1	0	1	0	1	0	0	0	0	0	2	12	6	1	0	0	0	0	0	0	68	811	3403	0	4214	731	3685	819	5	11	0
disjoint-h1-n9	FilterFirst	true	0	true	1	0	1	0	1	0	0	527	0	0	0	0	0	0	4511	2307	0	54	87	1355	29936	811	1119248	0	1120059	733	497498	821	4	2030	0
disjoint-h1-n9	FilterSmallest	true	0	true	1	0	1	0	2	0	0	23	0	0	0	0	0	0	175	321	35	72	116	1378	28512	811	977012	0	977823	736	497501	824	4	2675	0
disjoint-h1-n9	Intersect	true	0	true	1	0	1	0	1	0	0	0	0	0	2	12	6	1	0	0	0	0	0	0	68	811	3403	0	4214	731	3685	819	4	13	0
disjoint-h2-n1	FilterFirst	true	0	true	2	0	3	0	3	0	1	1	0	0	0	0	0	0	1	1	0	6	3	3	93	1687	3937	0	5624	733	4169	934	7	10	0
disjoint-h2-n1	FilterSmallest	true	0	true	2	0	3	0	4	0	1	1	0	0	0	0	0	0	1	1	0	8	4	4	106	1687	5044	0	6731	736	4409	937	5	14	0
disjoint-h2-n1	Intersect	true	0	true	2	0	3	0	3	0	1	0	0	0	2	12	6	1	0	0	0	0	0	0	94	1687	3579	0	5266	731	4454	932	5	12	0
disjoint-h2-n3	FilterFirst	true	0	true	2	0	3	0	3	0	1	4	0	0	0	0	0	0	10	8	0	18	6	11	169	1687	8062	0	9749	733	6320	934	6	21	0
disjoint-h2-n3	FilterSmallest	true	0	true	2	0	3	0	4	0	1	2	0	0	0	0	0	0	4	5	0	24	8	13	188	1687	9574	0	11261	736	6323	937	6	26	0
disjoint-h2-n3	Intersect	true	0	true	2	0	3	0	3	0	1	0	0	0	2	12	6	1	0	0	0	0	0	0	94	1687	3579	0	5266	731	4454	932	6	13	0
disjoint-h2-n5	FilterFirst	true	0	true	2	0	3	0	3	0	1	18	0	0	0	0	0	0	80	54	0	30	21	47	681	1687	30309	0	31996	733	15928	934	5	64	0
disjoint-h2-n5	FilterSmallest	true	0	true	2	0	3	0	4	0	1	4	0	0	0	0	0	0	14	21	1	40	28	51	697	1687	29920	0	31607	736	15931	937	5	65	0
disjoint-h2-n5	Intersect	true	0	true	2	0	3	0	3	0	1	0	0	0	2	12	6	1	0	0	0	0	0	0	94	1687	3579	0	5266	731	4454	932	4	10	0
disjoint-h2-n7	FilterFirst	true	0	true	2	0	3	0	3	0	1	93	0	0	0	0	0	0	605	353	0	42	48	239	4198	1687	164863	0	166550	733	74151	934	5	350	0
disjoint-h2-n7	FilterSmallest	true	0	true	2	0	3	0	4	0	1	9	0	0	0	0	0	0	49	83	7	56	64	248	4064	1687	146718	0	148405	736	74154	937	5	347	0
disjoint-h2-n7	Intersect	true	0	true	2	0	3	0	3	0	1	0	0	0	2	12	6	1	0	0	0	0	0	0	94	1687	3579	0	5266	731	4454	932	5	11	0
disjoint-h2-n9	FilterFirst	true	0	true	2	0	3	0	3	0	1	527	0	0	0	0	0	0	4511	2307	0	54	87	1355	29962	1687	1119424	0	1121111	733	498267	934	9	2459	0
disjoint-h2-n9	FilterSmallest	true	0	true	2	0	3	0	4	0	1	23	0	0	0	0	0	0	175	321	35	72	116	1378	28538	1687	977188	0	978875	736	498270	937	7	2754	0
disjoint-h2-n9	Intersect	true	0	true	2	0	3	0	3	0	1	0	0	0	2	12	6	1	0	0	0	0	0	0	94	1687	3579	0	5266	731	4454	932	5	15	0
disjoint-h4-n1	FilterFirst	true	0	true	4	0	7	0	7	0	3	1	0	0	0	0	0	0	1	1	0	6	3	3	145	3439	4289	0	7728	733	5707	1160	7	18	0
disjoint-h4-n1	FilterSmallest	true	0	true	4	0	7	0	8	0	3	1	0	0	0	0	0	0	1	1	0	8	4	4	158	3439	5396	0	8835	736	5947	1163	8	18	0
disjoint-h4-n1	Intersect	true	0	true	4	0	7	0	7	0	3	0	0	0	2	12	6	1	0	0	0	0	0	0	146	3439	3931	0	7370	731	5992	1158	7	20	0
disjoint-h4-n3	FilterFirst	true	0	true	4	0	7	0	7	0	3	4	0	0	0	0	0	0	10	8	0	18	6	11	221	3439	8414	0	11853	733	7858	1160	7	22	0
disjoint-h4-n3	FilterSmallest	true	0	true	4	0	7	0	8	0	3	2	0	0	0	0	0	0	4	5	0	24	8	13	240	3439	9926	0	13365	736	7861	1163	8	29	0
disjoint-h4-n3	Intersect	true	0	true	4	0	7	0	7	0	3	0	0	0	2	12	6	1	0	0	0	0	0	0	146	3439	3931	0	7370	731	5992	1158	7	16	0
disjoint-h4-n5	FilterFirst	true	0	true	4	0	7	0	7	0	3	18	0	0	0	0	0	0	80	54	0	30	21	47	733	3439	30661	0	34100	733	17466	1160	7	66	0
disjoint-h4-n5	FilterSmallest	true	0	true	4	0	7	0	8	0	3	4	0	0	0	0	0	0	14	21	1	40	28	51	749	3439	30272	0	33711	736	17469	1163	7	64	0
disjoint-h4-n5	Intersect	true	0	true	4	0	7	0	7	0	3	0	0	0	2	12	6	1	0	0	0	0	0	0	146	3439	3931	0	7370	731	5992	1158	5	11	0
disjoint-h4-n7	FilterFirst	true	0	true	4	0	7	0	7	0	3	93	0	0	0	0	0	0	605	353	0	42	48	239	4250	3439	165215	0	168654	733	75689	1160	7	360	0
disjoint-h4-n7	FilterSmallest	true	0	true	4	0	7	0	8	0	3	9	0	0	0	0	0	0	49	83	7	56	64	248	4116	3439	147070	0	150509	736	75692	1163	7	357	0
disjoint-h4-n7	Intersect	true	0	true	4	0	7	0	7	0	3	0	0	0	2	12	6	1	0	0	0	0	0	0	146	3439	3931	0	7370	731	5992	1158	7	12	0
disjoint-h4-n9	FilterFirst	true	0	true	4	0	7	0	7	0	3	527	0	0	0	0	0	0	4511	2307	0	54	87	1355	30014	3439	1119776	0	1123215	733	499805	1160	10	3161	0
disjoint-h4-n9	FilterSmallest	true	0	true	4	0	7	0	8	0	3	23	0	0	0	0	0	0	175	321	35	72	116	1378	28590	3439	977540	0	980979	736	499808	1163	7	2103	0
disjoint-h4-n9	Intersect	true	0	true	4	0	7	0	7	0	3	0	0	0	2	12	6	1	0	0	0	0	0	0	146	3439	3931	0	7370	731	5992	1158	9	12	0
overlap-h1-n1	FilterFirst	true	0	true	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	6	3	3	69	900	3761	0	4661	732	3651	820	4	9	0
overlap-h1-n1	FilterSmallest	true	0	true	1	0	1	0	2	0	0	1	0	0	0	0	0	0	1	1	0	12	6	6	94	900	5906	0	6806	735	4437	823	6	10	0
overlap-h1-n1	Intersect	true	0	true	1	0	1	0	1	0	0	0	0	0	4	36	15	4	0	0	0	13	4	4	138	900	8552	0	9452	730	5167	818	3	16	0
overlap-h1-n3	FilterFirst	true	2	true	1	2	1	0	1	0	0	4	6	2	0	0	0	0	10	12	0	18	6	11	163	900	8276	390	9566	732	5802	1600	6	24	0
overlap-h1-n3	FilterSmallest	true	2	true	1	2	1	0	2	0	0	4	6	2	0	0	0	0	10	12	0	36	12	22	252	900	13514	390	14804	735	6984	1603	4	27	0
overlap-h1-n3	Intersect	true	2	true	1	2	1	0	1	0	0	0	6	2	4	36	15	4	0	0	0	39	13	18	280	900	15548	390	16838	730	9096	1598	4	27	0
overlap-h1-n5	FilterFirst	true	14	true	1	14	1	0	1	0	0	18	66	14	0	0	0	0	80	98	2	30	21	47	847	900	34039	3906	38845	732	15410	7480	4	72	4
overlap-h1-n5	FilterSmallest	true	14	true	1	14	1	0	2	0	0	18	66	14	0	0	0	0	80	98	2	60	42	94	1392	900	56708	3906	61514	735	20120	7483	6	105	4
overlap-h1-n5	Intersect	true	14	true	1	14	1	0	1	0	0	0	66	14	4	36	15	4	0	0	0	65	58	94	1398	900	53682	3906	58488	730	27476	7382	4	103	4
overlap-h1-n7	FilterFirst	true	84	true	1	84	1	0	1	0	0	93	556	84	0	0	0	0	605	725	18	42	48	239	5778	900	201979	35308	238187	732	73633	59532	6	500	64
overlap-h1-n7	FilterSmallest	true	84	true	1	84	1	0	2	0	0	93	556	84	0	0	0	0	605	725	18	84	96	478	9540	900	333402	35308	369610	735	104166	59535	4	717	53
overlap-h1-n7	Intersect	true	84	true	1	84	1	0	1	0	0	0	556	84	4	36	15	4	0	0	0	91	139	536	9772	900	302182	35308	338390	730	139740	57418	4	554	52
overlap-h1-n9	FilterFirst	true	504	true	1	504	1	0	1	0	0	527	4336	504	0	0	0	0	4511	5259	122	54	87	1355	42618	900	1396160	237232	1634292	732	497749	426516	6	2597	206
overlap-h1-n9	FilterSmallest	true	504	true	1	504	1	0	2	0	0	527	4336	504	0	0	0	0	4511	5259	122	108	174	2710	70377	900	2330960	237232	2569092	735	719870	426519	4	3869	203
overlap-h1-n9	Intersect	true	504	true	1	504	1	0	1	0	0	0	4336	504	4	36	15	4	0	0	0	117	256	3228	74664	900	2212700	237232	2450832	730	969400	426130	6	5245	397
overlap-h2-n1	FilterFirst	true	0	true	2	0	3	0	3	0	1	1	0	0	0	0	0	0	1	1	0	6	3	3	97	1865	3937	0	5802	732	4672	933	5	11	0
overlap-h2-n1	FilterSmallest	true	0	true	2	0	3	0	4	0	1	1	0	0	0	0	0	0	1	1	0	12	6	6	122	1865	6082	0	7947	735	5458	936	5	16	0
overlap-h2-n1	Intersect	true	0	true	2	0	3	0	3	0	1	0	0	0	4	36	15	4	0	0	0	13	4	4	166	1865	8728	0	10593	730	6188	931	3	15	0
overlap-h2-n3	FilterFirst	true	4	true	2	2	3	0	3	0	1	4	28	4	0	0	0	0	10	12	0	18	6	11	223	1865	8452	1372	11689	732	6823	2695	7	17	2
overlap-h2-n3	FilterSmallest	true	4	true	2	2	3	0	4	0	1	4	28	4	0	0	0	0	10	12	0	36	12	22	312	1865	13690	1372	16927	735	8005	2698	5	28	1
overlap-h2-n3	Intersect	true	4	true	2	2	3	0	3	0	1	0	28	4	4	36	15	4	0	0	0	39	13	18	340	1865	15724	1372	18961	730	10117	2693	5	29	2
overlap-h2-n5	FilterFirst	true	196	true	2	14	3	0	3	0	1	18	2044	196	0	0	0	0	80	98	2	30	21	47	3755	1865	34215	115132	151212	732	107299	107299	5	68	193
overlap-h2-n5	FilterSmallest	true	196	true	2	14	3	0	4	0	1	18	2044	196	0	0	0	0	80	98	2	60	42	94	4300	1865	56884	115132	173881	735	107302	107302	5	109	208
overlap-h2-n5	Intersect	true	196	true	2	14	3	0	3	0	1	0	2044	196	4	36	15	4	0	0	0	65	58	94	4306	1865	53858	115132	170855	730	107201	107201	5	111	230
overlap-h2-n7	FilterFirst	true	7056	false	2	84	3	0	3	0	1	93	12560	1024	0	0	0	0	605	725	18	42	48	239	23345	1865	202155	664400	868420	732	645729	645729	11	480	1243
overlap-h2-n7	FilterSmallest	true	7056	false	2	84	3	0	4	0	1	93	12560	1024	0	0	0	0	605	725	18	84	96	478	27107	1865	333578	664400	999843	735	645732	645732	5	708	1092
overlap-h2-n7	Intersect	true	7056	false	2	84	3	0	3	0	1	0	12560	1024	4	36	15	4	0	0	0	91	139	536	27339	1865	302358	664400	968623	730	643615	643615	5	721	1214
overlap-h2-n9	FilterFirst	true	254016	false	2	504	3	0	3	0	1	527	12880	1024	0	0	0	0	4511	5259	122	54	87	1355	55203	1865	1396336	680080	2078281	732	844901	844901	5	3599	813
overlap-h2-n9	FilterSmallest	true	254016	false	2	504	3	0	4	0	1	527	12880	1024	0	0	0	0	4511	5259	122	108	174	2710	82962	1865	2331136	680080	3013081	735	844904	844904	6	3904	748
overlap-h2-n9	Intersect	true	254016	false	2	504	3	0	3	0	1	0	12880	1024	4	36	15	4	0	0	0	117	256	3228	87249	1865	2212876	680080	2894821	730	970421	844515	5	5095	812
overlap-h4-n1	FilterFirst	true	0	true	4	0	7	0	7	0	3	1	0	0	0	0	0	0	1	1	0	6	3	3	153	3795	4289	0	8084	732	6714	1159	7	20	0
overlap-h4-n1	FilterSmallest	true	0	true	4	0	7	0	8	0	3	1	0	0	0	0	0	0	1	1	0	12	6	6	178	3795	6434	0	10229	735	7500	1162	7	20	0
overlap-h4-n1	Intersect	true	0	true	4	0	7	0	7	0	3	0	0	0	4	36	15	4	0	0	0	13	4	4	222	3795	9080	0	12875	730	8230	1157	7	28	0
overlap-h4-n3	FilterFirst	true	16	true	4	2	7	0	7	0	3	4	240	16	0	0	0	0	10	12	0	18	6	11	593	3795	8804	12336	24935	732	13309	13309	7	29	33
overlap-h4-n3	FilterSmallest	true	16	true	4	2	7	0	8	0	3	4	240	16	0	0	0	0	10	12	0	36	12	22	682	3795	14042	12336	30173	735	13312	13312	7	31	23
overlap-h4-n3	Intersect	true	16	true	4	2	7	0	7	0	3	0	240	16	4	36	15	4	0	0	0	39	13	18	710	3795	16076	12336	32207	730	13307	13307	7	33	19
overlap-h4-n5	FilterFirst	true	38416	false	4	14	7	0	7	0	3	18	20088	1024	0	0	0	0	80	98	2	30	21	47	30465	3795	34567	1033272	1071634	732	988801	988801	10	68	1987
overlap-h4-n5	FilterSmallest	true	38416	false	4	14	7	0	8	0	3	18	20088	1024	0	0	0	0	80	98	2	60	42	94	31010	3795	57236	1033272	1094303	735	988804	988804	8	118	1975
overlap-h4-n5	Intersect	true	38416	false	4	14	7	0	7	0	3	0	20088	1024	4	36	15	4	0	0	0	65	58	94	31016	3795	54210	1033272	1091277	730	988703	988703	7	122	1886
overlap-h4-n7	FilterFirst	true	49787136	false	4	84	7	0	7	0	3	93	20752	1024	0	0	0	0	605	725	18	42	48	239	35689	3795	202507	1065808	1272110	732	1047363	1047363	7	448	2093
overlap-h4-n7	FilterSmallest	true	49787136	false	4	84	7	0	8	0	3	93	20752	1024	0	0	0	0	605	725	18	84	96	478	39451	3795	333930	1065808	1403533	735	1047366	1047366	7	488	1479
overlap-h4-n7	Intersect	true	49787136	false	4	84	7	0	7	0	3	0	20752	1024	4	36	15	4	0	0	0	91	139	536	39683	3795	302710	1065808	1372313	730	1045249	1045249	7	702	2045
overlap-h4-n9	FilterFirst	true	64524128256	false	4	504	7	0	7	0	3	527	21072	1024	0	0	0	0	4511	5259	122	54	87	1355	67547	3795	1396688	1081488	2481971	732	1246535	1246535	8	2891	1343
overlap-h4-n9	FilterSmallest	true	64524128256	false	4	504	7	0	8	0	3	527	21072	1024	0	0	0	0	4511	5259	122	108	174	2710	95306	3795	2331488	1081488	3416771	735	1246538	1246538	7	5401	1297
overlap-h4-n9	Intersect	true	64524128256	false	4	504	7	0	7	0	3	0	21072	1024	4	36	15	4	0	0	0	117	256	3228	99593	3795	2213228	1081488	3298511	730	1246149	1246149	7	4080	1290
