case	mode	pass	exhausted	steps	applications	lifted_applications	lifting_checks	certificate_checks	certificate_terms	barrier_nodes	barrier_rejections	forced_splits	max_delay	introductions	equations	pairs	dereferences	occurs_visits	head_candidates	splits	failed	raw	answers	max_frontier	pending	term_nodes	term_requests	pending_allocations	map_visits	map_allocations	observer_pairs	observer_scans	allocation_calls	requested_bytes	baseline_live	peak_live	final_live	elapsed_us
grid-carry-k2-w64-n16	8	true	true	467	219	24	24	3	6	48	0	3	8	235	6	6	25	6	223	3	0	4	4	4	0	68	208	268	3548	2127	8	0	9195	420700	47922	136938	129450	506
grid-carry-k2-w64-n16	64	true	true	163	67	64	66	3	6	132	0	1	64	83	6	6	25	6	73	3	0	4	4	4	0	68	208	156	1224	810	8	0	5353	228582	47923	136939	129451	299
grid-carry-k2-w64-n16	256	true	true	163	67	64	67	3	6	134	0	0	64	83	6	6	25	6	74	3	0	4	4	4	0	68	208	156	1227	810	8	0	5357	229003	47924	136940	129452	312
grid-carry-k2-w64-n16	Unlimited	true	true	163	67	64	67	3	6	134	0	0	64	83	6	6	25	6	74	3	0	4	4	4	0	68	208	156	1227	810	8	0	5357	229003	47930	136946	129458	318
grid-carry-k2-w64-n128	0	true	true	659	259	0	0	3	6	0	0	0	0	387	6	6	25	6	263	3	0	4	4	4	0	131	8328	396	4647	2982	8	0	174218	4381395	2090748	5441106	5421970	7442
grid-carry-k2-w64-n128	1	true	true	649	254	3	3	3	6	6	0	3	1	382	6	6	25	6	258	3	0	4	4	4	0	131	8328	394	4599	2959	8	0	174132	4376761	2090748	5441106	5421970	8377
grid-carry-k2-w64-n128	8	true	true	579	219	24	24	3	6	48	0	3	8	347	6	6	25	6	223	3	0	4	4	4	0	131	8328	380	4165	2727	8	0	173388	4338643	2090748	5441106	5421970	9966
grid-carry-k2-w64-n128	64	true	true	275	67	64	66	3	6	132	0	1	64	195	6	6	25	6	73	3	0	4	4	4	0	131	8328	268	2143	1555	8	0	169836	4158125	2090749	5441107	5421971	10079
grid-carry-k2-w64-n128	256	true	true	275	67	64	67	3	6	134	0	0	64	195	6	6	25	6	74	3	0	4	4	4	0	131	8328	268	2146	1555	8	0	169840	4158546	2090750	5441108	5421972	10039
grid-carry-k2-w64-n128	Unlimited	true	true	275	67	64	67	3	6	134	0	0	64	195	6	6	25	6	74	3	0	4	4	4	0	131	8328	268	2146	1555	8	0	169840	4158546	2090756	5441114	5421978	7228
grid-carry-k2-w256-n0	0	true	true	2067	1027	0	0	3	6	0	0	0	0	1027	6	6	25	6	1031	3	0	4	4	4	0	260	264	1036	14137	8583	8	0	28170	1440339	17194	166010	84944	1103
grid-carry-k2-w256-n0	1	true	true	2057	1022	3	3	3	6	6	0	3	1	1022	6	6	25	6	1026	3	0	4	4	4	0	260	264	1034	14112	8570	8	0	28094	1436425	17194	165850	84944	1308
grid-carry-k2-w256-n0	8	true	true	1987	987	24	24	3	6	48	0	3	8	987	6	6	25	6	991	3	0	4	4	4	0	260	264	1020	13825	8399	8	0	27402	1402627	17194	163610	84944	1724
grid-carry-k2-w256-n0	64	true	true	1427	707	192	192	3	6	384	0	3	64	707	6	6	25	6	711	3	0	4	4	4	0	260	264	908	10604	6486	8	0	20776	1088643	17195	141931	84945	1238
grid-carry-k2-w256-n0	256	true	true	531	259	256	258	3	6	516	0	1	256	259	6	6	25	6	265	3	0	4	4	4	0	260	264	524	4104	2695	8	0	8722	518045	17196	106130	84946	596
grid-carry-k2-w256-n0	Unlimited	true	true	531	259	256	259	3	6	518	0	0	256	259	6	6	25	6	266	3	0	4	4	4	0	260	264	524	4106	2695	8	0	8726	518466	17202	106136	84952	591
grid-carry-k2-w256-n16	0	true	true	2083	1027	0	0	3	6	0	0	0	0	1043	6	6	25	6	1031	3	0	4	4	4	0	260	400	1052	18586	10823	8	0	33439	1682316	57332	223198	185708	1208
grid-carry-k2-w256-n16	1	true	true	2073	1022	3	3	3	6	6	0	3	1	1038	6	6	25	6	1026	3	0	4	4	4	0	260	400	1050	18538	10798	8	0	33349	1677522	57332	222878	185708	1218
grid-carry-k2-w256-n16	8	true	true	2003	987	24	24	3	6	48	0	3	8	1003	6	6	25	6	991	3	0	4	4	4	0	260	400	1036	18116	10559	8	0	32591	1638844	57332	220478	185708	2089
grid-carry-k2-w256-n16	64	true	true	1443	707	192	192	3	6	384	0	3	64	723	6	6	25	6	711	3	0	4	4	4	0	260	400	924	13420	8000	8	0	25233	1277660	57333	208557	185709	1551
grid-carry-k2-w256-n16	256	true	true	547	259	256	258	3	6	516	0	1	256	275	6	6	25	6	265	3	0	4	4	4	0	260	400	540	5056	3304	8	0	12265	641830	57334	208558	185710	758
grid-carry-k2-w256-n16	Unlimited	true	true	547	259	256	259	3	6	518	0	0	256	275	6	6	25	6	266	3	0	4	4	4	0	260	400	540	5059	3304	8	0	12269	642251	57340	208564	185716	516
grid-carry-k2-w256-n128	0	true	true	2195	1027	0	0	3	6	0	0	0	0	1155	6	6	25	6	1031	3	0	4	4	4	0	260	8520	1164	17635	10630	8	0	195918	5508852	2100158	5497142	5462646	8414
grid-carry-k2-w256-n128	1	true	true	2185	1022	3	3	3	6	6	0	3	1	1150	6	6	25	6	1026	3	0	4	4	4	0	260	8520	1162	17587	10607	8	0	195832	5504218	2100158	5497142	5462646	11102
grid-carry-k2-w256-n128	8	true	true	2115	987	24	24	3	6	48	0	3	8	1115	6	6	25	6	991	3	0	4	4	4	0	260	8520	1148	17153	10375	8	0	195088	5466100	2100158	5497142	5462646	8874
grid-carry-k2-w256-n128	64	true	true	1555	707	192	192	3	6	384	0	3	64	835	6	6	25	6	711	3	0	4	4	4	0	260	8520	1036	12585	7865	8	0	187828	5108836	2100159	5497143	5462647	8657
grid-carry-k2-w256-n128	256	true	true	659	259	256	258	3	6	516	0	1	256	387	6	6	25	6	265	3	0	4	4	4	0	260	8520	652	5588	3855	8	0	176232	4527886	2100160	5497144	5462648	8353
grid-carry-k2-w256-n128	Unlimited	true	true	659	259	256	259	3	6	518	0	0	256	387	6	6	25	6	266	3	0	4	4	4	0	260	8520	652	5591	3855	8	0	176236	4528307	2100166	5497150	5462654	10840
grid-carry-k4-w0-n0	0	true	true	81	15	0	0	3	6	0	0	0	0	5	30	30	173	30	31	15	0	16	16	16	0	4	32	50	604	194	208	0	1342	70975	16278	43060	41980	161
grid-carry-k4-w0-n0	1	true	true	81	15	0	15	3	6	30	0	0	0	5	30	30	173	30	46	15	0	16	16	16	0	4	32	50	626	194	208	0	1402	77290	16278	43060	41980	160
grid-carry-k4-w0-n0	8	true	true	81	15	0	15	3	6	30	0	0	0	5	30	30	173	30	46	15	0	16	16	16	0	4	32	50	626	194	208	0	1402	77290	16278	43060	41980	163
grid-carry-k4-w0-n0	64	true	true	81	15	0	15	3	6	30	0	0	0	5	30	30	173	30	46	15	0	16	16	16	0	4	32	50	626	194	208	0	1402	77290	16279	43061	41981	156
grid-carry-k4-w0-n0	256	true	true	81	15	0	15	3	6	30	0	0	0	5	30	30	173	30	46	15	0	16	16	16	0	4	32	50	626	194	208	0	1402	77290	16280	43062	41982	159
grid-carry-k4-w0-n0	Unlimited	true	true	81	15	0	15	3	6	30	0	0	0	5	30	30	173	30	46	15	0	16	16	16	0	4	32	50	626	194	208	0	1402	77290	16286	43068	41988	157
grid-carry-k4-w0-n16	0	true	true	97	15	0	0	3	6	0	0	0	0	21	30	30	173	30	31	15	0	16	16	16	0	19	168	66	1269	353	208	0	11393	371199	154288	428406	425662	913
grid-carry-k4-w0-n16	1	true	true	97	15	0	15	3	6	30	0	0	0	21	30	30	173	30	46	15	0	16	16	16	0	19	168	66	1375	353	208	0	11453	377514	154288	428406	425662	727
grid-carry-k4-w0-n16	8	true	true	97	15	0	15	3	6	30	0	0	0	21	30	30	173	30	46	15	0	16	16	16	0	19	168	66	1375	353	208	0	11453	377514	154288	428406	425662	709
grid-carry-k4-w0-n16	64	true	true	97	15	0	15	3	6	30	0	0	0	21	30	30	173	30	46	15	0	16	16	16	0	19	168	66	1375	353	208	0	11453	377514	154289	428407	425663	655
grid-carry-k4-w0-n16	256	true	true	97	15	0	15	3	6	30	0	0	0	21	30	30	173	30	46	15	0	16	16	16	0	19	168	66	1375	353	208	0	11453	377514	154290	428408	425664	499
grid-carry-k4-w0-n16	Unlimited	true	true	97	15	0	15	3	6	30	0	0	0	21	30	30	173	30	46	15	0	16	16	16	0	19	168	66	1375	353	208	0	11453	377514	154296	428414	425670	626
grid-carry-k4-w0-n128	0	true	true	209	15	0	0	3	6	0	0	0	0	133	30	30	173	30	31	15	0	16	16	16	0	131	8288	178	3697	1118	208	0	568516	14197847	7112794	20362336	20347944	26583
grid-carry-k4-w0-n128	1	true	true	209	15	0	15	3	6	30	0	0	0	133	30	30	173	30	46	15	0	16	16	16	0	131	8288	178	3832	1118	208	0	568576	14204162	7112794	20362336	20347944	26752
grid-carry-k4-w0-n128	8	true	true	209	15	0	15	3	6	30	0	0	0	133	30	30	173	30	46	15	0	16	16	16	0	131	8288	178	3832	1118	208	0	568576	14204162	7112794	20362336	20347944	27126
grid-carry-k4-w0-n128	64	true	true	209	15	0	15	3	6	30	0	0	0	133	30	30	173	30	46	15	0	16	16	16	0	131	8288	178	3832	1118	208	0	568576	14204162	7112795	20362337	20347945	29129
grid-carry-k4-w0-n128	256	true	true	209	15	0	15	3	6	30	0	0	0	133	30	30	173	30	46	15	0	16	16	16	0	131	8288	178	3832	1118	208	0	568576	14204162	7112796	20362338	20347946	26372
grid-carry-k4-w0-n128	Unlimited	true	true	209	15	0	15	3	6	30	0	0	0	133	30	30	173	30	46	15	0	16	16	16	0	131	8288	178	3832	1118	208	0	568576	14204162	7112802	20362344	20347952	28134
grid-carry-k4-w1-n0	0	true	true	113	31	0	0	3	6	0	0	0	0	21	30	30	173	30	47	15	0	16	16	16	0	5	33	66	684	242	208	0	1589	84850	16327	43415	42255	174
grid-carry-k4-w1-n0	1	true	true	83	16	1	15	3	6	30	0	1	1	6	30	30	173	30	46	15	0	16	16	16	0	5	33	52	659	227	208	0	1477	80602	16327	43415	42255	175
grid-carry-k4-w1-n0	8	true	true	83	16	1	16	3	6	32	0	0	1	6	30	30	173	30	47	15	0	16	16	16	0	5	33	52	661	227	208	0	1481	81023	16327	43415	42255	166
grid-carry-k4-w1-n0	64	true	true	83	16	1	16	3	6	32	0	0	1	6	30	30	173	30	47	15	0	16	16	16	0	5	33	52	661	227	208	0	1481	81023	16328	43416	42256	160
grid-carry-k4-w1-n0	256	true	true	83	16	1	16	3	6	32	0	0	1	6	30	30	173	30	47	15	0	16	16	16	0	5	33	52	661	227	208	0	1481	81023	16329	43417	42257	162
grid-carry-k4-w1-n0	Unlimited	true	true	83	16	1	16	3	6	32	0	0	1	6	30	30	173	30	47	15	0	16	16	16	0	5	33	52	661	227	208	0	1481	81023	16335	43423	42263	165
grid-carry-k4-w1-n16	0	true	true	129	31	0	0	3	6	0	0	0	0	37	30	30	173	30	47	15	0	16	16	16	0	19	169	82	1733	609	208	0	11845	399649	154337	428535	425711	572
grid-carry-k4-w1-n16	1	true	true	99	16	1	15	3	6	30	0	1	1	22	30	30	173	30	46	15	0	16	16	16	0	19	169	68	1406	384	208	0	11523	380281	154337	428535	425711	715
grid-carry-k4-w1-n16	8	true	true	99	16	1	16	3	6	32	0	0	1	22	30	30	173	30	47	15	0	16	16	16	0	19	169	68	1408	384	208	0	11527	380702	154337	428535	425711	534
grid-carry-k4-w1-n16	64	true	true	99	16	1	16	3	6	32	0	0	1	22	30	30	173	30	47	15	0	16	16	16	0	19	169	68	1408	384	208	0	11527	380702	154338	428536	425712	720
grid-carry-k4-w1-n16	256	true	true	99	16	1	16	3	6	32	0	0	1	22	30	30	173	30	47	15	0	16	16	16	0	19	169	68	1408	384	208	0	11527	380702	154339	428537	425713	686
grid-carry-k4-w1-n16	Unlimited	true	true	99	16	1	16	3	6	32	0	0	1	22	30	30	173	30	47	15	0	16	16	16	0	19	169	68	1408	384	208	0	11527	380702	154345	428543	425719	699
grid-carry-k4-w1-n128	0	true	true	241	31	0	0	3	6	0	0	0	0	149	30	30	173	30	47	15	0	16	16	16	0	131	8289	194	4289	1486	208	0	569080	14234361	7112843	20362465	20347993	27057
grid-carry-k4-w1-n128	1	true	true	211	16	1	15	3	6	30	0	1	1	134	30	30	173	30	46	15	0	16	16	16	0	131	8289	180	3859	1145	208	0	568642	14206641	7112843	20362465	20347993	27129
grid-carry-k4-w1-n128	8	true	true	211	16	1	16	3	6	32	0	0	1	134	30	30	173	30	47	15	0	16	16	16	0	131	8289	180	3862	1145	208	0	568646	14207062	7112843	20362465	20347993	25349
grid-carry-k4-w1-n128	64	true	true	211	16	1	16	3	6	32	0	0	1	134	30	30	173	30	47	15	0	16	16	16	0	131	8289	180	3862	1145	208	0	568646	14207062	7112844	20362466	20347994	27127
grid-carry-k4-w1-n128	256	true	true	211	16	1	16	3	6	32	0	0	1	134	30	30	173	30	47	15	0	16	16	16	0	131	8289	180	3862	1145	208	0	568646	14207062	7112845	20362467	20347995	25448
grid-carry-k4-w1-n128	Unlimited	true	true	211	16	1	16	3	6	32	0	0	1	134	30	30	173	30	47	15	0	16	16	16	0	131	8289	180	3862	1145	208	0	568646	14207062	7112851	20362473	20348001	25321
grid-carry-k4-w8-n0	0	true	true	337	143	0	0	3	6	0	0	0	0	133	30	30	173	30	159	15	0	16	16	16	0	12	40	178	1564	834	208	0	3825	201463	16670	45396	43676	303
grid-carry-k4-w8-n0	1	true	true	239	94	15	15	3	6	30	0	15	1	84	30	30	173	30	110	15	0	16	16	16	0	12	40	144	1319	699	208	0	3087	161925	16670	45396	43676	255
grid-carry-k4-w8-n0	8	true	true	97	23	8	22	3	6	44	0	1	8	13	30	30	173	30	53	15	0	16	16	16	0	12	40	66	830	386	208	0	1881	99981	16670	45396	43676	184
grid-carry-k4-w8-n0	64	true	true	97	23	8	23	3	6	46	0	0	8	13	30	30	173	30	54	15	0	16	16	16	0	12	40	66	832	386	208	0	1885	100402	16671	45397	43677	185
grid-carry-k4-w8-n0	256	true	true	97	23	8	23	3	6	46	0	0	8	13	30	30	173	30	54	15	0	16	16	16	0	12	40	66	832	386	208	0	1885	100402	16672	45398	43678	205
grid-carry-k4-w8-n0	Unlimited	true	true	97	23	8	23	3	6	46	0	0	8	13	30	30	173	30	54	15	0	16	16	16	0	12	40	66	832	386	208	0	1885	100402	16678	45404	43684	185
grid-carry-k4-w8-n16	0	true	true	353	143	0	0	3	6	0	0	0	0	149	30	30	173	30	159	15	0	16	16	16	0	19	176	194	5221	2593	208	0	15425	614415	154680	429438	426054	625
grid-carry-k4-w8-n16	1	true	true	255	94	15	15	3	6	30	0	15	1	100	30	30	173	30	110	15	0	16	16	16	0	19	176	160	3672	1834	208	0	14043	529789	154680	429438	426054	867
grid-carry-k4-w8-n16	8	true	true	113	23	8	22	3	6	44	0	1	8	29	30	30	173	30	53	15	0	16	16	16	0	19	176	82	1537	484	208	0	11802	393197	154680	429438	426054	742
grid-carry-k4-w8-n16	64	true	true	113	23	8	23	3	6	46	0	0	8	29	30	30	173	30	54	15	0	16	16	16	0	19	176	82	1539	484	208	0	11806	393618	154681	429439	426055	501
grid-carry-k4-w8-n16	256	true	true	113	23	8	23	3	6	46	0	0	8	29	30	30	173	30	54	15	0	16	16	16	0	19	176	82	1539	484	208	0	11806	393618	154682	429440	426056	686
grid-carry-k4-w8-n16	Unlimited	true	true	113	23	8	23	3	6	46	0	0	8	29	30	30	173	30	54	15	0	16	16	16	0	19	176	82	1539	484	208	0	11806	393618	154688	429446	426062	720
grid-carry-k4-w8-n128	0	true	true	465	143	0	0	3	6	0	0	0	0	261	30	30	173	30	159	15	0	16	16	16	0	131	8296	306	8529	3790	208	0	572996	14472295	7113186	20363368	20348336	25526
grid-carry-k4-w8-n128	1	true	true	367	94	15	15	3	6	30	0	15	1	212	30	30	173	30	110	15	0	16	16	16	0	131	8296	272	6595	2825	208	0	571408	14372837	7113186	20363368	20348336	26700
grid-carry-k4-w8-n128	8	true	true	225	23	8	22	3	6	44	0	1	8	141	30	30	173	30	53	15	0	16	16	16	0	131	8296	194	4047	1310	208	0	569028	14224573	7113186	20363368	20348336	27069
grid-carry-k4-w8-n128	64	true	true	225	23	8	23	3	6	46	0	0	8	141	30	30	173	30	54	15	0	16	16	16	0	131	8296	194	4050	1310	208	0	569032	14224994	7113187	20363369	20348337	25743
grid-carry-k4-w8-n128	256	true	true	225	23	8	23	3	6	46	0	0	8	141	30	30	173	30	54	15	0	16	16	16	0	131	8296	194	4050	1310	208	0	569032	14224994	7113188	20363370	20348338	26138
grid-carry-k4-w8-n128	Unlimited	true	true	225	23	8	23	3	6	46	0	0	8	141	30	30	173	30	54	15	0	16	16	16	0	131	8296	194	4050	1310	208	0	569032	14224994	7113194	20363376	20348344	25683
grid-carry-k4-w64-n0	0	true	true	2129	1039	0	0	3	6	0	0	0	0	1029	30	30	173	30	1055	15	0	16	16	16	0	68	96	1074	11420	7106	208	0	24775	1267247	19416	129240	60086	1433
grid-carry-k4-w64-n0	1	true	true	2031	990	15	15	3	6	30	0	15	1	980	30	30	173	30	1006	15	0	16	16	16	0	68	96	1040	11175	6971	208	0	24037	1227709	19416	127320	60086	1408
grid-carry-k4-w64-n0	8	true	true	1345	647	120	120	3	6	240	0	15	8	637	30	30	173	30	663	15	0	16	16	16	0	68	96	802	8208	5136	208	0	17073	879599	19416	104920	60086	1010
grid-carry-k4-w64-n0	64	true	true	209	79	64	78	3	6	156	0	1	64	69	30	30	173	30	109	15	0	16	16	16	0	68	96	178	1633	935	208	0	3657	207173	19417	66287	60087	289
grid-carry-k4-w64-n0	256	true	true	209	79	64	79	3	6	158	0	0	64	69	30	30	173	30	110	15	0	16	16	16	0	68	96	178	1635	935	208	0	3661	207594	19418	66288	60088	290
grid-carry-k4-w64-n0	Unlimited	true	true	209	79	64	79	3	6	158	0	0	64	69	30	30	173	30	110	15	0	16	16	16	0	68	96	178	1635	935	208	0	3661	207594	19424	66294	60094	294
grid-carry-k4-w64-n16	0	true	true	2145	1039	0	0	3	6	0	0	0	0	1045	30	30	173	30	1055	15	0	16	16	16	0	68	232	1090	36325	19841	208	0	47655	2469536	157426	448410	440546	1971
grid-carry-k4-w64-n16	1	true	true	2047	990	15	15	3	6	30	0	15	1	996	30	30	173	30	1006	15	0	16	16	16	0	68	232	1056	34776	19082	208	0	46273	2384910	157426	448410	440546	2623
grid-carry-k4-w64-n16	8	true	true	1361	647	120	120	3	6	240	0	15	8	653	30	30	173	30	663	15	0	16	16	16	0	68	232	818	22847	12884	208	0	34806	1721544	157426	448410	440546	1979
grid-carry-k4-w64-n16	64	true	true	225	79	64	78	3	6	156	0	1	64	85	30	30	173	30	109	15	0	16	16	16	0	68	232	194	2320	1019	208	0	13523	495686	157427	448411	440547	788
grid-carry-k4-w64-n16	256	true	true	225	79	64	79	3	6	158	0	0	64	85	30	30	173	30	110	15	0	16	16	16	0	68	232	194	2322	1019	208	0	13527	496107	157428	448412	440548	581
grid-carry-k4-w64-n16	Unlimited	true	true	225	79	64	79	3	6	158	0	0	64	85	30	30	173	30	110	15	0	16	16	16	0	68	232	194	2322	1019	208	0	13527	496107	157434	448418	440554	905
grid-carry-k4-w64-n128	0	true	true	2257	1039	0	0	3	6	0	0	0	0	1157	30	30	173	30	1055	15	0	16	16	16	0	131	8352	1202	45249	24286	208	0	607940	16536791	7115932	20370594	20351082	32930
grid-carry-k4-w64-n128	1	true	true	2159	990	15	15	3	6	30	0	15	1	1108	30	30	173	30	1006	15	0	16	16	16	0	131	8352	1168	43315	23321	208	0	606352	16437333	7115932	20370594	20351082	27902
grid-carry-k4-w64-n128	8	true	true	1473	647	120	120	3	6	240	0	15	8	765	30	30	173	30	663	15	0	16	16	16	0	131	8352	930	28571	15718	208	0	593438	15672471	7115932	20370594	20351082	26060
grid-carry-k4-w64-n128	64	true	true	337	79	64	78	3	6	156	0	1	64	197	30	30	173	30	109	15	0	16	16	16	0	131	8352	306	4999	1984	208	0	570816	14316285	7115933	20370595	20351083	27587
grid-carry-k4-w64-n128	256	true	true	337	79	64	79	3	6	158	0	0	64	197	30	30	173	30	110	15	0	16	16	16	0	131	8352	306	5002	1984	208	0	570820	14316706	7115934	20370596	20351084	25032
grid-carry-k4-w64-n128	Unlimited	true	true	337	79	64	79	3	6	158	0	0	64	197	30	30	173	30	110	15	0	16	16	16	0	131	8352	306	5002	1984	208	0	570820	14316706	7115940	20370602	20351090	25561
grid-carry-k4-w256-n0	0	true	true	8273	4111	0	0	3	6	0	0	0	0	4101	30	30	173	30	4127	15	0	16	16	16	0	260	288	4146	57020	34482	208	0	108331	5390991	28826	431258	116344	4363
grid-carry-k4-w256-n0	1	true	true	8175	4062	15	15	3	6	30	0	15	1	4052	30	30	173	30	4078	15	0	16	16	16	0	260	288	4112	56775	34347	208	0	107593	5351453	28826	429338	116344	5543
grid-carry-k4-w256-n0	8	true	true	7489	3719	120	120	3	6	240	0	15	8	3709	30	30	173	30	3735	15	0	16	16	16	0	260	288	3874	53808	32512	208	0	100629	5003343	28826	406938	116344	4442
grid-carry-k4-w256-n0	64	true	true	2001	975	960	960	3	6	1920	0	15	64	965	30	30	173	30	991	15	0	16	16	16	0	260	288	1970	15983	10259	208	0	29805	1612895	28827	187133	116345	1714
grid-carry-k4-w256-n0	256	true	true	593	271	256	270	3	6	540	0	1	256	261	30	30	173	30	301	15	0	16	16	16	0	260	288	562	4889	3044	208	0	10183	592693	28828	137906	116346	725
grid-carry-k4-w256-n0	Unlimited	true	true	593	271	256	271	3	6	542	0	0	256	261	30	30	173	30	302	15	0	16	16	16	0	260	288	562	4891	3044	208	0	10187	593114	28834	137912	116352	706
grid-carry-k4-w256-n16	0	true	true	8289	4111	0	0	3	6	0	0	0	0	4117	30	30	173	30	4127	15	0	16	16	16	0	260	424	4162	151797	84337	208	0	168587	9267968	166836	592582	496804	6142
grid-carry-k4-w256-n16	1	true	true	8191	4062	15	15	3	6	30	0	15	1	4068	30	30	173	30	4078	15	0	16	16	16	0	260	424	4128	150248	83578	208	0	167205	9183342	166836	590662	496804	6421
grid-carry-k4-w256-n16	8	true	true	7505	3719	120	120	3	6	240	0	15	8	3725	30	30	173	30	3735	15	0	16	16	16	0	260	424	3890	138319	77380	208	0	155738	8519976	166836	567942	496804	5637
grid-carry-k4-w256-n16	64	true	true	2017	975	960	960	3	6	1920	0	15	64	981	30	30	173	30	991	15	0	16	16	16	0	260	424	1986	31546	21063	208	0	50369	2673072	166837	520029	496805	2862
grid-carry-k4-w256-n16	256	true	true	609	271	256	270	3	6	540	0	1	256	277	30	30	173	30	301	15	0	16	16	16	0	260	424	578	5604	3144	208	0	20081	882486	166838	520030	496806	1295
grid-carry-k4-w256-n16	Unlimited	true	true	609	271	256	271	3	6	542	0	0	256	277	30	30	173	30	302	15	0	16	16	16	0	260	424	578	5606	3144	208	0	20085	882907	166844	520036	496812	1255
grid-carry-k4-w256-n128	0	true	true	8401	4111	0	0	3	6	0	0	0	0	4229	30	30	173	30	4127	15	0	16	16	16	0	260	8544	4274	180433	97902	208	0	734696	23938552	7125342	20426630	20391758	33499
grid-carry-k4-w256-n128	1	true	true	8303	4062	15	15	3	6	30	0	15	1	4180	30	30	173	30	4078	15	0	16	16	16	0	260	8544	4240	178499	96937	208	0	733108	23839094	7125342	20426630	20391758	30983
grid-carry-k4-w256-n128	8	true	true	7617	3719	120	120	3	6	240	0	15	8	3837	30	30	173	30	3735	15	0	16	16	16	0	260	8544	4002	163755	89334	208	0	720194	23074232	7125342	20426630	20391758	33309
grid-carry-k4-w256-n128	64	true	true	2129	975	960	960	3	6	1920	0	15	64	1093	30	30	173	30	991	15	0	16	16	16	0	260	8544	2098	36821	24078	208	0	608040	16600952	7125343	20426631	20391759	27488
grid-carry-k4-w256-n128	256	true	true	721	271	256	270	3	6	540	0	1	256	389	30	30	173	30	301	15	0	16	16	16	0	260	8544	690	8493	4309	208	0	577262	14688046	7125344	20426632	20391760	24470
grid-carry-k4-w256-n128	Unlimited	true	true	721	271	256	271	3	6	542	0	0	256	389	30	30	173	30	302	15	0	16	16	16	0	260	8544	690	8496	4309	208	0	577266	14688467	7125350	20426638	20391766	25691
grid-carry-k8-w0-n0	0	true	true	1285	255	0	0	3	6	0	0	0	0	9	510	510	4861	510	511	255	0	256	256	256	0	4	512	774	16940	3007	64256	0	26942	1348359	353774	993244	991412	1854
grid-carry-k8-w0-n0	1	true	true	1285	255	0	255	3	6	510	0	0	0	9	510	510	4861	510	766	255	0	256	256	256	0	4	512	774	17404	3007	64256	0	27962	1455714	353774	993244	991412	1992
grid-carry-k8-w0-n0	8	true	true	1285	255	0	255	3	6	510	0	0	0	9	510	510	4861	510	766	255	0	256	256	256	0	4	512	774	17404	3007	64256	0	27962	1455714	353774	993244	991412	2884
grid-carry-k8-w0-n0	64	true	true	1285	255	0	255	3	6	510	0	0	0	9	510	510	4861	510	766	255	0	256	256	256	0	4	512	774	17404	3007	64256	0	27962	1455714	353775	993245	991413	2781
grid-carry-k8-w0-n0	256	true	true	1285	255	0	255	3	6	510	0	0	0	9	510	510	4861	510	766	255	0	256	256	256	0	4	512	774	17404	3007	64256	0	27962	1455714	353776	993246	991414	2409
grid-carry-k8-w0-n0	Unlimited	true	true	1285	255	0	255	3	6	510	0	0	0	9	510	510	4861	510	766	255	0	256	256	256	0	4	512	774	17404	3007	64256	0	27962	1455714	353782	993252	991420	2781
grid-carry-k8-w0-n16	0	true	true	1301	255	0	0	3	6	0	0	0	0	25	510	510	4861	510	511	255	0	256	256	256	0	19	648	790	25814	3980	64256	0	176767	5773751	2448264	6971550	6968054	8384
grid-carry-k8-w0-n16	1	true	true	1301	255	0	255	3	6	510	0	0	0	25	510	510	4861	510	766	255	0	256	256	256	0	19	648	790	27170	3980	64256	0	177787	5881106	2448264	6971550	6968054	8103
grid-carry-k8-w0-n16	8	true	true	1301	255	0	255	3	6	510	0	0	0	25	510	510	4861	510	766	255	0	256	256	256	0	19	648	790	27170	3980	64256	0	177787	5881106	2448264	6971550	6968054	8309
grid-carry-k8-w0-n16	64	true	true	1301	255	0	255	3	6	510	0	0	0	25	510	510	4861	510	766	255	0	256	256	256	0	19	648	790	27170	3980	64256	0	177787	5881106	2448265	6971551	6968055	9303
grid-carry-k8-w0-n16	256	true	true	1301	255	0	255	3	6	510	0	0	0	25	510	510	4861	510	766	255	0	256	256	256	0	19	648	790	27170	3980	64256	0	177787	5881106	2448266	6971552	6968056	8136
grid-carry-k8-w0-n16	Unlimited	true	true	1301	255	0	255	3	6	510	0	0	0	25	510	510	4861	510	766	255	0	256	256	256	0	19	648	790	27170	3980	64256	0	177787	5881106	2448272	6971558	6968062	9871
grid-carry-k8-w0-n128	0	true	true	1413	255	0	0	3	6	0	0	0	0	137	510	510	4861	510	511	255	0	256	256	256	0	131	8768	902	57047	5229	64256	0	8584054	217122607	107720370	319265800	319250656	418899
grid-carry-k8-w0-n128	1	true	true	1413	255	0	255	3	6	510	0	0	0	137	510	510	4861	510	766	255	0	256	256	256	0	131	8768	902	58912	5229	64256	0	8585074	217229962	107720370	319265800	319250656	421761
grid-carry-k8-w0-n128	8	true	true	1413	255	0	255	3	6	510	0	0	0	137	510	510	4861	510	766	255	0	256	256	256	0	131	8768	902	58912	5229	64256	0	8585074	217229962	107720370	319265800	319250656	421814
grid-carry-k8-w0-n128	64	true	true	1413	255	0	255	3	6	510	0	0	0	137	510	510	4861	510	766	255	0	256	256	256	0	131	8768	902	58912	5229	64256	0	8585074	217229962	107720371	319265801	319250657	418134
