case	mode	pass	steps	applications	introductions	equations	pairs	dereferences	occurs	head_candidates	splits	failed	raw	answers	max_frontier	pending	map_visits	map_allocations	snapshot_copies	pending_allocations	term_requests	term_nodes	observer_pairs	observer_scans	allocation_calls	requested_bytes	baseline_live	peak_live	final_live	elapsed_us
grid-carry-k1-w1-n0	Copy	true	12	3	4	2	2	7	2	5	1	0	2	2	2	0	25	15	2	7	5	5	1	0	179	10466	4222	8820	8224	21
grid-carry-k1-w1-n16	Persistent	true	28	3	20	2	2	7	2	5	1	0	2	2	2	0	123	95	0	23	141	19	1	0	2041	66609	28014	67594	65334	128
grid-carry-k1-w1-n16	Copy	true	28	3	20	2	2	7	2	5	1	0	2	2	2	0	123	113	18	23	141	19	1	0	2060	67913	28008	67588	65328	124
grid-carry-k1-w1-n128	Persistent	true	140	3	132	2	2	7	2	5	1	0	2	2	2	0	902	872	0	135	8261	131	1	0	101278	2368649	1251560	2947172	2933264	6856
grid-carry-k1-w1-n128	Copy	true	140	3	132	2	2	7	2	5	1	0	2	2	2	0	902	1002	130	135	8261	131	1	0	101409	2378017	1251554	2947166	2933258	5335
grid-carry-k1-w8-n0	Persistent	true	40	17	18	2	2	7	2	19	1	0	2	2	2	0	107	75	0	21	12	12	1	0	470	25923	4571	10961	9651	34
grid-carry-k1-w8-n0	Copy	true	40	17	18	2	2	7	2	19	1	0	2	2	2	0	107	77	2	21	12	12	1	0	473	26075	4565	10955	9645	46
grid-carry-k1-w8-n16	Persistent	true	56	17	34	2	2	7	2	19	1	0	2	2	2	0	325	219	0	37	148	19	1	0	2389	84931	28357	68497	65677	164
grid-carry-k1-w8-n16	Copy	true	56	17	34	2	2	7	2	19	1	0	2	2	2	0	325	237	18	37	148	19	1	0	2408	86235	28351	68491	65671	150
grid-carry-k1-w8-n128	Persistent	true	168	17	146	2	2	7	2	19	1	0	2	2	2	0	1088	990	0	149	8268	131	1	0	101614	2386491	1251903	2948075	2933607	6292
grid-carry-k1-w8-n128	Copy	true	168	17	146	2	2	7	2	19	1	0	2	2	2	0	1088	1120	130	149	8268	131	1	0	101745	2395859	1251897	2948069	2933601	4945
grid-carry-k1-w64-n0	Persistent	true	264	129	130	2	2	7	2	131	1	0	2	2	2	0	1279	823	0	133	68	68	1	0	3316	180955	7317	36331	26061	278
grid-carry-k1-w64-n0	Copy	true	264	129	130	2	2	7	2	131	1	0	2	2	2	0	1279	825	2	133	68	68	1	0	3319	181107	7311	36325	26055	176
grid-carry-k1-w64-n16	Persistent	true	280	129	146	2	2	7	2	131	1	0	2	2	2	0	2425	1473	0	149	204	68	1	0	5781	273348	31103	87469	80169	393
grid-carry-k1-w64-n16	Copy	true	280	129	146	2	2	7	2	131	1	0	2	2	2	0	2425	1491	18	149	204	68	1	0	5800	274652	31097	87463	80163	226
grid-carry-k1-w64-n128	Persistent	true	392	129	258	2	2	7	2	131	1	0	2	2	2	0	2996	2148	0	261	8324	131	1	0	104714	2546219	1254649	2955301	2936353	4702
grid-carry-k1-w64-n128	Copy	true	392	129	258	2	2	7	2	131	1	0	2	2	2	0	2996	2278	130	261	8324	131	1	0	104845	2555587	1254643	2955295	2936347	4477
grid-carry-k1-w256-n0	Persistent	true	1032	513	514	2	2	7	2	515	1	0	2	2	2	0	6995	4259	0	517	260	260	1	0	14800	782075	16727	123309	82319	582
grid-carry-k1-w256-n0	Copy	true	1032	513	514	2	2	7	2	515	1	0	2	2	2	0	6995	4261	2	517	260	260	1	0	14803	782227	16721	123303	82313	923
grid-carry-k1-w256-n16	Persistent	true	1048	513	530	2	2	7	2	515	1	0	2	2	2	0	10979	6455	0	533	396	260	1	0	18823	985876	40513	164073	136427	1123
grid-carry-k1-w256-n16	Copy	true	1048	513	530	2	2	7	2	515	1	0	2	2	2	0	10979	6473	18	533	396	260	1	0	18842	987180	40507	165075	136421	729
grid-carry-k1-w256-n128	Persistent	true	1160	513	642	2	2	7	2	515	1	0	2	2	2	0	10790	6728	0	645	8516	260	1	0	116822	3198604	1264059	3011337	2977029	5179
grid-carry-k1-w256-n128	Copy	true	1160	513	642	2	2	7	2	515	1	0	2	2	2	0	10790	6858	130	645	8516	260	1	0	116953	3207972	1264053	3011331	2977023	6788
grid-carry-k2-w0-n0	Persistent	true	19	3	3	6	6	25	6	7	3	0	4	4	4	0	65	27	0	12	8	4	8	0	290	15729	5679	12315	11611	39
grid-carry-k2-w0-n0	Copy	true	19	3	3	6	6	25	6	7	3	0	4	4	4	0	65	38	11	12	8	4	8	0	306	16545	5673	12309	11605	35
grid-carry-k2-w0-n16	Persistent	true	35	3	19	6	6	25	6	7	3	0	4	4	4	0	182	99	0	28	144	19	8	0	3306	106361	45817	117965	115597	187
grid-carry-k2-w0-n16	Copy	true	35	3	19	6	6	25	6	7	3	0	4	4	4	0	182	158	59	28	144	19	8	0	3370	110633	45811	117959	115591	152
grid-carry-k2-w0-n128	Persistent	true	147	3	131	6	6	25	6	7	3	0	4	4	4	0	1187	878	0	140	8264	131	8	0	167959	4059649	2088643	5433879	5419863	9767
grid-carry-k2-w0-n128	Copy	true	147	3	131	6	6	25	6	7	3	0	4	4	4	0	1187	1273	395	140	8264	131	8	0	168359	4088113	2088637	5433873	5419857	7596
grid-carry-k2-w1-n0	Persistent	true	27	7	7	6	6	25	6	11	3	0	4	4	4	0	85	39	0	16	9	5	8	0	357	19548	5728	12670	11886	43
grid-carry-k2-w1-n0	Copy	true	27	7	7	6	6	25	6	11	3	0	4	4	4	0	85	50	11	16	9	5	8	0	373	20364	5722	12664	11880	33
grid-carry-k2-w1-n16	Persistent	true	43	7	23	6	6	25	6	11	3	0	4	4	4	0	218	119	0	32	145	19	8	0	3378	110355	45866	118094	115646	192
grid-carry-k2-w1-n16	Copy	true	43	7	23	6	6	25	6	11	3	0	4	4	4	0	218	178	59	32	145	19	8	0	3442	114627	45860	118088	115640	196
grid-carry-k2-w1-n128	Persistent	true	155	7	135	6	6	25	6	11	3	0	4	4	4	0	1223	898	0	144	8265	131	8	0	168031	4063643	2088692	5434008	5419912	7582
grid-carry-k2-w1-n128	Copy	true	155	7	135	6	6	25	6	11	3	0	4	4	4	0	1223	1293	395	144	8265	131	8	0	168431	4092107	2088686	5434002	5419906	9806
grid-carry-k2-w8-n0	Persistent	true	83	35	35	6	6	25	6	39	3	0	4	4	4	0	305	183	0	44	16	12	8	0	941	50089	6071	15047	13307	56
grid-carry-k2-w8-n0	Copy	true	83	35	35	6	6	25	6	39	3	0	4	4	4	0	305	194	11	44	16	12	8	0	957	50905	6065	15167	13301	71
grid-carry-k2-w8-n16	Persistent	true	99	35	51	6	6	25	6	39	3	0	4	4	4	0	534	323	0	60	152	19	8	0	4010	143433	46209	118997	115989	220
grid-carry-k2-w8-n16	Copy	true	99	35	51	6	6	25	6	39	3	0	4	4	4	0	534	382	59	60	152	19	8	0	4074	147705	46203	118991	115983	242
grid-carry-k2-w8-n128	Persistent	true	211	35	163	6	6	25	6	39	3	0	4	4	4	0	1563	1110	0	172	8272	131	8	0	168679	4097361	2089035	5434911	5420255	7572
grid-carry-k2-w8-n128	Copy	true	211	35	163	6	6	25	6	39	3	0	4	4	4	0	1563	1505	395	172	8272	131	8	0	169079	4125825	2089029	5434905	5420249	9094
grid-carry-k2-w64-n0	Persistent	true	531	259	259	6	6	25	6	263	3	0	4	4	4	0	2713	1715	0	268	72	68	8	0	6363	334817	8817	49343	29717	462
grid-carry-k2-w64-n0	Copy	true	531	259	259	6	6	25	6	263	3	0	4	4	4	0	2713	1726	11	268	72	68	8	0	6379	335633	8811	49497	29711	444
grid-carry-k2-w64-n16	Persistent	true	547	259	275	6	6	25	6	263	3	0	4	4	4	0	4018	2391	0	284	208	68	8	0	10040	463962	48955	137969	130481	611
grid-carry-k2-w64-n16	Copy	true	547	259	275	6	6	25	6	263	3	0	4	4	4	0	4018	2450	59	284	208	68	8	0	10104	468234	48949	137963	130475	651
grid-carry-k2-w64-n128	Persistent	true	659	259	387	6	6	25	6	263	3	0	4	4	4	0	4647	2982	0	396	8328	131	8	0	174215	4381185	2091781	5442137	5423001	9340
grid-carry-k2-w64-n128	Copy	true	659	259	387	6	6	25	6	263	3	0	4	4	4	0	4647	3377	395	396	8328	131	8	0	174615	4409649	2091775	5442131	5422995	7858
grid-carry-k2-w256-n0	Persistent	true	2067	1027	1027	6	6	25	6	1031	3	0	4	4	4	0	14137	8583	0	1036	264	260	8	0	28167	1440129	18227	167041	85975	1676
grid-carry-k2-w256-n0	Copy	true	2067	1027	1027	6	6	25	6	1031	3	0	4	4	4	0	14137	8594	11	1036	264	260	8	0	28183	1440945	18221	167195	85969	1629
grid-carry-k2-w256-n16	Persistent	true	2083	1027	1043	6	6	25	6	1031	3	0	4	4	4	0	18586	10823	0	1052	400	260	8	0	33436	1682106	58365	224229	186739	1870
grid-carry-k2-w256-n16	Copy	true	2083	1027	1043	6	6	25	6	1031	3	0	4	4	4	0	18586	10882	59	1052	400	260	8	0	33500	1686378	58359	227623	186733	1863
grid-carry-k2-w256-n128	Persistent	true	2195	1027	1155	6	6	25	6	1031	3	0	4	4	4	0	17635	10630	0	1164	8520	260	8	0	195915	5508642	2101191	5498173	5463677	8478
grid-carry-k2-w256-n128	Copy	true	2195	1027	1155	6	6	25	6	1031	3	0	4	4	4	0	17635	11025	395	1164	8520	260	8	0	196315	5537106	2101185	5498167	5463671	8371
grid-carry-k4-w0-n0	Persistent	true	81	15	5	30	30	173	30	31	15	0	16	16	16	0	604	194	0	50	32	4	208	0	1339	70765	17311	44091	43011	161
grid-carry-k4-w0-n0	Copy	true	81	15	5	30	30	173	30	31	15	0	16	16	16	0	604	303	109	50	32	4	208	0	1497	78733	17305	44085	43005	161
grid-carry-k4-w0-n16	Persistent	true	97	15	21	30	30	173	30	31	15	0	16	16	16	0	1269	353	0	66	168	19	208	0	11390	370989	155321	429437	426693	719
grid-carry-k4-w0-n16	Copy	true	97	15	21	30	30	173	30	31	15	0	16	16	16	0	1269	702	349	66	168	19	208	0	11788	396237	155315	429431	426687	925
grid-carry-k4-w0-n128	Persistent	true	209	15	133	30	30	173	30	31	15	0	16	16	16	0	3697	1118	0	178	8288	131	208	0	568513	14197637	7113827	20363367	20348975	27161
grid-carry-k4-w0-n128	Copy	true	209	15	133	30	30	173	30	31	15	0	16	16	16	0	3697	3147	2029	178	8288	131	208	0	570591	14343845	7113821	20363361	20348969	27893
grid-carry-k4-w1-n0	Persistent	true	113	31	21	30	30	173	30	47	15	0	16	16	16	0	684	242	0	66	33	5	208	0	1586	84640	17360	44446	43286	191
grid-carry-k4-w1-n0	Copy	true	113	31	21	30	30	173	30	47	15	0	16	16	16	0	684	351	109	66	33	5	208	0	1744	92608	17354	44440	43280	195
grid-carry-k4-w1-n16	Persistent	true	129	31	37	30	30	173	30	47	15	0	16	16	16	0	1733	609	0	82	169	19	208	0	11842	399439	155370	429566	426742	808
grid-carry-k4-w1-n16	Copy	true	129	31	37	30	30	173	30	47	15	0	16	16	16	0	1733	958	349	82	169	19	208	0	12240	424687	155364	429560	426736	795
grid-carry-k4-w1-n128	Persistent	true	241	31	149	30	30	173	30	47	15	0	16	16	16	0	4289	1486	0	194	8289	131	208	0	569077	14234151	7113876	20363496	20349024	26400
grid-carry-k4-w1-n128	Copy	true	241	31	149	30	30	173	30	47	15	0	16	16	16	0	4289	3515	2029	194	8289	131	208	0	571155	14380359	7113870	20363490	20349018	28732
grid-carry-k4-w8-n0	Persistent	true	337	143	133	30	30	173	30	159	15	0	16	16	16	0	1564	834	0	178	40	12	208	0	3822	201253	17703	46427	44707	230
grid-carry-k4-w8-n0	Copy	true	337	143	133	30	30	173	30	159	15	0	16	16	16	0	1564	943	109	178	40	12	208	0	3980	209221	17697	46553	44701	323
grid-carry-k4-w8-n16	Persistent	true	353	143	149	30	30	173	30	159	15	0	16	16	16	0	5221	2593	0	194	176	19	208	0	15422	614205	155713	430469	427085	947
grid-carry-k4-w8-n16	Copy	true	353	143	149	30	30	173	30	159	15	0	16	16	16	0	5221	2942	349	194	176	19	208	0	15820	639453	155707	430463	427079	950
grid-carry-k4-w8-n128	Persistent	true	465	143	261	30	30	173	30	159	15	0	16	16	16	0	8529	3790	0	306	8296	131	208	0	572993	14472085	7114219	20364399	20349367	26069
grid-carry-k4-w8-n128	Copy	true	465	143	261	30	30	173	30	159	15	0	16	16	16	0	8529	5819	2029	306	8296	131	208	0	575071	14618293	7114213	20364393	20349361	25578
grid-carry-k4-w64-n0	Persistent	true	2129	1039	1029	30	30	173	30	1055	15	0	16	16	16	0	11420	7106	0	1074	96	68	208	0	24772	1267037	20449	130271	61117	1008
grid-carry-k4-w64-n0	Copy	true	2129	1039	1029	30	30	173	30	1055	15	0	16	16	16	0	11420	7215	109	1074	96	68	208	0	24930	1275005	20443	133497	61111	1455
grid-carry-k4-w64-n16	Persistent	true	2145	1039	1045	30	30	173	30	1055	15	0	16	16	16	0	36325	19841	0	1090	232	68	208	0	47652	2469326	158459	449441	441577	2693
grid-carry-k4-w64-n16	Copy	true	2145	1039	1045	30	30	173	30	1055	15	0	16	16	16	0	36325	20190	349	1090	232	68	208	0	48050	2494574	158453	449435	441571	2794
grid-carry-k4-w64-n128	Persistent	true	2257	1039	1157	30	30	173	30	1055	15	0	16	16	16	0	45249	24286	0	1202	8352	131	208	0	607937	16536581	7116965	20371625	20352113	25984
grid-carry-k4-w64-n128	Copy	true	2257	1039	1157	30	30	173	30	1055	15	0	16	16	16	0	45249	26315	2029	1202	8352	131	208	0	610015	16682789	7116959	20371619	20352107	28285
grid-carry-k4-w256-n0	Persistent	true	8273	4111	4101	30	30	173	30	4127	15	0	16	16	16	0	57020	34482	0	4146	288	260	208	0	108328	5390781	29859	432289	117375	6398
grid-carry-k4-w256-n0	Copy	true	8273	4111	4101	30	30	173	30	4127	15	0	16	16	16	0	57020	34591	109	4146	288	260	208	0	108486	5398749	29853	435515	117369	5991
grid-carry-k4-w256-n16	Persistent	true	8289	4111	4117	30	30	173	30	4127	15	0	16	16	16	0	151797	84337	0	4162	424	260	208	0	168584	9267758	167869	593613	497835	6952
grid-carry-k4-w256-n16	Copy	true	8289	4111	4117	30	30	173	30	4127	15	0	16	16	16	0	151797	84686	349	4162	424	260	208	0	168982	9293006	167863	607639	497829	7894
grid-carry-k4-w256-n128	Persistent	true	8401	4111	4229	30	30	173	30	4127	15	0	16	16	16	0	180433	97902	0	4274	8544	260	208	0	734693	23938342	7126375	20427661	20392789	31800
grid-carry-k4-w256-n128	Copy	true	8401	4111	4229	30	30	173	30	4127	15	0	16	16	16	0	180433	99931	2029	4274	8544	260	208	0	736771	24084550	7126369	20427655	20392783	33764
grid-carry-k8-w0-n0	Persistent	true	1285	255	9	510	510	4861	510	511	255	0	256	256	256	0	16940	3007	0	774	512	4	64256	0	26939	1348149	354807	994275	992443	2990
grid-carry-k8-w0-n0	Copy	true	1285	255	9	510	510	4861	510	511	255	0	256	256	256	0	16940	6840	3833	774	512	4	64256	0	32565	1626165	354801	994269	992437	3120
grid-carry-k8-w0-n16	Persistent	true	1301	255	25	510	510	4861	510	511	255	0	256	256	256	0	25814	3980	0	790	648	19	64256	0	176764	5773541	2449297	6972581	6969085	8964
grid-carry-k8-w0-n16	Copy	true	1301	255	25	510	510	4861	510	511	255	0	256	256	256	0	25814	11893	7913	790	648	19	64256	0	186470	6345317	2449291	6972575	6969079	11315
grid-carry-k8-w0-n128	Persistent	true	1413	255	137	510	510	4861	510	511	255	0	256	256	256	0	57047	5229	0	902	8768	131	64256	0	8584051	217122397	107721403	319266831	319251687	389871
grid-carry-k8-w0-n128	Copy	true	1413	255	137	510	510	4861	510	511	255	0	256	256	256	0	57047	41702	36473	902	8768	131	64256	0	8622317	219750493	107721397	319266825	319251681	406762
grid-carry-k8-w1-n0	Persistent	true	1797	511	265	510	510	4861	510	767	255	0	256	256	256	0	19244	4287	0	1030	513	5	64256	0	31810	1604104	354856	994630	992718	3127
grid-carry-k8-w1-n0	Copy	true	1797	511	265	510	510	4861	510	767	255	0	256	256	256	0	19244	8120	3833	1030	513	5	64256	0	37436	1882120	354850	994624	992712	3816
grid-carry-k8-w1-n16	Persistent	true	1813	511	281	510	510	4861	510	767	255	0	256	256	256	0	33238	7820	0	1046	649	19	64256	0	184192	6213415	2449346	6972710	6969134	8616
grid-carry-k8-w1-n16	Copy	true	1813	511	281	510	510	4861	510	767	255	0	256	256	256	0	33238	15733	7913	1046	649	19	64256	0	193898	6785191	2449340	6972704	6969128	9565
grid-carry-k8-w1-n128	Persistent	true	1925	511	393	510	510	4861	510	767	255	0	256	256	256	0	66519	10093	0	1158	8769	131	64256	0	8592503	217635999	107721452	319266960	319251736	420511
grid-carry-k8-w1-n128	Copy	true	1925	511	393	510	510	4861	510	767	255	0	256	256	256	0	66519	46566	36473	1158	8769	131	64256	0	8630769	220264095	107721446	319266954	319251730	407619
grid-carry-k8-w8-n0	Persistent	true	5381	2303	2057	510	510	4861	510	2559	255	0	256	256	256	0	39468	17855	0	2822	520	12	64256	0	75118	3763437	355199	996611	994139	3752
grid-carry-k8-w8-n0	Copy	true	5381	2303	2057	510	510	4861	510	2559	255	0	256	256	256	0	39468	21688	3833	2822	520	12	64256	0	80744	4041453	355193	996605	994133	5733
grid-carry-k8-w8-n16	Persistent	true	5397	2303	2073	510	510	4861	510	2559	255	0	256	256	256	0	83926	37772	0	2838	656	19	64256	0	241564	9532149	2449689	6973613	6969477	10704
grid-carry-k8-w8-n16	Copy	true	5397	2303	2073	510	510	4861	510	2559	255	0	256	256	256	0	83926	45685	7913	2838	656	19	64256	0	251270	10103925	2449683	6973607	6969471	11781
grid-carry-k8-w8-n128	Persistent	true	5509	2303	2185	510	510	4861	510	2559	255	0	256	256	256	0	129495	45933	0	2950	8776	131	64256	0	8655251	221374573	107721795	319267863	319252079	431303
grid-carry-k8-w8-n128	Copy	true	5509	2303	2185	510	510	4861	510	2559	255	0	256	256	256	0	129495	82406	36473	2950	8776	131	64256	0	8693517	224002669	107721789	319267857	319252073	405338
grid-carry-k8-w64-n0	Persistent	true	34053	16639	16393	510	510	4861	510	16895	255	0	256	256	256	0	198700	117951	0	17158	576	68	64256	0	404676	20372261	357945	1875415	1010549	17433
grid-carry-k8-w64-n0	Copy	true	34053	16639	16393	510	510	4861	510	16895	255	0	256	256	256	0	198700	121784	3833	17158	576	68	64256	0	410302	20650277	357939	2030961	1010543	16660
grid-carry-k8-w64-n16	Persistent	true	34069	16639	16409	510	510	4861	510	16895	255	0	256	256	256	0	532182	287884	0	17174	712	68	64256	0	728034	36993926	2452435	6992585	6983969	30714
grid-carry-k8-w64-n16	Copy	true	34069	16639	16409	510	510	4861	510	16895	255	0	256	256	256	0	532182	295797	7913	17174	712	68	64256	0	737740	37565702	2452429	6992579	6983963	32421
grid-carry-k8-w64-n128	Persistent	true	34181	16639	16521	510	510	4861	510	16895	255	0	256	256	256	0	667351	346733	0	17286	8832	131	64256	0	9184115	252399325	107724541	319275089	319254825	442070
grid-carry-k8-w64-n128	Copy	true	34181	16639	16521	510	510	4861	510	16895	255	0	256	256	256	0	667351	383206	36473	17286	8832	131	64256	0	9222381	255027421	107724535	319275083	319254819	441244
grid-carry-k8-w256-n0	Persistent	true	132357	65791	65545	510	510	4861	510	66047	255	0	256	256	256	0	930860	558015	0	66310	768	260	64256	0	1728328	85066885	367355	5863833	1066807	81427
grid-carry-k8-w256-n0	Copy	true	132357	65791	65545	510	510	4861	510	66047	255	0	256	256	256	0	930860	561848	3833	66310	768	260	64256	0	1733954	85344901	367349	6019379	1066801	70909
grid-carry-k8-w256-n16	Persistent	true	132373	65791	65561	510	510	4861	510	66047	255	0	256	256	256	0	2200790	1221516	0	66326	904	260	64256	0	2547814	137245926	2461845	8066957	7040227	108406
grid-carry-k8-w256-n16	Copy	true	132373	65791	65561	510	510	4861	510	66047	255	0	256	256	256	0	2200790	1229429	7913	66326	904	260	64256	0	2557520	137817702	2461839	8424463	7040221	112817
grid-carry-k8-w256-n128	Persistent	true	132485	65791	65673	510	510	4861	510	66047	255	0	256	256	256	0	2644183	1426029	0	66438	9024	260	64256	0	11098487	362703614	107733951	319331125	319295501	543786
grid-carry-k8-w256-n128	Copy	true	132485	65791	65673	510	510	4861	510	66047	255	0	256	256	256	0	2644183	1462502	36473	66438	9024	260	64256	0	11136753	365331710	107733945	319331119	319295495	528885
