case	mode	pass	quanta	projected_steps	expansions	projected_applications	introductions	projected_introductions	splits	failed	raw	answers	support_reads	support_writes	occurrence_scans	binding_scans	match_candidates	term_visits	term_copies	unification_pairs	occurs_visits	previewed	queue_scans	queue_refs	work_nodes	max_frontier	pending	retained_occurrences	variables	occurrence_births	binding_edges	tokens	support_memberships	observer_pairs	observer_scans	allocation_calls	requested_bytes	baseline_live	peak_live	final_live	elapsed_us
A01-disconnected-failure	Singleton	true	5	5	1	1	1	1	0	1	0	0	3	7	1	0	1	8	15	1	1	5	5	3	4	1	0	0	2	1	1	1	5	0	0	69	9695	1465	6862	5677	24
A01-disconnected-failure	Ready	true	5	5	1	1	1	1	0	1	0	0	3	7	1	0	1	8	15	1	1	5	5	3	4	1	0	0	2	1	1	1	5	0	0	69	9695	1461	6858	5673	22
A02-pending-failure	Singleton	true	7	7	2	2	2	2	0	1	0	0	6	10	3	0	2	5	11	1	1	7	7	4	5	1	0	0	1	2	1	2	6	0	0	87	10522	1570	6991	6043	31
A02-pending-failure	Ready	true	7	7	2	2	2	2	0	1	0	0	6	10	3	0	2	5	11	1	1	7	7	4	5	1	0	0	1	2	1	2	6	0	0	87	10522	1566	6987	6039	23
A03-raw-duplicates	Singleton	true	7	7	1	1	1	1	1	0	2	1	11	20	1	4	1	10	26	2	2	7	7	3	4	2	0	0	2	1	1	1	10	2	0	108	12465	1659	7348	6682	27
A03-raw-duplicates	Ready	true	7	7	1	1	1	1	1	0	2	1	11	20	1	4	1	10	26	2	2	7	7	3	4	2	0	0	2	1	1	1	10	2	0	108	12465	1655	7344	6678	29
A04-alpha-residual	Singleton	true	7	7	1	1	3	3	1	0	2	1	11	22	5	0	1	2	4	0	0	7	7	3	4	2	0	2	2	3	0	1	12	1	1	88	8836	1427	6782	6083	33
A04-alpha-residual	Ready	true	7	7	1	1	3	3	1	0	2	1	11	22	6	0	1	2	4	0	0	9	9	3	4	2	0	2	2	3	0	1	12	1	1	91	8876	1423	6778	6079	25
C01-correlation	Singleton	true	10	10	1	1	1	1	1	0	2	2	20	22	1	13	1	12	42	4	4	10	10	6	6	2	0	0	2	1	4	1	12	1	0	142	16027	2052	8668	8180	35
C01-correlation	Ready	true	10	10	1	1	1	1	1	0	2	2	20	22	1	13	1	12	42	4	4	10	10	6	6	2	0	0	2	1	4	1	12	1	0	142	16027	2048	8664	8176	32
C02-independent	Singleton	true	18	18	3	3	2	2	3	0	4	4	56	78	3	23	3	19	60	6	6	18	18	9	11	4	0	0	2	2	4	2	32	8	0	235	24232	2273	9503	9015	71
C02-independent	Ready	true	17	18	2	3	2	2	3	0	4	4	55	78	3	23	3	16	58	6	6	18	19	9	8	4	0	0	2	2	4	2	32	8	0	229	23782	2269	9499	9011	42
C03-inactive-label	Singleton	true	10	10	1	1	1	1	2	0	3	3	24	33	1	12	1	12	35	3	3	10	10	5	6	3	0	0	2	1	3	1	15	3	0	143	15369	2262	8826	8300	31
C03-inactive-label	Ready	true	10	10	1	1	1	1	2	0	3	3	24	33	1	12	1	12	35	3	3	10	10	5	6	3	0	0	2	1	3	1	15	3	0	143	15369	2258	8822	8296	37
C04-recursive-fresh	Singleton	true	81	81	15	15	15	15	7	0	8	8	327	294	51	106	23	137	427	22	36	81	81	57	58	8	0	0	8	15	18	15	128	44	0	1180	100576	4853	25878	25390	101
C04-recursive-fresh	Ready	true	81	81	15	15	15	15	7	0	8	8	860	294	584	106	149	347	741	22	36	221	221	57	58	8	0	0	8	15	18	15	128	44	0	1878	200942	4849	25874	25386	160
G01-suspended	Singleton	true	2	2	0	0	1	1	0	0	1	1	2	4	1	0	1	9	16	0	0	2	2	0	1	1	0	1	2	1	0	0	4	0	0	58	7430	1690	5940	5598	17
G01-suspended	Ready	true	2	2	0	0	1	1	0	0	1	1	2	4	1	0	1	9	16	0	0	2	2	0	1	1	0	1	2	1	0	0	4	0	0	58	7430	1686	5936	5594	21
G02-recheck	Singleton	true	7	7	2	2	3	3	0	0	1	1	10	13	7	2	3	20	37	1	0	7	7	2	4	1	0	1	2	3	1	2	9	0	0	112	15268	2084	8358	7926	30
G02-recheck	Ready	true	7	7	2	2	3	3	0	0	1	1	10	13	7	2	3	20	37	1	0	7	7	2	4	1	0	1	2	3	1	2	9	0	0	112	15268	2080	8354	7922	27
H01-distinct-resources	Singleton	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	2	3	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	47	4572	1334	4333	4021	25
H01-distinct-resources	Ready	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	2	3	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	47	4572	1330	4329	4017	17
H02-repeated-head-alias	Singleton	true	8	8	2	2	4	4	0	0	1	1	15	16	17	2	7	19	34	1	0	8	8	2	5	1	0	1	2	4	1	2	10	0	0	132	17863	2109	9208	8007	30
H02-repeated-head-alias	Ready	true	8	8	2	2	4	4	0	0	1	1	15	16	17	2	7	19	34	1	0	8	8	2	5	1	0	1	2	4	1	2	10	0	0	132	17863	2105	9204	8003	30
H03-constructor-wakeup	Singleton	true	7	7	2	2	3	3	0	0	1	1	10	12	7	2	3	8	17	1	1	7	7	2	4	1	0	1	1	3	1	2	8	0	0	110	11634	1705	7388	7028	22
H03-constructor-wakeup	Ready	true	7	7	2	2	3	3	0	0	1	1	10	12	7	2	3	8	17	1	1	7	7	2	4	1	0	1	1	3	1	2	8	0	0	110	11634	1701	7384	7024	24
H04-inherited-history	Singleton	true	10	10	2	2	3	3	1	0	2	2	28	36	14	5	5	7	20	2	2	10	10	4	6	2	0	2	1	3	2	2	18	1	0	152	14593	2074	8858	8370	41
H04-inherited-history	Ready	true	10	10	2	2	3	3	1	0	2	2	28	36	14	5	5	7	20	2	2	10	10	4	6	2	0	2	1	3	2	2	18	1	0	152	14593	2070	8854	8366	39
H05-conditional-history	Singleton	true	10	10	2	2	3	3	1	0	2	2	29	27	11	12	5	12	31	2	2	10	10	4	6	2	0	2	1	3	2	2	15	0	0	162	14851	2222	9309	8757	35
H05-conditional-history	Ready	true	10	10	2	2	3	3	1	0	2	2	32	27	13	14	6	13	33	2	2	11	11	4	6	2	0	2	1	3	2	2	15	0	0	166	14884	2218	9305	8753	25
H06-conditional-consumption	Singleton	true	10	10	2	2	5	5	1	0	2	2	20	27	21	0	5	0	0	0	0	10	10	4	6	2	0	3	0	5	0	2	13	0	0	111	9483	1801	7194	6642	34
H06-conditional-consumption	Ready	true	10	10	2	2	5	5	1	0	2	2	24	27	33	0	8	0	0	0	0	13	13	4	6	2	0	3	0	5	0	2	13	0	0	122	9691	1797	7190	6638	30
M01-committed	Singleton	true	4	4	1	1	1	1	0	0	1	1	4	6	1	1	1	5	12	1	1	4	4	1	2	1	0	0	1	1	1	1	4	0	0	76	9541	1532	6681	6154	21
M01-committed	Ready	true	4	4	1	1	1	1	0	0	1	1	4	6	1	1	1	5	12	1	1	4	4	1	2	1	0	0	1	1	1	1	4	0	0	76	9541	1528	6677	6150	18
M02-nonbinding	Singleton	true	2	2	0	0	1	1	0	0	1	1	2	3	1	0	1	3	5	0	0	2	2	0	1	1	0	1	1	1	0	0	3	0	0	48	5264	1334	4932	4620	13
M02-nonbinding	Ready	true	2	2	0	0	1	1	0	0	1	1	2	3	1	0	1	3	5	0	0	2	2	0	1	1	0	1	1	1	0	0	3	0	0	48	5264	1330	4928	4616	16
S01-finite-sibling	Singleton	true	200	200	98	98	99	99	1	0	1	1	298	405	195	1	98	5	12	1	1	200	200	100	101	2	1	1	1	99	1	98	203	0	0	1676	128381	1708	47122	46734	106
S01-finite-sibling	Ready	true	200	200	98	98	99	99	1	0	1	1	299	405	197	1	98	5	12	1	1	202	202	100	101	2	1	1	1	99	1	98	203	0	0	1680	128429	1704	47118	46730	142
U01-clash	Singleton	true	3	3	1	1	1	1	0	1	0	0	3	6	1	0	1	8	12	1	0	3	3	1	2	1	0	0	2	1	0	1	4	0	0	56	7265	1244	5570	4504	19
U01-clash	Ready	true	3	3	1	1	1	1	0	1	0	0	3	6	1	0	1	8	12	1	0	3	3	1	2	1	0	0	2	1	0	1	4	0	0	56	7265	1240	5566	4500	20
U02-self	Singleton	true	4	4	1	1	1	1	0	0	1	1	3	6	1	0	1	8	16	1	0	4	4	1	2	1	0	0	2	1	0	1	4	0	0	61	8417	1444	5766	5390	22
U02-self	Ready	true	4	4	1	1	1	1	0	0	1	1	3	6	1	0	1	8	16	1	0	4	4	1	2	1	0	0	2	1	0	1	4	0	0	61	8417	1440	5762	5386	28
U03-alias	Singleton	true	6	6	1	1	1	1	0	0	1	1	6	8	1	3	1	11	31	2	3	6	6	3	4	1	0	0	2	1	2	1	6	0	0	107	12419	1739	7543	7231	24
U03-alias	Ready	true	6	6	1	1	1	1	0	0	1	1	6	8	1	3	1	11	31	2	3	6	6	3	4	1	0	0	2	1	2	1	6	0	0	107	12419	1735	7539	7227	25
U04-occurs	Singleton	true	5	5	1	1	1	1	0	1	0	0	4	7	1	1	1	11	34	2	4	5	5	3	4	1	0	0	2	1	1	1	5	0	0	83	10274	1485	7026	5793	19
U04-occurs	Ready	true	5	5	1	1	1	1	0	1	0	0	4	7	1	1	1	11	34	2	4	5	5	3	4	1	0	0	2	1	1	1	5	0	0	83	10274	1481	7022	5789	24
U05-conditional-occurs	Singleton	true	6	6	1	1	1	1	1	1	1	1	8	19	1	1	1	11	30	2	3	6	6	3	4	2	0	0	2	1	1	1	9	0	0	100	11471	1715	7145	6786	25
U05-conditional-occurs	Ready	true	6	6	1	1	1	1	1	1	1	1	8	19	1	1	1	11	30	2	3	6	6	3	4	2	0	0	2	1	1	1	9	0	0	100	11471	1711	7141	6782	25
U06-union-cycle	Singleton	true	7	7	1	1	1	1	1	0	2	2	14	20	1	7	1	12	40	2	4	7	7	3	4	2	0	0	2	1	2	1	10	1	0	126	13753	2050	8644	8156	40
U06-union-cycle	Ready	true	7	7	1	1	1	1	1	0	2	2	14	20	1	7	1	12	40	2	4	7	7	3	4	2	0	0	2	1	2	1	10	1	0	126	13753	2046	8640	8152	25
V01-fresh	Singleton	true	7	7	2	2	4	4	0	0	1	1	8	14	4	0	2	2	4	0	0	7	7	2	4	1	0	2	2	4	0	2	10	0	0	87	9165	1306	6343	5983	18
V01-fresh	Ready	true	7	7	2	2	4	4	0	0	1	1	8	14	4	0	2	2	4	0	0	7	7	2	4	1	0	2	2	4	0	2	10	0	0	87	9165	1302	6339	5979	19
app-add-decompose	Singleton	true	40	40	4	4	4	4	4	1	4	4	136	221	4	52	4	72	292	19	28	40	40	32	33	2	0	0	10	4	15	4	93	10	0	697	54744	4376	19557	18490	70
app-add-decompose	Ready	true	40	40	4	4	4	4	4	1	4	4	136	221	4	52	4	72	292	19	28	40	40	32	33	2	0	0	10	4	15	4	93	10	0	697	54744	4372	19553	18486	69
app-add-failure	Singleton	true	24	24	3	3	3	3	3	4	0	0	48	123	3	6	3	57	191	14	9	24	24	24	25	2	0	0	7	3	5	3	51	0	0	454	33453	3021	13145	11364	53
app-add-failure	Ready	true	24	24	3	3	3	3	3	4	0	0	48	123	3	6	3	57	191	14	9	24	24	24	25	2	0	0	7	3	5	3	51	0	0	454	33453	3017	13141	11360	50
app-add-forward	Singleton	true	25	25	3	3	3	3	3	3	1	1	49	123	3	7	3	57	215	11	11	25	25	24	25	2	0	0	7	3	5	3	51	0	0	537	36138	3393	13910	12860	82
app-add-forward	Ready	true	25	25	3	3	3	3	3	3	1	1	49	123	3	7	3	57	215	11	11	25	25	24	25	2	0	0	7	3	5	3	51	0	0	537	36138	3389	13906	12856	48
app-add-left	Singleton	true	55	55	6	6	6	6	6	6	1	1	180	414	6	27	6	108	596	41	33	55	55	48	49	2	0	0	13	6	17	6	162	0	0	1271	78014	3387	20282	18210	118
app-add-left	Ready	true	55	55	6	6	6	6	6	6	1	1	180	414	6	27	6	108	596	41	33	55	55	48	49	2	0	0	13	6	17	6	162	0	0	1271	78014	3383	20278	18206	253
app-add-repeated	Singleton	true	46	46	5	5	5	5	5	5	1	1	148	300	5	38	5	88	351	28	25	46	46	40	41	2	0	0	11	5	14	5	120	0	0	724	58172	3198	17380	15606	85
app-add-repeated	Ready	true	46	46	5	5	5	5	5	5	1	1	148	300	5	38	5	88	351	28	25	46	46	40	41	2	0	0	11	5	14	5	120	0	0	724	58172	3194	17376	15602	93
app-add-right	Singleton	true	25	25	3	3	3	3	3	3	1	1	49	123	3	7	3	59	241	13	16	25	25	24	25	2	0	0	7	3	5	3	51	0	0	576	36976	3389	13709	12907	66
app-add-right	Ready	true	25	25	3	3	3	3	3	3	1	1	49	123	3	7	3	59	241	13	16	25	25	24	25	2	0	0	7	3	5	3	51	0	0	576	36976	3385	13705	12903	74
app-infer-identity	Singleton	true	54	54	5	5	5	5	10	10	1	1	247	648	9	18	5	187	507	32	25	54	54	60	61	3	0	2	16	5	12	5	238	0	0	917	72762	3895	21942	20836	110
app-infer-identity	Ready	true	54	54	5	5	5	5	10	10	1	1	247	648	9	18	5	187	507	32	25	54	54	60	61	3	0	2	16	5	12	5	238	0	0	917	72762	3891	21938	20832	97
app-lambda-identity	Singleton	true	112	112	6	6	7	7	28	28	1	1	973	1487	125	84	14	426	1054	60	31	112	112	150	151	6	0	1	17	7	12	6	523	0	0	2083	152362	15556	56627	47692	276
app-lambda-identity	Ready	true	112	112	6	6	7	7	28	28	1	1	979	1487	150	84	15	428	1058	60	31	138	138	150	151	6	0	1	17	7	12	6	523	0	0	2112	154314	15552	56623	47688	235
app-lambda-norm-residual	Singleton	true	2	2	0	0	1	1	0	0	1	1	6	2	15	0	5	6	7	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	259	18965	15302	32268	31956	64
app-lambda-norm-residual	Ready	true	2	2	0	0	1	1	0	0	1	1	6	2	15	0	5	6	7	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	259	18965	15298	32264	31952	86
app-sk-duplication	Singleton	true	431	431	19	19	19	19	117	117	1	1	9783	27723	81	353	19	1789	8116	475	430	431	431	586	587	5	0	4	77	19	54	19	9341	0	0	14548	1043642	13887	245657	244590	1741
app-sk-duplication	Ready	true	431	431	19	19	19	19	117	117	1	1	9783	27723	81	353	19	1789	8116	475	430	475	475	586	587	5	0	4	77	19	54	19	9341	0	0	14566	1044346	13883	245653	244586	2008
app-sk-identity	Singleton	true	177	177	7	7	7	7	49	49	1	1	1668	4556	8	115	7	744	3098	190	111	177	177	242	243	5	0	0	29	7	20	7	1556	0	0	5219	345082	13342	76376	70470	438
app-sk-identity	Ready	true	177	177	7	7	7	7	49	49	1	1	1668	4556	8	115	7	744	3098	190	111	189	189	242	243	5	0	0	29	7	20	7	1556	0	0	5224	345274	13338	76372	70466	637
app-sk-ignored-hole	Singleton	true	546	546	32	32	33	33	141	141	1	1	14015	39697	429	470	76	2233	10341	585	568	546	546	723	725	5	0	6	90	33	63	32	13357	0	0	19082	1380346	14890	336289	335993	2973
app-sk-ignored-hole	Ready	true	546	546	32	32	33	33	141	141	1	1	14015	39697	429	470	76	2233	10341	585	568	594	594	723	725	5	0	6	90	33	63	32	13357	0	0	19102	1381114	14886	336285	335989	2218
app-sub	Singleton	true	27	27	4	4	4	4	3	3	1	1	58	145	5	7	4	65	281	13	16	27	27	25	26	2	0	0	7	4	5	4	59	0	0	661	41114	3377	13937	13135	65
app-sub	Ready	true	27	27	4	4	4	4	3	3	1	1	58	145	5	7	4	65	281	13	16	27	27	25	26	2	0	0	7	4	5	4	59	0	0	661	41114	3373	13933	13131	63
app-type-synthesis-prefix	Singleton	true	12	12	1	1	1	1	2	0	1	1	24	49	1	9	1	43	116	8	7	12	12	12	13	3	2	0	4	1	5	1	23	0	0	293	23980	3815	14645	13688	40
app-type-synthesis-prefix	Ready	true	12	12	1	1	1	1	2	0	1	1	24	49	1	9	1	43	116	8	7	12	12	12	13	3	2	0	4	1	5	1	23	0	0	293	23980	3811	14641	13684	41
carry-k0-w0-n0	Singleton	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	4	6	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	62	5411	2309	6066	5754	26
carry-k0-w0-n0	Ready	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	4	6	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	62	5411	2305	6062	5750	23
carry-k0-w0-n3	Singleton	true	5	5	0	0	4	4	0	0	1	1	5	8	8	0	1	10	18	0	0	5	5	0	4	1	0	4	0	4	0	0	8	0	0	155	9104	3191	8823	8367	27
carry-k0-w0-n3	Ready	true	5	5	0	0	4	4	0	0	1	1	5	8	8	0	1	10	18	0	0	5	5	0	4	1	0	4	0	4	0	0	8	0	0	155	9104	3187	8819	8363	26
carry-k0-w1-n0	Singleton	true	4	4	1	1	2	2	0	0	1	1	5	6	4	0	2	10	17	0	0	4	4	1	2	1	0	1	0	2	0	1	4	0	0	101	8866	2358	6987	6675	18
carry-k0-w1-n0	Ready	true	4	4	1	1	2	2	0	0	1	1	5	6	4	0	2	10	17	0	0	4	4	1	2	1	0	1	0	2	0	1	4	0	0	101	8866	2354	6983	6671	20
carry-k0-w1-n3	Singleton	true	7	7	1	1	5	5	0	0	1	1	8	12	13	0	2	16	29	0	0	7	7	1	5	1	0	4	0	5	0	1	10	0	0	194	12559	3240	9744	9288	22
carry-k0-w1-n3	Ready	true	7	7	1	1	5	5	0	0	1	1	8	12	13	0	2	16	29	0	0	7	7	1	5	1	0	4	0	5	0	1	10	0	0	194	12559	3236	9740	9284	26
