case	mode	pass	quanta	projected_steps	expansions	projected_applications	introductions	projected_introductions	splits	failed	raw	answers	support_reads	support_writes	occurrence_scans	binding_scans	match_candidates	term_visits	term_copies	unification_pairs	occurs_visits	previewed	queue_scans	queue_refs	work_nodes	max_frontier	pending	retained_occurrences	variables	occurrence_births	binding_edges	tokens	support_memberships	observer_pairs	observer_scans	allocation_calls	requested_bytes	baseline_live	peak_live	final_live	elapsed_us
grid-carry-k2-w1-n16	Singleton	true	43	43	7	7	23	23	3	0	4	4	281	434	238	35	11	188	851	6	6	43	43	13	32	4	0	20	2	23	4	3	176	8	0	3777	146662	44841	133163	132675	243
grid-carry-k2-w1-n16	Ready	true	36	43	3	7	20	23	3	0	4	4	253	434	214	35	11	191	825	6	6	43	50	13	26	4	0	17	2	20	4	3	176	8	0	3718	142854	44837	131932	131444	245
grid-carry-k2-w1-n128	Singleton	true	155	155	7	7	135	135	3	0	4	4	1401	2674	1582	35	11	8308	41451	6	6	155	155	13	144	4	0	132	2	135	4	3	1072	8	0	184369	4737662	2087667	5876925	5876437	8114
grid-carry-k2-w1-n128	Ready	true	148	155	3	7	132	135	3	0	4	4	1373	2674	1558	35	11	8311	41425	6	6	155	162	13	138	4	0	129	2	132	4	3	1072	8	0	184310	4733854	2087663	5875694	5875206	8326
grid-carry-k2-w8-n0	Singleton	true	83	83	35	35	35	35	3	0	4	4	205	226	144	35	39	199	1242	6	6	83	83	41	44	4	0	4	2	35	4	31	104	8	0	2674	162307	5046	28512	28024	195
grid-carry-k2-w8-n0	Ready	true	34	83	10	35	11	35	3	0	4	4	177	226	78	35	39	328	880	6	6	83	132	41	17	4	0	1	2	11	4	10	104	8	0	1878	120017	5042	17681	17193	223
grid-carry-k2-w8-n16	Singleton	true	99	99	35	35	51	51	3	0	4	4	365	546	1232	35	39	335	1922	6	6	99	99	41	60	4	0	20	2	51	4	31	232	8	0	5955	264907	45184	144322	143834	265
grid-carry-k2-w8-n16	Ready	true	50	99	10	35	27	51	3	0	4	4	337	546	1166	35	39	464	1560	6	6	99	148	41	33	4	0	17	2	27	4	10	232	8	0	5161	223449	45180	134323	133835	301
grid-carry-k2-w8-n128	Singleton	true	211	211	35	35	163	163	3	0	4	4	1485	2786	8848	35	39	8455	42522	6	6	211	211	41	172	4	0	132	2	163	4	31	1128	8	0	186548	4856371	2088010	5888548	5888060	9781
grid-carry-k2-w8-n128	Ready	true	162	211	10	35	139	163	3	0	4	4	1457	2786	8782	35	39	8584	42160	6	6	211	260	41	145	4	0	129	2	139	4	10	1128	8	0	185754	4814913	2088006	5878549	5878061	8691
grid-carry-k2-w64-n0	Singleton	true	531	531	259	259	259	259	3	0	4	4	877	1122	928	35	263	1375	45090	6	6	531	531	265	268	4	0	4	2	259	4	255	552	8	0	90668	2842179	7792	122978	122490	5375
grid-carry-k2-w64-n0	Ready	true	146	531	66	259	67	259	3	0	4	4	849	1122	526	35	263	7804	31456	6	6	531	916	265	73	4	0	1	2	67	4	66	552	8	0	62824	1981129	7788	43059	42571	3816
grid-carry-k2-w64-n16	Singleton	true	547	547	259	259	275	275	3	0	4	4	1037	1442	9184	35	263	1511	45770	6	6	547	547	265	284	4	0	20	2	275	4	255	680	8	0	93949	2944779	47930	238788	238300	5003
grid-carry-k2-w64-n16	Ready	true	162	547	66	259	83	275	3	0	4	4	1009	1442	8782	35	263	7940	32136	6	6	547	932	265	89	4	0	17	2	83	4	66	680	8	0	66106	2084097	47926	159237	158749	3597
grid-carry-k2-w64-n128	Singleton	true	659	659	259	259	387	387	3	0	4	4	2157	3682	66976	35	263	9631	86370	6	6	659	659	265	396	4	0	132	2	387	4	255	1576	8	0	274542	7536243	2090756	5983014	5982526	12646
grid-carry-k2-w64-n128	Ready	true	274	659	66	259	195	387	3	0	4	4	2129	3682	66574	35	263	16060	72736	6	6	659	1044	265	201	4	0	129	2	195	4	66	1576	8	0	246700	6676025	2090752	5903927	5903439	11613
grid-carry-k2-w256-n0	Singleton	true	2067	2067	1027	1027	1027	1027	3	0	4	4	3181	4194	3616	35	1031	5407	671586	6	6	2067	2067	1033	1036	4	0	4	2	1027	4	1023	2088	8	0	1344686	35364651	17202	449356	448868	67148
grid-carry-k2-w256-n0	Ready	true	530	2067	258	1027	259	1027	3	0	4	4	3153	4194	2062	35	1031	104860	469600	6	6	2067	3604	1033	265	4	0	1	2	259	4	258	2088	8	0	938410	24696817	17198	132509	132021	49895
grid-carry-k2-w256-n16	Singleton	true	2083	2083	1027	1027	1043	1043	3	0	4	4	3341	4514	36448	35	1031	5543	672266	6	6	2083	2083	1033	1052	4	0	20	2	1043	4	1023	2216	8	0	1347967	35467251	57340	565166	564678	74005
grid-carry-k2-w256-n16	Ready	true	546	2083	258	1027	275	1043	3	0	4	4	3313	4514	34894	35	1031	104996	470280	6	6	2083	3620	1033	281	4	0	17	2	275	4	258	2216	8	0	941691	24799417	57336	248319	247831	48873
grid-carry-k2-w256-n128	Singleton	true	2195	2195	1027	1027	1155	1155	3	0	4	4	4461	6754	266272	35	1031	13663	712866	6	6	2195	2195	1033	1164	4	0	132	2	1155	4	1023	3112	8	0	1528559	40058251	2100166	6308928	6308440	78755
grid-carry-k2-w256-n128	Ready	true	658	2195	258	1027	387	1155	3	0	4	4	4433	6754	264718	35	1031	113116	510880	6	6	2195	3732	1033	393	4	0	129	2	387	4	258	3112	8	0	1122284	29390881	2100162	5992545	5992057	61605
grid-carry-k4-w0-n0	Singleton	true	81	81	15	15	5	5	15	0	16	16	654	806	62	277	31	121	514	30	30	81	81	45	50	16	0	1	4	5	8	4	288	208	0	1498	131075	16286	54337	53849	120
grid-carry-k4-w0-n0	Ready	true	70	81	4	15	5	5	15	0	16	16	643	806	62	277	31	88	492	30	30	81	92	45	17	16	0	1	4	5	8	4	288	208	0	1418	125485	16282	54333	53845	150
grid-carry-k4-w0-n16	Singleton	true	97	97	15	15	21	21	15	0	16	16	1390	2278	574	277	31	257	2826	30	30	97	97	45	66	16	0	17	4	21	8	4	800	208	0	11792	448731	154296	466947	466459	920
grid-carry-k4-w0-n16	Ready	true	86	97	4	15	21	21	15	0	16	16	1379	2278	574	277	31	224	2804	30	30	97	108	45	33	16	0	17	4	21	8	4	800	208	0	11712	443141	154292	466943	466455	914
grid-carry-k4-w0-n128	Singleton	true	209	209	15	15	133	133	15	0	16	16	6542	12582	4158	277	31	8377	140866	30	30	209	209	45	178	16	0	129	4	133	8	4	4384	208	0	585316	15003699	7112802	20961333	20960845	31867
grid-carry-k4-w0-n128	Ready	true	198	209	4	15	133	133	15	0	16	16	6531	12582	4158	277	31	8344	140844	30	30	209	220	45	145	16	0	129	4	133	8	4	4384	208	0	585236	14998109	7112798	20961329	20960841	29644
grid-carry-k4-w1-n0	Singleton	true	113	113	31	31	21	21	15	0	16	16	1197	870	574	277	47	202	931	30	30	113	113	61	66	16	0	16	4	21	8	5	320	208	0	2072	188158	16335	65289	64801	197
grid-carry-k4-w1-n0	Ready	true	72	113	5	31	6	21	15	0	16	16	691	870	94	277	47	229	729	30	30	113	154	61	18	16	0	1	4	6	8	5	320	208	0	1720	163106	16331	55230	54742	164
grid-carry-k4-w1-n16	Singleton	true	129	129	31	31	37	37	15	0	16	16	1933	2342	1342	277	47	338	3243	30	30	129	129	61	82	16	0	32	4	37	8	5	832	208	0	12365	505254	154345	477339	476851	895
grid-carry-k4-w1-n16	Ready	true	88	129	5	31	22	37	15	0	16	16	1427	2342	862	277	47	365	3041	30	30	129	170	61	34	16	0	17	4	22	8	5	832	208	0	12014	480762	154341	467840	467352	832
grid-carry-k4-w1-n128	Singleton	true	241	241	31	31	149	149	15	0	16	16	7085	12646	6718	277	47	8458	141283	30	30	241	241	61	194	16	0	144	4	149	8	5	4416	208	0	585891	15061678	7112851	20973181	20972693	28712
grid-carry-k4-w1-n128	Ready	true	200	241	5	31	134	149	15	0	16	16	6579	12646	6238	277	47	8485	141081	30	30	241	282	61	146	16	0	129	4	134	8	5	4416	208	0	585538	15035730	7112847	20962226	20961738	30787
grid-carry-k4-w8-n0	Singleton	true	337	337	143	143	133	133	15	0	16	16	1533	1318	1638	277	159	769	6090	30	30	337	337	173	178	16	0	16	4	133	8	117	544	208	0	10677	717003	16678	111624	111136	770
grid-carry-k4-w8-n0	Ready	true	86	337	12	143	13	133	15	0	16	16	1027	1318	318	277	159	1636	3788	30	30	337	588	173	25	16	0	1	4	13	8	12	544	208	0	6638	497245	16674	63701	63213	482
grid-carry-k4-w8-n16	Singleton	true	353	353	143	143	149	149	15	0	16	16	2269	2790	5990	277	159	905	8402	30	30	353	353	173	194	16	0	32	4	149	8	117	1056	208	0	20971	1033891	154688	524138	523650	1458
grid-carry-k4-w8-n16	Ready	true	102	353	12	143	29	149	15	0	16	16	1763	2790	4670	277	159	1772	6100	30	30	353	604	173	41	16	0	17	4	29	8	12	1056	208	0	16931	814437	154684	475847	475359	1155
grid-carry-k4-w8-n128	Singleton	true	465	465	143	143	261	261	15	0	16	16	7421	13094	36454	277	159	9025	146442	30	30	465	465	173	306	16	0	144	4	261	8	117	4640	208	0	594503	15596795	7113194	21019516	21019028	31907
grid-carry-k4-w8-n128	Ready	true	214	465	12	143	141	261	15	0	16	16	6915	13094	35134	277	159	9892	144140	30	30	465	716	173	153	16	0	129	4	141	8	12	4640	208	0	590456	15369869	7113190	20970697	20970209	31878
grid-carry-k4-w64-n0	Singleton	true	2129	2129	1039	1039	1029	1029	15	0	16	16	4221	4902	10150	277	1055	5305	188482	30	30	2129	2129	1069	1074	16	0	16	4	1029	8	1013	2336	208	0	361760	11863243	19424	482906	482418	20854
grid-carry-k4-w64-n0	Ready	true	198	2129	68	1039	69	1029	15	0	16	16	3715	4902	2110	277	1055	39352	116460	30	30	2129	4060	1069	81	16	0	1	4	69	8	68	2336	208	0	222366	7482621	19420	121935	121447	12506
grid-carry-k4-w64-n16	Singleton	true	2145	2145	1039	1039	1045	1045	15	0	16	16	4957	6374	43174	277	1055	5441	190794	30	30	2145	2145	1069	1090	16	0	32	4	1045	8	1013	2848	208	0	372053	12174291	157434	894956	894468	23917
grid-carry-k4-w64-n16	Ready	true	214	2145	68	1039	85	1045	15	0	16	16	4451	6374	35134	277	1055	39488	118772	30	30	2145	4076	1069	97	16	0	17	4	85	8	68	2848	208	0	232659	7799813	157430	534081	533593	12308
grid-carry-k4-w64-n128	Singleton	true	2257	2257	1039	1039	1157	1157	15	0	16	16	10109	16678	274342	277	1055	13561	328834	30	30	2257	2257	1069	1202	16	0	144	4	1157	8	1013	6432	208	0	945641	26792747	7115940	21390334	21389846	55746
grid-carry-k4-w64-n128	Ready	true	326	2257	68	1039	197	1157	15	0	16	16	9603	16678	266302	277	1055	47608	256812	30	30	2257	4188	1069	209	16	0	129	4	197	8	68	6432	208	0	806185	22355709	7115936	21029395	21028907	43293
grid-carry-k4-w256-n0	Singleton	true	8273	8273	4111	4111	4101	4101	15	0	16	16	13437	17190	39334	277	4127	20857	2718466	30	30	8273	8273	4141	4146	16	0	16	4	4101	8	4085	8480	208	0	5374748	143403739	28834	1753324	1752836	280445
grid-carry-k4-w256-n0	Ready	true	582	8273	260	4111	261	4101	15	0	16	16	12931	17190	8254	277	4127	525784	1693164	30	30	8273	15964	4141	273	16	0	1	4	261	8	260	8480	208	0	3342814	89767613	28830	327121	326633	179410
grid-carry-k4-w256-n16	Singleton	true	8289	8289	4111	4111	4117	4117	15	0	16	16	14173	18662	170662	277	4127	20993	2720778	30	30	8289	8289	4141	4162	16	0	32	4	4117	8	4085	8992	208	0	5385042	143696819	166844	2165838	2165350	273689
grid-carry-k4-w256-n16	Ready	true	598	8289	260	4111	277	4117	15	0	16	16	13667	18662	139582	277	4127	525920	1695476	30	30	8289	15980	4141	289	16	0	17	4	277	8	260	8992	208	0	3353107	90084805	166840	739267	738779	166387
grid-carry-k4-w256-n128	Singleton	true	8401	8401	4111	4111	4229	4229	15	0	16	16	19325	28966	1089958	277	4127	29113	2858818	30	30	8401	8401	4141	4274	16	0	144	4	4229	8	4085	12576	208	0	5958822	158505739	7125350	22661216	22660728	336489
grid-carry-k4-w256-n128	Ready	true	710	8401	260	4111	389	4229	15	0	16	16	18819	28966	1058878	277	4127	534040	1833516	30	30	8401	16092	4141	401	16	0	129	4	389	8	260	12576	208	0	3926632	104640237	7125346	21234117	21233629	209818
grid-carry-k8-w0-n0	Singleton	true	1285	1285	255	255	9	9	255	0	256	256	19366	25550	1022	7889	511	1813	11282	510	510	1285	1285	765	774	256	0	1	8	9	16	8	8704	64256	0	30953	2528187	353782	1198169	1197681	3567
grid-carry-k8-w0-n0	Ready	true	1038	1285	8	255	9	9	255	0	256	256	19119	25550	1022	7889	511	1072	10788	510	510	1285	1532	765	33	256	0	1	8	9	16	8	8704	64256	0	29056	2419333	353778	1198165	1197677	4259
grid-carry-k8-w0-n16	Singleton	true	1301	1301	255	255	25	25	255	0	256	256	31622	50062	9214	7889	511	1949	46234	510	510	1301	1301	765	790	256	0	17	8	25	16	8	16896	64256	0	182671	7223955	2448272	7490459	7489971	10806
grid-carry-k8-w0-n16	Ready	true	1054	1301	8	255	25	25	255	0	256	256	31375	50062	9214	7889	511	1208	45740	510	510	1301	1548	765	49	256	0	17	8	25	16	8	16896	64256	0	180774	7115101	2448268	7490455	7489967	13776
grid-carry-k8-w0-n128	Singleton	true	1413	1413	255	255	137	137	255	0	256	256	117414	221646	66558	7889	511	10069	2133074	510	510	1413	1413	765	902	256	0	129	8	137	16	8	74240	64256	0	8623123	221662187	107720378	322674765	322674277	543649
grid-carry-k8-w0-n128	Ready	true	1166	1413	8	255	137	137	255	0	256	256	117167	221646	66558	7889	511	9328	2132580	510	510	1413	1660	765	161	256	0	129	8	137	16	8	74240	64256	0	8621226	221553333	107720374	322674761	322674273	500191
grid-carry-k8-w1-n0	Singleton	true	1797	1797	511	511	265	265	255	0	256	256	150949	26574	132094	7889	767	3094	22035	510	510	1797	1797	1021	1030	256	0	256	8	265	16	9	9216	64256	0	40045	3638638	353831	1429801	1429313	4543
grid-carry-k8-w1-n0	Ready	true	1040	1797	9	511	10	265	255	0	256	256	19887	26574	1534	7889	767	4393	16441	510	510	1797	2554	1021	34	256	0	1	8	10	16	9	9216	64256	0	33405	3106802	353827	1208030	1207542	5060
grid-carry-k8-w1-n16	Singleton	true	1813	1813	511	511	281	281	255	0	256	256	163205	51086	144382	7889	767	3230	56987	510	510	1813	1813	1021	1046	256	0	272	8	281	16	9	17408	64256	0	191763	8334742	2448321	7722427	7721939	13338
grid-carry-k8-w1-n16	Ready	true	1056	1813	9	511	26	281	255	0	256	256	32143	51086	13822	7889	767	4529	51393	510	510	1813	2570	1021	50	256	0	17	8	26	16	9	17408	64256	0	185124	7802938	2448317	7500688	7500200	15323
grid-carry-k8-w1-n128	Singleton	true	1925	1925	511	511	393	393	255	0	256	256	248997	222670	230398	7889	767	11350	2143827	510	510	1925	1925	1021	1158	256	0	384	8	393	16	9	74752	64256	0	8632217	222774430	107720427	322907293	322906805	438938
grid-carry-k8-w1-n128	Ready	true	1168	1925	9	511	138	393	255	0	256	256	117935	222670	99838	7889	767	12649	2138233	510	510	1925	2682	1021	162	256	0	129	8	138	16	9	74752	64256	0	8625578	222242530	107720423	322685458	322684970	507356
grid-carry-k8-w8-n0	Singleton	true	5381	5381	2303	2303	2057	2057	255	0	256	256	156325	33742	364158	7889	2559	12061	133146	510	510	5381	5381	2813	2822	256	0	256	8	2057	16	1801	12800	64256	0	177163	13511443	354174	2166752	2166264	12773
grid-carry-k8-w8-n0	Ready	true	1054	5381	16	2303	17	2057	255	0	256	256	25263	33742	5118	7889	2559	34780	77572	510	510	5381	9708	2813	41	256	0	1	8	17	16	16	12800	64256	0	106972	8977717	354170	1280005	1279517	10770
grid-carry-k8-w8-n16	Singleton	true	5397	5397	2303	2303	2073	2073	255	0	256	256	168581	58254	433790	7889	2559	12197	168098	510	510	5397	5397	2813	2838	256	0	272	8	2073	16	1801	20992	64256	0	328888	18213147	2448664	8459378	8458890	20903
grid-carry-k8-w8-n16	Ready	true	1070	5397	16	2303	33	2073	255	0	256	256	37519	58254	74750	7889	2559	34916	112524	510	510	5397	9724	2813	57	256	0	17	8	33	16	16	20992	64256	0	258690	13673389	2448660	7572199	7571711	15704
grid-carry-k8-w8-n128	Singleton	true	5509	5509	2303	2303	2185	2185	255	0	256	256	254373	229838	921214	7889	2559	20317	2254938	510	510	5509	5509	2813	2950	256	0	384	8	2185	16	1801	78336	64256	0	8769348	232659315	107720770	323643780	323643292	520621
grid-carry-k8-w8-n128	Ready	true	1182	5509	16	2303	145	2185	255	0	256	256	123311	229838	562174	7889	2559	43036	2199364	510	510	5509	9836	2813	169	256	0	129	8	145	16	16	78336	64256	0	8699151	228119253	107720766	322756969	322756481	477925
grid-carry-k8-w64-n0	Singleton	true	34053	34053	16639	16639	16393	16393	255	0	256	256	199333	91086	2220670	7889	16895	83797	3279954	510	510	34053	34053	17149	17158	256	0	256	8	16393	16	16137	41472	64256	0	5789947	203133283	356920	8063682	8063194	312042
grid-carry-k8-w64-n0	Ready	true	1166	34053	72	16639	73	16393	255	0	256	256	68271	91086	33790	7889	16895	727696	1924900	510	510	34053	66940	17149	97	256	0	1	8	73	16	72	41472	64256	0	3412052	122491221	356916	1846271	1845783	170875
grid-carry-k8-w64-n16	Singleton	true	34069	34069	16639	16639	16409	16409	255	0	256	256	211589	115598	2749054	7889	16895	83933	3314906	510	510	34069	34069	17149	17174	256	0	272	8	16409	16	16137	49664	64256	0	5941731	207881179	2451410	14357700	14357212	312934
grid-carry-k8-w64-n16	Ready	true	1182	34069	72	16639	89	16409	255	0	256	256	80527	115598	562174	7889	16895	727832	1959852	510	510	34069	66956	17149	113	256	0	17	8	89	16	72	49664	64256	0	3563772	127187821	2451406	8139393	8138905	182253
grid-carry-k8-w64-n128	Singleton	true	34181	34181	16639	16639	16521	16521	255	0	256	256	297381	287182	6447742	7889	16895	92053	5401746	510	510	34181	34181	17149	17286	256	0	384	8	16521	16	16137	107008	64256	0	14382247	422382899	107723516	329542102	329541614	783532
grid-carry-k8-w64-n128	Ready	true	1294	34181	72	16639	201	16521	255	0	256	256	166319	287182	4260862	7889	16895	735952	4046692	510	510	34181	67068	17149	225	256	0	129	8	201	16	72	107008	64256	0	12004288	341683397	107723512	323323699	323323211	639477
grid-carry-k8-w256-n0	Singleton	true	132357	132357	65791	65791	65545	65545	255	0	256	256	346789	287694	8585854	7889	66047	329749	44543250	510	510	132357	132357	66301	66310	256	0	256	8	65545	16	65289	139776	64256	0	85982269	2346508843	366330	28287500	28287012	5055886
grid-carry-k8-w256-n0	Ready	true	1550	132357	264	65791	265	65545	255	0	256	256	215727	287694	132094	7889	66047	9174448	26590756	510	510	132357	263164	66301	289	256	0	1	8	265	16	264	139776	64256	0	51408086	1409962749	366326	3794281	3793793	2656006
grid-carry-k8-w256-n16	Singleton	true	132373	132373	65791	65791	65561	65561	255	0	256	256	359045	312206	10687102	7889	66047	329885	44578202	510	510	132373	132373	66301	66326	256	0	272	8	65561	16	65289	147968	64256	0	86134244	2351409779	2460820	34580958	34580470	4505263
grid-carry-k8-w256-n16	Ready	true	1566	132373	264	65791	281	65561	255	0	256	256	227983	312206	2233342	7889	66047	9174584	26625708	510	510	132373	263180	66301	305	256	0	17	8	281	16	264	147968	64256	0	51559803	1414658053	2460816	10086107	10085619	2642883
grid-carry-k8-w256-n128	Singleton	true	132485	132485	65791	65791	65673	65673	255	0	256	256	444837	483790	25395838	7889	66047	338005	46665042	510	510	132485	132485	66301	66438	256	0	384	8	65673	16	65289	205312	64256	0	94574952	2566101963	107732926	349765360	349764872	4870686
grid-carry-k8-w256-n128	Ready	true	1678	132485	264	65791	393	65673	255	0	256	256	313775	483790	16942078	7889	66047	9182704	28712548	510	510	132485	263292	66301	417	256	0	129	8	393	16	264	205312	64256	0	60000512	1629326125	107732922	325270877	325270389	3066149
discriminate-k1-w1-n0	Singleton	true	12	12	3	3	4	4	1	0	2	2	37	32	19	10	8	37	73	2	2	12	12	5	7	2	0	2	1	4	2	3	16	1	0	286	21316	4107	12895	12407	40
discriminate-k1-w1-n0	Ready	true	12	12	3	3	4	4	1	0	2	2	45	32	25	14	12	48	92	2	2	16	16	5	7	2	0	2	1	4	2	3	16	1	0	321	23051	4103	12891	12403	43
discriminate-k1-w1-n16	Singleton	true	28	28	3	3	20	20	1	0	2	2	101	160	163	10	8	173	481	2	2	28	28	5	23	2	0	18	1	20	2	3	80	1	0	2410	90236	27893	82257	81769	158
discriminate-k1-w1-n16	Ready	true	28	28	3	3	20	20	1	0	2	2	109	160	249	14	12	184	500	2	2	32	32	5	23	2	0	18	1	20	2	3	80	1	0	2445	91971	27889	82253	81765	141
discriminate-k1-w8-n0	Singleton	true	40	40	17	17	18	18	1	0	2	2	86	88	61	10	29	156	535	2	2	40	40	19	21	2	0	2	1	18	2	17	44	1	0	1459	77394	4450	18790	18302	72
discriminate-k1-w8-n0	Ready	true	40	40	17	17	18	18	1	0	2	2	129	88	123	14	54	237	820	2	2	72	72	19	21	2	0	2	1	18	2	17	44	1	0	2075	107941	4446	18786	18298	126
discriminate-k1-w8-n16	Singleton	true	56	56	17	17	34	34	1	0	2	2	150	216	765	10	29	292	943	2	2	56	56	19	37	2	0	18	1	34	2	17	108	1	0	3590	152490	28236	88056	87568	202
discriminate-k1-w8-n16	Ready	true	56	56	17	17	34	34	1	0	2	2	193	216	1467	14	54	373	1228	2	2	88	88	19	37	2	0	18	1	34	2	17	108	1	0	4206	183037	28232	88052	87564	283
discriminate-k1-w64-n0	Singleton	true	264	264	129	129	130	130	1	0	2	2	478	536	397	10	197	1108	21871	2	2	264	264	131	133	2	0	2	1	130	2	129	268	1	0	46127	1391226	7196	66800	66312	2400
discriminate-k1-w64-n0	Ready	true	264	264	129	129	130	130	1	0	2	2	801	536	907	14	390	1749	34868	2	2	520	520	131	133	2	0	2	1	130	2	129	268	1	0	72559	2170885	7192	66796	66308	3337
discriminate-k1-w64-n16	Singleton	true	280	280	129	129	146	146	1	0	2	2	542	664	5581	10	197	1244	22279	2	2	280	280	131	149	2	0	18	1	146	2	129	332	1	0	48315	1516962	30982	136530	136042	2346
discriminate-k1-w64-n16	Ready	true	280	280	129	129	146	146	1	0	2	2	865	664	11211	14	390	1885	35276	2	2	536	536	131	149	2	0	18	1	146	2	129	332	1	0	74747	2296621	30978	136526	136038	4601
discriminate-k2-w1-n0	Singleton	true	27	27	7	7	7	7	3	0	4	4	186	114	100	49	29	118	257	6	6	27	27	13	16	4	0	4	2	7	4	6	48	8	0	684	45080	7587	22493	22005	69
discriminate-k2-w1-n0	Ready	true	26	27	6	7	7	7	3	0	4	4	313	114	195	102	72	241	508	6	6	51	52	13	13	4	0	4	2	7	4	6	48	8	0	1006	58302	7583	22489	22001	74
discriminate-k2-w1-n16	Singleton	true	43	43	7	7	23	23	3	0	4	4	346	434	580	49	29	254	937	6	6	43	43	13	32	4	0	20	2	23	4	6	176	8	0	3966	148144	47725	138767	138279	218
discriminate-k2-w1-n16	Ready	true	42	43	6	7	23	23	3	0	4	4	473	434	1459	102	72	377	1188	6	6	67	68	13	29	4	0	20	2	23	4	6	176	8	0	4288	161366	47721	138763	138275	202
discriminate-k2-w8-n0	Singleton	true	83	83	35	35	35	35	3	0	4	4	347	226	275	49	99	475	1398	6	6	83	83	41	44	4	0	4	2	35	4	34	104	8	0	3297	164307	7930	34116	33628	216
discriminate-k2-w8-n0	Ready	true	82	83	34	35	35	35	3	0	4	4	1041	226	1175	102	352	1312	3833	6	6	275	276	41	41	4	0	4	2	35	4	34	104	8	0	7749	365941	7926	34112	33624	470
discriminate-k2-w8-n16	Singleton	true	99	99	35	35	51	51	3	0	4	4	507	546	2323	49	99	611	2078	6	6	99	99	41	60	4	0	20	2	51	4	34	232	8	0	6578	266907	48068	149926	149438	394
discriminate-k2-w8-n16	Ready	true	98	99	34	35	51	51	3	0	4	4	1201	546	8711	102	352	1448	4513	6	6	291	292	41	57	4	0	20	2	51	4	34	232	8	0	11030	468541	48064	149922	149434	734
discriminate-k2-w64-n0	Singleton	true	531	531	259	259	259	259	3	0	4	4	1635	1122	1675	49	659	3331	45806	6	6	531	531	265	268	4	0	4	2	259	4	258	552	8	0	94762	2847595	10676	127854	127366	4234
discriminate-k2-w64-n0	Ready	true	530	531	258	259	259	259	3	0	4	4	6865	1122	9015	102	2592	9880	129217	6	6	2067	2068	265	265	4	0	4	2	259	4	258	552	8	0	259262	7668221	10672	127850	127362	11631
discriminate-k2-w64-n16	Singleton	true	547	547	259	259	275	275	3	0	4	4	1795	1442	16267	49	659	3467	46486	6	6	547	547	265	284	4	0	20	2	275	4	258	680	8	0	98043	2950195	50814	243664	243176	4587
discriminate-k2-w64-n16	Ready	true	546	547	258	259	275	275	3	0	4	4	7025	1442	66727	102	2592	10016	129897	6	6	2083	2084	265	281	4	0	20	2	275	4	258	680	8	0	262543	7770821	50810	243660	243172	13437
discriminate-k4-w1-n0	Singleton	true	113	113	31	31	21	21	15	0	16	16	5470	870	4534	605	407	1378	3595	30	30	113	113	61	66	16	0	16	4	21	8	20	320	208	0	5337	265780	33065	99025	98537	412
discriminate-k4-w1-n0	Ready	true	102	113	20	31	21	21	15	0	16	16	30291	870	26882	4449	3475	10609	27585	30	30	593	604	61	33	16	0	16	4	21	8	20	320	208	0	29569	1075670	33061	99021	98533	2122
discriminate-k4-w1-n16	Singleton	true	129	129	31	31	37	37	15	0	16	16	6206	2342	11062	605	407	1514	5907	30	30	129	129	61	82	16	0	32	4	37	8	20	832	208	0	15630	582876	171075	511075	510587	1123
discriminate-k4-w1-n16	Ready	true	118	129	20	31	37	37	15	0	16	16	31027	2342	84418	4449	3475	10745	29897	30	30	609	620	61	49	16	0	32	4	37	8	20	832	208	0	39862	1392766	171071	511071	510583	1973
discriminate-k4-w8-n0	Singleton	true	337	337	143	143	133	133	15	0	16	16	12050	1318	11842	605	1359	5137	13738	30	30	337	337	173	178	16	0	16	4	133	8	132	544	208	0	22843	941649	33408	143368	142880	1013
discriminate-k4-w8-n0	Ready	true	326	337	132	143	133	133	15	0	16	16	184627	1318	200146	4449	18707	60568	162048	30	30	4177	4188	173	145	16	0	16	4	133	8	132	544	208	0	229579	8039779	33404	143364	142876	13539
discriminate-k4-w8-n16	Singleton	true	353	353	143	143	149	149	15	0	16	16	12786	2790	35394	605	1359	5273	16050	30	30	353	353	173	194	16	0	32	4	149	8	132	1056	208	0	33137	1258537	171418	555882	555394	2273
discriminate-k4-w8-n16	Ready	true	342	353	132	143	149	149	15	0	16	16	185363	2790	530066	4449	18707	60704	164360	30	30	4193	4204	173	161	16	0	32	4	149	8	132	1056	208	0	239873	8356667	171414	555878	555390	13306
discriminate-k4-w64-n0	Singleton	true	2129	2129	1039	1039	1029	1029	15	0	16	16	64690	4902	70306	605	8975	35209	236002	30	30	2129	2129	1069	1074	16	0	16	4	1029	8	1028	2336	208	0	445153	13276377	36154	511010	510522	20589
discriminate-k4-w64-n0	Ready	true	2118	2129	1028	1039	1029	1029	15	0	16	16	1419315	4902	1586258	4449	140563	460240	2648952	30	30	32849	32860	1069	1041	16	0	16	4	1029	8	1028	2336	208	0	4652081	132914347	36150	511006	510518	218414
discriminate-k4-w64-n16	Singleton	true	2145	2145	1039	1039	1045	1045	15	0	16	16	65426	6374	230050	605	8975	35345	238314	30	30	2145	2145	1069	1090	16	0	32	4	1045	8	1028	2848	208	0	455446	13587425	174164	923060	922572	22695
discriminate-k4-w64-n16	Ready	true	2134	2145	1028	1039	1045	1045	15	0	16	16	1420051	6374	4095250	4449	140563	460376	2651264	30	30	32865	32876	1069	1057	16	0	32	4	1045	8	1028	2848	208	0	4662374	133225395	174160	923056	922568	231164
