case	mode	pass	steps	applications	expansions	cache_hits	cache_misses	cache_retained	rules_examined	occurrence_scans	candidates	binding_reads	term_visits	unification_pairs	occurs_visits	fresh_variables	work_nodes	snapshot_entries	introductions	splits	failed	raw	answers	max_frontier	pending	retained_roots	retained_bindings	retained_pending	observer_pairs	observer_scans	allocation_calls	requested_bytes	baseline_live	peak_live	final_live	elapsed_us
carry-k2-w4-n3	General	true	54	19	19	0	0	0	43	118	23	22	169	6	6	2	31	19	22	3	0	4	4	4	0	0	0	0	8	0	1084	84470	7019	19642	15821	57
carry-k2-w4-n3	Local	true	54	19	19	0	0	0	43	23	23	22	169	6	6	2	31	19	22	3	0	4	4	4	0	0	0	0	8	0	1064	83942	7017	19640	15819	74
carry-k2-w4-n3	Cached	true	54	19	6	13	6	6	43	23	23	22	141	6	6	2	16	19	22	3	0	4	4	4	0	0	0	0	8	0	885	72834	7018	25785	23360	60
carry-k3-w0-n0	General	true	40	7	7	0	0	0	23	30	15	62	126	14	14	3	25	41	4	7	0	8	8	8	0	0	0	0	44	0	612	61713	8208	23987	20478	50
carry-k3-w0-n0	Local	true	40	7	7	0	0	0	23	15	15	62	126	14	14	3	25	41	4	7	0	8	8	8	0	0	0	0	44	0	604	61593	8206	23985	20476	47
carry-k3-w0-n0	Cached	true	40	7	3	4	3	3	23	15	15	62	110	14	14	3	13	41	4	7	0	8	8	8	0	0	0	0	44	0	584	60153	8207	27394	23931	49
carry-k3-w0-n3	General	true	43	7	7	0	0	0	23	78	15	62	180	14	14	3	28	62	7	7	0	8	8	8	0	0	0	0	44	0	921	71494	12057	33362	30615	77
carry-k3-w0-n3	Local	true	43	7	7	0	0	0	23	15	15	62	180	14	14	3	28	62	7	7	0	8	8	8	0	0	0	0	44	0	913	71190	12055	33360	30613	55
carry-k3-w0-n3	Cached	true	43	7	3	4	3	3	23	15	15	62	164	14	14	3	16	62	7	7	0	8	8	8	0	0	0	0	44	0	893	69750	12056	36815	34068	52
carry-k3-w1-n0	General	true	56	15	15	0	0	0	39	46	23	62	167	14	14	3	33	41	12	7	0	8	8	8	0	0	0	0	44	0	818	85820	8257	26237	20527	66
carry-k3-w1-n0	Local	true	56	15	15	0	0	0	39	23	23	62	167	14	14	3	33	41	12	7	0	8	8	8	0	0	0	0	44	0	802	85636	8255	26235	20525	50
carry-k3-w1-n0	Cached	true	56	15	4	11	4	4	39	23	23	62	137	14	14	3	14	41	12	7	0	8	8	8	0	0	0	0	44	0	709	76485	8256	28680	25193	57
carry-k3-w1-n3	General	true	59	15	15	0	0	0	39	118	23	62	221	14	14	3	36	62	15	7	0	8	8	8	0	0	0	0	44	0	1127	95729	12106	33463	30664	77
carry-k3-w1-n3	Local	true	59	15	15	0	0	0	39	23	23	62	221	14	14	3	36	62	15	7	0	8	8	8	0	0	0	0	44	0	1111	95233	12104	33461	30662	79
carry-k3-w1-n3	Cached	true	59	15	4	11	4	4	39	23	23	62	191	14	14	3	17	62	15	7	0	8	8	8	0	0	0	0	44	0	1018	86082	12105	37756	35330	73
carry-k3-w4-n0	General	true	104	39	39	0	0	0	87	94	47	62	290	14	14	3	57	41	36	7	0	8	8	8	0	0	0	0	44	0	1820	167549	8404	28262	20674	96
carry-k3-w4-n0	Local	true	104	39	39	0	0	0	87	47	47	62	290	14	14	3	57	41	36	7	0	8	8	8	0	0	0	0	44	0	1780	167173	8402	28260	20672	117
carry-k3-w4-n0	Cached	true	104	39	7	32	7	7	87	47	47	62	218	14	14	3	17	41	36	7	0	8	8	8	0	0	0	0	44	0	1312	131067	8403	32709	29567	108
carry-k3-w4-n3	General	true	107	39	39	0	0	0	87	238	47	62	344	14	14	3	60	62	39	7	0	8	8	8	0	0	0	0	44	0	2129	177842	12253	34280	30811	139
carry-k3-w4-n3	Local	true	107	39	39	0	0	0	87	47	47	62	344	14	14	3	60	62	39	7	0	8	8	8	0	0	0	0	44	0	2089	176770	12251	34278	30809	106
carry-k3-w4-n3	Cached	true	107	39	7	32	7	7	87	47	47	62	272	14	14	3	20	62	39	7	0	8	8	8	0	0	0	0	44	0	1621	140664	12252	42130	39704	116
grid-carry-k0-w0-n0	General	true	2	0	0	0	0	0	2	2	1	0	6	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	57	4240	2317	5231	4217	10
grid-carry-k0-w0-n0	Local	true	2	0	0	0	0	0	2	1	1	0	6	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	56	4232	2315	5229	4215	10
grid-carry-k0-w0-n0	Cached	true	2	0	0	0	0	0	2	1	1	0	6	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	56	4232	2316	5230	4216	10
grid-carry-k0-w0-n16	General	true	18	0	0	0	0	0	2	34	1	0	278	0	0	0	17	0	17	0	0	1	1	1	0	0	0	0	0	0	1549	44536	18047	44738	34955	94
grid-carry-k0-w0-n16	Local	true	18	0	0	0	0	0	2	1	1	0	278	0	0	0	17	0	17	0	0	1	1	1	0	0	0	0	0	0	1548	44512	18045	44736	34953	67
grid-carry-k0-w0-n16	Cached	true	18	0	0	0	0	0	2	1	1	0	278	0	0	0	17	0	17	0	0	1	1	1	0	0	0	0	0	0	1548	44512	18046	44737	34954	71
grid-carry-k0-w0-n128	General	true	130	0	0	0	0	0	2	258	1	0	16518	0	0	0	129	0	129	0	0	1	1	1	0	0	0	0	0	0	83663	2081264	831953	2078668	1657389	4691
grid-carry-k0-w0-n128	Local	true	130	0	0	0	0	0	2	1	1	0	16518	0	0	0	129	0	129	0	0	1	1	1	0	0	0	0	0	0	83662	2081240	831951	2078666	1657387	4734
grid-carry-k0-w0-n128	Cached	true	130	0	0	0	0	0	2	1	1	0	16518	0	0	0	129	0	129	0	0	1	1	1	0	0	0	0	0	0	83662	2081240	831952	2078667	1657388	5759
grid-carry-k0-w1-n0	General	true	4	1	1	0	0	0	4	4	2	0	12	0	0	0	2	0	2	0	0	1	1	1	0	0	0	0	0	0	84	6806	2366	6061	4266	19
grid-carry-k0-w1-n0	Local	true	4	1	1	0	0	0	4	2	2	0	12	0	0	0	2	0	2	0	0	1	1	1	0	0	0	0	0	0	82	6790	2364	6059	4264	12
grid-carry-k0-w1-n0	Cached	true	4	1	1	0	1	1	4	2	2	0	12	0	0	0	2	0	2	0	0	1	1	1	0	0	0	0	0	0	86	7970	2365	7240	5734	15
grid-carry-k0-w1-n16	General	true	20	1	1	0	0	0	4	52	2	0	284	0	0	0	18	0	18	0	0	1	1	1	0	0	0	0	0	0	1576	47118	18096	44787	35004	87
grid-carry-k0-w1-n16	Local	true	20	1	1	0	0	0	4	2	2	0	284	0	0	0	18	0	18	0	0	1	1	1	0	0	0	0	0	0	1574	47070	18094	44785	35002	89
grid-carry-k0-w1-n16	Cached	true	20	1	1	0	1	1	4	2	2	0	284	0	0	0	18	0	18	0	0	1	1	1	0	0	0	0	0	0	1578	48250	18095	46078	36472	86
grid-carry-k0-w1-n128	General	true	132	1	1	0	0	0	4	388	2	0	16524	0	0	0	130	0	130	0	0	1	1	1	0	0	0	0	0	0	83690	2083846	832002	2078717	1657438	3698
grid-carry-k0-w1-n128	Local	true	132	1	1	0	0	0	4	2	2	0	16524	0	0	0	130	0	130	0	0	1	1	1	0	0	0	0	0	0	83688	2083798	832000	2078715	1657436	4966
grid-carry-k0-w1-n128	Cached	true	132	1	1	0	1	1	4	2	2	0	16524	0	0	0	130	0	130	0	0	1	1	1	0	0	0	0	0	0	83692	2084978	832001	2080008	1658906	5174
grid-carry-k0-w8-n0	General	true	18	8	8	0	0	0	18	18	9	0	54	0	0	0	9	0	9	0	0	1	1	1	0	0	0	0	0	0	497	30256	2709	7776	4609	27
grid-carry-k0-w8-n0	Local	true	18	8	8	0	0	0	18	9	9	0	54	0	0	0	9	0	9	0	0	1	1	1	0	0	0	0	0	0	488	30184	2707	7774	4607	37
grid-carry-k0-w8-n0	Cached	true	18	8	8	0	8	8	18	9	9	0	54	0	0	0	9	0	9	0	0	1	1	1	0	0	0	0	0	0	569	37188	2708	16576	15296	39
grid-carry-k0-w8-n16	General	true	34	8	8	0	0	0	18	178	9	0	326	0	0	0	25	0	25	0	0	1	1	1	0	0	0	0	0	0	1989	70680	18439	45130	35347	108
grid-carry-k0-w8-n16	Local	true	34	8	8	0	0	0	18	9	9	0	326	0	0	0	25	0	25	0	0	1	1	1	0	0	0	0	0	0	1980	70464	18437	45128	35345	110
grid-carry-k0-w8-n16	Cached	true	34	8	8	0	8	8	18	9	9	0	326	0	0	0	25	0	25	0	0	1	1	1	0	0	0	0	0	0	2061	77468	18438	55640	46034	159
grid-carry-k0-w8-n128	General	true	146	8	8	0	0	0	18	1298	9	0	16566	0	0	0	137	0	137	0	0	1	1	1	0	0	0	0	0	0	84103	2107408	832345	2079060	1657781	4316
grid-carry-k0-w8-n128	Local	true	146	8	8	0	0	0	18	9	9	0	16566	0	0	0	137	0	137	0	0	1	1	1	0	0	0	0	0	0	84094	2107192	832343	2079058	1657779	4345
grid-carry-k0-w8-n128	Cached	true	146	8	8	0	8	8	18	9	9	0	16566	0	0	0	137	0	137	0	0	1	1	1	0	0	0	0	0	0	84175	2114196	832344	2089570	1668468	4911
grid-carry-k0-w64-n0	General	true	130	64	64	0	0	0	130	130	65	0	390	0	0	0	65	0	65	0	0	1	1	1	0	0	0	0	0	0	17913	563600	5455	21498	7355	898
grid-carry-k0-w64-n0	Local	true	130	64	64	0	0	0	130	65	65	0	390	0	0	0	65	0	65	0	0	1	1	1	0	0	0	0	0	0	17848	563080	5453	21496	7353	697
grid-carry-k0-w64-n0	Cached	true	130	64	64	0	64	64	130	65	65	0	390	0	0	0	65	0	65	0	0	1	1	1	0	0	0	0	0	0	22082	708104	5454	270938	269658	1121
grid-carry-k0-w64-n16	General	true	146	64	64	0	0	0	130	1186	65	0	662	0	0	0	81	0	81	0	0	1	1	1	0	0	0	0	0	0	19405	604920	21185	47876	38093	1006
grid-carry-k0-w64-n16	Local	true	146	64	64	0	0	0	130	65	65	0	662	0	0	0	81	0	81	0	0	1	1	1	0	0	0	0	0	0	19340	603360	21183	47874	38091	1000
grid-carry-k0-w64-n16	Cached	true	146	64	64	0	64	64	130	65	65	0	662	0	0	0	81	0	81	0	0	1	1	1	0	0	0	0	0	0	23574	748384	21184	310002	300396	1249
grid-carry-k0-w64-n128	General	true	258	64	64	0	0	0	130	8578	65	0	16902	0	0	0	193	0	193	0	0	1	1	1	0	0	0	0	0	0	101519	2641648	835091	2081806	1660527	4792
grid-carry-k0-w64-n128	Local	true	258	64	64	0	0	0	130	65	65	0	16902	0	0	0	193	0	193	0	0	1	1	1	0	0	0	0	0	0	101454	2640088	835089	2081804	1660525	4715
grid-carry-k0-w64-n128	Cached	true	258	64	64	0	64	64	130	65	65	0	16902	0	0	0	193	0	193	0	0	1	1	1	0	0	0	0	0	0	105688	2785112	835090	2343932	1922830	4901
grid-carry-k0-w256-n0	General	true	514	256	256	0	0	0	514	514	257	0	1542	0	0	0	257	0	257	0	0	1	1	1	0	0	0	0	0	0	268089	7058576	14865	68540	16765	12678
grid-carry-k0-w256-n0	Local	true	514	256	256	0	0	0	514	257	257	0	1542	0	0	0	257	0	257	0	0	1	1	1	0	0	0	0	0	0	267832	7056520	14863	68538	16763	12990
grid-carry-k0-w256-n0	Cached	true	514	256	256	0	256	256	514	257	257	0	1542	0	0	0	257	0	257	0	0	1	1	1	0	0	0	0	0	0	333922	8842120	14864	3476988	3475708	15175
grid-carry-k0-w256-n16	General	true	530	256	256	0	0	0	514	4642	257	0	1814	0	0	0	273	0	273	0	0	1	1	1	0	0	0	0	0	0	269581	7102968	30595	93039	47503	13336
grid-carry-k0-w256-n16	Local	true	530	256	256	0	0	0	514	257	257	0	1814	0	0	0	273	0	273	0	0	1	1	1	0	0	0	0	0	0	269324	7096800	30593	93037	47501	13115
grid-carry-k0-w256-n16	Cached	true	530	256	256	0	256	256	514	257	257	0	1814	0	0	0	273	0	273	0	0	1	1	1	0	0	0	0	0	0	335414	8882400	30594	3516052	3506446	16730
grid-carry-k0-w256-n128	General	true	642	256	256	0	0	0	514	33538	257	0	18054	0	0	0	385	0	385	0	0	1	1	1	0	0	0	0	0	0	351695	9139696	844501	2091216	1669937	19106
grid-carry-k0-w256-n128	Local	true	642	256	256	0	0	0	514	257	257	0	18054	0	0	0	385	0	385	0	0	1	1	1	0	0	0	0	0	0	351438	9133528	844499	2091214	1669935	16992
grid-carry-k0-w256-n128	Cached	true	642	256	256	0	256	256	514	257	257	0	18054	0	0	0	385	0	385	0	0	1	1	1	0	0	0	0	0	0	417528	10919128	844500	5549982	5128880	22078
grid-carry-k1-w0-n0	General	true	8	1	1	0	0	0	5	6	3	6	22	2	2	1	5	1	2	1	0	2	2	2	0	0	0	0	1	0	139	12633	3152	8817	6322	20
grid-carry-k1-w0-n0	Local	true	8	1	1	0	0	0	5	3	3	6	22	2	2	1	5	1	2	1	0	2	2	2	0	0	0	0	1	0	137	12609	3150	8815	6320	20
grid-carry-k1-w0-n0	Cached	true	8	1	1	0	1	1	5	3	3	6	22	2	2	1	5	1	2	1	0	2	2	2	0	0	0	0	1	0	139	13785	3151	10330	7835	22
grid-carry-k1-w0-n16	General	true	24	1	1	0	0	0	5	70	3	6	430	2	2	1	21	17	18	1	0	2	2	2	0	0	0	0	1	0	2212	68834	26938	70676	60124	142
grid-carry-k1-w0-n16	Local	true	24	1	1	0	0	0	5	3	3	6	430	2	2	1	21	17	18	1	0	2	2	2	0	0	0	0	1	0	2210	68770	26936	70674	60122	140
grid-carry-k1-w0-n16	Cached	true	24	1	1	0	1	1	5	3	3	6	430	2	2	1	21	17	18	1	0	2	2	2	0	0	0	0	1	0	2212	69946	26937	72189	61637	132
grid-carry-k1-w0-n128	General	true	136	1	1	0	0	0	5	518	3	6	24790	2	2	1	133	129	130	1	0	2	2	2	0	0	0	0	1	0	117048	2917738	1250484	3321878	2900726	5333
grid-carry-k1-w0-n128	Local	true	136	1	1	0	0	0	5	3	3	6	24790	2	2	1	133	129	130	1	0	2	2	2	0	0	0	0	1	0	117046	2917674	1250482	3321876	2900724	5352
grid-carry-k1-w0-n128	Cached	true	136	1	1	0	1	1	5	3	3	6	24790	2	2	1	133	129	130	1	0	2	2	2	0	0	0	0	1	0	117048	2918850	1250483	3323391	2902239	5398
grid-carry-k1-w1-n0	General	true	12	3	3	0	0	0	9	10	5	6	33	2	2	1	7	1	4	1	0	2	2	2	0	0	0	0	1	0	195	18002	3201	9679	6371	32
grid-carry-k1-w1-n0	Local	true	12	3	3	0	0	0	9	5	5	6	33	2	2	1	7	1	4	1	0	2	2	2	0	0	0	0	1	0	191	17962	3199	9677	6369	31
grid-carry-k1-w1-n0	Cached	true	12	3	2	1	2	2	9	5	5	6	31	2	2	1	6	1	4	1	0	2	2	2	0	0	0	0	1	0	186	18801	3200	11736	8905	29
grid-carry-k1-w1-n16	General	true	28	3	3	0	0	0	9	106	5	6	441	2	2	1	23	17	20	1	0	2	2	2	0	0	0	0	1	0	2268	74235	26987	70725	60173	135
grid-carry-k1-w1-n16	Local	true	28	3	3	0	0	0	9	5	5	6	441	2	2	1	23	17	20	1	0	2	2	2	0	0	0	0	1	0	2264	74123	26985	70723	60171	127
grid-carry-k1-w1-n16	Cached	true	28	3	2	1	2	2	9	5	5	6	439	2	2	1	22	17	20	1	0	2	2	2	0	0	0	0	1	0	2259	74962	26986	73034	62707	129
grid-carry-k1-w1-n128	General	true	140	3	3	0	0	0	9	778	5	6	24801	2	2	1	135	129	132	1	0	2	2	2	0	0	0	0	1	0	117104	2923139	1250533	3321927	2900775	5886
grid-carry-k1-w1-n128	Local	true	140	3	3	0	0	0	9	5	5	6	24801	2	2	1	135	129	132	1	0	2	2	2	0	0	0	0	1	0	117100	2923027	1250531	3321925	2900773	6387
grid-carry-k1-w1-n128	Cached	true	140	3	2	1	2	2	9	5	5	6	24799	2	2	1	134	129	132	1	0	2	2	2	0	0	0	0	1	0	117095	2923866	1250532	3324236	2903309	5926
grid-carry-k1-w8-n0	General	true	40	17	17	0	0	0	37	38	19	6	110	2	2	1	21	1	18	1	0	2	2	2	0	0	0	0	1	0	1035	66561	3544	11737	6714	55
grid-carry-k1-w8-n0	Local	true	40	17	17	0	0	0	37	19	19	6	110	2	2	1	21	1	18	1	0	2	2	2	0	0	0	0	1	0	1017	66409	3542	11735	6712	63
grid-carry-k1-w8-n0	Cached	true	40	17	9	8	9	9	37	19	19	6	94	2	2	1	13	1	18	1	0	2	2	2	0	0	0	0	1	0	907	63517	3543	21696	19139	59
grid-carry-k1-w8-n16	General	true	56	17	17	0	0	0	37	358	19	6	518	2	2	1	37	17	34	1	0	2	2	2	0	0	0	0	1	0	3108	123018	27330	71068	60516	144
grid-carry-k1-w8-n16	Local	true	56	17	17	0	0	0	37	19	19	6	518	2	2	1	37	17	34	1	0	2	2	2	0	0	0	0	1	0	3090	122570	27328	71066	60514	169
grid-carry-k1-w8-n16	Cached	true	56	17	9	8	9	9	37	19	19	6	502	2	2	1	29	17	34	1	0	2	2	2	0	0	0	0	1	0	2980	119678	27329	83268	72941	166
grid-carry-k1-w8-n128	General	true	168	17	17	0	0	0	37	2598	19	6	24878	2	2	1	149	129	146	1	0	2	2	2	0	0	0	0	1	0	117944	2971922	1250876	3322270	2901118	5891
grid-carry-k1-w8-n128	Local	true	168	17	17	0	0	0	37	19	19	6	24878	2	2	1	149	129	146	1	0	2	2	2	0	0	0	0	1	0	117926	2971474	1250874	3322268	2901116	6469
grid-carry-k1-w8-n128	Cached	true	168	17	9	8	9	9	37	19	19	6	24862	2	2	1	141	129	146	1	0	2	2	2	0	0	0	0	1	0	117816	2968582	1250875	3334470	2913543	5762
grid-carry-k1-w64-n0	General	true	264	129	129	0	0	0	261	262	131	6	726	2	2	1	133	1	130	1	0	2	2	2	0	0	0	0	1	0	35979	1146521	6290	28203	9460	1813
grid-carry-k1-w64-n0	Local	true	264	129	129	0	0	0	261	131	131	6	726	2	2	1	133	1	130	1	0	2	2	2	0	0	0	0	1	0	35849	1145473	6288	28201	9458	1823
grid-carry-k1-w64-n0	Cached	true	264	129	65	64	65	65	261	131	131	6	598	2	2	1	69	1	130	1	0	2	2	2	0	0	0	0	1	0	31380	1031289	6289	281434	278877	1670
grid-carry-k1-w64-n16	General	true	280	129	129	0	0	0	261	2374	131	6	1134	2	2	1	149	17	146	1	0	2	2	2	0	0	0	0	1	0	38052	1204770	30076	73814	63262	1920
grid-carry-k1-w64-n16	Local	true	280	129	129	0	0	0	261	131	131	6	1134	2	2	1	149	17	146	1	0	2	2	2	0	0	0	0	1	0	37922	1201634	30074	73812	63260	1652
grid-carry-k1-w64-n16	Cached	true	280	129	65	64	65	65	261	131	131	6	1006	2	2	1	85	17	146	1	0	2	2	2	0	0	0	0	1	0	33453	1087450	30075	343006	332679	1848
grid-carry-k1-w64-n128	General	true	392	129	129	0	0	0	261	17158	131	6	25494	2	2	1	261	129	258	1	0	2	2	2	0	0	0	0	1	0	152888	4053674	1253622	3325016	2903864	8740
grid-carry-k1-w64-n128	Local	true	392	129	129	0	0	0	261	131	131	6	25494	2	2	1	261	129	258	1	0	2	2	2	0	0	0	0	1	0	152758	4050538	1253620	3325014	2903862	6787
grid-carry-k1-w64-n128	Cached	true	392	129	65	64	65	65	261	131	131	6	25366	2	2	1	197	129	258	1	0	2	2	2	0	0	0	0	1	0	148289	3936354	1253621	3594208	3173281	8043
grid-carry-k1-w256-n0	General	true	1032	513	513	0	0	0	1029	1030	515	6	2838	2	2	1	517	1	514	1	0	2	2	2	0	0	0	0	1	0	536715	14181977	15700	84653	18870	23360
grid-carry-k1-w256-n0	Local	true	1032	513	513	0	0	0	1029	515	515	6	2838	2	2	1	517	1	514	1	0	2	2	2	0	0	0	0	1	0	536201	14177857	15698	84651	18868	25478
grid-carry-k1-w256-n0	Cached	true	1032	513	257	256	257	257	1029	515	515	6	2326	2	2	1	261	1	514	1	0	2	2	2	0	0	0	0	1	0	469173	12516825	15699	3506460	3503903	24327
grid-carry-k1-w256-n16	General	true	1048	513	513	0	0	0	1029	9286	515	6	3246	2	2	1	533	17	530	1	0	2	2	2	0	0	0	0	1	0	538788	14246370	39486	117889	72672	25925
grid-carry-k1-w256-n16	Local	true	1048	513	513	0	0	0	1029	515	515	6	3246	2	2	1	533	17	530	1	0	2	2	2	0	0	0	0	1	0	538274	14234018	39484	117887	72670	26043
grid-carry-k1-w256-n16	Cached	true	1048	513	257	256	257	257	1029	515	515	6	2734	2	2	1	277	17	530	1	0	2	2	2	0	0	0	0	1	0	471246	12572986	39485	3568032	3557705	22235
grid-carry-k1-w256-n128	General	true	1160	513	513	0	0	0	1029	67078	515	6	27606	2	2	1	645	129	642	1	0	2	2	2	0	0	0	0	1	0	653624	17095274	1263032	3334426	2913274	32956
grid-carry-k1-w256-n128	Local	true	1160	513	513	0	0	0	1029	515	515	6	27606	2	2	1	645	129	642	1	0	2	2	2	0	0	0	0	1	0	653110	17082922	1263030	3334424	2913272	32762
grid-carry-k1-w256-n128	Cached	true	1160	513	257	256	257	257	1029	515	515	6	27094	2	2	1	389	129	642	1	0	2	2	2	0	0	0	0	1	0	586082	15421890	1263031	6819234	6398307	30199
grid-carry-k2-w0-n0	General	true	19	3	3	0	0	0	11	14	7	22	55	6	6	2	12	10	3	3	0	4	4	4	0	0	0	0	8	0	287	28337	4652	13693	10310	39
grid-carry-k2-w0-n0	Local	true	19	3	3	0	0	0	11	7	7	22	55	6	6	2	12	10	3	3	0	4	4	4	0	0	0	0	8	0	283	28281	4650	13691	10308	35
grid-carry-k2-w0-n0	Cached	true	19	3	2	1	2	2	11	7	7	22	51	6	6	2	9	10	3	3	0	4	4	4	0	0	0	0	8	0	280	29119	4651	16176	12793	28
grid-carry-k2-w0-n16	General	true	35	3	3	0	0	0	11	142	7	22	735	6	6	2	28	58	19	3	0	4	4	4	0	0	0	0	8	0	3522	116348	44790	121081	110480	168
grid-carry-k2-w0-n16	Local	true	35	3	3	0	0	0	11	7	7	22	735	6	6	2	28	58	19	3	0	4	4	4	0	0	0	0	8	0	3518	116204	44788	121079	110478	189
grid-carry-k2-w0-n16	Cached	true	35	3	2	1	2	2	11	7	7	22	731	6	6	2	25	58	19	3	0	4	4	4	0	0	0	0	8	0	3515	117042	44789	123564	112963	180
grid-carry-k2-w0-n128	General	true	147	3	3	0	0	0	11	1038	7	22	41335	6	6	2	140	394	131	3	0	4	4	4	0	0	0	0	8	0	183802	4589604	2087616	5808619	5387418	8988
grid-carry-k2-w0-n128	Local	true	147	3	3	0	0	0	11	7	7	22	41335	6	6	2	140	394	131	3	0	4	4	4	0	0	0	0	8	0	183798	4589460	2087614	5808617	5387416	9230
grid-carry-k2-w0-n128	Cached	true	147	3	2	1	2	2	11	7	7	22	41331	6	6	2	137	394	131	3	0	4	4	4	0	0	0	0	8	0	183795	4590298	2087615	5811102	5389901	8569
grid-carry-k2-w1-n0	General	true	27	7	7	0	0	0	19	22	11	22	76	6	6	2	16	10	7	3	0	4	4	4	0	0	0	0	8	0	393	39696	4701	14871	10359	32
grid-carry-k2-w1-n0	Local	true	27	7	7	0	0	0	19	11	11	22	76	6	6	2	16	10	7	3	0	4	4	4	0	0	0	0	8	0	385	39608	4699	14869	10357	35
grid-carry-k2-w1-n0	Cached	true	27	7	3	4	3	3	19	11	11	22	66	6	6	2	10	10	7	3	0	4	4	4	0	0	0	0	8	0	353	37827	4700	17522	13959	35
grid-carry-k2-w1-n16	General	true	43	7	7	0	0	0	19	214	11	22	756	6	6	2	32	58	23	3	0	4	4	4	0	0	0	0	8	0	3628	127771	44839	121130	110529	191
grid-carry-k2-w1-n16	Local	true	43	7	7	0	0	0	19	11	11	22	756	6	6	2	32	58	23	3	0	4	4	4	0	0	0	0	8	0	3620	127531	44837	121128	110527	191
grid-carry-k2-w1-n16	Cached	true	43	7	3	4	3	3	19	11	11	22	746	6	6	2	26	58	23	3	0	4	4	4	0	0	0	0	8	0	3588	125750	44838	124457	114129	200
grid-carry-k2-w1-n128	General	true	155	7	7	0	0	0	19	1558	11	22	41356	6	6	2	144	394	135	3	0	4	4	4	0	0	0	0	8	0	183908	4601027	2087665	5808668	5387467	8297
grid-carry-k2-w1-n128	Local	true	155	7	7	0	0	0	19	11	11	22	41356	6	6	2	144	394	135	3	0	4	4	4	0	0	0	0	8	0	183900	4600787	2087663	5808666	5387465	8385
grid-carry-k2-w1-n128	Cached	true	155	7	3	4	3	3	19	11	11	22	41346	6	6	2	138	394	135	3	0	4	4	4	0	0	0	0	8	0	183868	4599006	2087664	5811995	5391067	8479
grid-carry-k2-w8-n0	General	true	83	35	35	0	0	0	75	78	39	22	223	6	6	2	44	10	35	3	0	4	4	4	0	0	0	0	8	0	2031	141161	5044	17674	10702	153
grid-carry-k2-w8-n0	Local	true	83	35	35	0	0	0	75	39	39	22	223	6	6	2	44	10	35	3	0	4	4	4	0	0	0	0	8	0	1995	140849	5042	17672	10700	100
grid-carry-k2-w8-n0	Cached	true	83	35	10	25	10	10	75	39	39	22	171	6	6	2	17	10	35	3	0	4	4	4	0	0	0	0	8	0	1480	113875	5043	28106	24865	100
grid-carry-k2-w8-n16	General	true	99	35	35	0	0	0	75	718	39	22	903	6	6	2	60	58	51	3	0	4	4	4	0	0	0	0	8	0	5266	229684	45182	121473	110872	285
grid-carry-k2-w8-n16	Local	true	99	35	35	0	0	0	75	39	39	22	903	6	6	2	60	58	51	3	0	4	4	4	0	0	0	0	8	0	5230	228772	45180	121471	110870	232
grid-carry-k2-w8-n16	Cached	true	99	35	10	25	10	10	75	39	39	22	851	6	6	2	33	58	51	3	0	4	4	4	0	0	0	0	8	0	4715	201798	45181	135363	125035	257
grid-carry-k2-w8-n128	General	true	211	35	35	0	0	0	75	5198	39	22	41503	6	6	2	172	394	163	3	0	4	4	4	0	0	0	0	8	0	185546	4702940	2088008	5809011	5387810	8957
grid-carry-k2-w8-n128	Local	true	211	35	35	0	0	0	75	39	39	22	41503	6	6	2	172	394	163	3	0	4	4	4	0	0	0	0	8	0	185510	4702028	2088006	5809009	5387808	8834
grid-carry-k2-w8-n128	Cached	true	211	35	10	25	10	10	75	39	39	22	41451	6	6	2	145	394	163	3	0	4	4	4	0	0	0	0	8	0	184995	4675054	2088007	5822901	5401973	9288
grid-carry-k2-w64-n0	General	true	531	259	259	0	0	0	523	526	263	22	1399	6	6	2	268	10	259	3	0	4	4	4	0	0	0	0	8	0	71583	2335857	7790	39628	13448	3930
grid-carry-k2-w64-n0	Local	true	531	259	259	0	0	0	523	263	263	22	1399	6	6	2	268	10	259	3	0	4	4	4	0	0	0	0	8	0	71323	2333753	7788	39626	13446	3641
grid-carry-k2-w64-n0	Cached	true	531	259	66	193	66	66	523	263	263	22	1011	6	6	2	73	10	259	3	0	4	4	4	0	0	0	0	8	0	49313	1678047	7789	293220	289979	2583
grid-carry-k2-w64-n16	General	true	547	259	259	0	0	0	523	4750	263	22	2079	6	6	2	284	58	275	3	0	4	4	4	0	0	0	0	8	0	74818	2427964	47928	124219	113618	3728
grid-carry-k2-w64-n16	Local	true	547	259	259	0	0	0	523	263	263	22	2079	6	6	2	284	58	275	3	0	4	4	4	0	0	0	0	8	0	74558	2421676	47926	124217	113616	3775
grid-carry-k2-w64-n16	Cached	true	547	259	66	193	66	66	523	263	263	22	1691	6	6	2	89	58	275	3	0	4	4	4	0	0	0	0	8	0	52548	1765970	47927	400477	390149	2936
grid-carry-k2-w64-n128	General	true	659	259	259	0	0	0	523	34318	263	22	42679	6	6	2	396	394	387	3	0	4	4	4	0	0	0	0	8	0	255098	6901220	2090754	5811757	5390556	11857
