case	mode	pass	steps	applications	introductions	equations	pairs	dereferences	occurs	head_candidates	splits	failed	raw	answers	max_frontier	pending	map_visits	map_allocations	snapshot_copies	pending_allocations	term_requests	term_nodes	observer_pairs	observer_scans	allocation_calls	requested_bytes	baseline_live	peak_live	final_live	elapsed_us
grid-carry-k1-w1-n128	Persistent	true	140	3	132	2	2	7	2	5	1	0	2	2	2	0	902	872	0	135	8261	131	1	0	101278	2368649	1251433	2947045	2933137	4160
grid-carry-k1-w1-n128	Copy	true	140	3	132	2	2	7	2	5	1	0	2	2	2	0	902	1002	130	135	8261	131	1	0	101409	2378017	1251433	2947045	2933137	4442
grid-carry-k1-w8-n0	Persistent	true	40	17	18	2	2	7	2	19	1	0	2	2	2	0	107	75	0	21	12	12	1	0	470	25923	4447	10837	9527	32
grid-carry-k1-w8-n0	Copy	true	40	17	18	2	2	7	2	19	1	0	2	2	2	0	107	77	2	21	12	12	1	0	473	26075	4447	10837	9527	19
grid-carry-k1-w8-n16	Persistent	true	56	17	34	2	2	7	2	19	1	0	2	2	2	0	325	219	0	37	148	19	1	0	2389	84931	28231	68371	65551	117
grid-carry-k1-w8-n16	Copy	true	56	17	34	2	2	7	2	19	1	0	2	2	2	0	325	237	18	37	148	19	1	0	2408	86235	28231	68371	65551	113
grid-carry-k1-w8-n128	Persistent	true	168	17	146	2	2	7	2	19	1	0	2	2	2	0	1088	990	0	149	8268	131	1	0	101614	2386491	1251776	2947948	2933480	4106
grid-carry-k1-w8-n128	Copy	true	168	17	146	2	2	7	2	19	1	0	2	2	2	0	1088	1120	130	149	8268	131	1	0	101745	2395859	1251776	2947948	2933480	4552
grid-carry-k1-w64-n0	Persistent	true	264	129	130	2	2	7	2	131	1	0	2	2	2	0	1279	823	0	133	68	68	1	0	3316	180955	7191	36205	25935	1180
grid-carry-k1-w64-n0	Copy	true	264	129	130	2	2	7	2	131	1	0	2	2	2	0	1279	825	2	133	68	68	1	0	3319	181107	7191	36205	25935	150
grid-carry-k1-w64-n16	Persistent	true	280	129	146	2	2	7	2	131	1	0	2	2	2	0	2425	1473	0	149	204	68	1	0	5781	273348	30976	87342	80042	221
grid-carry-k1-w64-n16	Copy	true	280	129	146	2	2	7	2	131	1	0	2	2	2	0	2425	1491	18	149	204	68	1	0	5800	274652	30976	87342	80042	231
grid-carry-k1-w64-n128	Persistent	true	392	129	258	2	2	7	2	131	1	0	2	2	2	0	2996	2148	0	261	8324	131	1	0	104714	2546219	1254521	2955173	2936225	4221
grid-carry-k1-w64-n128	Copy	true	392	129	258	2	2	7	2	131	1	0	2	2	2	0	2996	2278	130	261	8324	131	1	0	104845	2555587	1254521	2955173	2936225	4581
grid-carry-k1-w256-n0	Persistent	true	1032	513	514	2	2	7	2	515	1	0	2	2	2	0	6995	4259	0	517	260	260	1	0	14800	782075	16600	123182	82192	1565
grid-carry-k1-w256-n0	Copy	true	1032	513	514	2	2	7	2	515	1	0	2	2	2	0	6995	4261	2	517	260	260	1	0	14803	782227	16600	123182	82192	582
grid-carry-k1-w256-n16	Persistent	true	1048	513	530	2	2	7	2	515	1	0	2	2	2	0	10979	6455	0	533	396	260	1	0	18823	985876	40385	163945	136299	711
grid-carry-k1-w256-n16	Copy	true	1048	513	530	2	2	7	2	515	1	0	2	2	2	0	10979	6473	18	533	396	260	1	0	18842	987180	40385	164953	136299	709
grid-carry-k1-w256-n128	Persistent	true	1160	513	642	2	2	7	2	515	1	0	2	2	2	0	10790	6728	0	645	8516	260	1	0	116822	3198604	1263930	3011208	2976900	4748
grid-carry-k1-w256-n128	Copy	true	1160	513	642	2	2	7	2	515	1	0	2	2	2	0	10790	6858	130	645	8516	260	1	0	116953	3207972	1263930	3011208	2976900	5221
grid-carry-k2-w0-n0	Persistent	true	19	3	3	6	6	25	6	7	3	0	4	4	4	0	65	27	0	12	8	4	8	0	290	15729	5555	12191	11487	25
grid-carry-k2-w0-n0	Copy	true	19	3	3	6	6	25	6	7	3	0	4	4	4	0	65	38	11	12	8	4	8	0	306	16545	5555	12191	11487	14
grid-carry-k2-w0-n16	Persistent	true	35	3	19	6	6	25	6	7	3	0	4	4	4	0	182	99	0	28	144	19	8	0	3306	106361	45691	117839	115471	123
grid-carry-k2-w0-n16	Copy	true	35	3	19	6	6	25	6	7	3	0	4	4	4	0	182	158	59	28	144	19	8	0	3370	110633	45691	117839	115471	140
grid-carry-k2-w0-n128	Persistent	true	147	3	131	6	6	25	6	7	3	0	4	4	4	0	1187	878	0	140	8264	131	8	0	167959	4059649	2088516	5433752	5419736	7586
grid-carry-k2-w0-n128	Copy	true	147	3	131	6	6	25	6	7	3	0	4	4	4	0	1187	1273	395	140	8264	131	8	0	168359	4088113	2088516	5433752	5419736	7500
grid-carry-k2-w1-n0	Persistent	true	27	7	7	6	6	25	6	11	3	0	4	4	4	0	85	39	0	16	9	5	8	0	357	19548	5604	12546	11762	33
grid-carry-k2-w1-n0	Copy	true	27	7	7	6	6	25	6	11	3	0	4	4	4	0	85	50	11	16	9	5	8	0	373	20364	5604	12546	11762	21
grid-carry-k2-w1-n16	Persistent	true	43	7	23	6	6	25	6	11	3	0	4	4	4	0	218	119	0	32	145	19	8	0	3378	110355	45740	117968	115520	224
grid-carry-k2-w1-n16	Copy	true	43	7	23	6	6	25	6	11	3	0	4	4	4	0	218	178	59	32	145	19	8	0	3442	114627	45740	117968	115520	225
grid-carry-k2-w1-n128	Persistent	true	155	7	135	6	6	25	6	11	3	0	4	4	4	0	1223	898	0	144	8265	131	8	0	168031	4063643	2088565	5433881	5419785	8794
grid-carry-k2-w1-n128	Copy	true	155	7	135	6	6	25	6	11	3	0	4	4	4	0	1223	1293	395	144	8265	131	8	0	168431	4092107	2088565	5433881	5419785	7774
grid-carry-k2-w8-n0	Persistent	true	83	35	35	6	6	25	6	39	3	0	4	4	4	0	305	183	0	44	16	12	8	0	941	50089	5947	14923	13183	51
grid-carry-k2-w8-n0	Copy	true	83	35	35	6	6	25	6	39	3	0	4	4	4	0	305	194	11	44	16	12	8	0	957	50905	5947	15049	13183	35
grid-carry-k2-w8-n16	Persistent	true	99	35	51	6	6	25	6	39	3	0	4	4	4	0	534	323	0	60	152	19	8	0	4010	143433	46083	118871	115863	166
grid-carry-k2-w8-n16	Copy	true	99	35	51	6	6	25	6	39	3	0	4	4	4	0	534	382	59	60	152	19	8	0	4074	147705	46083	118871	115863	165
grid-carry-k2-w8-n128	Persistent	true	211	35	163	6	6	25	6	39	3	0	4	4	4	0	1563	1110	0	172	8272	131	8	0	168679	4097361	2088908	5434784	5420128	6112
grid-carry-k2-w8-n128	Copy	true	211	35	163	6	6	25	6	39	3	0	4	4	4	0	1563	1505	395	172	8272	131	8	0	169079	4125825	2088908	5434784	5420128	7226
grid-carry-k2-w64-n0	Persistent	true	531	259	259	6	6	25	6	263	3	0	4	4	4	0	2713	1715	0	268	72	68	8	0	6363	334817	8691	49217	29591	2174
grid-carry-k2-w64-n0	Copy	true	531	259	259	6	6	25	6	263	3	0	4	4	4	0	2713	1726	11	268	72	68	8	0	6379	335633	8691	49377	29591	250
grid-carry-k2-w64-n16	Persistent	true	547	259	275	6	6	25	6	263	3	0	4	4	4	0	4018	2391	0	284	208	68	8	0	10040	463962	48828	137842	130354	365
grid-carry-k2-w64-n16	Copy	true	547	259	275	6	6	25	6	263	3	0	4	4	4	0	4018	2450	59	284	208	68	8	0	10104	468234	48828	137842	130354	375
grid-carry-k2-w64-n128	Persistent	true	659	259	387	6	6	25	6	263	3	0	4	4	4	0	4647	2982	0	396	8328	131	8	0	174215	4381185	2091653	5442009	5422873	6224
grid-carry-k2-w64-n128	Copy	true	659	259	387	6	6	25	6	263	3	0	4	4	4	0	4647	3377	395	396	8328	131	8	0	174615	4409649	2091653	5442009	5422873	7276
grid-carry-k2-w256-n0	Persistent	true	2067	1027	1027	6	6	25	6	1031	3	0	4	4	4	0	14137	8583	0	1036	264	260	8	0	28167	1440129	18100	166914	85848	2979
grid-carry-k2-w256-n0	Copy	true	2067	1027	1027	6	6	25	6	1031	3	0	4	4	4	0	14137	8594	11	1036	264	260	8	0	28183	1440945	18100	167074	85848	1010
grid-carry-k2-w256-n16	Persistent	true	2083	1027	1043	6	6	25	6	1031	3	0	4	4	4	0	18586	10823	0	1052	400	260	8	0	33436	1682106	58237	224101	186611	1241
grid-carry-k2-w256-n16	Copy	true	2083	1027	1043	6	6	25	6	1031	3	0	4	4	4	0	18586	10882	59	1052	400	260	8	0	33500	1686378	58237	227501	186611	1259
grid-carry-k2-w256-n128	Persistent	true	2195	1027	1155	6	6	25	6	1031	3	0	4	4	4	0	17635	10630	0	1164	8520	260	8	0	195915	5508642	2101062	5498044	5463548	7500
grid-carry-k2-w256-n128	Copy	true	2195	1027	1155	6	6	25	6	1031	3	0	4	4	4	0	17635	11025	395	1164	8520	260	8	0	196315	5537106	2101062	5498044	5463548	8163
grid-carry-k4-w0-n0	Persistent	true	81	15	5	30	30	173	30	31	15	0	16	16	16	0	604	194	0	50	32	4	208	0	1339	70765	17187	43967	42887	65
grid-carry-k4-w0-n0	Copy	true	81	15	5	30	30	173	30	31	15	0	16	16	16	0	604	303	109	50	32	4	208	0	1497	78733	17187	43967	42887	2049
grid-carry-k4-w0-n16	Persistent	true	97	15	21	30	30	173	30	31	15	0	16	16	16	0	1269	353	0	66	168	19	208	0	11390	370989	155195	429311	426567	368
grid-carry-k4-w0-n16	Copy	true	97	15	21	30	30	173	30	31	15	0	16	16	16	0	1269	702	349	66	168	19	208	0	11788	396237	155195	429311	426567	489
grid-carry-k4-w0-n128	Persistent	true	209	15	133	30	30	173	30	31	15	0	16	16	16	0	3697	1118	0	178	8288	131	208	0	568513	14197637	7113700	20363240	20348848	25374
grid-carry-k4-w0-n128	Copy	true	209	15	133	30	30	173	30	31	15	0	16	16	16	0	3697	3147	2029	178	8288	131	208	0	570591	14343845	7113700	20363240	20348848	26185
grid-carry-k4-w1-n0	Persistent	true	113	31	21	30	30	173	30	47	15	0	16	16	16	0	684	242	0	66	33	5	208	0	1586	84640	17236	44322	43162	8314
grid-carry-k4-w1-n0	Copy	true	113	31	21	30	30	173	30	47	15	0	16	16	16	0	684	351	109	66	33	5	208	0	1744	92608	17236	44322	43162	76
grid-carry-k4-w1-n16	Persistent	true	129	31	37	30	30	173	30	47	15	0	16	16	16	0	1733	609	0	82	169	19	208	0	11842	399439	155244	429440	426616	390
grid-carry-k4-w1-n16	Copy	true	129	31	37	30	30	173	30	47	15	0	16	16	16	0	1733	958	349	82	169	19	208	0	12240	424687	155244	429440	426616	456
grid-carry-k4-w1-n128	Persistent	true	241	31	149	30	30	173	30	47	15	0	16	16	16	0	4289	1486	0	194	8289	131	208	0	569077	14234151	7113749	20363369	20348897	19660
grid-carry-k4-w1-n128	Copy	true	241	31	149	30	30	173	30	47	15	0	16	16	16	0	4289	3515	2029	194	8289	131	208	0	571155	14380359	7113749	20363369	20348897	24768
grid-carry-k4-w8-n0	Persistent	true	337	143	133	30	30	173	30	159	15	0	16	16	16	0	1564	834	0	178	40	12	208	0	3822	201253	17579	46303	44583	181
grid-carry-k4-w8-n0	Copy	true	337	143	133	30	30	173	30	159	15	0	16	16	16	0	1564	943	109	178	40	12	208	0	3980	209221	17579	46435	44583	195
grid-carry-k4-w8-n16	Persistent	true	353	143	149	30	30	173	30	159	15	0	16	16	16	0	5221	2593	0	194	176	19	208	0	15422	614205	155587	430343	426959	600
grid-carry-k4-w8-n16	Copy	true	353	143	149	30	30	173	30	159	15	0	16	16	16	0	5221	2942	349	194	176	19	208	0	15820	639453	155587	430343	426959	569
grid-carry-k4-w8-n128	Persistent	true	465	143	261	30	30	173	30	159	15	0	16	16	16	0	8529	3790	0	306	8296	131	208	0	572993	14472085	7114092	20364272	20349240	20422
grid-carry-k4-w8-n128	Copy	true	465	143	261	30	30	173	30	159	15	0	16	16	16	0	8529	5819	2029	306	8296	131	208	0	575071	14618293	7114092	20364272	20349240	28041
grid-carry-k4-w64-n0	Persistent	true	2129	1039	1029	30	30	173	30	1055	15	0	16	16	16	0	11420	7106	0	1074	96	68	208	0	24772	1267037	20323	130145	60991	11452
grid-carry-k4-w64-n0	Copy	true	2129	1039	1029	30	30	173	30	1055	15	0	16	16	16	0	11420	7215	109	1074	96	68	208	0	24930	1275005	20323	133377	60991	1158
grid-carry-k4-w64-n16	Persistent	true	2145	1039	1045	30	30	173	30	1055	15	0	16	16	16	0	36325	19841	0	1090	232	68	208	0	47652	2469326	158332	449314	441450	2116
grid-carry-k4-w64-n16	Copy	true	2145	1039	1045	30	30	173	30	1055	15	0	16	16	16	0	36325	20190	349	1090	232	68	208	0	48050	2494574	158332	449314	441450	2049
grid-carry-k4-w64-n128	Persistent	true	2257	1039	1157	30	30	173	30	1055	15	0	16	16	16	0	45249	24286	0	1202	8352	131	208	0	607937	16536581	7116837	20371497	20351985	22230
grid-carry-k4-w64-n128	Copy	true	2257	1039	1157	30	30	173	30	1055	15	0	16	16	16	0	45249	26315	2029	1202	8352	131	208	0	610015	16682789	7116837	20371497	20351985	28308
grid-carry-k4-w256-n0	Persistent	true	8273	4111	4101	30	30	173	30	4127	15	0	16	16	16	0	57020	34482	0	4146	288	260	208	0	108328	5390781	29732	432162	117248	12840
grid-carry-k4-w256-n0	Copy	true	8273	4111	4101	30	30	173	30	4127	15	0	16	16	16	0	57020	34591	109	4146	288	260	208	0	108486	5398749	29732	435394	117248	4337
grid-carry-k4-w256-n16	Persistent	true	8289	4111	4117	30	30	173	30	4127	15	0	16	16	16	0	151797	84337	0	4162	424	260	208	0	168584	9267758	167741	593485	497707	6749
grid-carry-k4-w256-n16	Copy	true	8289	4111	4117	30	30	173	30	4127	15	0	16	16	16	0	151797	84686	349	4162	424	260	208	0	168982	9293006	167741	607517	497707	6828
grid-carry-k4-w256-n128	Persistent	true	8401	4111	4229	30	30	173	30	4127	15	0	16	16	16	0	180433	97902	0	4274	8544	260	208	0	734693	23938342	7126246	20427532	20392660	30925
grid-carry-k4-w256-n128	Copy	true	8401	4111	4229	30	30	173	30	4127	15	0	16	16	16	0	180433	99931	2029	4274	8544	260	208	0	736771	24084550	7126246	20427532	20392660	32960
grid-carry-k8-w0-n0	Persistent	true	1285	255	9	510	510	4861	510	511	255	0	256	256	256	0	16940	3007	0	774	512	4	64256	0	26939	1348149	354683	994151	992319	1443
grid-carry-k8-w0-n0	Copy	true	1285	255	9	510	510	4861	510	511	255	0	256	256	256	0	16940	6840	3833	774	512	4	64256	0	32565	1626165	354683	994151	992319	2056
grid-carry-k8-w0-n16	Persistent	true	1301	255	25	510	510	4861	510	511	255	0	256	256	256	0	25814	3980	0	790	648	19	64256	0	176764	5773541	2449171	6972455	6968959	7184
grid-carry-k8-w0-n16	Copy	true	1301	255	25	510	510	4861	510	511	255	0	256	256	256	0	25814	11893	7913	790	648	19	64256	0	186470	6345317	2449171	6972455	6968959	8974
grid-carry-k8-w0-n128	Persistent	true	1413	255	137	510	510	4861	510	511	255	0	256	256	256	0	57047	5229	0	902	8768	131	64256	0	8584051	217122397	107721276	319266704	319251560	409370
grid-carry-k8-w0-n128	Copy	true	1413	255	137	510	510	4861	510	511	255	0	256	256	256	0	57047	41702	36473	902	8768	131	64256	0	8622317	219750493	107721276	319266704	319251560	404122
grid-carry-k8-w1-n0	Persistent	true	1797	511	265	510	510	4861	510	767	255	0	256	256	256	0	19244	4287	0	1030	513	5	64256	0	31810	1604104	354732	994506	992594	1771
grid-carry-k8-w1-n0	Copy	true	1797	511	265	510	510	4861	510	767	255	0	256	256	256	0	19244	8120	3833	1030	513	5	64256	0	37436	1882120	354732	994506	992594	2269
grid-carry-k8-w1-n16	Persistent	true	1813	511	281	510	510	4861	510	767	255	0	256	256	256	0	33238	7820	0	1046	649	19	64256	0	184192	6213415	2449220	6972584	6969008	7798
grid-carry-k8-w1-n16	Copy	true	1813	511	281	510	510	4861	510	767	255	0	256	256	256	0	33238	15733	7913	1046	649	19	64256	0	193898	6785191	2449220	6972584	6969008	8785
grid-carry-k8-w1-n128	Persistent	true	1925	511	393	510	510	4861	510	767	255	0	256	256	256	0	66519	10093	0	1158	8769	131	64256	0	8592503	217635999	107721325	319266833	319251609	309618
grid-carry-k8-w1-n128	Copy	true	1925	511	393	510	510	4861	510	767	255	0	256	256	256	0	66519	46566	36473	1158	8769	131	64256	0	8630769	220264095	107721325	319266833	319251609	314388
grid-carry-k8-w8-n0	Persistent	true	5381	2303	2057	510	510	4861	510	2559	255	0	256	256	256	0	39468	17855	0	2822	520	12	64256	0	75118	3763437	355075	996487	994015	3458
grid-carry-k8-w8-n0	Copy	true	5381	2303	2057	510	510	4861	510	2559	255	0	256	256	256	0	39468	21688	3833	2822	520	12	64256	0	80744	4041453	355075	996487	994015	4192
grid-carry-k8-w8-n16	Persistent	true	5397	2303	2073	510	510	4861	510	2559	255	0	256	256	256	0	83926	37772	0	2838	656	19	64256	0	241564	9532149	2449563	6973487	6969351	10336
grid-carry-k8-w8-n16	Copy	true	5397	2303	2073	510	510	4861	510	2559	255	0	256	256	256	0	83926	45685	7913	2838	656	19	64256	0	251270	10103925	2449563	6973487	6969351	12212
grid-carry-k8-w8-n128	Persistent	true	5509	2303	2185	510	510	4861	510	2559	255	0	256	256	256	0	129495	45933	0	2950	8776	131	64256	0	8655251	221374573	107721668	319267736	319251952	318655
grid-carry-k8-w8-n128	Copy	true	5509	2303	2185	510	510	4861	510	2559	255	0	256	256	256	0	129495	82406	36473	2950	8776	131	64256	0	8693517	224002669	107721668	319267736	319251952	416249
grid-carry-k8-w64-n0	Persistent	true	34053	16639	16393	510	510	4861	510	16895	255	0	256	256	256	0	198700	117951	0	17158	576	68	64256	0	404676	20372261	357819	1875289	1010423	17385
grid-carry-k8-w64-n0	Copy	true	34053	16639	16393	510	510	4861	510	16895	255	0	256	256	256	0	198700	121784	3833	17158	576	68	64256	0	410302	20650277	357819	2030841	1010423	18892
grid-carry-k8-w64-n16	Persistent	true	34069	16639	16409	510	510	4861	510	16895	255	0	256	256	256	0	532182	287884	0	17174	712	68	64256	0	728034	36993926	2452308	6992458	6983842	32236
grid-carry-k8-w64-n16	Copy	true	34069	16639	16409	510	510	4861	510	16895	255	0	256	256	256	0	532182	295797	7913	17174	712	68	64256	0	737740	37565702	2452308	6992458	6983842	30642
grid-carry-k8-w64-n128	Persistent	true	34181	16639	16521	510	510	4861	510	16895	255	0	256	256	256	0	667351	346733	0	17286	8832	131	64256	0	9184115	252399325	107724413	319274961	319254697	341813
grid-carry-k8-w64-n128	Copy	true	34181	16639	16521	510	510	4861	510	16895	255	0	256	256	256	0	667351	383206	36473	17286	8832	131	64256	0	9222381	255027421	107724413	319274961	319254697	440178
grid-carry-k8-w256-n0	Persistent	true	132357	65791	65545	510	510	4861	510	66047	255	0	256	256	256	0	930860	558015	0	66310	768	260	64256	0	1728328	85066885	367228	5863706	1066680	75032
grid-carry-k8-w256-n0	Copy	true	132357	65791	65545	510	510	4861	510	66047	255	0	256	256	256	0	930860	561848	3833	66310	768	260	64256	0	1733954	85344901	367228	6019258	1066680	73585
grid-carry-k8-w256-n16	Persistent	true	132373	65791	65561	510	510	4861	510	66047	255	0	256	256	256	0	2200790	1221516	0	66326	904	260	64256	0	2547814	137245926	2461717	8066829	7040099	106422
grid-carry-k8-w256-n16	Copy	true	132373	65791	65561	510	510	4861	510	66047	255	0	256	256	256	0	2200790	1229429	7913	66326	904	260	64256	0	2557520	137817702	2461717	8424341	7040099	107206
grid-carry-k8-w256-n128	Persistent	true	132485	65791	65673	510	510	4861	510	66047	255	0	256	256	256	0	2644183	1426029	0	66438	9024	260	64256	0	11098487	362703614	107733822	319330996	319295372	427965
grid-carry-k8-w256-n128	Copy	true	132485	65791	65673	510	510	4861	510	66047	255	0	256	256	256	0	2644183	1462502	36473	66438	9024	260	64256	0	11136753	365331710	107733822	319330996	319295372	530686
