case	mode	quantum	limit	status	factors	answers	raw_products	owner_turns	source_turns	applications	products	product_jobs	duplicates	refutations	issued	received	accepted	max_outstanding	owner_buffered_peak	outstanding	buffered	unaccepted_at_shutdown	actual_source_steps	accepted_source_steps	cancelled_requests	unserved_quantum_slots	prefetch_visits
app-add-left	Baseline	1	0	pass	1	1	1	55	55	6	1	0	0	0	0	0	0	0	0	0	0	0	55	55	0	0	0
app-add-left	Inline	1	4	pass	1	1	1	55	55	6	1	0	0	0	55	55	55	1	1	0	0	0	55	55	0	0	55
app-add-left	Threads(1)	1	4	pass	1	1	1	55	55	6	1	0	0	0	55	55	55	1	1	0	0	0	55	55	0	0	55
app-add-left	Threads(2)	1	4	pass	1	1	1	55	55	6	1	0	0	0	55	55	55	1	1	0	0	0	55	55	0	0	55
app-add-left	Inline	8	4	pass	1	1	1	7	7	6	1	0	0	0	7	7	7	1	1	0	0	0	55	55	0	0	7
app-add-left	Threads(1)	8	4	pass	1	1	1	7	7	6	1	0	0	0	7	7	7	1	1	0	0	0	55	55	0	0	7
app-add-left	Threads(2)	8	4	pass	1	1	1	7	7	6	1	0	0	0	7	7	7	1	1	0	0	0	55	55	0	0	7
app-add-repeated	Baseline	1	0	pass	1	1	1	46	46	5	1	0	0	0	0	0	0	0	0	0	0	0	46	46	0	0	0
app-add-repeated	Inline	1	4	pass	1	1	1	46	46	5	1	0	0	0	46	46	46	1	1	0	0	0	46	46	0	0	46
app-add-repeated	Threads(1)	1	4	pass	1	1	1	46	46	5	1	0	0	0	46	46	46	1	1	0	0	0	46	46	0	0	46
app-add-repeated	Threads(2)	1	4	pass	1	1	1	46	46	5	1	0	0	0	46	46	46	1	1	0	0	0	46	46	0	0	46
app-add-repeated	Inline	8	4	pass	1	1	1	6	6	5	1	0	0	0	6	6	6	1	1	0	0	0	46	46	0	0	6
app-add-repeated	Threads(1)	8	4	pass	1	1	1	6	6	5	1	0	0	0	6	6	6	1	1	0	0	0	46	46	0	0	6
app-add-repeated	Threads(2)	8	4	pass	1	1	1	6	6	5	1	0	0	0	6	6	6	1	1	0	0	0	46	46	0	0	6
app-add-right	Baseline	1	0	pass	1	1	1	25	25	3	1	0	0	0	0	0	0	0	0	0	0	0	25	25	0	0	0
app-add-right	Inline	1	4	pass	1	1	1	25	25	3	1	0	0	0	25	25	25	1	1	0	0	0	25	25	0	0	25
app-add-right	Threads(1)	1	4	pass	1	1	1	25	25	3	1	0	0	0	25	25	25	1	1	0	0	0	25	25	0	0	25
app-add-right	Threads(2)	1	4	pass	1	1	1	25	25	3	1	0	0	0	25	25	25	1	1	0	0	0	25	25	0	0	25
app-add-right	Inline	8	4	pass	1	1	1	4	4	3	1	0	0	0	4	4	4	1	1	0	0	0	25	25	0	0	4
app-add-right	Threads(1)	8	4	pass	1	1	1	4	4	3	1	0	0	0	4	4	4	1	1	0	0	0	25	25	0	0	4
app-add-right	Threads(2)	8	4	pass	1	1	1	4	4	3	1	0	0	0	4	4	4	1	1	0	0	0	25	25	0	0	4
app-infer-identity	Baseline	1	0	pass	1	1	1	54	54	5	1	0	0	0	0	0	0	0	0	0	0	0	54	54	0	0	0
app-infer-identity	Inline	1	4	pass	1	1	1	54	54	5	1	0	0	0	54	54	54	1	1	0	0	0	54	54	0	0	54
app-infer-identity	Threads(1)	1	4	pass	1	1	1	54	54	5	1	0	0	0	54	54	54	1	1	0	0	0	54	54	0	0	54
app-infer-identity	Threads(2)	1	4	pass	1	1	1	54	54	5	1	0	0	0	54	54	54	1	1	0	0	0	54	54	0	0	54
app-infer-identity	Inline	8	4	pass	1	1	1	7	7	5	1	0	0	0	7	7	7	1	1	0	0	0	54	54	0	0	7
app-infer-identity	Threads(1)	8	4	pass	1	1	1	7	7	5	1	0	0	0	7	7	7	1	1	0	0	0	54	54	0	0	7
app-infer-identity	Threads(2)	8	4	pass	1	1	1	7	7	5	1	0	0	0	7	7	7	1	1	0	0	0	54	54	0	0	7
app-lambda-identity	Baseline	1	0	pass	1	1	1	112	112	6	1	0	0	0	0	0	0	0	0	0	0	0	112	112	0	0	0
app-lambda-identity	Inline	1	4	pass	1	1	1	112	112	6	1	0	0	0	112	112	112	1	1	0	0	0	112	112	0	0	112
app-lambda-identity	Threads(1)	1	4	pass	1	1	1	112	112	6	1	0	0	0	112	112	112	1	1	0	0	0	112	112	0	0	112
app-lambda-identity	Threads(2)	1	4	pass	1	1	1	112	112	6	1	0	0	0	112	112	112	1	1	0	0	0	112	112	0	0	112
app-lambda-identity	Inline	8	4	pass	1	1	1	14	14	6	1	0	0	0	14	14	14	1	1	0	0	0	112	112	0	0	14
app-lambda-identity	Threads(1)	8	4	pass	1	1	1	14	14	6	1	0	0	0	14	14	14	1	1	0	0	0	112	112	0	0	14
app-lambda-identity	Threads(2)	8	4	pass	1	1	1	14	14	6	1	0	0	0	14	14	14	1	1	0	0	0	112	112	0	0	14
app-lambda-norm-residual	Baseline	1	0	pass	1	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
app-lambda-norm-residual	Inline	1	4	pass	1	1	1	2	2	0	1	0	0	0	2	2	2	1	1	0	0	0	2	2	0	0	2
app-lambda-norm-residual	Threads(1)	1	4	pass	1	1	1	2	2	0	1	0	0	0	2	2	2	1	1	0	0	0	2	2	0	0	2
app-lambda-norm-residual	Threads(2)	1	4	pass	1	1	1	2	2	0	1	0	0	0	2	2	2	1	1	0	0	0	2	2	0	0	2
app-lambda-norm-residual	Inline	8	4	pass	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	2	2	0	0	1
app-lambda-norm-residual	Threads(1)	8	4	pass	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	2	2	0	0	1
app-lambda-norm-residual	Threads(2)	8	4	pass	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	2	2	0	0	1
app-sk-duplication	Baseline	1	0	pass	1	1	1	431	431	19	1	0	0	0	0	0	0	0	0	0	0	0	431	431	0	0	0
app-sk-duplication	Inline	1	4	pass	1	1	1	431	431	19	1	0	0	0	431	431	431	1	1	0	0	0	431	431	0	0	431
app-sk-duplication	Threads(1)	1	4	pass	1	1	1	431	431	19	1	0	0	0	431	431	431	1	1	0	0	0	431	431	0	0	431
app-sk-duplication	Threads(2)	1	4	pass	1	1	1	431	431	19	1	0	0	0	431	431	431	1	1	0	0	0	431	431	0	0	431
app-sk-duplication	Inline	8	4	pass	1	1	1	54	54	19	1	0	0	0	54	54	54	1	1	0	0	0	431	431	0	0	54
app-sk-duplication	Threads(1)	8	4	pass	1	1	1	54	54	19	1	0	0	0	54	54	54	1	1	0	0	0	431	431	0	0	54
app-sk-duplication	Threads(2)	8	4	pass	1	1	1	54	54	19	1	0	0	0	54	54	54	1	1	0	0	0	431	431	0	0	54
app-sk-identity	Baseline	1	0	pass	1	1	1	177	177	7	1	0	0	0	0	0	0	0	0	0	0	0	177	177	0	0	0
app-sk-identity	Inline	1	4	pass	1	1	1	177	177	7	1	0	0	0	177	177	177	1	1	0	0	0	177	177	0	0	177
app-sk-identity	Threads(1)	1	4	pass	1	1	1	177	177	7	1	0	0	0	177	177	177	1	1	0	0	0	177	177	0	0	177
app-sk-identity	Threads(2)	1	4	pass	1	1	1	177	177	7	1	0	0	0	177	177	177	1	1	0	0	0	177	177	0	0	177
app-sk-identity	Inline	8	4	pass	1	1	1	23	23	7	1	0	0	0	23	23	23	1	1	0	0	0	177	177	0	0	23
app-sk-identity	Threads(1)	8	4	pass	1	1	1	23	23	7	1	0	0	0	23	23	23	1	1	0	0	0	177	177	0	0	23
app-sk-identity	Threads(2)	8	4	pass	1	1	1	23	23	7	1	0	0	0	23	23	23	1	1	0	0	0	177	177	0	0	23
app-sk-ignored-hole	Baseline	1	0	pass	1	1	1	546	546	32	1	0	0	0	0	0	0	0	0	0	0	0	546	546	0	0	0
app-sk-ignored-hole	Inline	1	4	pass	1	1	1	546	546	32	1	0	0	0	546	546	546	1	1	0	0	0	546	546	0	0	546
app-sk-ignored-hole	Threads(1)	1	4	pass	1	1	1	546	546	32	1	0	0	0	546	546	546	1	1	0	0	0	546	546	0	0	546
app-sk-ignored-hole	Threads(2)	1	4	pass	1	1	1	546	546	32	1	0	0	0	546	546	546	1	1	0	0	0	546	546	0	0	546
app-sk-ignored-hole	Inline	8	4	pass	1	1	1	69	69	32	1	0	0	0	69	69	69	1	1	0	0	0	546	546	0	0	69
app-sk-ignored-hole	Threads(1)	8	4	pass	1	1	1	69	69	32	1	0	0	0	69	69	69	1	1	0	0	0	546	546	0	0	69
app-sk-ignored-hole	Threads(2)	8	4	pass	1	1	1	69	69	32	1	0	0	0	69	69	69	1	1	0	0	0	546	546	0	0	69
app-sub	Baseline	1	0	pass	1	1	1	27	27	4	1	0	0	0	0	0	0	0	0	0	0	0	27	27	0	0	0
app-sub	Inline	1	4	pass	1	1	1	27	27	4	1	0	0	0	27	27	27	1	1	0	0	0	27	27	0	0	27
app-sub	Threads(1)	1	4	pass	1	1	1	27	27	4	1	0	0	0	27	27	27	1	1	0	0	0	27	27	0	0	27
app-sub	Threads(2)	1	4	pass	1	1	1	27	27	4	1	0	0	0	27	27	27	1	1	0	0	0	27	27	0	0	27
app-sub	Inline	8	4	pass	1	1	1	4	4	4	1	0	0	0	4	4	4	1	1	0	0	0	27	27	0	0	4
app-sub	Threads(1)	8	4	pass	1	1	1	4	4	4	1	0	0	0	4	4	4	1	1	0	0	0	27	27	0	0	4
app-sub	Threads(2)	8	4	pass	1	1	1	4	4	4	1	0	0	0	4	4	4	1	1	0	0	0	27	27	0	0	4
carry-k0-w0-n0	Baseline	1	0	pass	1	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
carry-k0-w0-n0	Inline	1	4	pass	1	1	1	2	2	0	1	0	0	0	2	2	2	1	1	0	0	0	2	2	0	0	2
carry-k0-w0-n0	Threads(1)	1	4	pass	1	1	1	2	2	0	1	0	0	0	2	2	2	1	1	0	0	0	2	2	0	0	2
carry-k0-w0-n0	Threads(2)	1	4	pass	1	1	1	2	2	0	1	0	0	0	2	2	2	1	1	0	0	0	2	2	0	0	2
carry-k0-w0-n0	Inline	8	4	pass	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	2	2	0	0	1
carry-k0-w0-n0	Threads(1)	8	4	pass	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	2	2	0	0	1
carry-k0-w0-n0	Threads(2)	8	4	pass	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	2	2	0	0	1
carry-k0-w0-n3	Baseline	1	0	pass	2	1	1	7	6	0	1	1	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0
carry-k0-w0-n3	Inline	1	4	pass	2	1	1	7	6	0	1	1	0	0	6	6	6	2	2	0	0	0	6	6	0	0	12
carry-k0-w0-n3	Threads(1)	1	4	pass	2	1	1	7	6	0	1	1	0	0	6	6	6	2	1	0	0	0	6	6	0	0	12
carry-k0-w0-n3	Threads(2)	1	4	pass	2	1	1	7	6	0	1	1	0	0	6	6	6	2	1	0	0	0	6	6	0	0	12
carry-k0-w0-n3	Inline	8	4	pass	2	1	1	3	2	0	1	1	0	0	2	2	2	2	2	0	0	0	6	6	0	0	4
carry-k0-w0-n3	Threads(1)	8	4	pass	2	1	1	3	2	0	1	1	0	0	2	2	2	2	1	0	0	0	6	6	0	0	4
carry-k0-w0-n3	Threads(2)	8	4	pass	2	1	1	3	2	0	1	1	0	0	2	2	2	2	1	0	0	0	6	6	0	0	4
carry-k0-w1-n0	Baseline	1	0	pass	1	1	1	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0
carry-k0-w1-n0	Inline	1	4	pass	1	1	1	4	4	1	1	0	0	0	4	4	4	1	1	0	0	0	4	4	0	0	4
carry-k0-w1-n0	Threads(1)	1	4	pass	1	1	1	4	4	1	1	0	0	0	4	4	4	1	1	0	0	0	4	4	0	0	4
carry-k0-w1-n0	Threads(2)	1	4	pass	1	1	1	4	4	1	1	0	0	0	4	4	4	1	1	0	0	0	4	4	0	0	4
carry-k0-w1-n0	Inline	8	4	pass	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	4	4	0	0	1
carry-k0-w1-n0	Threads(1)	8	4	pass	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	4	4	0	0	1
carry-k0-w1-n0	Threads(2)	8	4	pass	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	4	4	0	0	1
carry-k0-w1-n3	Baseline	1	0	pass	2	1	1	9	8	1	1	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0
carry-k0-w1-n3	Inline	1	4	pass	2	1	1	9	8	1	1	1	0	0	8	8	8	2	2	0	0	0	8	8	0	0	16
carry-k0-w1-n3	Threads(1)	1	4	pass	2	1	1	9	8	1	1	1	0	0	8	8	8	2	1	0	0	0	8	8	0	0	16
carry-k0-w1-n3	Threads(2)	1	4	pass	2	1	1	9	8	1	1	1	0	0	8	8	8	2	1	0	0	0	8	8	0	0	16
carry-k0-w1-n3	Inline	8	4	pass	2	1	1	3	2	1	1	1	0	0	2	2	2	2	2	0	0	0	8	8	0	0	4
carry-k0-w1-n3	Threads(1)	8	4	pass	2	1	1	3	2	1	1	1	0	0	2	2	2	2	1	0	0	0	8	8	0	0	4
carry-k0-w1-n3	Threads(2)	8	4	pass	2	1	1	3	2	1	1	1	0	0	2	2	2	2	1	0	0	0	8	8	0	0	4
carry-k0-w4-n0	Baseline	1	0	pass	1	1	1	10	10	4	1	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0
carry-k0-w4-n0	Inline	1	4	pass	1	1	1	10	10	4	1	0	0	0	10	10	10	1	1	0	0	0	10	10	0	0	10
carry-k0-w4-n0	Threads(1)	1	4	pass	1	1	1	10	10	4	1	0	0	0	10	10	10	1	1	0	0	0	10	10	0	0	10
carry-k0-w4-n0	Threads(2)	1	4	pass	1	1	1	10	10	4	1	0	0	0	10	10	10	1	1	0	0	0	10	10	0	0	10
carry-k0-w4-n0	Inline	8	4	pass	1	1	1	2	2	4	1	0	0	0	2	2	2	1	1	0	0	0	10	10	0	0	2
carry-k0-w4-n0	Threads(1)	8	4	pass	1	1	1	2	2	4	1	0	0	0	2	2	2	1	1	0	0	0	10	10	0	0	2
carry-k0-w4-n0	Threads(2)	8	4	pass	1	1	1	2	2	4	1	0	0	0	2	2	2	1	1	0	0	0	10	10	0	0	2
carry-k0-w4-n3	Baseline	1	0	pass	2	1	1	15	14	4	1	1	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0
carry-k0-w4-n3	Inline	1	4	pass	2	1	1	15	14	4	1	1	0	0	14	14	14	2	2	0	0	0	14	14	0	0	28
carry-k0-w4-n3	Threads(1)	1	4	pass	2	1	1	15	14	4	1	1	0	0	14	14	14	2	1	0	0	0	14	14	0	0	28
carry-k0-w4-n3	Threads(2)	1	4	pass	2	1	1	15	14	4	1	1	0	0	14	14	14	2	2	0	0	0	14	14	0	0	28
carry-k0-w4-n3	Inline	8	4	pass	2	1	1	4	3	4	1	1	0	0	3	3	3	2	2	0	0	0	14	14	0	0	6
carry-k0-w4-n3	Threads(1)	8	4	pass	2	1	1	4	3	4	1	1	0	0	3	3	3	2	1	0	0	0	14	14	0	0	6
carry-k0-w4-n3	Threads(2)	8	4	pass	2	1	1	4	3	4	1	1	0	0	3	3	3	2	1	0	0	0	14	14	0	0	6
carry-k1-w0-n0	Baseline	1	0	pass	1	2	2	8	8	1	2	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0
carry-k1-w0-n0	Inline	1	4	pass	1	2	2	8	8	1	2	0	0	0	8	8	8	1	1	0	0	0	8	8	0	0	8
carry-k1-w0-n0	Threads(1)	1	4	pass	1	2	2	8	8	1	2	0	0	0	8	8	8	1	1	0	0	0	8	8	0	0	8
carry-k1-w0-n0	Threads(2)	1	4	pass	1	2	2	8	8	1	2	0	0	0	8	8	8	1	1	0	0	0	8	8	0	0	8
carry-k1-w0-n0	Inline	8	4	pass	1	2	2	1	1	1	2	0	0	0	1	1	1	1	1	0	0	0	8	8	0	0	1
carry-k1-w0-n0	Threads(1)	8	4	pass	1	2	2	1	1	1	2	0	0	0	1	1	1	1	1	0	0	0	8	8	0	0	1
carry-k1-w0-n0	Threads(2)	8	4	pass	1	2	2	1	1	1	2	0	0	0	1	1	1	1	1	0	0	0	8	8	0	0	1
carry-k1-w0-n3	Baseline	1	0	pass	2	2	2	14	12	1	2	2	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0
carry-k1-w0-n3	Inline	1	4	pass	2	2	2	14	12	1	2	2	0	0	12	12	12	2	2	0	0	0	12	12	0	0	26
carry-k1-w0-n3	Threads(1)	1	4	pass	2	2	2	14	12	1	2	2	0	0	12	12	12	2	1	0	0	0	12	12	0	0	26
carry-k1-w0-n3	Threads(2)	1	4	pass	2	2	2	14	12	1	2	2	0	0	12	12	12	2	1	0	0	0	12	12	0	0	26
carry-k1-w0-n3	Inline	8	4	pass	2	2	2	4	2	1	2	1	0	0	2	2	2	2	2	0	0	0	12	12	0	0	4
carry-k1-w0-n3	Threads(1)	8	4	pass	2	2	2	4	2	1	2	1	0	0	2	2	2	2	1	0	0	0	12	12	0	0	4
carry-k1-w0-n3	Threads(2)	8	4	pass	2	2	2	4	2	1	2	1	0	0	2	2	2	2	2	0	0	0	12	12	0	0	4
carry-k1-w1-n0	Baseline	1	0	pass	1	2	2	12	12	3	2	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0
carry-k1-w1-n0	Inline	1	4	pass	1	2	2	12	12	3	2	0	0	0	12	12	12	1	1	0	0	0	12	12	0	0	12
carry-k1-w1-n0	Threads(1)	1	4	pass	1	2	2	12	12	3	2	0	0	0	12	12	12	1	1	0	0	0	12	12	0	0	12
carry-k1-w1-n0	Threads(2)	1	4	pass	1	2	2	12	12	3	2	0	0	0	12	12	12	1	1	0	0	0	12	12	0	0	12
carry-k1-w1-n0	Inline	8	4	pass	1	2	2	2	2	3	2	0	0	0	2	2	2	1	1	0	0	0	12	12	0	0	2
carry-k1-w1-n0	Threads(1)	8	4	pass	1	2	2	2	2	3	2	0	0	0	2	2	2	1	1	0	0	0	12	12	0	0	2
carry-k1-w1-n0	Threads(2)	8	4	pass	1	2	2	2	2	3	2	0	0	0	2	2	2	1	1	0	0	0	12	12	0	0	2
carry-k1-w1-n3	Baseline	1	0	pass	2	2	2	18	16	3	2	2	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0
carry-k1-w1-n3	Inline	1	4	pass	2	2	2	18	16	3	2	2	0	0	16	16	16	2	2	0	0	0	16	16	0	0	34
carry-k1-w1-n3	Threads(1)	1	4	pass	2	2	2	18	16	3	2	2	0	0	16	16	16	2	1	0	0	0	16	16	0	0	34
carry-k1-w1-n3	Threads(2)	1	4	pass	2	2	2	18	16	3	2	2	0	0	16	16	16	2	1	0	0	0	16	16	0	0	34
carry-k1-w1-n3	Inline	8	4	pass	2	2	2	5	3	3	2	2	0	0	3	3	3	2	2	0	0	0	16	16	0	0	6
carry-k1-w1-n3	Threads(1)	8	4	pass	2	2	2	5	3	3	2	2	0	0	3	3	3	2	1	0	0	0	16	16	0	0	6
carry-k1-w1-n3	Threads(2)	8	4	pass	2	2	2	5	3	3	2	2	0	0	3	3	3	2	2	0	0	0	16	16	0	0	6
carry-k1-w4-n0	Baseline	1	0	pass	1	2	2	24	24	9	2	0	0	0	0	0	0	0	0	0	0	0	24	24	0	0	0
carry-k1-w4-n0	Inline	1	4	pass	1	2	2	24	24	9	2	0	0	0	24	24	24	1	1	0	0	0	24	24	0	0	24
carry-k1-w4-n0	Threads(1)	1	4	pass	1	2	2	24	24	9	2	0	0	0	24	24	24	1	1	0	0	0	24	24	0	0	24
carry-k1-w4-n0	Threads(2)	1	4	pass	1	2	2	24	24	9	2	0	0	0	24	24	24	1	1	0	0	0	24	24	0	0	24
carry-k1-w4-n0	Inline	8	4	pass	1	2	2	3	3	9	2	0	0	0	3	3	3	1	1	0	0	0	24	24	0	0	3
carry-k1-w4-n0	Threads(1)	8	4	pass	1	2	2	3	3	9	2	0	0	0	3	3	3	1	1	0	0	0	24	24	0	0	3
carry-k1-w4-n0	Threads(2)	8	4	pass	1	2	2	3	3	9	2	0	0	0	3	3	3	1	1	0	0	0	24	24	0	0	3
carry-k1-w4-n3	Baseline	1	0	pass	2	2	2	30	28	9	2	2	0	0	0	0	0	0	0	0	0	0	28	28	0	0	0
carry-k1-w4-n3	Inline	1	4	pass	2	2	2	30	28	9	2	2	0	0	28	28	28	2	2	0	0	0	28	28	0	0	58
carry-k1-w4-n3	Threads(1)	1	4	pass	2	2	2	30	28	9	2	2	0	0	28	28	28	2	1	0	0	0	28	28	0	0	58
carry-k1-w4-n3	Threads(2)	1	4	pass	2	2	2	30	28	9	2	2	0	0	28	28	28	2	1	0	0	0	28	28	0	0	58
carry-k1-w4-n3	Inline	8	4	pass	2	2	2	6	4	9	2	2	0	0	4	4	4	2	2	0	0	0	28	28	0	0	8
carry-k1-w4-n3	Threads(1)	8	4	pass	2	2	2	6	4	9	2	2	0	0	4	4	4	2	1	0	0	0	28	28	0	0	8
carry-k1-w4-n3	Threads(2)	8	4	pass	2	2	2	6	4	9	2	2	0	0	4	4	4	2	2	0	0	0	28	28	0	0	8
carry-k2-w0-n0	Baseline	1	0	pass	1	4	4	19	19	3	4	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0
carry-k2-w0-n0	Inline	1	4	pass	1	4	4	19	19	3	4	0	0	0	19	19	19	1	1	0	0	0	19	19	0	0	19
carry-k2-w0-n0	Threads(1)	1	4	pass	1	4	4	19	19	3	4	0	0	0	19	19	19	1	1	0	0	0	19	19	0	0	19
carry-k2-w0-n0	Threads(2)	1	4	pass	1	4	4	19	19	3	4	0	0	0	19	19	19	1	1	0	0	0	19	19	0	0	19
carry-k2-w0-n0	Inline	8	4	pass	1	4	4	3	3	3	4	0	0	0	3	3	3	1	1	0	0	0	19	19	0	0	3
carry-k2-w0-n0	Threads(1)	8	4	pass	1	4	4	3	3	3	4	0	0	0	3	3	3	1	1	0	0	0	19	19	0	0	3
carry-k2-w0-n0	Threads(2)	8	4	pass	1	4	4	3	3	3	4	0	0	0	3	3	3	1	1	0	0	0	19	19	0	0	3
carry-k2-w0-n3	Baseline	1	0	pass	2	4	4	27	23	3	4	4	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0
carry-k2-w0-n3	Inline	1	4	pass	2	4	4	27	23	3	4	4	0	0	23	23	23	2	2	0	0	0	23	23	0	0	52
carry-k2-w0-n3	Threads(1)	1	4	pass	2	4	4	27	23	3	4	4	0	0	23	23	23	2	1	0	0	0	23	23	0	0	52
carry-k2-w0-n3	Threads(2)	1	4	pass	2	4	4	27	23	3	4	4	0	0	23	23	23	2	2	0	0	0	23	23	0	0	52
carry-k2-w0-n3	Inline	8	4	pass	2	4	4	8	4	3	4	4	0	0	4	4	4	2	2	0	0	0	23	23	0	0	10
carry-k2-w0-n3	Threads(1)	8	4	pass	2	4	4	8	4	3	4	4	0	0	4	4	4	2	1	0	0	0	23	23	0	0	10
carry-k2-w0-n3	Threads(2)	8	4	pass	2	4	4	8	4	3	4	4	0	0	4	4	4	2	2	0	0	0	23	23	0	0	10
carry-k2-w1-n0	Baseline	1	0	pass	1	4	4	27	27	7	4	0	0	0	0	0	0	0	0	0	0	0	27	27	0	0	0
carry-k2-w1-n0	Inline	1	4	pass	1	4	4	27	27	7	4	0	0	0	27	27	27	1	1	0	0	0	27	27	0	0	27
carry-k2-w1-n0	Threads(1)	1	4	pass	1	4	4	27	27	7	4	0	0	0	27	27	27	1	1	0	0	0	27	27	0	0	27
carry-k2-w1-n0	Threads(2)	1	4	pass	1	4	4	27	27	7	4	0	0	0	27	27	27	1	1	0	0	0	27	27	0	0	27
carry-k2-w1-n0	Inline	8	4	pass	1	4	4	4	4	7	4	0	0	0	4	4	4	1	1	0	0	0	27	27	0	0	4
carry-k2-w1-n0	Threads(1)	8	4	pass	1	4	4	4	4	7	4	0	0	0	4	4	4	1	1	0	0	0	27	27	0	0	4
carry-k2-w1-n0	Threads(2)	8	4	pass	1	4	4	4	4	7	4	0	0	0	4	4	4	1	1	0	0	0	27	27	0	0	4
carry-k2-w1-n3	Baseline	1	0	pass	2	4	4	35	31	7	4	4	0	0	0	0	0	0	0	0	0	0	31	31	0	0	0
carry-k2-w1-n3	Inline	1	4	pass	2	4	4	35	31	7	4	4	0	0	31	31	31	2	2	0	0	0	31	31	0	0	68
carry-k2-w1-n3	Threads(1)	1	4	pass	2	4	4	35	31	7	4	4	0	0	31	31	31	2	1	0	0	0	31	31	0	0	68
carry-k2-w1-n3	Threads(2)	1	4	pass	2	4	4	35	31	7	4	4	0	0	31	31	31	2	1	0	0	0	31	31	0	0	68
carry-k2-w1-n3	Inline	8	4	pass	2	4	4	9	5	7	4	4	0	0	5	5	5	2	2	0	0	0	31	31	0	0	12
carry-k2-w1-n3	Threads(1)	8	4	pass	2	4	4	9	5	7	4	4	0	0	5	5	5	2	1	0	0	0	31	31	0	0	12
carry-k2-w1-n3	Threads(2)	8	4	pass	2	4	4	9	5	7	4	4	0	0	5	5	5	2	2	0	0	0	31	31	0	0	12
carry-k2-w4-n0	Baseline	1	0	pass	1	4	4	51	51	19	4	0	0	0	0	0	0	0	0	0	0	0	51	51	0	0	0
carry-k2-w4-n0	Inline	1	4	pass	1	4	4	51	51	19	4	0	0	0	51	51	51	1	1	0	0	0	51	51	0	0	51
carry-k2-w4-n0	Threads(1)	1	4	pass	1	4	4	51	51	19	4	0	0	0	51	51	51	1	1	0	0	0	51	51	0	0	51
carry-k2-w4-n0	Threads(2)	1	4	pass	1	4	4	51	51	19	4	0	0	0	51	51	51	1	1	0	0	0	51	51	0	0	51
carry-k2-w4-n0	Inline	8	4	pass	1	4	4	7	7	19	4	0	0	0	7	7	7	1	1	0	0	0	51	51	0	0	7
carry-k2-w4-n0	Threads(1)	8	4	pass	1	4	4	7	7	19	4	0	0	0	7	7	7	1	1	0	0	0	51	51	0	0	7
carry-k2-w4-n0	Threads(2)	8	4	pass	1	4	4	7	7	19	4	0	0	0	7	7	7	1	1	0	0	0	51	51	0	0	7
carry-k2-w4-n3	Baseline	1	0	pass	2	4	4	59	55	19	4	4	0	0	0	0	0	0	0	0	0	0	55	55	0	0	0
carry-k2-w4-n3	Inline	1	4	pass	2	4	4	59	55	19	4	4	0	0	55	55	55	2	2	0	0	0	55	55	0	0	116
carry-k2-w4-n3	Threads(1)	1	4	pass	2	4	4	59	55	19	4	4	0	0	55	55	55	2	1	0	0	0	55	55	0	0	116
carry-k2-w4-n3	Threads(2)	1	4	pass	2	4	4	59	55	19	4	4	0	0	55	55	55	2	1	0	0	0	55	55	0	0	116
carry-k2-w4-n3	Inline	8	4	pass	2	4	4	12	8	19	4	4	0	0	8	8	8	2	2	0	0	0	55	55	0	0	18
carry-k2-w4-n3	Threads(1)	8	4	pass	2	4	4	12	8	19	4	4	0	0	8	8	8	2	1	0	0	0	55	55	0	0	18
carry-k2-w4-n3	Threads(2)	8	4	pass	2	4	4	12	8	19	4	4	0	0	8	8	8	2	2	0	0	0	55	55	0	0	18
carry-k3-w0-n0	Baseline	1	0	pass	1	8	8	40	40	7	8	0	0	0	0	0	0	0	0	0	0	0	40	40	0	0	0
carry-k3-w0-n0	Inline	1	4	pass	1	8	8	40	40	7	8	0	0	0	40	40	40	1	1	0	0	0	40	40	0	0	40
carry-k3-w0-n0	Threads(1)	1	4	pass	1	8	8	40	40	7	8	0	0	0	40	40	40	1	1	0	0	0	40	40	0	0	40
