case	mode	pass	steps	pairs	root_reads	output_root_reads	absence_visits	occurs_visits	splits	copied_entries	completed_regions	failed_regions	eager_projection_visits	output_projection_visits	eager_nodes	projection_cache_hits	interning_lookups	partition_groups	bindings	raw	answers	max_frontier	retained_regions	observer_pairs	observer_scans	observer_backtracks	allocation_calls	construct_requested	solve_requested	observe_requested	requested_bytes	baseline_live	peak_live	final_live	construct_us	solve_us	observe_us
cycle-k1-w64	Partitioned	true	3	2	6	66	67	2	0	0	1	1	71	65	67	1	68	2	1	1	1	2	1	0	0	0	746	5026	24228	4079	33333	4138	31560	18316	12	89	9
cycle-k1-w256	Eager	true	3	2	269	258	259	2	0	0	1	1	261	257	261	0	0	0	1	1	1	2	1	0	0	0	2175	19042	30418	13551	63011	13541	65599	65199	47	120	40
cycle-k1-w256	Named	true	4	3	11	258	519	3	1	1	1	1	0	257	0	0	0	0	1	1	1	2	1	0	0	0	1440	19042	16432	13551	49025	13541	46846	46446	40	49	58
cycle-k1-w256	Partitioned	true	3	2	6	258	259	2	0	0	1	1	263	257	259	1	260	2	1	1	1	2	1	0	0	0	2861	19042	91908	13487	124437	13547	118753	65165	38	268	28
cycle-k2-w0	Eager	true	6	4	26	4	6	4	0	0	2	2	10	2	10	0	0	0	2	2	1	4	2	1	0	0	68	354	2796	1510	4660	995	3621	3078	0	5	3
cycle-k2-w0	Named	true	4	3	11	4	7	3	1	1	1	1	0	2	0	0	0	0	1	2	1	2	1	1	0	0	42	354	1600	1510	3464	995	3211	2668	0	5	2
cycle-k2-w0	Partitioned	true	3	2	6	4	3	2	0	0	1	1	11	2	3	5	4	2	1	2	1	2	1	1	0	0	61	354	4356	1398	6108	1001	4847	2699	0	12	2
cycle-k2-w1	Eager	true	6	4	28	6	8	4	0	0	2	2	12	4	12	0	0	0	2	2	1	4	2	2	0	0	81	427	2942	1608	4977	1044	3987	3395	1	7	4
cycle-k2-w1	Named	true	4	3	11	6	9	3	1	1	1	1	0	4	0	0	0	0	1	2	1	2	1	2	0	0	49	427	1600	1608	3635	1044	3431	2839	1	4	3
cycle-k2-w1	Partitioned	true	3	2	6	6	4	2	0	0	1	1	12	4	4	5	5	2	1	2	1	2	1	2	0	0	73	427	4438	1496	6361	1050	5051	2943	0	13	3
cycle-k2-w8	Eager	true	6	4	42	20	22	4	0	0	2	2	26	18	26	0	0	0	2	2	1	4	2	9	0	0	174	938	4268	2294	7500	1387	6549	5614	1	10	4
cycle-k2-w8	Named	true	4	3	11	20	23	3	1	1	1	1	0	18	0	0	0	0	1	2	1	2	1	9	0	0	100	938	1904	2294	5136	1387	4971	4036	1	6	8
cycle-k2-w8	Partitioned	true	3	2	6	20	11	2	0	0	1	1	19	18	11	5	12	2	1	2	1	2	1	9	0	0	163	938	6452	2182	9572	1393	7919	4651	1	20	4
cycle-k2-w64	Eager	true	6	4	154	132	134	4	0	0	2	2	138	130	138	0	0	0	2	2	1	4	2	65	0	0	928	5026	15340	7782	28148	4132	27046	23367	10	46	20
cycle-k2-w64	Named	true	4	3	11	132	135	3	1	1	1	1	0	130	0	0	0	0	1	2	1	2	1	65	0	0	518	5026	4800	7782	17608	4132	17292	13613	10	22	36
cycle-k2-w64	Partitioned	true	3	2	6	132	67	2	0	0	1	1	75	130	67	5	68	2	1	2	1	2	1	65	0	0	886	5026	24292	7670	36988	4138	31560	18316	10	74	19
cycle-k2-w256	Eager	true	6	4	538	516	518	4	0	0	2	2	522	514	522	0	0	0	2	2	1	4	2	257	0	0	3522	19042	55004	26598	100644	13541	97319	84232	42	194	87
cycle-k2-w256	Named	true	4	3	11	516	519	3	1	1	1	1	0	514	0	0	0	0	1	2	1	2	1	257	0	0	1960	19042	16432	26598	62072	13541	59533	46446	41	50	107
cycle-k2-w256	Partitioned	true	3	2	6	516	259	2	0	0	1	1	267	514	259	5	260	2	1	2	1	2	1	257	0	0	3385	19042	91972	26486	137500	13547	118753	65165	40	277	68
cycle-k4-w0	Eager	true	24	16	104	16	24	16	0	0	8	8	40	8	40	0	0	0	8	8	1	16	8	7	0	0	222	354	11752	5056	17162	995	7925	6684	0	19	7
cycle-k4-w0	Named	true	4	3	11	16	7	3	1	1	1	1	0	8	0	0	0	0	1	8	1	2	1	7	0	0	91	354	1600	5056	7010	995	3909	2668	0	4	6
cycle-k4-w0	Partitioned	true	3	2	6	16	3	2	0	0	1	1	35	8	3	29	4	2	1	8	1	2	1	7	0	0	136	354	4868	4992	10214	1001	4911	2731	0	15	6
cycle-k4-w1	Eager	true	24	16	112	24	32	16	0	0	8	8	48	16	48	0	0	0	8	8	1	16	8	14	0	0	265	427	12336	5448	18211	1044	9023	7439	0	15	5
cycle-k4-w1	Named	true	4	3	11	24	9	3	1	1	1	1	0	16	0	0	0	0	1	8	1	2	1	14	0	0	110	427	1600	5448	7475	1044	4423	2839	1	5	10
cycle-k4-w1	Partitioned	true	3	2	6	24	4	2	0	0	1	1	36	16	4	29	5	2	1	8	1	2	1	14	0	0	160	427	4950	5384	10761	1050	5115	2975	1	14	7
cycle-k4-w8	Eager	true	24	16	168	80	88	16	0	0	8	8	104	72	104	0	0	0	8	8	1	16	8	63	0	0	568	938	16728	8192	25858	1387	16709	12724	1	32	19
cycle-k4-w8	Named	true	4	3	11	80	23	3	1	1	1	1	0	72	0	0	0	0	1	8	1	2	1	63	0	0	245	938	1904	8192	11034	1387	8021	4036	1	7	18
cycle-k4-w8	Partitioned	true	3	2	6	80	11	2	0	0	1	1	43	72	11	29	12	2	1	8	1	2	1	63	0	0	334	938	6964	8128	16030	1393	8732	4683	1	22	16
cycle-k4-w64	Eager	true	24	16	616	528	536	16	0	0	8	8	552	520	552	0	0	0	8	8	1	16	8	455	0	0	3056	5026	58520	30144	93690	4132	78198	55005	9	132	86
cycle-k4-w64	Named	true	4	3	11	528	135	3	1	1	1	1	0	520	0	0	0	0	1	8	1	2	1	455	0	0	1335	5026	4800	30144	39970	4132	36806	13613	9	13	89
cycle-k4-w64	Partitioned	true	3	2	6	528	67	2	0	0	1	1	99	520	67	29	68	2	1	8	1	2	1	455	0	0	1729	5026	24804	30080	59910	4138	41605	18348	9	70	76
cycle-k4-w256	Eager	true	24	16	2152	2064	2072	16	0	0	8	8	2088	2056	2088	0	0	0	8	8	1	16	8	1799	0	0	11608	19042	205752	105408	330202	13541	289015	199966	27	386	325
cycle-k4-w256	Named	true	4	3	11	2064	519	3	1	1	1	1	0	2056	0	0	0	0	1	8	1	2	1	1799	0	0	5081	19042	16432	105408	140882	13541	135495	46446	49	48	360
cycle-k4-w256	Partitioned	true	3	2	6	2064	259	2	0	0	1	1	291	2056	259	29	260	2	1	8	1	2	1	1799	0	0	6532	19042	92484	105344	216870	13547	154310	65197	27	180	243
cycle-k8-w0	Eager	true	384	256	1664	256	384	256	0	0	128	128	640	128	640	0	0	0	128	128	1	256	128	127	0	0	3254	354	205464	86280	292098	995	102453	82644	0	191	351
cycle-k8-w0	Named	true	4	3	11	256	7	3	1	1	1	1	0	128	0	0	0	0	1	128	1	2	1	127	0	0	1075	354	1600	86280	88234	995	22477	2668	0	4	87
cycle-k8-w0	Partitioned	true	3	2	6	256	3	2	0	0	1	1	515	128	3	509	4	2	1	128	1	2	1	127	0	0	1608	354	16388	208136	224878	1001	24524	3691	0	45	96
cycle-k8-w1	Eager	true	384	256	1792	384	512	256	0	0	128	128	768	256	768	0	0	0	128	128	1	256	128	254	0	0	3897	427	214808	92552	307787	1044	118191	92159	1	237	217
cycle-k8-w1	Named	true	4	3	11	384	9	3	1	1	1	1	0	256	0	0	0	0	1	128	1	2	1	254	0	0	1334	427	1600	92552	94579	1044	28871	2839	0	4	69
cycle-k8-w1	Partitioned	true	3	2	6	384	4	2	0	0	1	1	516	256	4	509	5	2	1	128	1	2	1	254	0	0	1872	427	16470	214408	231305	1050	30991	3935	0	47	118
cycle-k8-w8	Eager	true	384	256	2688	1280	1408	256	0	0	128	128	1664	1152	1664	0	0	0	128	128	1	256	128	1143	0	0	8400	938	280520	136456	417914	1387	228357	158764	2	426	490
cycle-k8-w8	Named	true	4	3	11	1280	23	3	1	1	1	1	0	1152	0	0	0	0	1	128	1	2	1	1143	0	0	3149	938	1904	136456	139298	1387	73629	4036	1	6	239
cycle-k8-w8	Partitioned	true	3	2	6	1280	11	2	0	0	1	1	523	1152	11	509	12	2	1	128	1	2	1	1143	0	0	3726	938	18484	258312	277734	1393	76260	5643	1	53	236
cycle-k8-w64	Eager	true	384	256	9856	8448	8576	256	0	0	128	128	8832	8320	8832	0	0	0	128	128	1	256	128	8255	0	0	45568	5026	936712	487688	1429426	4132	1109686	691605	10	1731	1214
cycle-k8-w64	Named	true	4	3	11	8448	135	3	1	1	1	1	0	8320	0	0	0	0	1	128	1	2	1	8255	0	0	17679	5026	4800	487688	497514	4132	431694	13613	11	22	1387
cycle-k8-w64	Partitioned	true	3	2	6	8448	67	2	0	0	1	1	579	8320	67	509	68	2	1	128	1	2	1	8255	0	0	18561	5026	36324	609544	650894	4138	438413	19308	12	173	1805
cycle-k8-w256	Eager	true	384	256	34432	33024	33152	256	0	0	128	128	33408	32896	33408	0	0	0	128	128	1	256	128	32639	0	0	173280	19042	3235304	1691912	4946258	13541	4131383	2518486	28	5955	4895
cycle-k8-w256	Named	true	4	3	11	33024	519	3	1	1	1	1	0	32896	0	0	0	0	1	128	1	2	1	32639	0	0	67505	19042	16432	1691912	1727386	13541	1659343	46446	41	56	5456
cycle-k8-w256	Partitioned	true	3	2	6	33024	259	2	0	0	1	1	771	32896	259	509	260	2	1	128	1	2	1	32639	0	0	69444	19042	104004	1813768	1936814	13547	1680078	66157	39	314	7237
