kind,rep,family,mode,reuse,version,total_ns,execution_ns,setup_ns,preparation_ns,disposal_ns,first_cold_ns,cancel_ns,requested_bytes,peak_increment_bytes
time,4,mutation,copy,8,after,48915479,48280693,416707,21349,196730,5820080,6139799,,
time,4,compatible-small,indexed,1,after,72230,57399,10874,1856,2101,70028,68309,,
time,4,compatible-small,indexed,1,before,72695,57764,10805,1906,2220,70378,77840,,
time,4,compatible-small,trail,8,after,186149,157785,17009,386,10969,24395,22828,,
time,4,compatible-small,trail,8,before,188455,160216,16661,261,11317,22473,23329,,
time,4,retained,copy,1,before,856859,804027,17638,9540,25654,738257,366248,,
time,4,retained,copy,1,after,438720,385951,18629,10427,23713,322222,345410,,
time,4,work,trail,1,after,8838738,8686891,2698,143296,5853,8281863,9101165,,
time,4,work,trail,1,before,8816839,8666089,2944,142153,5653,8296928,9243830,,
time,4,mutation,checkpoint1,1,after,12953556,12854992,18726,20563,59275,12737297,12745958,,
time,4,mutation,checkpoint1,1,before,62616725,62507816,21203,22518,65188,62379592,60835209,,
time,4,retained,copy,8,after,3683706,3148126,337865,10171,187544,326854,355801,,
time,4,retained,copy,8,before,3710465,3145223,343377,11363,210502,347654,356701,,
time,4,work,trail,8,before,75256185,74543391,16316,658586,37892,8843146,8870938,,
time,4,work,trail,8,after,74548943,73868992,17083,629577,33291,8750592,8833996,,
time,4,compatible-alias,checkpoint1,8,before,2696550,2600521,84941,2674,8414,241119,571513,,
time,4,compatible-alias,checkpoint1,8,after,3750434,3641763,100133,2765,5773,301606,268521,,
time,4,retained,checkpoint1,1,after,743878,690058,19541,10462,23817,604019,643964,,
time,4,retained,checkpoint1,1,before,748694,689794,21806,11033,26061,617002,647005,,
time,4,retained,trail,8,before,6128240,5247396,386597,15275,478972,527983,578384,,
time,4,retained,trail,8,after,5874236,5189618,386093,14778,283747,522092,608783,,
time,4,compatible-alias,copy,1,before,81878,70601,6841,3016,1420,80341,76111,,
time,4,compatible-alias,copy,1,after,90610,81140,5450,2704,1316,89204,86369,,
time,4,compatible-small,indexed,8,before,472186,393101,65238,1597,12250,61610,55065,,
time,4,compatible-small,indexed,8,after,456717,379520,63119,1679,12399,59177,51716,,
time,4,mutation,trail,1,before,102614900,102470219,20499,15237,108945,99794578,101004282,,
time,4,mutation,trail,1,after,53020896,52858189,29998,19090,113619,50386380,57533246,,
time,4,retained,indexed,1,after,719118,623795,51111,17669,26543,496687,604692,,
time,4,retained,indexed,1,before,745392,640381,49793,17549,37669,501194,623883,,
time,4,compatible-small,copy,1,after,26370,20857,4192,344,977,25312,25295,,
time,4,compatible-small,copy,1,before,25378,19682,3947,302,1447,23754,22707,,
time,4,compatible-large,checkpoint1,1,after,686901,592605,91647,374,2275,684496,635160,,
time,4,compatible-large,checkpoint1,1,before,608114,509754,95929,453,1978,606050,616204,,
time,4,compatible-small,checkpoint1,1,after,56143,50893,3896,253,1101,54965,53063,,
time,4,compatible-small,checkpoint1,1,before,51335,46350,3799,293,893,50379,50669,,
time,4,compatible-alias,trail,8,after,665886,589984,52172,3915,19815,86581,87888,,
time,4,compatible-alias,trail,8,before,637740,554637,57026,3782,22295,74348,83237,,
time,4,work,copy,8,before,17535882,17489967,10619,12808,22488,2257404,2153838,,
time,4,work,copy,8,after,16953802,16910380,10187,12608,20627,2118904,2069317,,
time,4,retained,indexed,8,after,6003258,5154608,620430,16477,211743,520935,602502,,
time,4,retained,indexed,8,before,6158236,5236465,664017,15516,242238,485517,599458,,
time,4,compatible-alias,indexed,1,after,137250,106200,10954,18486,1610,135503,114777,,
time,4,compatible-alias,indexed,1,before,133216,102127,10826,18799,1464,131648,108776,,
time,4,compatible-alias,checkpoint1,1,before,228832,219619,5115,2856,1242,227491,227525,,
time,4,compatible-alias,checkpoint1,1,after,238522,229456,5105,2755,1206,237214,241626,,
time,4,mutation,checkpoint1,8,after,104473296,103811790,428719,23837,208950,12683325,12980271,,
time,4,mutation,checkpoint1,8,before,496783374,496103949,412071,26304,241050,60822983,62812626,,
time,4,compatible-large,checkpoint1,8,before,5991762,5012972,961501,490,16799,750204,704813,,
time,4,compatible-large,checkpoint1,8,after,6100973,5055649,1027187,713,17424,742405,700882,,
time,4,mutation,copy,1,before,56399603,56284991,22108,22372,70132,56183181,55331285,,
time,4,mutation,copy,1,after,5991591,5925025,18829,20383,27354,5821395,5806451,,
time,4,compatible-large,indexed,1,after,364970,63300,296904,2611,2155,362730,338425,,
time,4,compatible-large,indexed,1,before,369784,59879,305718,2033,2154,367528,327186,,
time,4,work,checkpoint1,8,before,18575497,18540395,9097,5121,20884,2300263,2301373,,
time,4,work,checkpoint1,8,after,19279734,19242104,10234,5282,22114,2476745,2306166,,
time,4,work,indexed,1,after,985673,929084,6007,45668,4914,950271,994718,,
time,4,work,indexed,1,before,1102941,1029740,7570,60367,5264,1051952,1057968,,
time,4,compatible-large,copy,1,after,675079,568488,103867,384,2340,672619,672123,,
time,4,compatible-large,copy,1,before,665973,546183,116892,577,2321,663533,643173,,
time,4,compatible-large,indexed,8,before,2780280,488055,2270843,2104,19278,311270,363143,,
time,4,compatible-large,indexed,8,after,3053589,503980,2526444,2664,20501,356859,360536,,
time,4,compatible-large,copy,8,after,4978031,4178514,784014,418,15085,627600,634070,,
time,4,compatible-large,copy,8,before,4923686,4076289,832683,351,14363,605762,601951,,
time,4,compatible-alias,indexed,8,after,837426,729527,84666,17923,5310,142082,95779,,
time,4,compatible-alias,indexed,8,before,832650,724700,86875,15436,5639,118309,130792,,
time,4,compatible-large,trail,8,after,5028757,4216162,773647,393,38555,580005,681800,,
time,4,compatible-large,trail,8,before,4968744,4106758,827071,370,34545,599811,601920,,
time,4,work,checkpoint1,1,after,2306216,2286672,2038,12999,4507,2291763,2264341,,
time,4,work,checkpoint1,1,before,2351348,2331579,2052,12952,4765,2336024,2342338,,
time,4,compatible-small,checkpoint1,8,before,429179,396944,26049,320,5866,53575,53290,,
time,4,compatible-small,checkpoint1,8,after,443608,411416,26127,288,5777,54140,53356,,
time,4,mutation,trail,8,before,824054218,822914007,218720,20342,901149,100177474,101670211,,
time,4,mutation,trail,8,after,439940813,438764764,220411,17191,938447,51075032,53087295,,
time,4,compatible-small,trail,1,before,24590,19446,3106,274,1764,22776,23939,,
time,4,compatible-small,trail,1,after,24836,19830,2997,305,1704,23045,24120,,
time,4,mutation,indexed,1,before,2643406,2488386,75230,48047,31743,2347513,2452436,,
time,4,mutation,indexed,1,after,2594092,2462724,51019,51101,29248,2308245,2347783,,
time,4,compatible-large,trail,1,after,675887,573814,97167,402,4504,671241,634985,,
time,4,compatible-large,trail,1,before,610183,504952,100551,365,4315,605763,609833,,
time,4,retained,trail,1,before,759178,658508,20037,16830,63803,522594,548055,,
time,4,retained,trail,1,after,836061,733125,19325,15732,67879,516137,563822,,
time,4,work,indexed,8,before,8139374,7820102,248179,48898,22195,955136,998478,,
time,4,work,indexed,8,after,8003469,7711157,220456,48582,23274,976665,1013828,,
time,4,retained,checkpoint1,8,before,6190666,5635981,349085,10368,195232,627725,647578,,
time,4,retained,checkpoint1,8,after,6110860,5536756,364345,11044,198715,605004,648062,,
meter,0,compatible-large,indexed,8,after,4329302,585704,3715313,2614,25671,505018,621887,1888237,126763
meter,0,compatible-large,indexed,8,before,4170272,562908,3580328,2729,24307,490404,526329,1888237,126763
meter,0,work,copy,8,after,38324720,38270086,14316,4584,35734,4091456,4122957,21913769,32302
meter,0,work,copy,8,before,33005029,32948778,15788,4843,35620,4033709,4027350,21913769,32302
meter,0,mutation,copy,8,after,89435275,88606445,427473,11732,389625,16309486,10180248,59140455,206657
meter,0,mutation,copy,8,before,905840246,904915105,497518,13675,413948,113326050,113754017,834682215,206657
meter,0,compatible-small,checkpoint1,1,before,79045,72486,4865,356,1338,77608,79494,144885,10551
meter,0,compatible-small,checkpoint1,1,after,77995,71309,5048,319,1319,76591,78315,144885,10551
meter,0,work,checkpoint1,1,before,4293906,4271651,2321,13168,6766,4271468,4228745,3090623,32911
meter,0,work,checkpoint1,1,after,4568679,4543145,3753,14774,7007,4546577,4148697,3090623,32911
meter,0,retained,copy,8,before,5782484,4964427,421400,5667,390990,437359,471400,3269467,189133
meter,0,retained,copy,8,after,5398124,4604245,430928,4406,358545,574540,478685,3269467,189133
meter,0,mutation,trail,8,after,495381143,493936331,321409,12902,1110501,57693011,59311811,241495463,4224347
meter,0,mutation,trail,8,before,1340238674,1338830066,398590,16501,993517,170192905,164434877,1017037223,4224347
meter,0,compatible-large,checkpoint1,1,before,1892043,1672347,213698,574,5424,1886476,2008751,659189,122176
meter,0,compatible-large,checkpoint1,1,after,1021442,878428,138736,427,3851,1017430,1101192,659189,122176
meter,0,compatible-alias,copy,8,after,762531,696983,56125,1207,8216,104444,90471,827378,32355
meter,0,compatible-alias,copy,8,before,708039,635690,62616,1369,8364,85766,81842,827378,32355
meter,0,compatible-small,checkpoint1,8,before,616744,570222,37449,364,8709,75871,76698,1155335,10551
meter,0,compatible-small,checkpoint1,8,after,599264,553871,36651,326,8416,75235,74551,1155335,10551
meter,0,compatible-alias,trail,1,before,103561,88111,6147,3848,5455,97955,100161,119504,32307
meter,0,compatible-alias,trail,1,after,126289,108415,7196,4759,5919,120260,124016,119504,32307
meter,0,compatible-small,indexed,1,before,89718,70459,14486,2344,2429,87174,85197,68774,26993
meter,0,compatible-small,indexed,1,after,102186,80652,15748,2543,3243,98750,96411,68774,26993
meter,0,compatible-small,indexed,8,after,562690,453432,93386,1927,13945,75464,65219,528429,26993
meter,0,compatible-small,indexed,8,before,585163,476514,91286,1834,15529,73227,84191,528429,26993
meter,0,compatible-large,checkpoint1,8,after,8731049,7430567,1275674,355,24453,1040131,1204397,5269767,122176
meter,0,compatible-large,checkpoint1,8,before,9053742,7729511,1298273,427,25531,1190265,1151729,5269767,122176
meter,0,compatible-alias,copy,1,before,94821,83824,6438,2885,1674,93034,87606,112216,32355
meter,0,compatible-alias,copy,1,after,105160,94285,6453,2652,1770,103247,99186,112216,32355
meter,0,work,trail,8,after,92663646,92576646,26448,7375,53177,10152623,11205441,37569001,1523458
meter,0,work,trail,8,before,92301977,92214839,26717,7145,53276,10033515,11291940,37569001,1523458
meter,0,compatible-small,copy,1,after,39858,33243,4904,368,1343,38407,39849,65597,9271
meter,0,compatible-small,copy,1,before,42436,35130,5416,381,1509,40828,41901,65597,9271
meter,0,mutation,checkpoint1,8,after,160821418,159821547,528073,15931,455867,18881778,18974738,166355047,213289
meter,0,mutation,checkpoint1,8,before,985253002,984254468,548912,14112,435510,121290576,121498843,941896807,213289
meter,0,compatible-alias,indexed,8,after,1126485,997041,104970,15548,8926,146211,128311,1407503,57223
meter,0,compatible-alias,indexed,8,before,1061461,936045,102496,14362,8558,142149,122406,1407503,57223
meter,0,retained,checkpoint1,8,after,8147579,7379508,395402,5324,367345,766520,861627,6524603,191061
meter,0,retained,checkpoint1,8,before,8457043,7709543,380043,6636,360821,779937,817142,6524603,191061
meter,0,work,trail,1,before,11336805,11173598,3768,148623,10816,10241053,11502628,4701691,1523458
meter,0,work,trail,1,after,11613546,11454284,3538,146183,9541,10600917,11390473,4701691,1523458
meter,0,mutation,checkpoint1,1,after,19010973,18869781,30482,27083,83627,18676692,18512381,20804411,213289
meter,0,mutation,checkpoint1,1,before,123942441,123806528,28727,25598,81588,123617704,128461039,117747131,213289
meter,0,mutation,indexed,8,before,27694716,26438483,810770,41587,403876,2744192,3237249,26757966,1235630
meter,0,mutation,indexed,8,after,27991111,26664340,890760,39700,396311,2830267,3943570,26757966,1235630
meter,0,mutation,copy,1,after,10741187,10601684,27911,23634,87958,10456434,10506619,7402587,206657
meter,0,mutation,copy,1,before,115010001,114907086,28149,24009,50757,114729082,116885217,104345307,206657
meter,0,retained,indexed,8,before,8722875,7513904,766073,20171,422727,710362,918323,11636886,1095873
meter,0,retained,indexed,8,after,8483379,7312210,734039,18042,419088,701143,941633,11636886,1095873
meter,0,compatible-alias,indexed,1,after,182407,144871,13317,22154,2065,180197,155255,198680,57223
meter,0,compatible-alias,indexed,1,before,179888,142723,14069,20864,2232,177537,159220,198680,57223
meter,0,work,indexed,1,after,1390951,1297155,8664,78859,6273,1340095,1266565,1107578,243485
meter,0,work,indexed,1,before,1509115,1437448,8059,56090,7518,1450580,1402245,1107578,243485
meter,0,compatible-alias,checkpoint1,1,before,319530,307899,6689,3025,1917,317481,317238,474424,33275
meter,0,compatible-alias,checkpoint1,1,after,327422,314269,7631,3626,1896,325411,324574,474424,33275
meter,0,retained,indexed,1,after,1042161,900827,64071,24999,52264,711504,921229,1467580,1095873
meter,0,retained,indexed,1,before,1095207,953313,64620,26139,51135,764287,897695,1467580,1095873
meter,0,compatible-alias,checkpoint1,8,after,2611573,2535244,65859,1416,9054,316160,338469,3725042,33275
meter,0,compatible-alias,checkpoint1,8,before,2547201,2476762,59895,1384,9160,312943,340326,3725042,33275
meter,0,compatible-large,copy,8,after,8811794,7456672,1328057,428,26637,1078007,1098248,4635463,121256
meter,0,compatible-large,copy,8,before,8547647,7258719,1262899,519,25510,1024422,1055399,4635463,121256
meter,0,compatible-large,indexed,1,after,639352,93484,539013,3409,3446,635751,512609,238750,126763
meter,0,compatible-large,indexed,1,before,560409,78228,475793,2647,3741,556535,549753,238750,126763
meter,0,compatible-large,trail,1,before,1117488,934150,175629,822,6887,1110469,1101240,583493,121208
meter,0,compatible-large,trail,1,after,1057581,913165,137068,388,6960,1050486,1021491,583493,121208
meter,0,mutation,indexed,1,before,3231878,3061297,61814,52667,56100,2834098,3039733,3369216,1235630
meter,0,mutation,indexed,1,after,3193150,3030558,60543,51061,50988,2807854,3087466,3369216,1235630
meter,0,retained,copy,1,after,682080,595906,27118,12275,46781,457795,492091,412963,189133
meter,0,retained,copy,1,before,685186,595979,27167,12237,49803,464034,499881,412963,189133
meter,0,compatible-small,trail,1,before,50029,40950,5302,491,3286,46642,45665,69189,9415
meter,0,compatible-small,trail,1,after,43108,35074,4609,372,3053,39956,43930,69189,9415
meter,0,compatible-small,trail,8,after,334491,277433,35103,337,21618,39401,49445,549767,9415
meter,0,compatible-small,trail,8,before,395058,327816,41240,400,25602,46517,49591,549767,9415
meter,0,work,copy,1,after,3994516,3972026,2266,12858,7366,3973237,4001005,2744787,32302
meter,0,work,copy,1,before,4109143,4085460,2309,14164,7210,4087259,4196255,2744787,32302
meter,0,compatible-small,copy,8,before,327268,274758,42022,408,10080,37259,51419,521031,9271
meter,0,compatible-small,copy,8,after,300169,252721,37888,411,9149,35270,43734,521031,9271
meter,0,compatible-large,copy,1,before,1017156,870705,142633,478,3340,1013700,1075000,579901,121256
meter,0,compatible-large,copy,1,after,1103882,959656,140066,405,3755,1099965,1135624,579901,121256
meter,0,retained,trail,1,after,936342,802194,27508,17221,89419,623494,672606,473387,205828
meter,0,retained,trail,1,before,944987,806042,27692,16792,94461,620999,801926,473387,205828
meter,0,work,indexed,8,after,11237134,10903798,275820,19705,37811,1368452,1449144,8736290,243485
meter,0,work,indexed,8,before,11386831,11042145,281278,19831,43577,1336995,1389977,8736290,243485
meter,0,mutation,trail,1,after,60085444,59864796,28960,21087,170601,56345321,60220283,30196963,4224347
meter,0,mutation,trail,1,before,163844467,163645693,27186,18866,152722,160299015,169638054,127139683,4224347
meter,0,compatible-large,trail,8,before,9613970,8077625,1472291,449,63605,1065124,1086792,4664199,121208
meter,0,compatible-large,trail,8,after,8612716,7306341,1250244,540,55591,1037701,1113216,4664199,121208
meter,0,compatible-alias,trail,8,before,773969,669256,66838,1288,36587,94015,95585,885682,32307
meter,0,compatible-alias,trail,8,after,883936,777487,67354,1316,37779,103105,125921,885682,32307
meter,0,retained,trail,8,after,7682378,6692072,431177,4225,554904,633660,817855,3752859,205828
meter,0,retained,trail,8,before,7651102,6634276,451711,4294,560821,725203,711507,3752859,205828
meter,0,work,checkpoint1,8,before,35046956,34988599,15297,5066,37994,4255494,4380039,24680457,32911
meter,0,work,checkpoint1,8,after,34584725,34527724,15546,4803,36652,4262171,4268140,24680457,32911
meter,0,retained,checkpoint1,1,after,978359,894651,25970,11613,46125,774648,803992,819855,191061
meter,0,retained,checkpoint1,1,before,1130883,1045687,27773,11280,46143,909891,829602,819855,191061
meter,1,mutation,copy,8,after,84439265,83548434,445220,11856,433755,10356646,10368281,59140455,206657
meter,1,mutation,copy,8,before,919439571,918459527,519711,18841,441492,114937295,113694112,834682215,206657
meter,1,compatible-small,trail,1,after,49662,40462,5178,502,3520,46039,50339,69189,9415
meter,1,compatible-small,trail,1,before,47199,38296,5145,410,3348,43761,47841,69189,9415
meter,1,compatible-small,copy,8,before,283349,237425,36983,349,8592,34678,36747,521031,9271
meter,1,compatible-small,copy,8,after,312064,264899,38090,384,8691,35254,36951,521031,9271
meter,1,compatible-small,indexed,1,after,80277,62965,13268,1981,2063,78102,71774,68774,26993
meter,1,compatible-small,indexed,1,before,75811,59395,12359,1949,2108,73601,70199,68774,26993
meter,1,retained,copy,8,before,5850909,5084003,402276,5955,358675,457790,475403,3269467,189133
meter,1,retained,copy,8,after,5232929,4448310,425282,4128,355209,486307,491905,3269467,189133
meter,1,mutation,indexed,1,before,3174479,3005207,64166,53306,51800,2779739,3070376,3369216,1235630
meter,1,mutation,indexed,1,after,3312890,3132207,62773,54330,63580,2881340,3042039,3369216,1235630
meter,1,compatible-alias,checkpoint1,8,before,2663739,2591220,62043,1328,9148,311925,309016,3725042,33275
meter,1,compatible-alias,checkpoint1,8,after,2555352,2453474,91695,1238,8945,330302,326318,3725042,33275
meter,1,compatible-large,trail,8,after,8435300,7104241,1273556,462,57041,1033233,1083963,4664199,121208
meter,1,compatible-large,trail,8,before,8887690,7515911,1310581,485,60713,1063747,1069728,4664199,121208
meter,1,retained,copy,1,before,649202,562959,27457,12547,46239,458687,485960,412963,189133
meter,1,retained,copy,1,after,670564,581179,28555,13508,47322,466318,779919,412963,189133
meter,1,compatible-small,checkpoint1,8,after,670363,620126,40490,343,9404,81384,81263,1155335,10551
meter,1,compatible-small,checkpoint1,8,before,655189,605439,40190,367,9193,80107,80198,1155335,10551
meter,1,retained,checkpoint1,8,before,8247117,7456248,408312,4535,378022,829005,1031533,6524603,191061
meter,1,retained,checkpoint1,8,after,8500488,7581608,391945,4805,522130,779787,845462,6524603,191061
meter,1,compatible-large,trail,1,before,1025134,875467,141916,453,7298,1017716,1681122,583493,121208
meter,1,compatible-large,trail,1,after,1790580,1585845,195199,487,9049,1781400,2168800,583493,121208
meter,1,compatible-small,trail,8,after,381359,319450,38157,367,23385,44444,40446,549767,9415
meter,1,compatible-small,trail,8,before,341909,284951,34505,328,22125,37897,50299,549767,9415
meter,1,mutation,copy,1,after,10357103,10215714,28216,24234,88939,10076543,10372883,7402587,206657
meter,1,mutation,copy,1,before,112543942,112438378,27699,23306,54559,112293644,120455572,104345307,206657
meter,1,compatible-alias,checkpoint1,1,after,341905,330490,6457,3127,1831,339801,320597,474424,33275
meter,1,compatible-alias,checkpoint1,1,before,297280,285687,6247,2993,2353,294808,323952,474424,33275
meter,1,compatible-alias,copy,1,after,98365,87882,6002,2854,1627,96633,94664,112216,32355
meter,1,compatible-alias,copy,1,before,123118,109016,8057,3762,2283,120703,120312,112216,32355
meter,1,work,trail,8,before,95520890,95432621,26563,7544,54162,10763220,11235776,37569001,1523458
meter,1,work,trail,8,after,97645417,97560432,26943,6547,51495,14176286,11274935,37569001,1523458
meter,1,compatible-large,copy,8,before,8428548,7141414,1261941,409,24784,1018740,1089911,4635463,121256
meter,1,compatible-large,copy,8,after,9041224,7643710,1370778,521,26215,1143537,1139097,4635463,121256
meter,1,work,checkpoint1,1,after,4551681,4526557,2688,14562,7874,4527666,4469255,3090623,32911
meter,1,work,checkpoint1,1,before,5655480,5627103,3918,17078,7381,5628545,4702909,3090623,32911
meter,1,work,checkpoint1,8,after,34770979,34706857,18484,4857,40781,4339799,4339635,24680457,32911
meter,1,work,checkpoint1,8,before,35107502,35049188,16327,5539,36448,4361536,4371730,24680457,32911
meter,1,work,indexed,1,after,1356139,1294300,7032,47132,7675,1300827,1396869,1107578,243485
meter,1,work,indexed,1,before,1388838,1324455,7129,49850,7404,1329057,1453766,1107578,243485
meter,1,mutation,trail,1,after,59720230,59532010,28499,20071,139650,55952904,58421656,30196963,4224347
meter,1,mutation,trail,1,before,175768165,175476241,28446,19318,244160,169322270,171990250,127139683,4224347
meter,1,compatible-large,indexed,8,after,4469884,609908,3831188,2200,26588,535089,557255,1888237,126763
meter,1,compatible-large,indexed,8,before,4373099,597864,3747772,2578,24885,535482,530944,1888237,126763
meter,1,compatible-alias,copy,8,after,795490,725693,60053,1165,8579,96872,93867,827378,32355
meter,1,compatible-alias,copy,8,before,759260,687226,61703,1192,9139,83263,94545,827378,32355
meter,1,mutation,checkpoint1,1,before,128242521,128105517,27062,24678,85264,127933726,123812040,117747131,213289
meter,1,mutation,checkpoint1,1,after,18967672,18829190,30144,26554,81784,18665631,18555812,20804411,213289
meter,1,compatible-small,checkpoint1,1,before,80150,73280,5084,362,1424,78630,80110,144885,10551
meter,1,compatible-small,checkpoint1,1,after,79114,72574,4889,349,1302,77727,76641,144885,10551
meter,1,retained,trail,1,after,935056,805245,27151,16768,85892,627775,779302,473387,205828
meter,1,retained,trail,1,before,930611,796619,28519,17204,88269,621781,672769,473387,205828
meter,1,work,indexed,8,before,11514650,11188117,267357,21201,37975,1353425,1434842,8736290,243485
meter,1,work,indexed,8,after,11274711,10954650,261139,21311,37611,1356587,1449918,8736290,243485
meter,1,mutation,indexed,8,before,26065908,24753326,850428,56690,405464,2853012,3060413,26757966,1235630
meter,1,mutation,indexed,8,after,25958958,24711866,831638,36474,378980,2791760,3055968,26757966,1235630
meter,1,mutation,trail,8,before,1327075475,1325703275,387604,11952,972644,162749925,161706744,1017037223,4224347
meter,1,mutation,trail,8,after,477989523,476664672,269399,12179,1043273,56603927,58837165,241495463,4224347
meter,1,retained,trail,8,after,7823703,6702161,569615,4470,547457,608974,786446,3752859,205828
meter,1,retained,trail,8,before,7618203,6546095,451330,4748,616030,627696,768767,3752859,205828
meter,1,compatible-large,checkpoint1,1,before,1178093,1016973,156706,464,3950,1173910,1169743,659189,122176
meter,1,compatible-large,checkpoint1,1,after,1115731,966806,145063,427,3435,1112159,1092617,659189,122176
meter,1,work,copy,1,after,4284683,4259031,2885,14720,8047,4261183,4366868,2744787,32302
meter,1,work,copy,1,before,4465523,4440660,2440,14838,7585,4441758,4825209,2744787,32302
meter,1,retained,indexed,8,before,8831368,7609892,787819,23286,410371,770387,895516,11636886,1095873
meter,1,retained,indexed,8,after,8467825,7316213,742613,18483,390516,688474,837036,11636886,1095873
meter,1,compatible-alias,trail,1,before,109227,92329,7008,4440,5450,103651,113577,119504,32307
meter,1,compatible-alias,trail,1,after,121383,104399,7075,4657,5252,116022,108869,119504,32307
meter,1,compatible-small,copy,1,after,42386,35028,5483,390,1485,40797,41811,65597,9271
meter,1,compatible-small,copy,1,before,42730,35420,5407,414,1489,41151,41847,65597,9271
meter,1,compatible-alias,indexed,8,before,1228422,1100580,104945,14063,8834,157670,117330,1407503,57223
meter,1,compatible-alias,indexed,8,after,1051267,926174,96859,19913,8321,172604,140287,1407503,57223
meter,1,work,copy,8,after,33025419,32963856,15888,5153,40522,4070644,4027145,21913769,32302
meter,1,work,copy,8,before,33291260,33232818,15163,5262,38017,4428933,4109653,21913769,32302
meter,1,retained,indexed,1,after,1074042,936875,62062,25294,49811,737878,865233,1467580,1095873
meter,1,retained,indexed,1,before,1071011,933329,64580,24491,48611,739004,837479,1467580,1095873
meter,1,compatible-large,indexed,1,before,534301,77504,450828,2443,3526,530666,543314,238750,126763
meter,1,compatible-large,indexed,1,after,549259,75733,467685,2353,3488,545671,514659,238750,126763
meter,1,compatible-small,indexed,8,after,557543,452489,89381,1956,13717,73758,68326,528429,26993
meter,1,compatible-small,indexed,8,before,553411,451180,88005,1940,12286,73153,68750,528429,26993
meter,1,compatible-alias,trail,8,after,897831,788267,69960,1527,38077,120940,101723,885682,32307
meter,1,compatible-alias,trail,8,before,861072,739686,80678,1409,39299,102533,89977,885682,32307
meter,1,compatible-alias,indexed,1,after,173410,129103,20041,22432,1834,171449,124121,198680,57223
meter,1,compatible-alias,indexed,1,before,145344,115402,11198,17033,1711,143532,127695,198680,57223
meter,1,compatible-large,checkpoint1,8,after,8857845,7557630,1275645,404,24166,1119504,1114325,5269767,122176
meter,1,compatible-large,checkpoint1,8,before,9606923,8234184,1345753,440,26546,1127495,1122025,5269767,122176
meter,1,compatible-large,copy,1,after,1092329,922042,166416,513,3358,1088851,1022156,579901,121256
meter,1,compatible-large,copy,1,before,1047035,897604,145541,528,3362,1043550,1100899,579901,121256
meter,1,mutation,checkpoint1,8,before,999877978,998908257,521255,13622,434844,123257520,121650933,941896807,213289
meter,1,mutation,checkpoint1,8,after,152327435,151420107,451020,12468,443840,18777480,19424012,166355047,213289
meter,1,retained,checkpoint1,1,after,999942,914608,26762,11095,47477,793134,844779,819855,191061
meter,1,retained,checkpoint1,1,before,994533,909330,27678,11853,45672,791203,1062732,819855,191061
meter,1,work,trail,1,after,10922964,10761248,3014,150272,8430,10000631,11365100,4701691,1523458
meter,1,work,trail,1,before,11297872,11143449,3206,141927,9290,10369746,11496470,4701691,1523458
